,메뉴이름,식사명,열량,날짜,부대
96,새송이쇠고기볶음(05)(06)(16),조식,110.25kcal,2021-09-16,6282
97,삶은계란(01),중식,70.28kcal,2021-09-16,6282
98,방어순살튀김(05)(06),석식,334.44kcal,2021-09-16,6282
99,멸치볶음,조식,83.46kcal,2021-09-16,6282
100,단무지무침,중식,6.3kcal,2021-09-16,6282
101,오이풋고추된장무침(05)(06),석식,28.24kcal,2021-09-16,6282
102,김자반,조식,43kcal,2021-09-16,6282
103,배추김치(7~9월),중식,8.45kcal,2021-09-16,6282
104,열무김치,석식,12.8kcal,2021-09-16,6282
105,열무김치,조식,12.8kcal,2021-09-16,6282
106,유산균 발효 음료(02),석식,56kcal,2021-09-16,6282
107,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-16,6282
108,밥,조식,363kcal,2021-09-17,6282
109,찹쌀밥,중식,371.82kcal,2021-09-17,6282
110,밥,석식,363kcal,2021-09-17,6282
111,감자짜글이(05)(06)(10),조식,210.66kcal,2021-09-17,6282
112,배추쇠고기국(05)(06)(16),중식,52.97kcal,2021-09-17,6282
113,매운어묵탕(유부주머니어묵탕)(05)(06),석식,102.57kcal,2021-09-17,6282
114,햄김치볶음(10),조식,121.01kcal,2021-09-17,6282
115,파불고기(05)(06)(10),중식,308.3kcal,2021-09-17,6282
116,로제떡볶이(05)(06),석식,401.42kcal,2021-09-17,6282
117,호박잎/양념장(05)(06),조식,41.72kcal,2021-09-17,6282
118,모듬쌈(05)(06),중식,56.51kcal,2021-09-17,6282
119,만두튀김vs만두강정(01)(05)(06)(10),석식,623.63kcal,2021-09-17,6282
120,깍두기(완제품)(09),조식,15.2kcal,2021-09-17,6282
121,연두부샐러드(05)(06),중식,90.5kcal,2021-09-17,6282
122,깍두기(완제품)(09),석식,15.2kcal,2021-09-17,6282
123,갓김치,중식,11.52kcal,2021-09-17,6282
124,"주스,자연은납작복숭아,340mL",석식,,2021-09-17,6282
125,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-09-17,6282
126,양파커리핫도그(01)(06)(10),조식,745.5kcal,2021-09-18,6282
127,현미밥,석식,370.26kcal,2021-09-18,6282
128,계란후라이(01),조식,125.4kcal,2021-09-18,6282
129,순두부해물찌개(01)(05)(06)(17)(18),석식,128.76kcal,2021-09-18,6282
130,가공우유(딸기)(02),조식,116kcal,2021-09-18,6282
131,돼지고기청경채볶음(05)(06)(10),석식,278.22kcal,2021-09-18,6282
132,고구마샐러드(01),조식,213.34kcal,2021-09-18,6282
133,무생채,석식,29.63kcal,2021-09-18,6282
134,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-18,6282
135,배추김치(7~9월),석식,8.45kcal,2021-09-18,6282
136,사인머스켓,석식,90kcal,2021-09-18,6282
137,밥,조식,363kcal,2021-09-19,6282
138,흑미밥,중식,372.86kcal,2021-09-19,6282
139,김치볶음밥(베이컨김치볶음밥)(05)(06)(10),석식,471.13kcal,2021-09-19,6282
140,꼬리곰탕,조식,558.52kcal,2021-09-19,6282
141,닭고기육개장(05)(15),중식,164.46kcal,2021-09-19,6282
142,두부계란국(01)(05),석식,67.86kcal,2021-09-19,6282
143,연근매운조림(땅콩조림)(05)(06),조식,33.39kcal,2021-09-19,6282
144,쇠고기감자조림(05)(06)(16),중식,83.54kcal,2021-09-19,6282
145,오리훈제야채볶음(01),석식,135.77kcal,2021-09-19,6282
146,오징어젓무침(17),조식,32.89kcal,2021-09-19,6282
147,콩나물무침(05),중식,26.99kcal,2021-09-19,6282
148,깍두기(완제품)(09),석식,15.2kcal,2021-09-19,6282
149,깍두기(완제품)(09),조식,15.2kcal,2021-09-19,6282
150,배추김치(7~9월),중식,8.45kcal,2021-09-19,6282
151,"주스,카프리썬 사과(200ml,파우치)",석식,60kcal,2021-09-19,6282
152,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-19,6282
153,밥,조식,363kcal,2021-09-20,6282
154,검은콩밥,중식,375.33kcal,2021-09-20,6282
155,마파두부덮밥(05)(06),석식,591.29kcal,2021-09-20,6282
156,쇠고기미역국(05)(16),조식,29.77kcal,2021-09-20,6282
157,황태국(01)(05),중식,33.99kcal,2021-09-20,6282
158,소시지찌개(06)(10),석식,163.77kcal,2021-09-20,6282
159,꽈리고추멸치볶음(05)(06),조식,117.01kcal,2021-09-20,6282
160,닭갈비(05)(06)(15),중식,255.75kcal,2021-09-20,6282
161,계란장조림(01)(05)(06),석식,93.75kcal,2021-09-20,6282
162,돼지고기김치볶음(10),조식,167.56kcal,2021-09-20,6282
163,새송이쇠고기볶음(05)(06)(16),중식,110.25kcal,2021-09-20,6282
164,배추김치(7~9월),석식,8.45kcal,2021-09-20,6282
165,갓김치,조식,11.52kcal,2021-09-20,6282
166,오이양파장아찌(05)(06),중식,38.36kcal,2021-09-20,6282
167,식혜,석식,82kcal,2021-09-20,6282
168,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-20,6282
169,배추김치(7~9월),중식,8.45kcal,2021-09-20,6282
170,떡만둣국(01)(05)(06)(10),조식,548.86kcal,2021-09-21,6282
171,밀쌀밥,중식,356.48kcal,2021-09-21,6282
172,돼지고기덮밥(05)(06)(10),석식,732.23kcal,2021-09-21,6282
173,오징어채무침(06)(17),조식,88.6kcal,2021-09-21,6282
174,호박된장찌개(05)(06),중식,64.84kcal,2021-09-21,6282
175,팽이버섯두부국(05)(06),석식,40.6kcal,2021-09-21,6282
176,무생채,조식,29.63kcal,2021-09-21,6282
177,감자채볶음,중식,96.56kcal,2021-09-21,6282
178,두부양념장(05)(06),석식,72.22kcal,2021-09-21,6282
179,배추김치(7~9월),조식,8.45kcal,2021-09-21,6282
180,한우갈비찜(05)(06)(16),중식,445.02kcal,2021-09-21,6282
181,배추김치(7~9월),석식,8.45kcal,2021-09-21,6282
182,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-21,6282
183,양파고추장아찌(05)(06),중식,38.3kcal,2021-09-21,6282
184,거봉포도,석식,47.61kcal,2021-09-21,6282
185,열무김치,중식,12.8kcal,2021-09-21,6282
186,밥,조식,363kcal,2021-09-22,6282
187,찰보리밥,중식,364.28kcal,2021-09-22,6282
188,잡채볶음밥,석식,755.25kcal,2021-09-22,6282
189,순두부찌개(01)(05)(06)(10),조식,140.1kcal,2021-09-22,6282
190,김계란국(01),중식,83.19kcal,2021-09-22,6282
191,감자짜글이(05)(06)(10),석식,210.66kcal,2021-09-22,6282
192,돼지고기고추장볶음(05)(06)(10),조식,313.85kcal,2021-09-22,6282
193,닭간장소스찜(05)(06)(15),중식,249.46kcal,2021-09-22,6282
194,단호박샐러드(01),석식,103.69kcal,2021-09-22,6282
195,맛김,조식,0kcal,2021-09-22,6282
196,미나리문어초무침(06),중식,84.47kcal,2021-09-22,6282
197,배추김치(7~9월),석식,8.45kcal,2021-09-22,6282
198,오이부추무침(05)(06),조식,35.28kcal,2021-09-22,6282
199,배추김치(7~9월),중식,8.45kcal,2021-09-22,6282
200,"우유(백색우유(200ML,연간))(02)",석식,122kcal,2021-09-22,6282
201,배추김치(7~9월),조식,8.45kcal,2021-09-22,6282
202,커피음료,석식,,2021-09-22,6282
203,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-22,6282
204,밥,조식,363kcal,2021-09-23,6282
205,찹쌀밥,중식,371.82kcal,2021-09-23,6282
206,볶음밥(파인애플볶음밥),석식,471.91kcal,2021-09-23,6282
207,돼지고기김치찌개(06)(10),조식,78.6kcal,2021-09-23,6282
208,쇠고기무국(05)(16),중식,35.58kcal,2021-09-23,6282
209,짬뽕찌개(06)(17)(18),석식,102.72kcal,2021-09-23,6282
210,쇠고기버섯볶음(05)(06)(16),조식,73.72kcal,2021-09-23,6282
211,오징어볶음(05)(06)(17),중식,170.16kcal,2021-09-23,6282
212,만두튀김vs만두강정(01)(05)(06)(10),석식,623.63kcal,2021-09-23,6282
213,콩나물매운무침(05),조식,30.76kcal,2021-09-23,6282
214,두부조림(05)(06),중식,107.5kcal,2021-09-23,6282
215,단무지무침,석식,6.3kcal,2021-09-23,6282
216,깍두기(완제품)(09),조식,15.2kcal,2021-09-23,6282
217,배추김치(7~9월),중식,8.45kcal,2021-09-23,6282
218,백김치,석식,15.12kcal,2021-09-23,6282
219,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-23,6282
220,이온음료,석식,58.8kcal,2021-09-23,6282
221,밥,조식,363kcal,2021-09-24,6282
222,흑미밥,중식,372.86kcal,2021-09-24,6282
223,밥,석식,363kcal,2021-09-24,6282
224,버섯된장찌개(05)(06),조식,59.75kcal,2021-09-24,6282
225,쇠고기호박찌개(06)(16),중식,74.03kcal,2021-09-24,6282
226,생선묵국(05)(06),석식,94.75kcal,2021-09-24,6282
227,돼지고기콩나물볶음(05)(06)(10),조식,255.41kcal,2021-09-24,6282
228,닭매운찜(05)(06)(15),중식,266.49kcal,2021-09-24,6282
229,떡볶이(05)(06),석식,292.24kcal,2021-09-24,6282
230,맛김,조식,0kcal,2021-09-24,6282
231,황태채무침,중식,89.69kcal,2021-09-24,6282
232,고구마튀김(06),석식,402.16kcal,2021-09-24,6282
233,감자조림(05)(06),조식,77.97kcal,2021-09-24,6282
234,배추김치(7~9월),중식,8.45kcal,2021-09-24,6282
235,배추김치(7~9월),석식,8.45kcal,2021-09-24,6282
236,배추김치(7~9월),조식,8.45kcal,2021-09-24,6282
237,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-09-24,6282
238,"주스,자연은샤인머스캣,340mL",석식,,2021-09-24,6282
239,햄치즈버거(01)(02)(06)(10)(12),조식,750.09kcal,2021-09-25,6282
240,현미밥,석식,370.26kcal,2021-09-25,6282
241,햄버거스테이크,조식,0kcal,2021-09-25,6282
242,두부고추장찌개(05)(06)(16),석식,84.7kcal,2021-09-25,6282
243,과일샐러드(01)(12),조식,80.72kcal,2021-09-25,6282
244,한우불고기(05)(06)(16),석식,265.78kcal,2021-09-25,6282
245,탄산음료,조식,117.5kcal,2021-09-25,6282
246,부추겉절이(05)(06),석식,38.66kcal,2021-09-25,6282
247,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-25,6282
248,양배추쌈(05)(06),석식,55.91kcal,2021-09-25,6282
249,열무김치,석식,12.8kcal,2021-09-25,6282
250,라면(즉석 컵)(06),석식,365kcal,2021-09-25,6282
251,농후 발효유(02),석식,96kcal,2021-09-25,6282
252,밥,조식,363kcal,2021-09-26,6282
253,밥,중식,363kcal,2021-09-26,6282
254,찰보리밥,석식,364.28kcal,2021-09-26,6282
255,황태국(01)(05),조식,33.99kcal,2021-09-26,6282
256,쇠고기육개장(01)(05)(06)(16),중식,121.35kcal,2021-09-26,6282
257,연포탕(05),석식,50.11kcal,2021-09-26,6282
258,감자채볶음,조식,96.56kcal,2021-09-26,6282
259,순두부계란찜(01)(05)(09),중식,77.85kcal,2021-09-26,6282
260,닭볶음탕(05)(06)(15),석식,261.99kcal,2021-09-26,6282
261,돼지고기김치볶음(10),조식,167.56kcal,2021-09-26,6282
262,오징어젓무침(17),중식,32.89kcal,2021-09-26,6282
263,도라지오이무침(06),석식,57.37kcal,2021-09-26,6282
264,깍두기(완제품)(09),조식,15.2kcal,2021-09-26,6282
265,배추김치(7~9월),중식,8.45kcal,2021-09-26,6282
266,열무김치,석식,12.8kcal,2021-09-26,6282
267,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-26,6282
268,워터젤리,석식,176.4kcal,2021-09-26,6282
269,밥,조식,363kcal,2021-09-27,6282
270,밀쌀밥,중식,356.48kcal,2021-09-27,6282
271,김치볶음밥(베이컨김치볶음밥)(05)(06)(10),석식,471.13kcal,2021-09-27,6282
272,쇠고기미역국(05)(16),조식,29.77kcal,2021-09-27,6282
273,호박된장찌개(05)(06),중식,64.84kcal,2021-09-27,6282
274,계란국(01)(05),석식,97.69kcal,2021-09-27,6282
275,돼지고기두부조림(05)(06),조식,280kcal,2021-09-27,6282
276,쇠고기갈비찜,중식,730kcal,2021-09-27,6282
277,고구마맛탕,석식,556.25kcal,2021-09-27,6282
278,오징어실채무침(06)(17),조식,85.77kcal,2021-09-27,6282
279,콩나물무침(05),중식,26.99kcal,2021-09-27,6282
280,열무김치,석식,12.8kcal,2021-09-27,6282
281,소시지찌개(06)(10),조식,162.21kcal,2021-01-31,6282
282,돼지고기김치찌개(06)(10),중식,103.16kcal,2021-01-31,6282
283,콩나물무채국(05),석식,27.34kcal,2021-01-31,6282
284,멸치볶음,조식,89.25kcal,2021-01-31,6282
285,햄게맛살볶음(05)(06)(10),중식,120.41kcal,2021-01-31,6282
286,우엉간장떡볶이(05)(06),석식,263.36kcal,2021-01-31,6282
287,두부조림(05)(06),조식,113.45kcal,2021-01-31,6282
288,브로콜리계란찜(01),중식,113.37kcal,2021-01-31,6282
289,닭고기감자조림(05)(06)(15),석식,182.75kcal,2021-01-31,6282
290,김장김치(12~2월),조식,26.13kcal,2021-01-31,6282
291,파김치,중식,21.24kcal,2021-01-31,6282
292,김장김치(12~2월),석식,26.13kcal,2021-01-31,6282
293,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-01-31,6282
294,즉석쌀국수(사골맛),석식,325kcal,2021-01-31,6282
295,밥,조식,363kcal,2021-09-01,6282
296,현미밥,중식,370.26kcal,2021-09-01,6282
297,짬뽕덮밥(짬뽕면)(01)(10)(17),석식,590.17kcal,2021-09-01,6282
298,순두부찌개(01)(05)(06)(10),조식,140.1kcal,2021-09-01,6282
299,쇠고기호박찌개(06)(16),중식,74.03kcal,2021-09-01,6282
300,감자튀김(12),석식,416.95kcal,2021-09-01,6282
301,돼지고기김치찜(05)(06)(10),조식,211.84kcal,2021-09-01,6282
302,오징어볶음(05)(06)(17),중식,170.16kcal,2021-09-01,6282
303,계란찜(01),석식,79.51kcal,2021-09-01,6282
304,오이풋고추된장무침(05)(06),조식,28.24kcal,2021-09-01,6282
305,생선가스(01)(06),중식,577.85kcal,2021-09-01,6282
306,단무지무침,석식,6.3kcal,2021-09-01,6282
307,열무김치,조식,12.8kcal,2021-09-01,6282
308,배추김치(7~9월),중식,8.45kcal,2021-09-01,6282
309,배추김치(7~9월),석식,8.45kcal,2021-09-01,6282
310,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-01,6282
311,매일두유 초콜릿 190ml,석식,,2021-09-01,6282
312,배 주스(238㎖/캔),석식,40kcal,2021-09-01,6282
313,밥,조식,363kcal,2021-09-02,6282
314,찹쌀밥,중식,371.82kcal,2021-09-02,6282
315,새우버거(01)(06)(09)(12),석식,1006.32kcal,2021-09-02,6282
316,돼지고기고추장찌개(05)(06)(10),조식,177.65kcal,2021-09-02,6282
317,버섯된장찌개(05)(06),중식,59.75kcal,2021-09-02,6282
318,가공우유(바나나)(02),석식,167kcal,2021-09-02,6282
319,생선묵볶음(05)(06)(10),조식,142.46kcal,2021-09-02,6282
320,닭갈비(05)(06)(15),중식,255.75kcal,2021-09-02,6282
321,비타민음료,석식,90kcal,2021-09-02,6282
322,맛김,조식,0kcal,2021-09-02,6282
323,콩나물매운무침(05),중식,30.76kcal,2021-09-02,6282
324,두부조림(05)(06),조식,107.5kcal,2021-09-02,6282
325,배추김치(7~9월),중식,8.45kcal,2021-09-02,6282
326,배추김치(7~9월),조식,8.45kcal,2021-09-02,6282
327,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-02,6282
328,밥,조식,363kcal,2021-09-03,6282
329,찰보리밥,중식,364.28kcal,2021-09-03,6282
330,김치볶음밥(베이컨김치볶음밥)(05)(06)(10),석식,471.13kcal,2021-09-03,6282
331,황태국(01)(05),조식,33.99kcal,2021-09-03,6282
332,근대쇠고기된장국(05)(06)(16),중식,50.01kcal,2021-09-03,6282
333,계란국(01)(05),석식,97.69kcal,2021-09-03,6282
334,돼지고기고추장볶음(05)(06)(10),조식,313.85kcal,2021-09-03,6282
335,닭강정(01)(06)(15),중식,649.73kcal,2021-09-03,6282
336,궁중떡볶이(05)(06)(10)(16),석식,350.75kcal,2021-09-03,6282
337,호박잎/양념장(05)(06),조식,41.72kcal,2021-09-03,6282
338,맛김,중식,0kcal,2021-09-03,6282
339,열무김치,석식,12.8kcal,2021-09-03,6282
340,배추김치(7~9월),조식,8.45kcal,2021-09-03,6282
341,오이부추무침(05)(06),중식,35.28kcal,2021-09-03,6282
342,배추김치(7~9월),중식,8.45kcal,2021-09-03,6282
343,"주스,망고코넛(340ml/캔)",중식,122.3kcal,2021-09-03,6282
344,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-09-03,6282
345,불고기버거(불고기베이컨버거)(01)(06)(10)(12),조식,798.09kcal,2021-09-04,6282
346,밀쌀밥,석식,356.48kcal,2021-09-04,6282
347,햄소시지구이(10),조식,184.88kcal,2021-09-04,6282
348,짬뽕찌개(06)(17)(18),석식,102.72kcal,2021-09-04,6282
349,단호박샐러드(01),조식,103.69kcal,2021-09-04,6282
350,돼지고기콩나물볶음(05)(06)(10),석식,255.41kcal,2021-09-04,6282
351,탄산음료,조식,117.5kcal,2021-09-04,6282
352,맛김,석식,0kcal,2021-09-04,6282
353,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-04,6282
354,오징어채무침(06)(17),석식,88.6kcal,2021-09-04,6282
355,백김치,석식,15.12kcal,2021-09-04,6282
356,사과(홍로),석식,49.2kcal,2021-09-04,6282
357,밥,조식,363kcal,2021-09-05,6282
358,흑미밥,중식,372.86kcal,2021-09-05,6282
359,밥,석식,363kcal,2021-09-05,6282
360,소시지찌개(06)(10),조식,163.77kcal,2021-09-05,6282
361,쇠고기무국(05)(16),중식,35.58kcal,2021-09-05,6282
362,두부계란국(01)(05),석식,67.86kcal,2021-09-05,6282
363,새송이쇠고기볶음(05)(06)(16),조식,110.25kcal,2021-09-05,6282
364,닭매운찜(05)(06)(15),중식,266.49kcal,2021-09-05,6282
365,버섯잡채(05)(06),석식,189.62kcal,2021-09-05,6282
366,고추장감자조림(05)(06),조식,112.76kcal,2021-09-05,6282
367,미나리오징어무침(06)(17),중식,80.19kcal,2021-09-05,6282
368,돼지고기김치찜(05)(06)(10),석식,211.84kcal,2021-09-05,6282
369,배추김치(7~9월),조식,8.45kcal,2021-09-05,6282
370,배추김치(7~9월),중식,8.45kcal,2021-09-05,6282
371,깍두기(완제품)(09),석식,15.2kcal,2021-09-05,6282
372,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-05,6282
373,"주스,청포도(190ml/팩)",석식,84.51kcal,2021-09-05,6282
374,밥,조식,363kcal,2021-09-06,6282
375,현미밥,중식,370.26kcal,2021-09-06,6282
376,밥,석식,363kcal,2021-09-06,6282
377,쇠고기미역국(05)(16),조식,29.77kcal,2021-09-06,6282
378,두부고추장찌개(05)(06)(16),중식,84.7kcal,2021-09-06,6282
379,연포탕(05),석식,50.11kcal,2021-09-06,6282
380,오리훈제야채볶음(01),조식,135.77kcal,2021-09-06,6282
381,돼지불고기(05)(06)(10),중식,368.13kcal,2021-09-06,6282
382,프리타타(01)(10)(12),석식,179kcal,2021-09-06,6282
383,생선묵고추장볶음(05)(06),조식,125.85kcal,2021-09-06,6282
384,야채튀김(06)(12),중식,453.04kcal,2021-09-06,6282
385,닭고기감자조림(05)(06)(15),석식,129.52kcal,2021-09-06,6282
386,배추김치(7~9월),조식,8.45kcal,2021-09-06,6282
387,배추김치(7~9월),중식,8.45kcal,2021-09-06,6282
388,배추김치(7~9월),석식,8.45kcal,2021-09-06,6282
389,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-06,6282
390,밥,조식,363kcal,2021-09-07,6282
391,찹쌀밥,중식,371.82kcal,2021-09-07,6282
392,밥,석식,363kcal,2021-09-07,6282
393,쇠고기콩나물국(05)(09)(16),조식,87.66kcal,2021-09-07,6282
394,꼬꼬떡국(01)(05)(15),중식,286.68kcal,2021-09-07,6282
395,명태매운탕(05)(06),석식,86.97kcal,2021-09-07,6282
396,맛살피망볶음(05)(06)(12),조식,125.65kcal,2021-09-07,6282
397,더덕강정(01)(06)(12),중식,371.25kcal,2021-09-07,6282
398,비엔나소시지케찹볶음(06)(10)(12),석식,286.55kcal,2021-09-07,6282
399,맛김,조식,0kcal,2021-09-07,6282
400,오징어젓무침(17),중식,32.89kcal,2021-09-07,6282
401,콩나물무침(05),석식,26.99kcal,2021-09-07,6282
402,순두부양념장(05)(06),조식,55.01kcal,2021-09-07,6282
403,배추김치(7~9월),중식,8.45kcal,2021-09-07,6282
404,배추김치(7~9월),석식,8.45kcal,2021-09-07,6282
405,깍두기(완제품)(09),조식,15.2kcal,2021-09-07,6282
406,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-09-07,6282
407,"생수(500ML,후식)",석식,0kcal,2021-09-07,6282
408,밥,조식,363kcal,2021-09-08,6282
409,잡채밥(고추잡채꽃빵)(05)(06)(10),중식,645.07kcal,2021-09-08,6282
410,찹쌀밥,석식,371.82kcal,2021-09-08,6282
411,돼지고기김치찌개(06)(10),조식,78.6kcal,2021-09-08,6282
412,순두부찌개(01)(05)(06)(10),중식,140.1kcal,2021-09-08,6282
413,돈가스정식(06)(10),석식,627kcal,2021-09-08,6282
414,쇠고기버섯볶음(05)(06)(16),조식,73.72kcal,2021-09-08,6282
