,메뉴이름,식사명,열량,날짜,부대
85,"우유(백색우유(200ML,연간))(02)",석식,244kcal,2021-09-30,5021
86,느타리버섯볶음,조식,71.3kcal,2021-09-30,5021
87,갓김치,중식,11.52kcal,2021-09-30,5021
88,조미김,조식,0kcal,2021-09-30,5021
89,사과(홍로),중식,47.232kcal,2021-09-30,5021
90,깍두기(완제품)(09),조식,15.2kcal,2021-09-30,5021
91,멸치볶음(05)(06),조식,61.93kcal,2021-09-10,5021
92,깍두기(완제품)(09),중식,15.2kcal,2021-09-10,5021
93,오징어튀김(05)(06),석식,375.96kcal,2021-09-10,5021
94,조미김,조식,0kcal,2021-09-10,5021
95,상추쌈,석식,1.35kcal,2021-09-10,5021
96,배추김치(7~9월),조식,9.5kcal,2021-09-10,5021
97,배추김치(7~9월),석식,9.5kcal,2021-09-10,5021
98,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-10,5021
99,감귤 주스(340㎖/ 페트),석식,44kcal,2021-09-10,5021
100,핫도그빵(01)(06)(10)(12),조식,771.88kcal,2021-09-11,5021
101,닭고기덮밥(01)(05)(06)(15),중식,662.99kcal,2021-09-11,5021
102,김치덮밥(05)(06)(10),석식,614.49kcal,2021-09-11,5021
103,가공우유(초코맛)(02),조식,126kcal,2021-09-11,5021
104,버섯육개장(05)(06),중식,41.29kcal,2021-09-11,5021
105,계란국(01)(05),석식,76.56kcal,2021-09-11,5021
106,소시지,조식,251kcal,2021-09-11,5021
107,꽈리고추건새우볶음(05)(06),중식,83.07kcal,2021-09-11,5021
108,순두부양념장(05)(06),석식,69.37kcal,2021-09-11,5021
109,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-11,5021
110,배추김치(7~9월),중식,9.5kcal,2021-09-11,5021
111,열무김치,석식,12.8kcal,2021-09-11,5021
112,바나나(3사교),조식,7.68kcal,2021-09-11,5021
113,돼지고기덮밥(05)(06)(10),조식,807.25kcal,2021-09-12,5021
114,잡곡밥,중식,378.29kcal,2021-09-12,5021
115,밥,석식,363kcal,2021-09-12,5021
116,두부김치국(05),조식,28.59kcal,2021-09-12,5021
117,명태매운탕(05)(06),중식,117.36kcal,2021-09-12,5021
118,감자짜글이(05)(06)(10),석식,119.3kcal,2021-09-12,5021
119,계란찜(01)(09),조식,88.45kcal,2021-09-12,5021
120,쇠고기느타리버섯잡채(05)(06)(16),중식,337.72kcal,2021-09-12,5021
121,궁중닭찜(05)(06)(15),석식,229.82kcal,2021-09-12,5021
122,배추김치(7~9월),조식,9.5kcal,2021-09-12,5021
123,오이고추장무침(06),중식,21.71kcal,2021-09-12,5021
124,무나물(05)(06),석식,53.39kcal,2021-09-12,5021
125,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-12,5021
126,배추김치(7~9월),중식,9.5kcal,2021-09-12,5021
127,배추김치(7~9월),석식,9.5kcal,2021-09-12,5021
128,망고 주스(180㎖/캔),조식,26kcal,2021-09-12,5021
129,깐풍버섯덮밥(05)(06)(16),조식,655.3kcal,2021-09-13,5021
130,찹쌀밥,중식,391.72kcal,2021-09-13,5021
131,밥,석식,363kcal,2021-09-13,5021
132,두부고추장찌개(05)(06)(10),조식,99.91kcal,2021-09-13,5021
133,콩나물국(05),중식,12.86kcal,2021-09-13,5021
134,매운버섯국(05)(06),석식,44.71kcal,2021-09-13,5021
135,무생채,조식,27.43kcal,2021-09-13,5021
136,참치김치볶음(05)(06),중식,49.2kcal,2021-09-13,5021
137,소시지야채볶음(05)(06)(10),석식,233.71kcal,2021-09-13,5021
138,배추김치(7~9월),조식,9.5kcal,2021-09-13,5021
139,연근닭순살조림(05)(06)(15),중식,187.02kcal,2021-09-13,5021
140,제육볶음(05)(06)(10),석식,485.56kcal,2021-09-13,5021
141,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-13,5021
142,열무김치,중식,12.8kcal,2021-09-13,5021
143,배추김치(7~9월),석식,9.5kcal,2021-09-13,5021
144,짜먹는요구르트(02),중식,38.4kcal,2021-09-13,5021
145,밥,조식,363kcal,2021-09-14,5021
146,쫄면(05)(06),중식,723.36kcal,2021-09-14,5021
147,찰보리밥,석식,386.7kcal,2021-09-14,5021
148,쇠고기감자국(05)(16),조식,46.93kcal,2021-09-14,5021
149,돈가스(06)(10),중식,534.51kcal,2021-09-14,5021
150,두부김치국(05),석식,28.59kcal,2021-09-14,5021
151,비엔나소시지케찹볶음(10)(12),조식,221.89kcal,2021-09-14,5021
152,삶은계란(01),중식,70.28kcal,2021-09-14,5021
153,돼지불고기(05)(06)(10),석식,411.69kcal,2021-09-14,5021
154,조미김,조식,0kcal,2021-09-14,5021
155,열무김치,중식,12.8kcal,2021-09-14,5021
156,풋고추/쌈장(05)(06),석식,55.89kcal,2021-09-14,5021
157,오이파프리카무침(05)(06),조식,12.35kcal,2021-09-14,5021
158,배 주스(238㎖/캔),중식,40kcal,2021-09-14,5021
159,배추김치(7~9월),석식,9.5kcal,2021-09-14,5021
160,배추김치(7~9월),조식,9.5kcal,2021-09-14,5021
161,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-14,5021
162,밥,조식,363kcal,2021-09-15,5021
163,잡곡밥,중식,378.29kcal,2021-09-15,5021
164,밥,석식,363kcal,2021-09-15,5021
165,어묵콩나물국(05)(06)(09),조식,60.89kcal,2021-09-15,5021
166,두부고추장찌개(05)(06)(10),중식,99.91kcal,2021-09-15,5021
167,매운버섯국(05)(06),석식,44.71kcal,2021-09-15,5021
168,조미김,조식,0kcal,2021-09-15,5021
169,궁중떡볶이(05)(06)(16),중식,383.02kcal,2021-09-15,5021
170,돼지목살폭찹(05)(06)(10),석식,385.64kcal,2021-09-15,5021
171,돼지고기감자조림(05)(06)(10),조식,224.84kcal,2021-09-15,5021
172,닭강정(01)(06)(15),중식,612.3kcal,2021-09-15,5021
173,황태채무침,석식,90.41kcal,2021-09-15,5021
174,멸치매운양념조림(05)(06),조식,71.56kcal,2021-09-15,5021
175,배추김치(7~9월),중식,9.5kcal,2021-09-15,5021
176,배추김치(7~9월),석식,9.5kcal,2021-09-15,5021
177,배추김치(7~9월),조식,9.5kcal,2021-09-15,5021
178,"컵과일(사과, 거봉)",석식,55.78kcal,2021-09-15,5021
179,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-15,5021
180,밥,조식,363kcal,2021-09-16,5021
181,쇠고기야채볶음밥(05)(06),중식,522.79kcal,2021-09-16,5021
182,새우버거(01)(06)(09)(12),석식,947.13kcal,2021-09-16,5021
183,쇠고기무국(05)(16),조식,36.62kcal,2021-09-16,5021
184,순두부오징어탕(05)(06)(09)(17),중식,118.53kcal,2021-09-16,5021
185,감자튀김,석식,444.61kcal,2021-09-16,5021
186,조미김,조식,0kcal,2021-09-16,5021
187,단무지,중식,11.16kcal,2021-09-16,5021
188,"우유(백색우유(200ML,연간))(02)",석식,244kcal,2021-09-16,5021
189,계란찜(01)(09),조식,88.45kcal,2021-09-16,5021
190,열무김치,중식,12.8kcal,2021-09-16,5021
191,닭고기김치찜(05)(06)(15),조식,169.15kcal,2021-09-16,5021
192,"아이스크림, 떠먹는형",중식,180kcal,2021-09-16,5021
193,깍두기(완제품)(09),조식,15.2kcal,2021-09-16,5021
194,밥,조식,363kcal,2021-09-17,5021
195,밥1,중식,181.5kcal,2021-09-17,5021
196,찰보리밥,석식,386.7kcal,2021-09-17,5021
197,닭곰탕(05)(15),조식,159.8kcal,2021-09-17,5021
198,떡만둣국(01)(05)(06)(10)(16),중식,475.67kcal,2021-09-17,5021
199,강된장찌개(05)(06),석식,131.12kcal,2021-09-17,5021
200,두부김치(05)(06)(10),조식,375.2kcal,2021-09-17,5021
201,햄감자채볶음(10),중식,72.77kcal,2021-09-17,5021
202,돼지불고기(05)(06)(10),석식,411.69kcal,2021-09-17,5021
203,콩나물무침(05),조식,31.04kcal,2021-09-17,5021
204,오징어젓무침(17),중식,49.99kcal,2021-09-17,5021
205,상추/깻잎쌈(05)(06),석식,68.09kcal,2021-09-17,5021
206,열무김치,조식,12.8kcal,2021-09-17,5021
207,깍두기(완제품)(09),중식,15.2kcal,2021-09-17,5021
208,배추김치(7~9월),석식,9.5kcal,2021-09-17,5021
209,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-09-17,5021
210,"아이스크림 콘,완제품(02)",석식,270kcal,2021-09-17,5021
211,햄치즈버거(01)(02)(06)(10)(12),조식,829.47kcal,2021-09-18,5021
212,현미밥,중식,397.49kcal,2021-09-18,5021
213,밥,석식,363kcal,2021-09-18,5021
214,가공우유(바나나맛)(02),조식,167kcal,2021-09-18,5021
215,조개국(01)(05),중식,49.69kcal,2021-09-18,5021
216,순두부해물찌개(01)(05)(17),석식,97.43kcal,2021-09-18,5021
217,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-18,5021
218,치즈불닭(05)(06)(15),중식,283.89kcal,2021-09-18,5021
219,돈육표고장조림(05)(06)(10),석식,223.92kcal,2021-09-18,5021
220,거봉포도,조식,63.48kcal,2021-09-18,5021
221,모듬야채(쌈장)(05)(06),중식,77.02kcal,2021-09-18,5021
222,풋고추된장무침(05)(06),석식,26.47kcal,2021-09-18,5021
223,백김치,중식,15.12kcal,2021-09-18,5021
224,배추김치(7~9월),석식,9.5kcal,2021-09-18,5021
225,김치덮밥(05)(06)(10),조식,614.49kcal,2021-09-19,5021
226,잡곡밥,중식,378.29kcal,2021-09-19,5021
227,밥,석식,363kcal,2021-09-19,5021
228,쇠고기미역국(05)(16),조식,29.49kcal,2021-09-19,5021
229,짬뽕찌개(05)(06)(17),중식,88.17kcal,2021-09-19,5021
230,감자호박국(05)(09),석식,32.16kcal,2021-09-19,5021
231,계란찜(01)(09),조식,88.45kcal,2021-09-19,5021
232,야채샐러드(01)(12),중식,99.63kcal,2021-09-19,5021
233,오리불고기(05)(06),석식,356.81kcal,2021-09-19,5021
234,열무김치,조식,12.8kcal,2021-09-19,5021
235,데리야끼치킨(05)(06)(12)(15),중식,231.37kcal,2021-09-19,5021
236,오이부추무침(05)(06),석식,20.81kcal,2021-09-19,5021
237,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-19,5021
238,배추김치(7~9월),중식,9.5kcal,2021-09-19,5021
239,배추김치(7~9월),석식,9.5kcal,2021-09-19,5021
240,"포도,신선형(포도(811월))",중식,47.61kcal,2021-09-19,5021
241,"신라면블랙사발(용기라면, 다수공급자, 영내자증식, 농심, 101g)",석식,445kcal,2021-09-19,5021
242,삼겹살간장덮밥(01)(05)(06)(10),조식,866.8kcal,2021-09-20,5021
243,흑미밥,중식,381.75kcal,2021-09-20,5021
244,밥,석식,363kcal,2021-09-20,5021
245,버섯육개장(05)(06),조식,41.29kcal,2021-09-20,5021
246,콩나물두부국(05),중식,25.05kcal,2021-09-20,5021
247,아귀탕(05)(06),석식,90.74kcal,2021-09-20,5021
248,가지무침(05)(06),조식,22.38kcal,2021-09-20,5021
249,닭볶음탕(05)(06)(15),중식,241.15kcal,2021-09-20,5021
250,돼지고기부추볶음(05)(06)(10),석식,395.77kcal,2021-09-20,5021
251,배추김치(7~9월),조식,9.5kcal,2021-09-20,5021
252,생선묵조림(05)(06),중식,90.29kcal,2021-09-20,5021
253,배추된장무침(05)(06),석식,41.26kcal,2021-09-20,5021
254,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-20,5021
255,배추김치(7~9월),중식,9.5kcal,2021-09-20,5021
256,열무김치,석식,12.8kcal,2021-09-20,5021
257,감귤 주스(180㎖/병),석식,180kcal,2021-09-20,5021
258,밥1,조식,181.5kcal,2021-09-21,5021
259,잡채밥(05)(06)(10),중식,689.03kcal,2021-09-21,5021
260,잡곡밥,석식,378.29kcal,2021-09-21,5021
261,사골떡왕만둣국(01)(05)(06)(10),조식,522.65kcal,2021-09-21,5021
262,콩나물국(05),중식,12.86kcal,2021-09-21,5021
263,돼지고기김치찌개(05)(06)(10),석식,75.6kcal,2021-09-21,5021
264,버섯호박볶음(05)(06)(09),조식,45.81kcal,2021-09-21,5021
265,궁중닭찜(05)(06)(15),중식,229.82kcal,2021-09-21,5021
266,매운소갈비찜(05)(06),석식,455.79kcal,2021-09-21,5021
267,오징어젓무침(17),조식,49.99kcal,2021-09-21,5021
268,배추김치(7~9월),중식,9.5kcal,2021-09-21,5021
269,배추겉절이(09),석식,26.3kcal,2021-09-21,5021
270,깍두기(완제품)(09),조식,15.2kcal,2021-09-21,5021
271,케이크,중식,324kcal,2021-09-21,5021
272,열무김치,석식,12.8kcal,2021-09-21,5021
273,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-21,5021
274,찹쌀밥,조식,391.72kcal,2021-09-22,5021
275,흑미밥,중식,381.75kcal,2021-09-22,5021
276,밥,석식,363kcal,2021-09-22,5021
277,꼬리곰탕,조식,383.42kcal,2021-09-22,5021
278,부대찌개(05)(06)(10),중식,176.99kcal,2021-09-22,5021
279,황태채미역국(05),석식,8.9kcal,2021-09-22,5021
280,오징어채볶음(01)(05)(06)(17),조식,137.35kcal,2021-09-22,5021
281,스크램블에그(01),중식,118.53kcal,2021-09-22,5021
282,표고버섯돼지고기볶음(05)(06)(10),석식,381.67kcal,2021-09-22,5021
283,콩나물매운무침(05)(06),조식,32.07kcal,2021-09-22,5021
284,오징어야채무침(05)(06)(17),중식,124.4kcal,2021-09-22,5021
285,풋고추/쌈장(05)(06),석식,55.89kcal,2021-09-22,5021
286,깍두기(완제품)(09),조식,15.2kcal,2021-09-22,5021
287,열무김치,중식,12.8kcal,2021-09-22,5021
288,배추김치(7~9월),석식,9.5kcal,2021-09-22,5021
289,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-22,5021
290,아이스샌드,중식,252kcal,2021-09-22,5021
291,간장계란밥(01)(05)(06),조식,474.37kcal,2021-09-23,5021
292,현미밥,중식,397.49kcal,2021-09-23,5021
293,마파두부덮밥(05)(06)(10),석식,765.96kcal,2021-09-23,5021
294,쇠고기콩나물국(05)(06)(16),조식,52.8kcal,2021-09-23,5021
295,쇠고기미역국(05)(16),중식,29.49kcal,2021-09-23,5021
296,무생채,석식,27.43kcal,2021-09-23,5021
297,오징어실채무침(06)(12)(17),조식,123.68kcal,2021-09-23,5021
298,꽈리고추멸치볶음(05)(06),중식,82.57kcal,2021-09-23,5021
299,게맛살샐러드(01),석식,178.16kcal,2021-09-23,5021
300,배추김치(7~9월),조식,9.5kcal,2021-09-23,5021
301,양념통닭(01)(06)(15),중식,616.78kcal,2021-09-23,5021
302,배추김치(7~9월),석식,9.5kcal,2021-09-23,5021
303,크림수프,중식,0kcal,2021-09-23,5021
304,"주스,망고코넛(340ml/캔)",석식,122.3kcal,2021-09-23,5021
305,배추김치(7~9월),중식,9.5kcal,2021-09-23,5021
306,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-09-23,5021
307,밥,조식,363kcal,2021-09-24,5021
308,산채비빔밥(05)(06)(16),중식,490.74kcal,2021-09-24,5021
309,짬뽕밥(05)(06)(10)(17),석식,630.82kcal,2021-09-24,5021
310,돼지고기김치찌개(05)(06)(10),조식,75.6kcal,2021-09-24,5021
311,쇠고기무국(05)(16),중식,36.62kcal,2021-09-24,5021
312,순두부백탕(01)(05),석식,78.44kcal,2021-09-24,5021
313,햄야채볶음(01)(10),조식,141.96kcal,2021-09-24,5021
314,고등어카레튀김(06),중식,377.48kcal,2021-09-24,5021
315,치킨너겟(01)(06)(15),석식,579.91kcal,2021-09-24,5021
316,조미김,조식,0kcal,2021-09-24,5021
317,배추김치(7~9월),중식,9.5kcal,2021-09-24,5021
318,배추김치(7~9월),석식,9.5kcal,2021-09-24,5021
319,참치마요(01),조식,40.07kcal,2021-09-24,5021
320,"아이스크림 콘,완제품(02)",중식,270kcal,2021-09-24,5021
321,열무김치,조식,12.8kcal,2021-09-24,5021
322,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-24,5021
323,불고기버거(01)(06)(10)(12),조식,797.72kcal,2021-09-25,5021
324,찰보리밥,중식,386.7kcal,2021-09-25,5021
325,밥,석식,363kcal,2021-09-25,5021
326,마파두부덮밥(05)(06)(10),조식,816.21kcal,2021-08-27,5021
327,현미밥,중식,397.49kcal,2021-08-27,5021
328,밥,석식,363kcal,2021-08-27,5021
329,어묵김칫국(05)(06),조식,56.78kcal,2021-08-27,5021
330,콩나물국(05),중식,12.86kcal,2021-08-27,5021
331,감자호박국(05)(09),석식,32.16kcal,2021-08-27,5021
332,무생채,조식,27.43kcal,2021-08-27,5021
333,햄감자채볶음(10),중식,73.63kcal,2021-08-27,5021
334,제육볶음(05)(06)(10),석식,485.56kcal,2021-08-27,5021
335,배추김치(7~9월),조식,9.5kcal,2021-08-27,5021
336,고등어김치조림(05)(06)(07),중식,169.29kcal,2021-08-27,5021
337,오징어튀김(01)(06),석식,415.99kcal,2021-08-27,5021
338,오이소박이,중식,20.35kcal,2021-08-27,5021
339,배추김치(7~9월),석식,9.5kcal,2021-08-27,5021
340,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-08-27,5021
341,"주스,망고코넛(340ml/캔)",석식,122.3kcal,2021-08-27,5021
342,핫도그빵(01)(06)(10)(12),조식,772.51kcal,2021-08-28,5021
343,밥,중식,363kcal,2021-08-28,5021
344,잡곡밥,석식,378.29kcal,2021-08-28,5021
345,스크램블에그(01),조식,125.54kcal,2021-08-28,5021
346,들깨미역국(05),중식,90.32kcal,2021-08-28,5021
347,버섯쇠고기찌개(05)(06)(16),석식,96.02kcal,2021-08-28,5021
348,"우유(백색우유(200ML,연간))(02)",조식,244kcal,2021-08-28,5021
349,비엔나소시지케찹볶음(10)(12),중식,257.59kcal,2021-08-28,5021
350,멸치매운양념조림(05)(06),석식,71.56kcal,2021-08-28,5021
351,유산균 발효유(3사교),조식,84.5kcal,2021-08-28,5021
352,매쉬포테이토,중식,56.8kcal,2021-08-28,5021
353,돈육표고장조림(05)(06)(10),석식,235.97kcal,2021-08-28,5021
354,사인머스켓,조식,90kcal,2021-08-28,5021
355,배추김치(7~9월),중식,9.5kcal,2021-08-28,5021
356,배추김치(7~9월),석식,9.5kcal,2021-08-28,5021
357,간장계란밥(01)(05)(06),조식,478.94kcal,2021-08-29,5021
358,흑미밥,중식,381.75kcal,2021-08-29,5021
359,밥,석식,363kcal,2021-08-29,5021
360,쇠고기무국(05)(16),조식,43.12kcal,2021-08-29,5021
361,두부고추장찌개(05)(06)(10),중식,98.99kcal,2021-08-29,5021
362,황태채미역국(05),석식,8.9kcal,2021-08-29,5021
363,오징어실채무침(06)(12)(17),조식,128.43kcal,2021-08-29,5021
364,돼지고기장조림(05)(06)(10),중식,204.05kcal,2021-08-29,5021
365,표고버섯돼지고기볶음(05)(06)(10),석식,405.77kcal,2021-08-29,5021
366,배추김치(7~9월),조식,9.5kcal,2021-08-29,5021
367,배추겉절이(09),중식,26.3kcal,2021-08-29,5021
368,계란찜(01)(09),석식,88.49kcal,2021-08-29,5021
369,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-08-29,5021
370,열무김치,중식,12.8kcal,2021-08-29,5021
371,배추김치(7~9월),석식,9.5kcal,2021-08-29,5021
372,배 주스(238㎖/캔),중식,40kcal,2021-08-29,5021
373,"신라면블랙사발(용기라면, 다수공급자, 영내자증식, 농심, 101g)",석식,445kcal,2021-08-29,5021
374,밥,조식,363kcal,2021-08-30,5021
375,찹쌀밥,중식,391.72kcal,2021-08-30,5021
376,밥,석식,363kcal,2021-08-30,5021
377,꼬리곰탕,조식,383.42kcal,2021-08-30,5021
378,부대찌개(05)(06)(10),중식,156.12kcal,2021-08-30,5021
379,콩나물국(05),석식,12.86kcal,2021-08-30,5021
380,풋고추된장무침(05)(06),조식,33.35kcal,2021-08-30,5021
381,생선가스(01)(06),중식,498.4kcal,2021-08-30,5021
382,생선묵볶음(05)(06),석식,129.62kcal,2021-08-30,5021
383,배추겉절이(09),조식,26.3kcal,2021-08-30,5021
384,오이고추장무침(06),중식,21.71kcal,2021-08-30,5021
385,매운소갈비찜(05)(06)(16),석식,481.27kcal,2021-08-30,5021
386,깍두기(완제품)(09),조식,15.2kcal,2021-08-30,5021
387,깍두기(완제품)(09),중식,15.2kcal,2021-08-30,5021
388,배추김치(7~9월),석식,9.5kcal,2021-08-30,5021
389,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-08-30,5021
390,반건조고구마,석식,218.4kcal,2021-08-30,5021
391,밥,조식,363kcal,2021-08-31,5021
392,비빔냉면(03)(06),중식,906.4kcal,2021-08-31,5021
393,찰보리밥,석식,386.7kcal,2021-08-31,5021
394,돼지고기김치찌개(05)(06)(10),조식,76.44kcal,2021-08-31,5021
395,돼지불고기(05)(06)(10),중식,423.74kcal,2021-08-31,5021
396,명태매운탕(05)(06),석식,112.06kcal,2021-08-31,5021
397,버섯호박볶음(05)(06)(09),조식,45.81kcal,2021-08-31,5021
398,삶은계란(01),중식,70.28kcal,2021-08-31,5021
399,비엔나소시지야채볶음(10)(12),석식,187.97kcal,2021-08-31,5021
400,닭고기야채조림(05)(06)(15),조식,245.84kcal,2021-08-31,5021
401,열무김치,중식,12.8kcal,2021-08-31,5021
402,오이무침,석식,19.49kcal,2021-08-31,5021
403,깍두기(완제품)(09),조식,15.2kcal,2021-08-31,5021
404,초콜릿(3사교),중식,286kcal,2021-08-31,5021
405,배추김치(7~9월),석식,9.5kcal,2021-08-31,5021
406,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-08-31,5021
407,밥,조식,363kcal,2021-09-01,5021
408,현미밥,중식,397.49kcal,2021-09-01,5021
409,하이라이스(01)(05)(06)(10),석식,981.76kcal,2021-09-01,5021
410,콩나물무채국(05),조식,23.28kcal,2021-09-01,5021
411,감자탕(김치)(05)(06)(10),중식,396.75kcal,2021-09-01,5021
412,해물짬뽕찌개(05)(06)(17)(18),석식,92.45kcal,2021-09-01,5021
413,돼지불고기(05)(06)(10),조식,411.69kcal,2021-09-01,5021
414,생선묵볶음(05)(06),중식,126.5kcal,2021-09-01,5021
415,순두부양념장(추가)(05)(06),석식,72.07kcal,2021-09-01,5021
416,계란찜(01)(09),조식,88.45kcal,2021-09-01,5021
