,메뉴이름,식사명,열량,날짜,부대
35,현미밥,석식,383.51kcal,2021-09-05,3389
36,연두부양념장(05)(06),조식,83.93kcal,2021-09-05,3389
37,호박고추장찌개(05)(06)(09)(10),중식,135.62kcal,2021-09-05,3389
38,꼬리곰탕,석식,554.06kcal,2021-09-05,3389
39,오징어젓무침(17),조식,44.16kcal,2021-09-05,3389
40,닭갈비(05)(06)(15),중식,299.88kcal,2021-09-05,3389
41,돼지고기꽈리고추볶음(05)(06)(10),석식,193.53kcal,2021-09-05,3389
42,배추김치(7~9월),조식,9kcal,2021-09-05,3389
43,모듬야채(쌈장)(05)(06),중식,84.74kcal,2021-09-05,3389
44,오이무침(06),석식,34.61kcal,2021-09-05,3389
45,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-05,3389
46,배추김치(7~9월),중식,9kcal,2021-09-05,3389
47,열무김치,석식,11.84kcal,2021-09-05,3389
48,"아이스크림, 떠먹는형",중식,180kcal,2021-09-05,3389
49,밥,조식,363kcal,2021-09-06,3389
50,잡곡밥,중식,359.79kcal,2021-09-06,3389
51,밥,석식,363kcal,2021-09-06,3389
52,배추두부국(05),조식,55.59kcal,2021-09-06,3389
53,쇠고기감자국(05)(16),중식,44.46kcal,2021-09-06,3389
54,짬뽕찌개(05)(09)(10)(17),석식,103.98kcal,2021-09-06,3389
55,돼지고기콩나물볶음(05)(06)(10),조식,361.92kcal,2021-09-06,3389
56,데리야끼갈릭치킨(05)(06)(15),중식,653.83kcal,2021-09-06,3389
57,새송이버섯야채볶음(05)(06),석식,83.41kcal,2021-09-06,3389
58,계란찜(01)(09),조식,73.24kcal,2021-09-06,3389
59,비빔당면(05)(06),중식,98.68kcal,2021-09-06,3389
60,호박쇠고기볶음(05)(06)(16),석식,85.15kcal,2021-09-06,3389
61,열무김치,조식,11.84kcal,2021-09-06,3389
62,배추김치(7~9월),중식,9kcal,2021-09-06,3389
63,맛김,석식,0kcal,2021-09-06,3389
64,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-06,3389
65,순무김치,석식,13.68kcal,2021-09-06,3389
66,짜먹는요구르트(02),석식,38.4kcal,2021-09-06,3389
67,밥,조식,363kcal,2021-09-07,3389
68,흑미밥,중식,374.25kcal,2021-09-07,3389
69,잡곡밥,석식,359.79kcal,2021-09-07,3389
70,김치찌개(05)(10),조식,111.6kcal,2021-09-07,3389
71,순두부국(05)(18),중식,48.72kcal,2021-09-07,3389
72,버섯쇠고기찌개(05)(16),석식,58.19kcal,2021-09-07,3389
73,소시지케찹볶음(10)(12),조식,190.6kcal,2021-09-07,3389
74,오삼불고기(05)(06)(10)(17),중식,537.6kcal,2021-09-07,3389
75,매콤치킨너겟볶음(06)(12)(15),석식,578.66kcal,2021-09-07,3389
76,스크램블에그(01),조식,157.43kcal,2021-09-07,3389
77,상추쌈(05)(06),중식,82.62kcal,2021-09-07,3389
78,감자조림(05)(06),석식,87.24kcal,2021-09-07,3389
79,열무김치,조식,11.84kcal,2021-09-07,3389
80,배추김치(7~9월),중식,9kcal,2021-09-07,3389
81,배추김치(7~9월),석식,9kcal,2021-09-07,3389
82,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-07,3389
83,"아이스크림 콘,완제품(02)",중식,270kcal,2021-09-07,3389
84,밥,조식,363kcal,2021-09-08,3389
85,현미밥,중식,383.51kcal,2021-09-08,3389
86,돈까스덮밥(01)(05)(06)(10),석식,954.8kcal,2021-09-08,3389
87,쇠고기무국(05)(16),조식,33.75kcal,2021-09-08,3389
88,감자짜글이(05)(06)(10),중식,125.32kcal,2021-09-08,3389
89,미소된장국(05),석식,22.23kcal,2021-09-08,3389
90,돼지고기김치볶음(05)(06)(10),조식,310.83kcal,2021-09-08,3389
91,닭간장소스찜(05)(06)(15),중식,254.14kcal,2021-09-08,3389
92,오이양파장아찌(05)(06),석식,23.98kcal,2021-09-08,3389
93,맛김,조식,0kcal,2021-09-08,3389
94,두부조림(05)(06),중식,159.7kcal,2021-09-08,3389
95,단호박샐러드,석식,1.66kcal,2021-09-08,3389
96,오징어채무침(01)(05)(06)(17),조식,93.09kcal,2021-09-08,3389
97,배추김치(7~9월),중식,9kcal,2021-09-08,3389
98,배추김치(7~9월),석식,9kcal,2021-09-08,3389
99,열무김치,조식,11.84kcal,2021-09-08,3389
100,"생수(500ML,후식)",석식,0kcal,2021-09-08,3389
101,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-08,3389
102,"컵과일(사과, 거봉)",석식,55.78kcal,2021-09-08,3389
103,밥,조식,363kcal,2021-09-09,3389
104,찹쌀밥,중식,377.36kcal,2021-09-09,3389
105,새우버거(01)(06)(09)(12),석식,1165.65kcal,2021-09-09,3389
106,황태채콩나물국(05),조식,35.27kcal,2021-09-09,3389
107,삼계탕(15),중식,813kcal,2021-09-09,3389
108,"우유(백색우유(200ML,연간))(02)",석식,122kcal,2021-09-09,3389
109,마파두부(05)(06),조식,228.81kcal,2021-09-09,3389
110,오이풋고추된장무침(05),중식,24.29kcal,2021-09-09,3389
111,탄산음료,석식,117.5kcal,2021-09-09,3389
112,맛김,조식,0kcal,2021-09-09,3389
113,열무김치,중식,11.84kcal,2021-09-09,3389
114,스크램블(01),조식,118.01kcal,2021-09-09,3389
115,배추김치(7~9월),조식,9kcal,2021-09-09,3389
116,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-09,3389
117,밥,조식,363kcal,2021-09-10,3389
118,잡곡밥,중식,359.79kcal,2021-09-10,3389
119,밥,석식,363kcal,2021-09-10,3389
120,쇠고기미역국(05)(16),조식,32.49kcal,2021-09-10,3389
121,순두부해물찌개(05)(17),중식,73.77kcal,2021-09-10,3389
122,오징어채볶음(01)(05)(06)(17),석식,79.81kcal,2021-09-10,3389
123,감자채볶음(05)(06),조식,87.49kcal,2021-09-10,3389
124,돈파육(05)(06)(10),중식,389.63kcal,2021-09-10,3389
125,닭바베큐소스조림(05)(06)(12)(15),석식,242.2kcal,2021-09-10,3389
126,비엔나소시지구이(10)(12),조식,230.7kcal,2021-09-10,3389
127,배추겉절이(05)(06)(09),중식,29.17kcal,2021-09-10,3389
128,후루츠양배추샐러드(01),석식,13.41kcal,2021-09-10,3389
129,배추김치(7~9월),조식,9kcal,2021-09-10,3389
130,백김치,중식,15.12kcal,2021-09-10,3389
131,배추김치(7~9월),석식,9kcal,2021-09-10,3389
132,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-10,3389
133,"아이스크림, 떠먹는형",중식,180kcal,2021-09-10,3389
134,라면(즉석 컵)(06),석식,365kcal,2021-09-10,3389
135,햄치즈버거(01)(02)(06)(10)(12),조식,839.7kcal,2021-09-11,3389
136,후리카케밥,중식,363kcal,2021-09-11,3389
137,낙지불고기덮밥(05)(06)(16),석식,537.62kcal,2021-09-11,3389
138,계란후라이(01),조식,130.96kcal,2021-09-11,3389
139,피망잡채(05)(06)(10),중식,178.93kcal,2021-09-11,3389
140,계란국(01)(05),석식,35.76kcal,2021-09-11,3389
141,"우유(백색우유(200ML,연간))(02)",조식,244kcal,2021-09-11,3389
142,떡볶이(05)(06),중식,348.31kcal,2021-09-11,3389
143,오이부추무침(05)(06),석식,22.96kcal,2021-09-11,3389
144,배추김치(7~9월),중식,9kcal,2021-09-11,3389
145,배추김치(7~9월),석식,9kcal,2021-09-11,3389
146,레몬에이드,중식,26kcal,2021-09-11,3389
147,밥,조식,363kcal,2021-09-12,3389
148,찹쌀밥,중식,377.36kcal,2021-09-12,3389
149,잡곡밥,석식,359.79kcal,2021-09-12,3389
150,김치찌개(05)(10),조식,111.6kcal,2021-09-12,3389
151,짬뽕찌개(05)(09)(10)(17),중식,103.98kcal,2021-09-12,3389
152,쇠고기무국(05)(16),석식,33.75kcal,2021-09-12,3389
153,비엔나소시지야채볶음(05)(06)(10)(12),조식,243.09kcal,2021-09-12,3389
154,버섯호박볶음(05)(06)(09)(10),중식,148.01kcal,2021-09-12,3389
155,닭고기매운조림(05)(06)(15),석식,276.9kcal,2021-09-12,3389
156,계란찜(01)(09),조식,73.24kcal,2021-09-12,3389
157,순두부양념장(05)(06),중식,80.85kcal,2021-09-12,3389
158,오이무침(06),석식,34.61kcal,2021-09-12,3389
159,맛김,조식,0kcal,2021-09-12,3389
160,배추김치(7~9월),중식,9kcal,2021-09-12,3389
161,배추김치(7~9월),석식,9kcal,2021-09-12,3389
162,열무김치,조식,11.84kcal,2021-09-12,3389
163,아이스샌드,중식,252kcal,2021-09-12,3389
164,"주스,사과(190ml/팩)",석식,46kcal,2021-09-12,3389
165,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-12,3389
166,"주스,망고코넛(340ml/캔)",조식,122.3kcal,2021-09-12,3389
167,간장계란밥(01)(05)(06),조식,444.24kcal,2021-09-13,3389
168,영양밥부추양념장(05)(06)(18),중식,423.44kcal,2021-09-13,3389
169,흑미밥,석식,374.25kcal,2021-09-13,3389
170,어묵콩나물국(05)(06),조식,45.18kcal,2021-09-13,3389
171,돼지고기감자버섯찌개(05)(06)(10),중식,146.93kcal,2021-09-13,3389
172,닭고기육개장(05)(15),석식,91.72kcal,2021-09-13,3389
173,멸치볶음(01)(05)(06),조식,71.32kcal,2021-09-13,3389
174,황태채무침,중식,88.49kcal,2021-09-13,3389
175,생선가스(01)(06),석식,577.85kcal,2021-09-13,3389
176,감자매운조림(05)(06),조식,95.15kcal,2021-09-13,3389
177,단호박샐러드,중식,1.66kcal,2021-09-13,3389
178,야채샐러드(01)(05)(06)(12),석식,35.27kcal,2021-09-13,3389
179,배추김치(7~9월),조식,9kcal,2021-09-13,3389
180,배추김치(7~9월),중식,9kcal,2021-09-13,3389
181,열무김치,석식,11.84kcal,2021-09-13,3389
182,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-13,3389
183,건빵(참깨맛),중식,249kcal,2021-09-13,3389
184,컵과일(배),석식,50kcal,2021-09-13,3389
185,밥,조식,363kcal,2021-09-14,3389
186,쫄면(01)(05)(06),중식,795.97kcal,2021-09-14,3389
187,열무비빔밥(05)(06),석식,557.34kcal,2021-09-14,3389
188,쇠고기감자국(05)(16),조식,44.46kcal,2021-09-14,3389
189,콩나물국(05),중식,22.19kcal,2021-09-14,3389
190,순두부국(05)(18),석식,48.72kcal,2021-09-14,3389
191,돼지고기김치볶음(05)(06)(10),조식,310.83kcal,2021-09-14,3389
192,만두튀김(01)(05)(06)(10),중식,472.97kcal,2021-09-14,3389
193,오징어튀김(01)(05)(06),석식,151.51kcal,2021-09-14,3389
194,맛김,조식,0kcal,2021-09-14,3389
195,단무지무침(05)(06),중식,13.52kcal,2021-09-14,3389
196,계란후라이(01),석식,130.96kcal,2021-09-14,3389
197,두부조림(05)(06),조식,159.7kcal,2021-09-14,3389
198,유산균 발효 음료(02),중식,56kcal,2021-09-14,3389
199,배추김치(7~9월),석식,9kcal,2021-09-14,3389
200,열무김치,조식,11.84kcal,2021-09-14,3389
201,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-14,3389
202,밥,조식,363kcal,2021-09-15,3389
203,밥,중식,363kcal,2021-09-15,3389
204,현미밥,석식,383.51kcal,2021-09-15,3389
205,배추두부국(05),조식,55.59kcal,2021-09-15,3389
206,닭곰탕(15),중식,164.11kcal,2021-09-15,3389
207,김치찌개(05)(10),석식,111.6kcal,2021-09-15,3389
208,소시지김치볶음(05)(06)(10),조식,178.37kcal,2021-09-15,3389
209,궁중떡볶이(05)(06)(16),중식,292.81kcal,2021-09-15,3389
210,야채튀김(06)(12),석식,403.53kcal,2021-09-15,3389
211,오이무침(06),조식,34.61kcal,2021-09-15,3389
212,버섯감자채볶음(05)(06),중식,58.22kcal,2021-09-15,3389
213,코다리콩나물찜(05)(09)(17),석식,154.33kcal,2021-09-15,3389
214,열무김치,조식,11.84kcal,2021-09-15,3389
215,배추김치(7~9월),중식,9kcal,2021-09-15,3389
216,열무김치,석식,11.84kcal,2021-09-15,3389
217,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-15,3389
218,배 주스(238㎖/캔),중식,40kcal,2021-09-15,3389
219,사인머스켓,석식,67.5kcal,2021-09-15,3389
220,"생수(500ML,후식)",석식,0kcal,2021-09-15,3389
221,햄치즈버거(01)(02)(06)(10)(12),조식,839.7kcal,2021-09-16,3389
222,흑미밥,중식,374.25kcal,2021-09-16,3389
223,잡곡밥,석식,359.79kcal,2021-09-16,3389
224,계란후라이(01),조식,130.96kcal,2021-09-16,3389
225,쇠고기무국(05)(16),중식,33.75kcal,2021-09-16,3389
226,생선묵김치찌개(05)(06),석식,72.34kcal,2021-09-16,3389
227,"우유(백색우유(200ML,연간))(02)",조식,244kcal,2021-09-16,3389
228,광어튀김(05)(06),중식,435.52kcal,2021-09-16,3389
229,파닭(파채닭튀김)(06)(12)(15),석식,868.72kcal,2021-09-16,3389
230,깻잎찜(05)(06),중식,22.54kcal,2021-09-16,3389
231,코올슬로샐러드(01),석식,22.74kcal,2021-09-16,3389
232,배추김치(7~9월),중식,9kcal,2021-09-16,3389
233,열무김치,석식,11.84kcal,2021-09-16,3389
234,"아이스크림, 떠먹는형",중식,180kcal,2021-09-16,3389
235,밥,조식,363kcal,2021-09-17,3389
236,찹쌀밥,중식,377.36kcal,2021-09-17,3389
237,밥,석식,363kcal,2021-09-17,3389
238,참치미역국(05),조식,10.44kcal,2021-09-17,3389
239,미소된장국(05),중식,22.23kcal,2021-09-17,3389
240,감자양파찌개(05)(06),석식,64.1kcal,2021-09-17,3389
241,팥빙수,중식,180kcal,2021-08-19,3389
242,밥,조식,363kcal,2021-08-20,3389
243,흑미밥,중식,374.25kcal,2021-08-20,3389
244,치킨마요덮밥(01)(05)(06)(15),석식,963.71kcal,2021-08-20,3389
245,순두부찌개(01)(05)(10)(18),조식,112.06kcal,2021-08-20,3389
246,감자짜글이(05)(06)(10),중식,125.71kcal,2021-08-20,3389
247,어묵콩나물국(05)(06),석식,58.36kcal,2021-08-20,3389
248,비엔나소시지케찹볶음(05)(06)(10)(12),조식,240.63kcal,2021-08-20,3389
249,오징어채볶음(01)(05)(06)(17),중식,86.89kcal,2021-08-20,3389
250,야채샐러드(01)(05)(06)(12),석식,37.43kcal,2021-08-20,3389
251,단무지무침(05)(06),조식,13.54kcal,2021-08-20,3389
252,삼치순살조림(05)(06),중식,120.05kcal,2021-08-20,3389
253,깍두기(완제품)(09),석식,15.2kcal,2021-08-20,3389
254,배추김치(7~9월),조식,8.75kcal,2021-08-20,3389
255,배추김치(7~9월),중식,8.75kcal,2021-08-20,3389
256,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-08-20,3389
257,이온음료,중식,58.8kcal,2021-08-20,3389
258,핫도그빵(01)(06)(10)(12),조식,915.09kcal,2021-08-21,3389
259,밥,중식,363kcal,2021-08-21,3389
260,잡곡밥,석식,378.73kcal,2021-08-21,3389
261,삶은계란(01),조식,70.18kcal,2021-08-21,3389
262,오징어찌개(05)(06)(17),중식,75.86kcal,2021-08-21,3389
263,쇠고기육개장(01)(05)(16),석식,106.28kcal,2021-08-21,3389
264,가공우유(초코맛)(02),조식,126kcal,2021-08-21,3389
265,마파두부(05)(06)(10),중식,240.91kcal,2021-08-21,3389
266,멸치볶음(01)(05)(06),석식,76.58kcal,2021-08-21,3389
267,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-08-21,3389
268,감자조림(05)(06),중식,87.93kcal,2021-08-21,3389
269,닭간장소스찜(05)(06)(15),석식,256.13kcal,2021-08-21,3389
270,배추김치(7~9월),중식,8.75kcal,2021-08-21,3389
271,배추김치(7~9월),석식,8.75kcal,2021-08-21,3389
272,탄산음료,중식,117.5kcal,2021-08-21,3389
273,밥,조식,363kcal,2021-08-22,3389
274,현미밥,중식,383.51kcal,2021-08-22,3389
275,밥,석식,363kcal,2021-08-22,3389
276,버섯쇠고기찌개(05)(16),조식,61.45kcal,2021-08-22,3389
277,배추두부국(05),중식,55.59kcal,2021-08-22,3389
278,꼬리곰탕(16),석식,301.74kcal,2021-08-22,3389
279,베이컨청경채볶음,조식,44.31kcal,2021-08-22,3389
280,피망잡채(05)(06)(10),중식,181.46kcal,2021-08-22,3389
281,오징어볶음(05)(06)(17),석식,146.7kcal,2021-08-22,3389
282,스크램블에그(01),조식,154.28kcal,2021-08-22,3389
283,감자어묵조림(05)(06),중식,96.66kcal,2021-08-22,3389
284,미나리콩나물무침(05)(06),석식,55.23kcal,2021-08-22,3389
285,배추김치(7~9월),조식,8.75kcal,2021-08-22,3389
286,열무김치,중식,12.8kcal,2021-08-22,3389
287,깍두기(완제품)(09),석식,15.2kcal,2021-08-22,3389
288,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-08-22,3389
289,스트링치즈,중식,742kcal,2021-08-22,3389
290,찹쌀밥,조식,380.95kcal,2021-08-23,3389
291,잡곡밥,중식,378.73kcal,2021-08-23,3389
292,밥,석식,363kcal,2021-08-23,3389
293,황태채미역국(05),조식,16.14kcal,2021-08-23,3389
294,감자양파찌개(05)(06),중식,64.1kcal,2021-08-23,3389
295,우렁쇠고기된장찌개(05)(06)(16),석식,101.9kcal,2021-08-23,3389
296,돼지고기김치볶음(05)(06)(10),조식,360.79kcal,2021-08-23,3389
297,생선가스(01)(06),중식,526.02kcal,2021-08-23,3389
298,낙지새우볶음(05)(06)(09)(10),석식,456.19kcal,2021-08-23,3389
299,오징어채볶음(01)(05)(06)(17),조식,86.89kcal,2021-08-23,3389
300,닭순살샐러드(01)(15),중식,124.2kcal,2021-08-23,3389
301,오이무침(06),석식,37.14kcal,2021-08-23,3389
302,깍두기(완제품)(09),조식,15.2kcal,2021-08-23,3389
303,배추김치(7~9월),중식,8.75kcal,2021-08-23,3389
304,배추김치(7~9월),석식,8.75kcal,2021-08-23,3389
305,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-08-23,3389
306,거봉포도,석식,47.61kcal,2021-08-23,3389
307,"생수(500ML,후식)",석식,0kcal,2021-08-23,3389
308,밥,조식,363kcal,2021-08-24,3389
309,현미밥,중식,383.51kcal,2021-08-24,3389
310,밥,석식,363kcal,2021-08-24,3389
311,오징어콩나물국(05)(17),조식,55.22kcal,2021-08-24,3389
312,순두부국(05)(18),중식,48.5kcal,2021-08-24,3389
313,생선묵김치찌개(05)(06),석식,74.76kcal,2021-08-24,3389
314,소시지김치볶음(05)(06)(10),조식,175.87kcal,2021-08-24,3389
315,돼지고기청경채볶음(05)(06)(10),중식,398.7kcal,2021-08-24,3389
316,닭고기튀김양념(05)(06)(12)(15),석식,1164.87kcal,2021-08-24,3389
317,맛김,조식,0kcal,2021-08-24,3389
318,부추겉절이(05)(06),중식,22.35kcal,2021-08-24,3389
319,후루츠양배추샐러드(01),석식,13.41kcal,2021-08-24,3389
320,두부조림(05)(06),조식,150.9kcal,2021-08-24,3389
321,열무김치,중식,12.8kcal,2021-08-24,3389
322,오이소박이,석식,20.35kcal,2021-08-24,3389
323,열무김치,조식,12.8kcal,2021-08-24,3389
324,아이스샌드,석식,252kcal,2021-08-24,3389
325,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-08-24,3389
326,밥,조식,363kcal,2021-08-25,3389
327,잡곡밥,중식,378.73kcal,2021-08-25,3389
328,흑미밥,석식,374.25kcal,2021-08-25,3389
329,닭고기미역국(05)(15),조식,58.71kcal,2021-08-25,3389
330,꽃게탕(05)(06),중식,74.71kcal,2021-08-25,3389
331,호박된장찌개(05)(06),석식,78.91kcal,2021-08-25,3389
332,부추표고버섯볶음(05)(06)(16),조식,67.85kcal,2021-08-25,3389
333,치킨텐더(01)(06)(15),중식,569.64kcal,2021-08-25,3389
334,삼겹살구이(05)(06)(10),석식,977.95kcal,2021-08-25,3389
335,계란찜(01)(09),조식,73.24kcal,2021-08-25,3389
336,감자매운조림(05)(06),중식,95.33kcal,2021-08-25,3389
337,모듬야채(쌈장)(05)(06),석식,102.74kcal,2021-08-25,3389
338,배추김치(7~9월),조식,8.75kcal,2021-08-25,3389
339,열무김치,중식,12.8kcal,2021-08-25,3389
340,배추김치(7~9월),석식,8.75kcal,2021-08-25,3389
341,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-08-25,3389
342,떠먹는 토핑형 발효유,석식,,2021-08-25,3389
343,밥,조식,363kcal,2021-08-26,3389
344,현미밥,중식,383.51kcal,2021-08-26,3389
345,찹쌀밥,석식,380.95kcal,2021-08-26,3389
346,쇠고기감자국(05)(16),조식,50.73kcal,2021-08-26,3389
347,짬뽕찌개(05)(09)(10)(17),중식,97.58kcal,2021-08-26,3389
348,닭곰탕(15),석식,176.4kcal,2021-08-26,3389
349,맛김,조식,0kcal,2021-08-26,3389
350,돈까스(증)(06)(10),중식,676.85kcal,2021-08-26,3389
351,햄감자볶음(05)(06)(10),석식,105.43kcal,2021-08-26,3389
352,스크램블에그(01),조식,154.28kcal,2021-08-26,3389
353,오이무침(06),중식,37.14kcal,2021-08-26,3389
354,방어순살조림(05)(06),석식,123.74kcal,2021-08-26,3389
355,오징어채무침(01)(05)(06)(17),조식,93.09kcal,2021-08-26,3389
356,단호박샐러드,중식,3.32kcal,2021-08-26,3389
357,열무김치,석식,12.8kcal,2021-08-26,3389
358,배추김치(7~9월),조식,8.75kcal,2021-08-26,3389
359,배추김치(7~9월),중식,8.75kcal,2021-08-26,3389
360,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-08-26,3389
361,레몬에이드,중식,26kcal,2021-08-26,3389
362,밥,조식,363kcal,2021-08-27,3389
363,전투식량 1형1식단,중식,1300kcal,2021-08-27,3389
364,밥,석식,363kcal,2021-08-27,3389
365,중화식계란탕(01)(05),조식,69.53kcal,2021-08-27,3389
366,쇠고기무국(05)(16),중식,40.03kcal,2021-08-27,3389
367,버섯된장찌개(05)(06),석식,82.28kcal,2021-08-27,3389
368,참치김치볶음,조식,136.26kcal,2021-08-27,3389
369,야채튀김(06)(12),중식,302.31kcal,2021-08-27,3389
370,돼지고기콩나물볶음(05)(06)(10),석식,464.77kcal,2021-08-27,3389
371,비엔나소시지구이(10)(12),조식,188.23kcal,2021-08-27,3389
372,열무김치,중식,12.8kcal,2021-08-27,3389
373,맛김,석식,0kcal,2021-08-27,3389
374,백김치,조식,15.12kcal,2021-08-27,3389
375,아이스크림 팩형(02),중식,234kcal,2021-08-27,3389
376,오이양파장아찌(05)(06),석식,23.98kcal,2021-08-27,3389
377,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-08-27,3389
378,배추김치(7~9월),석식,8.75kcal,2021-08-27,3389
379,햄치즈버거(01)(02)(06)(10)(12),조식,841.7kcal,2021-08-28,3389
380,흑미밥,중식,374.25kcal,2021-08-28,3389
381,잡곡밥,석식,378.73kcal,2021-08-28,3389
382,가공우유(바나나맛)(02),조식,167kcal,2021-08-28,3389
383,꼬리곰탕(16),중식,301.74kcal,2021-08-28,3389
384,두부맑은국(01)(05),석식,38.81kcal,2021-08-28,3389
385,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-08-28,3389
386,돼지고기김치볶음(05)(06)(10),중식,360.79kcal,2021-08-28,3389
387,닭갈비(05)(06)(15),석식,279.56kcal,2021-08-28,3389
388,오이부추무침(05)(06),중식,26.15kcal,2021-08-28,3389
389,배추겉절이(05)(06)(09),석식,29.17kcal,2021-08-28,3389
390,열무김치,중식,12.8kcal,2021-08-28,3389
391,열무김치,석식,12.8kcal,2021-08-28,3389
392,탄산음료,중식,117.5kcal,2021-08-28,3389
393,쇠고기버섯죽(05)(06),조식,415.29kcal,2021-08-29,3389
394,밥,중식,363kcal,2021-08-29,3389
395,현미밥,석식,383.51kcal,2021-08-29,3389
396,감자매운조림(05)(06),조식,95.33kcal,2021-08-29,3389
397,김치찌개(05)(10),중식,129.68kcal,2021-08-29,3389
398,미소된장국(05),석식,22.23kcal,2021-08-29,3389
399,오징어젓무침(17),조식,45.07kcal,2021-08-29,3389
400,계란찜(01)(09),중식,73.24kcal,2021-08-29,3389
401,쇠고기불고기(05)(06)(16),석식,399.95kcal,2021-08-29,3389
402,배추김치(7~9월),조식,8.75kcal,2021-08-29,3389
403,닭고기매운조림(05)(06)(15),중식,278.15kcal,2021-08-29,3389
404,콩나물매운무침(05)(06),석식,50.61kcal,2021-08-29,3389
405,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-08-29,3389
406,열무김치,중식,12.8kcal,2021-08-29,3389
407,배추김치(7~9월),석식,8.75kcal,2021-08-29,3389
408,아이스 망고바,중식,126kcal,2021-08-29,3389
409,건빵(참깨맛),석식,249kcal,2021-08-29,3389
410,"주스,카프리썬 사과(200ml,파우치)",석식,60kcal,2021-08-29,3389
411,밥,조식,363kcal,2021-08-30,3389
412,흑미밥,중식,374.25kcal,2021-08-30,3389
413,고추참치김치덮밥(06),석식,571.34kcal,2021-08-30,3389
414,배추쇠고기국(05)(16),조식,36.28kcal,2021-08-30,3389
415,돼지고기감자버섯찌개(05)(06)(10),중식,149.68kcal,2021-08-30,3389
416,생선묵국(05)(06),석식,55.74kcal,2021-08-30,3389
417,버섯호박볶음(05)(06)(09)(10),조식,132.28kcal,2021-08-30,3389
418,바다장어튀김(05)(06),중식,586.63kcal,2021-08-30,3389
419,감자채볶음(05)(06),석식,60.2kcal,2021-08-30,3389
420,맛김,조식,0kcal,2021-08-30,3389
421,비빔당면(05)(06),중식,98.5kcal,2021-08-30,3389
422,열무김치,석식,12.8kcal,2021-08-30,3389
