,메뉴이름,식사명,열량,날짜,부대
80,배추김치(7~9월),석식,9.25kcal,2021-09-23,8902
81,배추김치(7~9월),조식,9.25kcal,2021-09-23,8902
82,배추김치(7~9월),중식,9.25kcal,2021-09-23,8902
83,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-23,8902
84,거봉포도,중식,63.48kcal,2021-09-23,8902
85,밥,조식,363kcal,2021-09-24,8902
86,새우볶음밥(05)(06)(09),중식,581.89kcal,2021-09-24,8902
87,잡채밥(05)(06)(16),석식,568.47kcal,2021-09-24,8902
88,부대찌개(05)(06)(10),조식,180.69kcal,2021-09-24,8902
89,스크램블에그(01)(12),중식,142.09kcal,2021-09-24,8902
90,대구탕(05)(06),석식,83.26kcal,2021-09-24,8902
91,꽈리고추멸치볶음(05)(06),조식,95.24kcal,2021-09-24,8902
92,케이준샐러드(01)(06)(12)(15),중식,597.58kcal,2021-09-24,8902
93,애호박나물(05)(09)(10),석식,127.97kcal,2021-09-24,8902
94,계란찜(01)(09),조식,88.45kcal,2021-09-24,8902
95,배추김치(7~9월),중식,9.25kcal,2021-09-24,8902
96,갓김치,석식,11.52kcal,2021-09-24,8902
97,배추김치(7~9월),조식,9.25kcal,2021-09-24,8902
98,사과 주스(200㎖/팩),중식,46kcal,2021-09-24,8902
99,맛밤,석식,,2021-09-24,8902
100,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-24,8902
101,불고기버거(01)(06)(10)(12),조식,765.04kcal,2021-09-25,8902
102,카레밥(10),중식,502.71kcal,2021-09-25,8902
103,밥,석식,363kcal,2021-09-25,8902
104,감자튀김(파마산)(12),조식,401.16kcal,2021-09-25,8902
105,햄버그스테이크,중식,55.25kcal,2021-09-25,8902
106,두부고추장찌개(05)(06)(10),석식,170.78kcal,2021-09-25,8902
107,계란후라이(01),조식,125.74kcal,2021-09-25,8902
108,야채샐러드(01)(05)(06)(12),중식,98.37kcal,2021-09-25,8902
109,제육볶음(05)(06)(10),석식,359.22kcal,2021-09-25,8902
110,가공우유(초코)(02),조식,126kcal,2021-09-25,8902
111,배추김치(7~9월),중식,9.25kcal,2021-09-25,8902
112,풋고추된장무침(05),석식,44.87kcal,2021-09-25,8902
113,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-25,8902
114,콜라,중식,117.5kcal,2021-09-25,8902
115,깍두기(완제품)(09),석식,15.2kcal,2021-09-25,8902
116,자두(추희),중식,52kcal,2021-09-25,8902
117,밥,조식,363kcal,2021-09-26,8902
118,현미밥,중식,377.52kcal,2021-09-26,8902
119,밥,석식,363kcal,2021-09-26,8902
120,돼지고기김치찌개(05)(06)(10),조식,186.95kcal,2021-09-26,8902
121,오징어배추해장국(05)(06)(17),중식,59.42kcal,2021-09-26,8902
122,꽃게된장찌개(증)(05),석식,42.23kcal,2021-09-26,8902
123,햄감자채볶음(10),조식,111.54kcal,2021-09-26,8902
124,우엉돼지불고기(05)(06)(10),중식,374.46kcal,2021-09-26,8902
125,생선묵볶음(05)(06),석식,130.14kcal,2021-09-26,8902
126,콩나물매운무침(05),조식,39.6kcal,2021-09-26,8902
127,양배추/풋고추쌈(05)(06),중식,77.89kcal,2021-09-26,8902
128,두부조림(05)(06),석식,157.08kcal,2021-09-26,8902
129,열무김치,조식,12.8kcal,2021-09-26,8902
130,배추김치(7~9월),중식,9.25kcal,2021-09-26,8902
131,배추김치(7~9월),석식,9.25kcal,2021-09-26,8902
132,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-26,8902
133,초콜릿(3사교),중식,286kcal,2021-09-26,8902
134,"복숭아주스(240ml,캔)",석식,128kcal,2021-09-26,8902
135,떡만둣국(01)(05)(06)(10)(16),조식,473.54kcal,2021-09-27,8902
136,잡곡밥,중식,394.2kcal,2021-09-27,8902
137,비빔밥(05)(06)(16),석식,554.62kcal,2021-09-27,8902
138,오징어젓무침(17),조식,48.2kcal,2021-09-27,8902
139,쇠고기감자국(05)(16),중식,43.08kcal,2021-09-27,8902
140,배추쇠고기국(05)(16),석식,37.65kcal,2021-09-27,8902
141,순두부양념장(05)(06),조식,60.15kcal,2021-09-27,8902
142,깐풍기(비율1.5)(05)(06)(15),중식,551.66kcal,2021-09-27,8902
143,계란후라이(01),석식,125.74kcal,2021-09-27,8902
144,배추김치(7~9월),조식,9.25kcal,2021-09-27,8902
145,오이무침(06),중식,30.54kcal,2021-09-27,8902
146,열무김치,석식,12.8kcal,2021-09-27,8902
147,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-27,8902
148,배추김치(7~9월),중식,9.25kcal,2021-09-27,8902
149,"삼양라면매운맛,120g,봉지라면(다수공급자,영내자증식,삼양식품)",석식,416.66kcal,2021-09-27,8902
150,썬업 파인애플200ml,중식,,2021-09-27,8902
151,밥,조식,363kcal,2021-09-28,8902
152,쫄면(01)(05)(06),중식,792.88kcal,2021-09-28,8902
153,마파두부덮밥(05)(06),석식,757.17kcal,2021-09-28,8902
154,사골곰탕,조식,95.95kcal,2021-09-28,8902
155,간장 돼지불고기(05)(06)(10),중식,341.69kcal,2021-09-28,8902
156,생선묵국(05)(06),석식,77.93kcal,2021-09-28,8902
157,두부김치(05)(10),조식,243.87kcal,2021-09-28,8902
158,무생채,중식,31.11kcal,2021-09-28,8902
159,오징어튀김(01)(06),석식,262.45kcal,2021-09-28,8902
160,감자조림(05)(06),조식,87.52kcal,2021-09-28,8902
161,열무김치,중식,12.8kcal,2021-09-28,8902
162,배추김치(7~9월),석식,9.25kcal,2021-09-28,8902
163,배추김치(7~9월),조식,9.25kcal,2021-09-28,8902
164,바나나,중식,76.8kcal,2021-09-28,8902
165,"귤주스(175ml,캔)",석식,,2021-09-28,8902
166,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-28,8902
167,밥,조식,363kcal,2021-09-29,8902
168,잡채볶음밥,중식,777.35kcal,2021-09-29,8902
169,찰보리밥,석식,378.8kcal,2021-09-29,8902
170,꼬리곰탕,조식,276.49kcal,2021-09-29,8902
171,감자계란국(01)(05),중식,63.06kcal,2021-09-29,8902
172,쇠고기육개장(01)(05)(06)(16),석식,142.02kcal,2021-09-29,8902
173,햄감자채볶음(10),조식,111.54kcal,2021-09-29,8902
174,김자반,중식,43kcal,2021-09-29,8902
175,돈가스(06)(10),석식,589.76kcal,2021-09-29,8902
176,풋고추된장무침(05),조식,44.87kcal,2021-09-29,8902
177,닭간장소스찜(05)(06)(15),중식,194.94kcal,2021-09-29,8902
178,야채샐러드(01)(05)(06)(12),석식,98.37kcal,2021-09-29,8902
179,배추김치(7~9월),조식,9.25kcal,2021-09-29,8902
180,갓김치,중식,11.52kcal,2021-09-29,8902
181,깍두기(완제품)(09),석식,15.2kcal,2021-09-29,8902
182,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-29,8902
183,사과(홍로),중식,47.232kcal,2021-09-29,8902
184,이온음료,석식,58.8kcal,2021-09-29,8902
185,찹쌀밥,조식,380.95kcal,2021-09-30,8902
186,자장밥(10),중식,456.46kcal,2021-09-30,8902
187,잡곡밥,석식,394.2kcal,2021-09-30,8902
188,쇠고기미역국(05)(16),조식,30.54kcal,2021-09-30,8902
189,짬뽕찌개(05)(06)(09)(17),중식,92.76kcal,2021-09-30,8902
190,버섯된장찌개(05)(06)(09),석식,65.68kcal,2021-09-30,8902
191,멸치볶음(05)(06),조식,88.11kcal,2021-09-30,8902
192,만두튀김vs만두강정(01)(05)(06)(10),중식,552.02kcal,2021-09-30,8902
193,삼겹살구이(10),석식,851.81kcal,2021-09-30,8902
194,돼지고기감자조림(05)(06)(10),조식,268.04kcal,2021-09-30,8902
195,맛김,중식,0kcal,2021-09-30,8902
196,모듬쌈(05)(06),석식,72.9kcal,2021-09-30,8902
197,배추김치(7~9월),조식,9.25kcal,2021-09-30,8902
198,배추김치(7~9월),중식,9.25kcal,2021-09-30,8902
199,열무김치,석식,12.8kcal,2021-09-30,8902
200,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-30,8902
201,메론맛우유,석식,,2021-09-30,8902
202,스크램블에그(01)(12),조식,142.09kcal,2021-09-04,8902
203,배추들깨국(05),중식,37.53kcal,2021-09-04,8902
204,콩나물국(05),석식,18.44kcal,2021-09-04,8902
205,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-04,8902
206,돼지고기고추장볶음(05)(06)(10),중식,415.68kcal,2021-09-04,8902
207,햄감자채볶음(10),석식,111.54kcal,2021-09-04,8902
208,양파간장절임(05)(06),중식,44.99kcal,2021-09-04,8902
209,맛김,석식,0kcal,2021-09-04,8902
210,열무김치,중식,12.8kcal,2021-09-04,8902
211,백김치,석식,15.12kcal,2021-09-04,8902
212,사이다,중식,97.5kcal,2021-09-04,8902
213,멜론(여름),석식,72kcal,2021-09-04,8902
214,밥,조식,363kcal,2021-09-05,8902
215,낙지덮밥(05)(06),중식,551.75kcal,2021-09-05,8902
216,밥,석식,363kcal,2021-09-05,8902
217,미역된장국(05),조식,26.16kcal,2021-09-05,8902
218,계란후라이(01),중식,125.74kcal,2021-09-05,8902
219,순두부찌개(01)(05)(06)(10),석식,169.1kcal,2021-09-05,8902
220,두부김치(05)(10),조식,243.87kcal,2021-09-05,8902
221,콩나물무침(05),중식,29.72kcal,2021-09-05,8902
222,표고버섯돼지고기볶음(05)(06)(10),석식,339.41kcal,2021-09-05,8902
223,감자조림(05)(06),조식,87.52kcal,2021-09-05,8902
224,배추김치(7~9월),중식,9.25kcal,2021-09-05,8902
225,풋고추된장무침(05),석식,44.87kcal,2021-09-05,8902
226,깍두기(완제품)(09),조식,15.2kcal,2021-09-05,8902
227,짜먹는요구르트(02),중식,76.8kcal,2021-09-05,8902
228,배추김치(7~9월),석식,9.25kcal,2021-09-05,8902
229,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-05,8902
230,밥,조식,363kcal,2021-09-06,8902
231,닭순살카레밥(15),중식,593.85kcal,2021-09-06,8902
232,현미밥,석식,377.52kcal,2021-09-06,8902
233,쇠고기미역국(05)(16),조식,30.54kcal,2021-09-06,8902
234,야채튀김(05)(06)(12),중식,304.59kcal,2021-09-06,8902
235,소시지찌개(05)(06)(10),석식,179.55kcal,2021-09-06,8902
236,비엔나소시지야채볶음(05)(06)(10),조식,231.88kcal,2021-09-06,8902
237,맛김,중식,0kcal,2021-09-06,8902
238,오징어볶음(05)(06)(17),석식,214.78kcal,2021-09-06,8902
239,계란찜(01)(09),조식,88.45kcal,2021-09-06,8902
240,감자샐러드(01),중식,174.28kcal,2021-09-06,8902
241,콩나물냉채(01)(05),석식,51.58kcal,2021-09-06,8902
242,배추김치(7~9월),조식,9.25kcal,2021-09-06,8902
243,백김치,중식,15.12kcal,2021-09-06,8902
244,배추김치(7~9월),석식,9.25kcal,2021-09-06,8902
245,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-06,8902
246,"복숭아주스(240ml,캔)",중식,128kcal,2021-09-06,8902
247,밥,조식,363kcal,2021-09-07,8902
248,데리야끼장어덮밥(05)(06),중식,431.29kcal,2021-09-07,8902
249,잡곡밥,석식,394.2kcal,2021-09-07,8902
250,감자짜글이(05)(06)(10),조식,272.13kcal,2021-09-07,8902
251,닭고기감자조림(05)(06)(15),중식,175.62kcal,2021-09-07,8902
252,꼬꼬떡국(01)(15),석식,207.3kcal,2021-09-07,8902
253,돼지고기김치볶음(06)(10),조식,121.45kcal,2021-09-07,8902
254,부추겉절이(05)(06),중식,29.26kcal,2021-09-07,8902
255,돈가스(06)(10),석식,589.76kcal,2021-09-07,8902
256,오징어젓무침(17),조식,48.2kcal,2021-09-07,8902
257,열무김치,중식,12.8kcal,2021-09-07,8902
258,야채샐러드(01)(05)(06)(12),석식,98.37kcal,2021-09-07,8902
259,깍두기(완제품)(09),조식,15.2kcal,2021-09-07,8902
260,배추김치(7~9월),석식,9.25kcal,2021-09-07,8902
261,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-07,8902
262,"우유,살균형(바나나)",석식,154kcal,2021-09-07,8902
263,밥,조식,363kcal,2021-09-08,8902
264,햄김치덮밥(05)(06)(10)(12),중식,529.42kcal,2021-09-08,8902
265,찰보리밥,석식,378.8kcal,2021-09-08,8902
266,어묵김칫국(05)(06),조식,62.45kcal,2021-09-08,8902
267,팽이버섯계란국(01)(05),중식,52.92kcal,2021-09-08,8902
268,호박고추장찌개(05)(06)(10),석식,97.05kcal,2021-09-08,8902
269,쇠고기버섯볶음(05)(06)(16),조식,201.14kcal,2021-09-08,8902
270,게맛살야채튀김(06),중식,347.45kcal,2021-09-08,8902
271,오삼불고기(05)(06)(10)(17),석식,519.58kcal,2021-09-08,8902
272,감자매운조림(05)(06),조식,55.74kcal,2021-09-08,8902
273,맛김,중식,0kcal,2021-09-08,8902
274,모듬쌈(05)(06),석식,72.9kcal,2021-09-08,8902
275,배추김치(7~9월),조식,9.25kcal,2021-09-08,8902
276,배추김치(7~9월),중식,9.25kcal,2021-09-08,8902
277,배추김치(7~9월),석식,9.25kcal,2021-09-08,8902
278,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-08,8902
279,식혜,중식,82kcal,2021-09-08,8902
280,밥,조식,363kcal,2021-09-09,8902
281,오징어덮밥(06)(17),중식,753.24kcal,2021-09-09,8902
282,잡채밥(05)(06)(16),석식,568.47kcal,2021-09-09,8902
283,돼지고기김치찌개(05)(06)(10),조식,186.95kcal,2021-09-09,8902
284,양념통닭(01)(05)(06)(15),중식,942.63kcal,2021-09-09,8902
285,감자계란국(01)(05),석식,63.06kcal,2021-09-09,8902
286,멸치볶음(05)(06),조식,88.11kcal,2021-09-09,8902
287,맛김,중식,0kcal,2021-09-09,8902
288,떡볶이(05)(06),석식,266.93kcal,2021-09-09,8902
289,순두부양념장(05)(06),조식,60.15kcal,2021-09-09,8902
290,깻잎찜(05)(06),중식,26.58kcal,2021-09-09,8902
291,배추김치(7~9월),석식,9.25kcal,2021-09-09,8902
292,배추김치(7~9월),조식,9.25kcal,2021-09-09,8902
293,배추김치(7~9월),중식,9.25kcal,2021-09-09,8902
294,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-09,8902
295,썬업 파인애플200ml,중식,,2021-09-09,8902
296,밥,조식,363kcal,2021-09-10,8902
297,잡곡밥,중식,394.2kcal,2021-09-10,8902
298,찹쌀밥,석식,380.95kcal,2021-09-10,8902
299,쇠고기미역국(05)(16),조식,30.54kcal,2021-09-10,8902
300,짬뽕찌개(05)(06)(09)(17),중식,92.76kcal,2021-09-10,8902
301,배추들깨국(05),석식,37.53kcal,2021-09-10,8902
302,햄감자채볶음(10),조식,111.54kcal,2021-09-10,8902
303,생선가스(01)(06),중식,560.83kcal,2021-09-10,8902
304,오리간장주물럭(05)(06),석식,235.01kcal,2021-09-10,8902
305,콩나물매운무침(05),조식,39.6kcal,2021-09-10,8902
306,감자샐러드(01),중식,174.28kcal,2021-09-10,8902
307,모듬야채(쌈장)(05)(06),석식,66.59kcal,2021-09-10,8902
308,배추김치(7~9월),조식,9.25kcal,2021-09-10,8902
309,열무김치,중식,12.8kcal,2021-09-10,8902
310,열무김치,석식,12.8kcal,2021-09-10,8902
311,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-10,8902
312,농후 발효유(02),중식,96kcal,2021-09-10,8902
313,핫도그빵(01)(06)(10)(12),조식,740.26kcal,2021-09-11,8902
314,밥,중식,363kcal,2021-09-11,8902
315,돼지고기부추덮밥(05)(06)(10),석식,799.22kcal,2021-09-11,8902
316,가공우유(딸기)(02),조식,116kcal,2021-09-11,8902
317,미역된장국(05),중식,26.16kcal,2021-09-11,8902
318,김치수제비국(05)(06),석식,80.91kcal,2021-09-11,8902
319,토마토슬라이스(12),조식,7.13kcal,2021-09-11,8902
320,닭갈비(05)(06)(15),중식,254.95kcal,2021-09-11,8902
321,계란후라이(01),석식,125.74kcal,2021-09-11,8902
322,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-11,8902
323,모듬쌈(05)(06),중식,72.9kcal,2021-09-11,8902
324,백김치,석식,15.12kcal,2021-09-11,8902
325,"아이스크림 콘,완제품(02)",조식,270kcal,2021-09-11,8902
326,배추김치(7~9월),중식,9.25kcal,2021-09-11,8902
327,커피음료,중식,,2021-09-11,8902
328,밥,조식,363kcal,2021-09-12,8902
329,흑미밥,중식,374.25kcal,2021-09-12,8902
330,밥,석식,363kcal,2021-09-12,8902
331,부대찌개(05)(06)(10),조식,180.69kcal,2021-09-12,8902
332,버섯된장찌개(05)(06)(09),중식,65.68kcal,2021-09-12,8902
333,콩나물김치국(05),석식,31.34kcal,2021-09-12,8902
334,호박쇠고기볶음(05)(06)(16),조식,102.35kcal,2021-09-12,8902
335,표고버섯돼지고기볶음(05)(06)(10),중식,339.41kcal,2021-09-12,8902
336,쇠고기불고기(05)(06)(16),석식,340.46kcal,2021-09-12,8902
337,콩나물무침(05),조식,29.72kcal,2021-09-12,8902
338,양배추/풋고추쌈(05)(06),중식,77.89kcal,2021-09-12,8902
339,모듬야채(쌈장)(05)(06),석식,66.59kcal,2021-09-12,8902
340,배추김치(7~9월),조식,9.25kcal,2021-09-12,8902
341,열무김치,중식,12.8kcal,2021-09-12,8902
342,배추김치(7~9월),석식,9.25kcal,2021-09-12,8902
343,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-12,8902
344,"귤주스(175ml,캔)",중식,,2021-09-12,8902
345,"나가사끼짬뽕,115g,봉지라면(다수공급자,영내자증식,삼양식품)",석식,413.04kcal,2021-09-12,8902
346,밥,조식,363kcal,2021-09-13,8902
347,흑미밥,중식,374.25kcal,2021-09-13,8902
348,밥,석식,363kcal,2021-09-13,8902
349,북어채국(01)(05),조식,46.21kcal,2021-09-13,8902
350,순두부찌개(01)(05)(06)(10),중식,169.1kcal,2021-09-13,8902
351,닭고기육개장(01)(05)(06)(15),석식,199.07kcal,2021-09-13,8902
352,비엔나소시지야채볶음(05)(06)(10),조식,231.88kcal,2021-09-13,8902
353,돼지목살폭찹(10)(12),중식,298.02kcal,2021-09-13,8902
354,고추잡채(05)(06)(10),석식,307.07kcal,2021-09-13,8902
355,풋고추된장무침(05),조식,44.87kcal,2021-09-13,8902
356,오이부추무침,중식,11.81kcal,2021-09-13,8902
357,무생채,석식,31.11kcal,2021-09-13,8902
358,배추김치(7~9월),조식,9.25kcal,2021-09-13,8902
359,깍두기(완제품)(09),중식,15.2kcal,2021-09-13,8902
360,배추김치(7~9월),석식,9.25kcal,2021-09-13,8902
361,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-13,8902
362,"견과, 혼합식",석식,136.3kcal,2021-09-13,8902
363,밥,조식,363kcal,2021-09-14,8902
364,떡만둣국(01)(05)(06)(10)(16),중식,473.54kcal,2021-09-14,8902
365,잡곡밥,석식,394.2kcal,2021-09-14,8902
366,쇠고기무국(05)(16),조식,33.62kcal,2021-09-14,8902
367,닭간장소스찜(05)(06)(15),중식,194.94kcal,2021-09-14,8902
368,강된장찌개(05),석식,109.3kcal,2021-09-14,8902
369,생선묵고추장볶음(05)(06),조식,152.55kcal,2021-09-14,8902
370,배추겉절이(09),중식,21.44kcal,2021-09-14,8902
371,돼지갈비찜(05)(06)(10),석식,372.19kcal,2021-09-14,8902
372,감자조림(05)(06),조식,87.52kcal,2021-09-14,8902
373,열무김치,중식,12.8kcal,2021-09-14,8902
374,오이된장무침(05),석식,43.89kcal,2021-09-14,8902
375,배추김치(7~9월),조식,9.25kcal,2021-09-14,8902
376,바나나,중식,76.8kcal,2021-09-14,8902
377,배추김치(7~9월),석식,9.25kcal,2021-09-14,8902
378,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-14,8902
379,사과 주스(200㎖/팩),석식,46kcal,2021-09-14,8902
380,밥,조식,363kcal,2021-09-15,8902
381,찰보리밥,중식,378.8kcal,2021-09-15,8902
382,쇠고기야채죽,석식,335.32kcal,2021-09-15,8902
383,참치김치찌개(05)(06),조식,67.66kcal,2021-09-15,8902
384,쇠고기육개장(01)(05)(06)(16),중식,142.02kcal,2021-09-15,8902
385,버섯강정(01)(06)(12),석식,305.81kcal,2021-09-15,8902
386,감자매운조림(05)(06),조식,55.74kcal,2021-09-15,8902
387,꽈리고추멸치볶음(05)(06),중식,95.24kcal,2021-09-15,8902
388,오징어젓무침(17),석식,48.2kcal,2021-09-15,8902
389,계란말이(01),조식,60.53kcal,2021-09-15,8902
390,닭고기김치찜(15),중식,169.68kcal,2021-09-15,8902
391,배추김치(7~9월),석식,9.25kcal,2021-09-15,8902
392,열무김치,조식,12.8kcal,2021-09-15,8902
393,깍두기(완제품)(09),중식,15.2kcal,2021-09-15,8902
394,튜브형 아이스크림,석식,180kcal,2021-09-15,8902
395,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-15,8902
396,참치마요덮밥(01)(05)(06),조식,210.29kcal,2021-09-16,8902
397,흑미밥,중식,374.25kcal,2021-09-16,8902
398,새우버거(01)(06)(09)(12),석식,919.41kcal,2021-09-16,8902
399,쇠고기미역국(05)(16),조식,30.54kcal,2021-09-16,8902
400,순두부해물찌개(01)(05)(09)(17),중식,123.96kcal,2021-09-16,8902
401,감자튀김(파마산)(12),석식,401.16kcal,2021-09-16,8902
402,맛김,조식,0kcal,2021-09-16,8902
403,궁중떡볶이(05)(06)(16),중식,347.93kcal,2021-09-16,8902
404,"우유(백색우유(200ML,연간))(02)",석식,122kcal,2021-09-16,8902
405,황태채무침,조식,81.75kcal,2021-09-16,8902
406,깻잎찜(05)(06),중식,26.58kcal,2021-09-16,8902
407,배추김치(7~9월),조식,9.25kcal,2021-09-16,8902
408,열무김치,중식,12.8kcal,2021-09-16,8902
409,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-16,8902
410,"복숭아주스(240ml,캔)",중식,128kcal,2021-09-16,8902
411,밥,조식,363kcal,2021-09-17,8902
412,찰보리밥,중식,378.8kcal,2021-09-17,8902
413,중화식덮밥(05)(06)(10),석식,749kcal,2021-09-17,8902
414,꼬리곰탕,조식,276.49kcal,2021-09-17,8902
415,쇠고기탕국(05)(16),중식,50.75kcal,2021-09-17,8902
416,계란국(01)(05),석식,62.8kcal,2021-09-17,8902
417,애호박나물(05)(09)(10),조식,127.97kcal,2021-09-17,8902
418,궁중닭찜(05)(06)(15),중식,309.08kcal,2021-09-17,8902
419,야채튀김(05)(06)(12),석식,304.59kcal,2021-09-17,8902
