,메뉴이름,식사명,열량,날짜,부대
96,감자양파찌개 (5)(6)(16),중식,89.9,20200401,3296
97,쇠고기호박찌개 (6)(16),석식,61.2,20200401,3296
98,새송이버섯야채볶음 (5)(6)(16),조식,90.67,20200401,3296
99,돼지불고기 (5)(6)(10),중식,515.77,20200401,3296
100,굴튀김 (5)(6),석식,324.83,20200401,3296
101,콩나물매운무침 (5),조식,41.56,20200401,3296
102,배추된장무침 (5)(6),중식,23.76,20200401,3296
103,계란찜 (1)(9),석식,83.25,20200401,3296
104,배추김치(3~4월),조식,9.75,20200401,3296
105,깍두기(임가공),중식,32.34,20200401,3296
106,배추김치(3~4월),석식,9.75,20200401,3296
107,밥,조식,363,20200402,3296
108,밥,중식,363,20200402,3296
109,잡곡밥,석식,363.64,20200402,3296
110,시금치된장국 (5)(6),조식,44.02,20200402,3296
111,두부고추장찌개 (5)(6)(16),중식,93.78,20200402,3296
112,쇠고기미역국 (5)(16),석식,40.39,20200402,3296
113,햄게맛살볶음 (5)(6)(10),조식,147.88,20200402,3296
114,닭강정 (1)(6)(15),중식,713.78,20200402,3296
115,고추잡채 (5)(6)(10),석식,376.52,20200402,3296
116,감자조림 (5)(6),조식,84.16,20200402,3296
117,무나물,중식,47.65,20200402,3296
118,고등어김치조림 (5)(6)(7),석식,180.11,20200402,3296
119,배추김치(3~4월),조식,9.75,20200402,3296
120,배추김치(3~4월),중식,9.75,20200402,3296
121,배추김치(3~4월),석식,9.75,20200402,3296
122,밥,조식,363,20200403,3296
123,현미밥,중식,388.41,20200403,3296
124,밥,석식,363,20200403,3296
125,어묵김치국 (5)(6),조식,75.45,20200403,3296
126,버섯된장찌개 (5)(6),중식,56.36,20200403,3296
127,쇠고기무국 (5)(16),석식,41.33,20200403,3296
128,돼지고기콩나물볶음 (5)(6)(10),조식,340.23,20200403,3296
129,한우불고기 (5)(6)(16),중식,127.43,20200403,3296
130,생선가스 (1)(6),석식,572.33,20200403,3296
131,순두부양념장 (5)(6),조식,81.17,20200403,3296
132,도라지오이무침 (6)(17),중식,70.18,20200403,3296
133,두부양념장 (5)(6),석식,98.04,20200403,3296
134,파김치,조식,23.6,20200403,3296
135,배추김치(3~4월),중식,9.75,20200403,3296
136,배추김치(3~4월),석식,9.75,20200403,3296
137,불고기버거 (1)(2)(6)(10)(12),조식,986.52,20200404,3296
138,잡곡밥,중식,363.64,20200404,3296
139,밥,석식,363,20200404,3296
140,순두부찌개 (1)(5)(6)(10),중식,187.98,20200404,3296
141,감자된장국 (5)(6),석식,69.72,20200404,3296
142,궁중떡볶이 (5)(6)(16),중식,241.94,20200404,3296
143,새송이버섯야채볶음 (5)(6)(16),석식,90.67,20200404,3296
144,오징어볶음 (17),중식,129.37,20200404,3296
145,김자반,석식,43,20200404,3296
146,깍두기(임가공),중식,32.34,20200404,3296
147,배추김치(3~4월),석식,9.75,20200404,3296
148,밥,조식,363,20200405,3296
149,잡채밥 (5)(6)(10),중식,630.95,20200405,3296
150,찰보리밥,석식,385.12,20200405,3296
151,콩나물국 (5),조식,24.83,20200405,3296
152,조개국 (1),중식,93.11,20200405,3296
153,호박된장찌개 (5)(6),석식,51.7,20200405,3296
154,쇠고기감자조림 (5)(6)(16),조식,97.41,20200405,3296
155,쭈꾸미볶음 (5)(6),중식,129.92,20200405,3296
156,돼지불고기 (5)(6)(10),석식,515.77,20200405,3296
157,시금치무침 (5)(6),조식,30.15,20200405,3296
158,배추김치(3~4월),중식,9.75,20200405,3296
159,양배추쌈 (5)(6),석식,76.88,20200405,3296
160,배추김치(3~4월),조식,9.75,20200405,3296
161,깍두기(임가공),석식,32.34,20200405,3296
162,떡만두국 (1)(5)(6)(10)(16),조식,593.11,20200406,3296
163,낙지덮밥 (5)(6),중식,516.44,20200406,3296
164,밥,석식,363,20200406,3296
165,애호박나물 (9),조식,53.23,20200406,3296
166,꽈리고추멸치볶음 (5)(6),중식,120.7,20200406,3296
167,시금치된장국 (5)(6),석식,44.02,20200406,3296
168,콩나물무침 (5),조식,36,20200406,3296
169,연근튀김 (1)(5)(6),중식,346.92,20200406,3296
170,비엔나소시지케찹볶음 (6)(10)(12),석식,332.61,20200406,3296
171,배추김치(3~4월),조식,9.75,20200406,3296
172,배추김치(3~4월),중식,9.75,20200406,3296
173,계란장조림 (1)(5)(6),석식,168.7,20200406,3296
174,배추김치(3~4월),석식,9.75,20200406,3296
175,현미밥,조식,388.41,20200407,3296
176,흑미밥,중식,389.25,20200407,3296
177,마파두부덮밥 (5)(6)(10),석식,662.58,20200407,3296
178,쇠고기미역국 (5)(16),조식,40.39,20200407,3296
179,꼬리곰탕1형 (16),중식,573.44,20200407,3296
180,해물찌개 (5)(6)(9)(17)(18),석식,95.84,20200407,3296
181,생선묵볶음 (5)(6),조식,117.93,20200407,3296
182,파전 (5)(6)(9)(17),중식,114.42,20200407,3296
183,오징어튀김 (1)(6)(17),석식,416.24,20200407,3296
184,감자채볶음,조식,70.27,20200407,3296
185,오이양파장아찌 (5)(6),중식,35.93,20200407,3296
186,배추김치(3~4월),석식,9.75,20200407,3296
187,배추김치(3~4월),조식,9.75,20200407,3296
188,배추김치(3~4월),중식,9.75,20200407,3296
189,검은콩밥,조식,391.91,20200408,3296
190,자장밥 (5)(6)(10),중식,696.3,20200408,3296
191,오징어야채비빔밥 (5)(6)(17),석식,516.62,20200408,3296
192,조개국 (1),조식,93.11,20200408,3296
193,콩나물국 (5),중식,24.83,20200408,3296
194,비엔나소시지찌개 (5)(6)(10),석식,169.38,20200408,3296
195,표고버섯돼지고기볶음 (5)(6)(10),조식,369.74,20200408,3296
196,치킨너겟 (1)(5)(6)(10)(12),중식,559.82,20200408,3296
197,계란후라이 (1),석식,125.64,20200408,3296
198,맛김,조식,5.25,20200408,3296
199,깍두기(임가공),중식,32.34,20200408,3296
200,배추김치(3~4월),석식,9.75,20200408,3296
201,배추김치(3~4월),조식,9.75,20200408,3296
202,밥,조식,363,20200409,3296
203,햄치즈버거 (1)(2)(6)(10)(12),중식,"1,338.03",20200409,3296
204,찹쌀밥,석식,388.13,20200409,3296
205,돼지고기김치찌개 (6)(10),조식,125.69,20200409,3296
206,쇠고기육개장 (1)(5)(6)(16),석식,96.28,20200409,3296
207,맛김,조식,5.25,20200409,3296
208,만두튀김 (1)(5)(6)(10),석식,676.12,20200409,3296
209,오징어채무침 (6)(17),조식,92.18,20200409,3296
210,닭간장소스찜 (5)(6)(15),석식,274.43,20200409,3296
211,깍두기(임가공),조식,32.34,20200409,3296
212,배추김치(3~4월),석식,9.75,20200409,3296
213,밥,조식,363,20200410,3296
214,밥,중식,363,20200410,3296
215,잡곡밥,석식,363.64,20200410,3296
216,조개살미역국 (5),조식,20.28,20200410,3296
217,생선살매운탕 (5)(6)(9),중식,95.78,20200410,3296
218,팽이버섯국 (5)(6),석식,39.46,20200410,3296
219,버섯호박볶음 (5)(6)(9),조식,58.15,20200410,3296
220,돼지갈비김치찜 (5)(6)(10),중식,364.11,20200410,3296
221,돈가스 (6)(10),석식,562.14,20200410,3296
222,두부양념장 (5)(6),조식,98.04,20200410,3296
223,시금치무침 (5)(6),중식,30.15,20200410,3296
224,감자샐러드 (1),석식,115.93,20200410,3296
225,배추김치(3~4월),조식,9.75,20200410,3296
226,깍두기(임가공),중식,32.34,20200410,3296
227,배추김치(3~4월),석식,9.75,20200410,3296
228,밥,조식,363,20200411,3296
229,잡채밥 (5)(6)(10),중식,630.95,20200411,3296
230,찹쌀밥,석식,388.13,20200411,3296
231,배추된장국 (5)(6),조식,33.04,20200411,3296
232,닭고기육개장 (1)(5)(15),중식,218.67,20200411,3296
233,생선묵국 (5)(6),석식,58.2,20200411,3296
234,맛김,조식,5.25,20200411,3296
235,삼치순살조림 (5)(6),중식,54.74,20200411,3296
236,돼지고기김치볶음 (10),석식,207.33,20200411,3296
237,쇠고기감자조림 (5)(6)(16),조식,97.41,20200411,3296
238,배추김치(3~4월),중식,9.75,20200411,3296
239,오이고추장무침 (5)(6),석식,51.66,20200411,3296
240,배추김치(3~4월),조식,9.75,20200411,3296
241,깍두기(임가공),석식,32.34,20200411,3296
242,밥,조식,363,20200412,3296
243,현미밥,중식,388.41,20200412,3296
244,밥,석식,363,20200412,3296
245,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-09-10,3296
246,새우버거(01)(06)(09)(12),조식,972.11kcal,2021-09-11,3296
247,현미밥,석식,384.78kcal,2021-09-11,3296
248,로제떡볶이(05)(06)(10),조식,289.38kcal,2021-09-11,3296
249,콩나물국(05),석식,24.8kcal,2021-09-11,3296
250,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-11,3296
251,돼지고기김치볶음(10),석식,207.34kcal,2021-09-11,3296
252,"컵과일(사과, 대추방울토마토)",조식,44.72kcal,2021-09-11,3296
253,계란장조림(01)(05)(06),석식,156.8kcal,2021-09-11,3296
254,레몬에이드,조식,26kcal,2021-09-11,3296
255,열무김치,석식,12.8kcal,2021-09-11,3296
256,밥,조식,363kcal,2021-09-12,3296
257,제육덮밥(05)(06)(10)(17),중식,690.55kcal,2021-09-12,3296
258,찰보리밥,석식,385.12kcal,2021-09-12,3296
259,계란국(01)(05),조식,60.97kcal,2021-09-12,3296
260,비빔당면(05)(06),중식,156.79kcal,2021-09-12,3296
261,배추된장국(05)(06),석식,37.26kcal,2021-09-12,3296
262,호박쇠고기볶음(05)(06)(16),조식,98.01kcal,2021-09-12,3296
263,코다리조림(05)(06),중식,114.28kcal,2021-09-12,3296
264,돼지고기고추장볶음(05)(06)(10),석식,366.01kcal,2021-09-12,3296
265,햄감자볶음(10),조식,106.01kcal,2021-09-12,3296
266,배추김치(7~9월),중식,8.5kcal,2021-09-12,3296
267,무생채,석식,33.1kcal,2021-09-12,3296
268,배추김치(7~9월),조식,8.5kcal,2021-09-12,3296
269,워터젤리,중식,176.4kcal,2021-09-12,3296
270,열무김치,석식,12.8kcal,2021-09-12,3296
271,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-12,3296
272,떡만둣국(01)(05)(06)(10)(16),조식,494.36kcal,2021-09-13,3296
273,찹쌀밥,중식,384.54kcal,2021-09-13,3296
274,밥,석식,363kcal,2021-09-13,3296
275,쇠고기야채볶음(05)(06)(16),조식,191.56kcal,2021-09-13,3296
276,삼계탕(15),중식,810.2kcal,2021-09-13,3296
277,쇠고기호박찌개(06)(16),석식,56.98kcal,2021-09-13,3296
278,오징어젓무침(17),조식,47.49kcal,2021-09-13,3296
279,모듬야채(05)(06),중식,65.33kcal,2021-09-13,3296
280,비엔나소시지케찹볶음(06)(10)(12),석식,262.94kcal,2021-09-13,3296
281,배추김치(7~9월),조식,8.5kcal,2021-09-13,3296
282,부추겉절이(05)(06),중식,32.03kcal,2021-09-13,3296
283,야채튀김(06)(12),석식,368.82kcal,2021-09-13,3296
284,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-13,3296
285,깍두기(완제품)(09),중식,15.2kcal,2021-09-13,3296
286,열무김치,석식,12.8kcal,2021-09-13,3296
287,"주스,자연은샤인머스캣,340mL",중식,,2021-09-13,3296
288,흑미밥,조식,381.75kcal,2021-09-14,3296
289,자장면(01)(05)(06)(10),중식,873.28kcal,2021-09-14,3296
290,밥,석식,363kcal,2021-09-14,3296
291,콩나물무채국(05),조식,26.76kcal,2021-09-14,3296
292,단무지무침,중식,8.1kcal,2021-09-14,3296
293,햄김치찌개(05)(06)(10),석식,107.82kcal,2021-09-14,3296
294,오삼불고기(05)(06)(10)(17),조식,299.77kcal,2021-09-14,3296
295,오징어튀김샐러드/소스(05)(06),중식,147.83kcal,2021-09-14,3296
296,생선가스(01)(06),석식,522.6kcal,2021-09-14,3296
297,맛김,조식,0kcal,2021-09-14,3296
298,배추김치(7~9월),중식,8.5kcal,2021-09-14,3296
299,감자샐러드(01),석식,82.04kcal,2021-09-14,3296
300,황태채무침,조식,88.77kcal,2021-09-14,3296
301,배추김치(7~9월),석식,8.5kcal,2021-09-14,3296
302,열무김치,조식,12.8kcal,2021-09-14,3296
303,아이스크림 팩형(02),석식,234kcal,2021-09-14,3296
304,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-14,3296
305,현미밥,조식,384.78kcal,2021-09-15,3296
306,밥,중식,363kcal,2021-09-15,3296
307,밥,석식,363kcal,2021-09-15,3296
308,쇠고기무국(05)(16),조식,34.8kcal,2021-09-15,3296
309,두부고추장찌개(05)(06)(16),중식,81.57kcal,2021-09-15,3296
310,근대된장국(05)(06),석식,37.89kcal,2021-09-15,3296
311,애호박나물(09),조식,57.3kcal,2021-09-15,3296
312,고추잡채(05)(06)(10),중식,319.8kcal,2021-09-15,3296
313,닭갈비(05)(06)(15),석식,255.3kcal,2021-09-15,3296
314,햄게맛살볶음(05)(06)(10),조식,121.75kcal,2021-09-15,3296
315,비빔만두(01)(05)(06)(10),중식,601.12kcal,2021-09-15,3296
316,상추쌈(05)(06),석식,47.04kcal,2021-09-15,3296
317,배추김치(7~9월),조식,8.5kcal,2021-09-15,3296
318,갓김치,중식,11.52kcal,2021-09-15,3296
319,열무김치,석식,12.8kcal,2021-09-15,3296
320,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-15,3296
321,사과(홍로),중식,49.2kcal,2021-09-15,3296
322,"주스,프레주파인애플",석식,,2021-09-15,3296
323,찹쌀밥,조식,384.54kcal,2021-09-16,3296
324,전투식량S형(김치비빔밥),중식,1048kcal,2021-09-16,3296
325,밥,석식,363kcal,2021-09-16,3296
326,비엔나소시지찌개(05)(06)(10),조식,146.98kcal,2021-09-16,3296
327,김계란국(01),중식,96.25kcal,2021-09-16,3296
328,배추된장국(05)(06),석식,37.26kcal,2021-09-16,3296
329,두부김치(05)(06)(10),조식,209.51kcal,2021-09-16,3296
330,쇠고기볶음고추장(06),중식,135.83kcal,2021-09-16,3296
331,탕수육(완제품용)(05)(06)(10)(12),석식,466.7kcal,2021-09-16,3296
332,멸치볶음,조식,91.32kcal,2021-09-16,3296
333,배추김치(7~9월),중식,8.5kcal,2021-09-16,3296
334,오이양파장아찌(05)(06),석식,29.8kcal,2021-09-16,3296
335,맛김,조식,0kcal,2021-09-16,3296
336,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-09-16,3296
337,배추김치(7~9월),석식,8.5kcal,2021-09-16,3296
338,깍두기(완제품)(09),조식,15.2kcal,2021-09-16,3296
339,떠먹는 토핑형 발효유,조식,,2021-09-16,3296
340,밥,조식,363kcal,2021-09-17,3296
341,짬뽕밥(05)(06)(17)(18),중식,520.19kcal,2021-09-17,3296
342,찰보리밥,석식,385.12kcal,2021-09-17,3296
343,생선묵국(05)(06),조식,58.37kcal,2021-09-17,3296
344,고구마맛탕,중식,415.19kcal,2021-09-17,3296
345,두부김치국(05),석식,48.02kcal,2021-09-17,3296
346,돼지고기콩나물볶음(05)(06)(10),조식,291.91kcal,2021-09-17,3296
347,쇠고기감자조림(05)(06)(16),중식,101.34kcal,2021-09-17,3296
348,닭순살코기튀김(05)(06)(15),석식,447.04kcal,2021-09-17,3296
349,표고버섯멸치볶음(05)(06)(16),조식,78.38kcal,2021-09-17,3296
350,열무김치,중식,12.8kcal,2021-09-17,3296
351,깻잎찜(05)(06),석식,35.96kcal,2021-09-17,3296
352,배추김치(7~9월),조식,8.5kcal,2021-09-17,3296
353,"메론(봄, 가을)",중식,90kcal,2021-09-17,3296
354,배추김치(7~9월),석식,8.5kcal,2021-09-17,3296
355,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-17,3296
356,간장계란밥(01)(05)(06),조식,550.11kcal,2021-09-18,3296
357,밀쌀밥,석식,363.83kcal,2021-09-18,3296
358,햄치즈버거(01)(02)(06)(10)(12),조식,1298.45kcal,2021-09-18,3296
359,쇠고기호박찌개(06)(16),석식,56.98kcal,2021-09-18,3296
360,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-18,3296
361,닭간장소스찜(05)(06)(15),석식,270.53kcal,2021-09-18,3296
362,"포도,신선형(포도(811월))",조식,47.61kcal,2021-09-18,3296
363,고등어김치조림(05)(06)(07),석식,177.32kcal,2021-09-18,3296
364,탄산음료,조식,117.5kcal,2021-09-18,3296
365,깍두기(완제품)(09),석식,15.2kcal,2021-09-18,3296
366,밥,조식,363kcal,2021-09-19,3296
367,마파두부덮밥(05)(06)(10),중식,678.72kcal,2021-09-19,3296
368,흑미밥,석식,381.75kcal,2021-09-19,3296
369,감자국(05),조식,47.21kcal,2021-09-19,3296
370,떡볶이(05)(06),중식,283.71kcal,2021-09-19,3296
371,쇠고기미역국(05)(16),석식,31.49kcal,2021-09-19,3296
372,쇠고기야채볶음(05)(06)(16),조식,191.56kcal,2021-09-19,3296
373,계란장조림(01)(05)(06),중식,156.8kcal,2021-09-19,3296
374,돼지불고기(05)(06)(10),석식,400.71kcal,2021-09-19,3296
375,오징어채무침(06)(17),조식,87.2kcal,2021-09-19,3296
376,배추김치(7~9월),중식,8.5kcal,2021-09-19,3296
377,양배추쌈(05)(06),석식,43.97kcal,2021-09-19,3296
378,배추김치(7~9월),조식,8.5kcal,2021-09-19,3296
379,"주스,자연은납작복숭아,340mL",중식,,2021-09-19,3296
380,두유,석식,86kcal,2021-09-19,3296
381,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-19,3296
382,배추김치(7~9월),석식,8.5kcal,2021-09-19,3296
383,현미밥,조식,384.78kcal,2021-09-20,3296
384,밥,중식,363kcal,2021-09-20,3296
385,밥,석식,363kcal,2021-09-20,3296
386,계란국(01)(05),조식,60.97kcal,2021-09-20,3296
387,순두부찌개(01)(05)(06)(10),중식,155.01kcal,2021-09-20,3296
388,소시지찌개(05)(06)(10),석식,183.72kcal,2021-09-20,3296
389,소시지야채볶음(10)(12),조식,199.87kcal,2021-09-20,3296
390,닭고기감자조림(05)(06)(15),중식,233.47kcal,2021-09-20,3296
391,훈제오리구이(01),석식,275.33kcal,2021-09-20,3296
392,고추잡채(05)(06)(10),조식,319.8kcal,2021-09-20,3296
393,오징어숙회/초고추장(06)(17),중식,113.72kcal,2021-09-20,3296
394,오이고추장무침(05)(06),석식,34.41kcal,2021-09-20,3296
395,김자반,조식,43kcal,2021-09-20,3296
396,열무김치,중식,12.8kcal,2021-09-20,3296
397,배추김치(7~9월),석식,8.5kcal,2021-09-20,3296
398,깍두기(완제품)(09),조식,15.2kcal,2021-09-20,3296
399,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-09-20,3296
400,농후 발효유(02),조식,96kcal,2021-09-20,3296
401,떡만둣국(01)(05)(06)(10)(16),조식,494.36kcal,2021-09-21,3296
402,밥,중식,363kcal,2021-09-21,3296
403,밀쌀밥,석식,363.83kcal,2021-09-21,3296
404,호박쇠고기볶음(05)(06)(16),조식,98.01kcal,2021-09-21,3296
405,감자된장국(05)(06),중식,65.93kcal,2021-09-21,3296
406,꼬리곰탕,석식,559.7kcal,2021-09-21,3296
407,무생채,조식,33.1kcal,2021-09-21,3296
408,소양념갈비찜,중식,730kcal,2021-09-21,3296
409,부추겉절이(05)(06),석식,32.03kcal,2021-09-21,3296
410,배추김치(7~9월),조식,8.5kcal,2021-09-21,3296
411,오이풋고추된장무침(05),중식,34.71kcal,2021-09-21,3296
412,모듬야채(05)(06),석식,65.33kcal,2021-09-21,3296
413,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-21,3296
414,열무김치,중식,12.8kcal,2021-09-21,3296
415,깍두기(완제품)(09),석식,15.2kcal,2021-09-21,3296
416,식혜,중식,82kcal,2021-09-21,3296
417,밥,조식,363kcal,2021-09-22,3296
418,콩나물밥(05)(06),중식,421.33kcal,2021-09-22,3296
419,현미밥,석식,384.78kcal,2021-09-22,3296
420,쇠고기무국(05)(16),조식,34.8kcal,2021-09-22,3296
421,맑은순두부계란탕(01)(05)(09),중식,63.93kcal,2021-09-22,3296
422,근대된장국(05)(06),석식,37.89kcal,2021-09-22,3296
423,버섯호박볶음(05)(06),조식,71.84kcal,2021-09-22,3296
424,돼지고기김치볶음(10),중식,207.34kcal,2021-09-22,3296
425,돼지고기고추장볶음(05)(06)(10),석식,366.01kcal,2021-09-22,3296
426,맛김,조식,0kcal,2021-09-22,3296
427,열무김치,중식,12.8kcal,2021-09-22,3296
428,오이부추무침(05)(06),석식,39.18kcal,2021-09-22,3296
429,닭순살야채조림(05)(06)(15),조식,128.14kcal,2021-09-22,3296
430,배추김치(7~9월),석식,8.5kcal,2021-09-22,3296
431,배추김치(7~9월),조식,8.5kcal,2021-09-22,3296
432,"아이스크림 콘,완제품(02)",석식,270kcal,2021-09-22,3296
433,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-22,3296
434,건빵(참깨맛),석식,249kcal,2021-09-22,3296
435,찹쌀밥,조식,384.54kcal,2021-09-23,3296
436,밥,중식,363kcal,2021-09-23,3296
437,비빔밥(05)(06)(16),석식,580.6kcal,2021-09-23,3296
438,콩나물국(05),조식,24.8kcal,2021-09-23,3296
439,버섯된장찌개(05)(06),중식,64.79kcal,2021-09-23,3296
440,쇠고기미역국(05)(16),석식,31.49kcal,2021-09-23,3296
441,햄감자볶음(10),조식,106.01kcal,2021-09-23,3296
442,팝콘형치킨너겟(01)(06)(12)(15),중식,590.66kcal,2021-09-23,3296
443,계란후라이(01),석식,125.54kcal,2021-09-23,3296
444,맛김,조식,0kcal,2021-09-23,3296
445,돼지고기장조림(05)(06)(10),중식,410.33kcal,2021-09-23,3296
446,배추김치(7~9월),석식,8.5kcal,2021-09-23,3296
