,메뉴이름,식사명,열량,날짜,부대
84,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-25,1691
85,콩나물무침(05),석식,34.84kcal,2021-09-25,1691
86,컵과일(메론),조식,54kcal,2021-09-25,1691
87,깍두기(완제품)(09),석식,15.2kcal,2021-09-25,1691
88,레몬에이드,조식,26kcal,2021-09-25,1691
89,건빵(참깨맛),석식,249kcal,2021-09-25,1691
90,닭죽(15),조식,455.08kcal,2021-09-26,1691
91,영양밥,중식,384.26kcal,2021-09-26,1691
92,김치덮밥(10),석식,527.75kcal,2021-09-26,1691
93,오징어채볶음(05)(06)(17),조식,105.74kcal,2021-09-26,1691
94,돼지고기고추장볶음(05)(06)(10),중식,399.28kcal,2021-09-26,1691
95,버섯두부탕(05)(16),석식,78.56kcal,2021-09-26,1691
96,오이양파무침(05)(06),조식,64.05kcal,2021-09-26,1691
97,고추잡채(05)(06)(10),중식,209.95kcal,2021-09-26,1691
98,닭간장소스찜(05)(06)(15),석식,198.35kcal,2021-09-26,1691
99,배추김치(7~9월),조식,8.5kcal,2021-09-26,1691
100,파겉절이(05)(06),중식,34.64kcal,2021-09-26,1691
101,열무김치,석식,12.16kcal,2021-09-26,1691
102,"우유(백색우유(200ML,연간))(02)",조식,244kcal,2021-09-26,1691
103,백김치,중식,15.12kcal,2021-09-26,1691
104,농후 발효유(02),석식,96kcal,2021-09-26,1691
105,밥1,조식,363kcal,2021-09-27,1691
106,찹쌀밥,중식,380.95kcal,2021-09-27,1691
107,밥1,석식,363kcal,2021-09-27,1691
108,쇠고기미역국(05)(16),조식,22.5kcal,2021-09-27,1691
109,어묵김칫국(05)(06),중식,94.79kcal,2021-09-27,1691
110,민어매운탕(05),석식,42.13kcal,2021-09-27,1691
111,소시지야채볶음(06)(10)(12),조식,223.58kcal,2021-09-27,1691
112,돈가스(06)(10),중식,534.51kcal,2021-09-27,1691
113,돼지불고기(05)(06)(10),석식,359.64kcal,2021-09-27,1691
114,계란말이(01)(12),조식,96.63kcal,2021-09-27,1691
115,야채샐러드(01)(12),중식,84.41kcal,2021-09-27,1691
116,맛김,석식,0kcal,2021-09-27,1691
117,열무김치,조식,12.16kcal,2021-09-27,1691
118,열무김치,중식,12.16kcal,2021-09-27,1691
119,양배추쌈(05)(06),석식,54.46kcal,2021-09-27,1691
120,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-27,1691
121,배추김치(7~9월),석식,8.5kcal,2021-09-27,1691
122,매일두유 뼈로가는고칼슘 검은콩190ml,석식,,2021-09-27,1691
123,떡만둣국(01)(05)(06)(10)(16),조식,414.96kcal,2021-09-28,1691
124,영양밥,중식,384.26kcal,2021-09-28,1691
125,김치콩나물밥(05)(10),석식,506.39kcal,2021-09-28,1691
126,오징어젓무침(17),조식,53.06kcal,2021-09-28,1691
127,아욱된장국(05)(06),중식,48.78kcal,2021-09-28,1691
128,감자계란국(01)(05),석식,64.42kcal,2021-09-28,1691
129,콩나물무침(05),조식,34.84kcal,2021-09-28,1691
130,더덕구이(05)(06)(10),중식,543.05kcal,2021-09-28,1691
131,닭고기튀김양념(05)(06)(15),석식,558.58kcal,2021-09-28,1691
132,깍두기(완제품)(09),조식,15.2kcal,2021-09-28,1691
133,상추쌈(05)(06),중식,68.61kcal,2021-09-28,1691
134,열무김치,석식,12.16kcal,2021-09-28,1691
135,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-28,1691
136,배추김치(7~9월),중식,8.5kcal,2021-09-28,1691
137,멜론(여름),석식,54kcal,2021-09-28,1691
138,썬업 파인애플200ml,중식,,2021-09-28,1691
139,밥1,조식,363kcal,2021-09-29,1691
140,잡채볶음밥(12),중식,792.21kcal,2021-09-29,1691
141,영양밥,석식,384.26kcal,2021-09-29,1691
142,콩나물김치국(05)(09),조식,47.41kcal,2021-09-29,1691
143,감자양파찌개(05)(06),중식,62.09kcal,2021-09-29,1691
144,단호박튀김(05)(06),석식,334.98kcal,2021-09-29,1691
145,오징어채볶음(05)(06)(17),조식,105.74kcal,2021-09-29,1691
146,닭강정(06)(15),중식,479.46kcal,2021-09-29,1691
147,매운돼지갈비찜(05)(06)(10),석식,418.82kcal,2021-09-29,1691
148,바싹불고기(05)(06)(16),조식,117.19kcal,2021-09-29,1691
149,배추김치(7~9월),중식,8.5kcal,2021-09-29,1691
150,토마토샐러드(12),석식,19.94kcal,2021-09-29,1691
151,열무김치,조식,12.16kcal,2021-09-29,1691
152,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-09-29,1691
153,배추김치(7~9월),석식,8.5kcal,2021-09-29,1691
154,사과(홍로),중식,39.36kcal,2021-09-29,1691
155,밥1,조식,363kcal,2021-09-30,1691
156,자장면(05)(06)(10),중식,808.61kcal,2021-09-30,1691
157,김치덮밥(10),석식,527.75kcal,2021-09-30,1691
158,두부맑은국(05)(16),조식,59.17kcal,2021-09-30,1691
159,짬뽕찌개(05)(06)(17)(18),중식,123.7kcal,2021-09-30,1691
160,배추들깨국(05),석식,45.91kcal,2021-09-30,1691
161,돼지목심폭찹(05)(06)(10)(12),조식,295.75kcal,2021-09-30,1691
162,탕수육(완제품용)(05)(06)(10)(12),중식,469.6kcal,2021-09-30,1691
163,데리야끼갈릭치킨(05)(06)(15),석식,506.06kcal,2021-09-30,1691
164,멸치고추장볶음(05)(06),조식,99.04kcal,2021-09-30,1691
165,단무지무침,중식,25.29kcal,2021-09-30,1691
166,열무김치,석식,12.16kcal,2021-09-30,1691
167,배추김치(7~9월),조식,8.5kcal,2021-09-30,1691
168,"생수(500ML,후식)",석식,0kcal,2021-09-30,1691
169,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-30,1691
170,대추방울토마토(비생산기)(12),석식,17kcal,2021-09-30,1691
171,배추김치(7~9월),조식,8.5kcal,2021-09-05,1691
172,백김치,중식,15.12kcal,2021-09-05,1691
173,오이양파장아찌(05)(06),석식,22.5kcal,2021-09-05,1691
174,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-05,1691
175,갓김치,석식,11.52kcal,2021-09-05,1691
176,비타민음료,석식,90kcal,2021-09-05,1691
177,밥1,조식,363kcal,2021-09-06,1691
178,전투식량S형(김치비빔밥),중식,0kcal,2021-09-06,1691
179,영양밥,석식,384.26kcal,2021-09-06,1691
180,오징어홍합국(17),조식,51.49kcal,2021-09-06,1691
181,비엔나소시지찌개(05)(06)(10),중식,223.71kcal,2021-09-06,1691
182,닭고기육개장(01)(05)(06)(15),석식,200.57kcal,2021-09-06,1691
183,생선묵볶음(05)(06),조식,157.51kcal,2021-09-06,1691
184,열무김치,중식,12.16kcal,2021-09-06,1691
185,두부김치(05)(10),석식,202.41kcal,2021-09-06,1691
186,마파두부(05)(06),조식,197.27kcal,2021-09-06,1691
187,"아이스크림, 떠먹는형",중식,180kcal,2021-09-06,1691
188,버섯야채볶음(05)(06)(16),석식,100.86kcal,2021-09-06,1691
189,배추김치(7~9월),조식,8.5kcal,2021-09-06,1691
190,열무김치,석식,12.16kcal,2021-09-06,1691
191,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-06,1691
192,밥1,조식,363kcal,2021-09-07,1691
193,찹쌀밥,중식,380.95kcal,2021-09-07,1691
194,오징어국(05)(17),석식,68.23kcal,2021-09-07,1691
195,쇠고기무국(05)(16),조식,46.61kcal,2021-09-07,1691
196,삼계탕(15),중식,879.89kcal,2021-09-07,1691
197,게맛살냉채(01),석식,63.57kcal,2021-09-07,1691
198,돼지고기김치볶음(10),조식,171kcal,2021-09-07,1691
199,풋고추된장무침(05),중식,40.85kcal,2021-09-07,1691
200,치킨마요덮밥(01)(05)(06)(15),석식,876.22kcal,2021-09-07,1691
201,계란찜(01)(09),조식,78.3kcal,2021-09-07,1691
202,깍두기(완제품)(09),중식,15.2kcal,2021-09-07,1691
203,배추김치(7~9월),석식,8.5kcal,2021-09-07,1691
204,열무김치,조식,12.16kcal,2021-09-07,1691
205,라면(즉석 컵)(06),석식,365kcal,2021-09-07,1691
206,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-07,1691
207,복숭아(황도)(11),석식,87kcal,2021-09-07,1691
208,"주스,카프리썬 오렌지(200ml,파우치)",조식,60kcal,2021-09-07,1691
209,밥1,조식,363kcal,2021-09-08,1691
210,밥1,중식,363kcal,2021-09-08,1691
211,현미밥,석식,377.82kcal,2021-09-08,1691
212,돼지고기감자찌개(05)(06)(10),조식,158.41kcal,2021-09-08,1691
213,닭매운탕(05)(06)(15),중식,186.16kcal,2021-09-08,1691
214,쇠고기육개장(01)(05)(06)(16),석식,99.99kcal,2021-09-08,1691
215,오징어볶음(05)(06)(17),조식,154.79kcal,2021-09-08,1691
216,가지굴소스쇠고기볶음(05)(06)(16),중식,111.69kcal,2021-09-08,1691
217,생선가스(01)(06),석식,468.81kcal,2021-09-08,1691
218,지리멸치볶음(추가)(05)(06),조식,84.15kcal,2021-09-08,1691
219,감자튀김(12),중식,451.57kcal,2021-09-08,1691
220,단호박샐러드(01),석식,117.73kcal,2021-09-08,1691
221,배추김치(7~9월),조식,8.5kcal,2021-09-08,1691
222,깍두기(완제품)(09),중식,15.2kcal,2021-09-08,1691
223,배추김치(7~9월),석식,8.5kcal,2021-09-08,1691
224,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-08,1691
225,유산균 발효 음료(02),중식,56kcal,2021-09-08,1691
226,핫도그빵(01)(06)(10)(12),조식,579.75kcal,2021-09-09,1691
227,생야채비빔밥(01)(05)(06),중식,561.16kcal,2021-09-09,1691
228,영양밥,석식,384.26kcal,2021-09-09,1691
229,삶은계란(01),조식,70.28kcal,2021-09-09,1691
230,아욱된장국(05)(06),중식,48.78kcal,2021-09-09,1691
231,버섯쇠고기찌개(05)(06)(16),석식,71.62kcal,2021-09-09,1691
232,오곡곡물후레이크,조식,157.32kcal,2021-09-09,1691
233,고구마맛탕(05)(06),중식,399.67kcal,2021-09-09,1691
234,닭갈비(05)(06)(15),석식,247.79kcal,2021-09-09,1691
235,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-09,1691
236,무생채,중식,36.11kcal,2021-09-09,1691
237,조기튀김(05)(06),석식,391.43kcal,2021-09-09,1691
238,배추김치(7~9월),중식,8.5kcal,2021-09-09,1691
239,맛김,석식,0kcal,2021-09-09,1691
240,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-09-09,1691
241,배추김치(7~9월),석식,8.5kcal,2021-09-09,1691
242,"주스,망고코넛(340ml/캔)",석식,122.3kcal,2021-09-09,1691
243,"포도,신선형(포도(811월))",석식,31.74kcal,2021-09-09,1691
244,밥1,조식,363kcal,2021-09-10,1691
245,영양밥,중식,384.26kcal,2021-09-10,1691
246,김치볶음밥(01)(05)(06),석식,558.62kcal,2021-09-10,1691
247,콩나물김치국(05)(09),조식,47.41kcal,2021-09-10,1691
248,두부맑은국(05)(16),중식,59.17kcal,2021-09-10,1691
249,미역국(05),석식,13kcal,2021-09-10,1691
250,돼지고기감자조림(05)(06)(10),조식,207.34kcal,2021-09-10,1691
251,패주야채볶음(05)(06)(10)(17)(18),중식,267.45kcal,2021-09-10,1691
252,치킨샐러드(01)(06)(12)(15),석식,646.37kcal,2021-09-10,1691
253,스크램블에그(01)(12),조식,143.35kcal,2021-09-10,1691
254,도라지오이무침(06),중식,62.96kcal,2021-09-10,1691
255,깍두기(완제품)(09),석식,15.2kcal,2021-09-10,1691
256,배추김치(7~9월),조식,8.5kcal,2021-09-10,1691
257,배추김치(7~9월),중식,8.5kcal,2021-09-10,1691
258,이온음료,석식,58.8kcal,2021-09-10,1691
259,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-10,1691
260,주먹밥(10),조식,262.79kcal,2021-09-11,1691
261,현미밥,석식,377.82kcal,2021-09-11,1691
262,불고기버거(01)(02)(06)(10)(12),조식,719.33kcal,2021-09-11,1691
263,비엔나소시지찌개(05)(06)(10),석식,223.71kcal,2021-09-11,1691
264,초코씨리얼,조식,162.64kcal,2021-09-11,1691
265,돼지고기콩나물볶음(05)(06)(10),석식,379.74kcal,2021-09-11,1691
266,사인머스켓,조식,54kcal,2021-09-11,1691
267,감자샐러드(01),석식,133.16kcal,2021-09-11,1691
268,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-11,1691
269,배추김치(7~9월),석식,8.5kcal,2021-09-11,1691
270,쇠고기버섯죽,조식,438.44kcal,2021-09-12,1691
271,영양밥,중식,384.26kcal,2021-09-12,1691
272,밥1,석식,363kcal,2021-09-12,1691
273,두부조림(05)(06),조식,90.28kcal,2021-09-12,1691
274,감자계란국(01)(05),중식,64.42kcal,2021-09-12,1691
275,참치마파두부덮밥(05)(06)(10),석식,221.47kcal,2021-09-12,1691
276,오징어젓무침(17),조식,53.06kcal,2021-09-12,1691
277,잡채(05)(06)(10),중식,187.51kcal,2021-09-12,1691
278,한우불고기(05)(06)(16),석식,289.04kcal,2021-09-12,1691
279,배추김치(7~9월),조식,8.5kcal,2021-09-12,1691
280,닭순살감자조림(05)(06)(15),중식,186.87kcal,2021-09-12,1691
281,오이무침(06),석식,40.14kcal,2021-09-12,1691
282,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-12,1691
283,배추김치(7~9월),중식,8.5kcal,2021-09-12,1691
284,열무김치,석식,12.16kcal,2021-09-12,1691
285,썬업 파인애플200ml,석식,,2021-09-12,1691
286,밥1,조식,363kcal,2021-09-13,1691
287,밥1,중식,363kcal,2021-09-13,1691
288,닭고기부추밥(06)(12)(15),석식,624.14kcal,2021-09-13,1691
289,돼지고기김치찌개(05)(06)(10),조식,122.87kcal,2021-09-13,1691
290,생선묵국(05)(06),중식,82.86kcal,2021-09-13,1691
291,중화식계란탕(01)(05)(06)(10),석식,97.44kcal,2021-09-13,1691
292,소시지야채볶음(06)(10)(12),조식,223.58kcal,2021-09-13,1691
293,떡볶이(05)(06)(10),중식,313.41kcal,2021-09-13,1691
294,삼치간장조림(05)(06),석식,81.98kcal,2021-09-13,1691
295,감자매운조림(05)(06),조식,70.93kcal,2021-09-13,1691
296,고구마튀김(05)(06),중식,410.59kcal,2021-09-13,1691
297,배추김치(7~9월),석식,8.5kcal,2021-09-13,1691
298,열무김치,조식,12.16kcal,2021-09-13,1691
299,배추김치(7~9월),중식,8.5kcal,2021-09-13,1691
300,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-13,1691
301,아이스크림 팩형(02),중식,234kcal,2021-09-13,1691
302,밥1,조식,363kcal,2021-09-14,1691
303,새우버거(01)(02)(06)(09)(12),중식,931.6kcal,2021-09-14,1691
304,검은콩밥,석식,371.26kcal,2021-09-14,1691
305,닭고기미역국(05)(15),조식,58.37kcal,2021-09-14,1691
306,삶은계란(01),중식,70.28kcal,2021-09-14,1691
307,김치국(05),석식,27.09kcal,2021-09-14,1691
308,햄야채볶음(05)(06)(10)(12),조식,179.34kcal,2021-09-14,1691
309,콘푸로스트,중식,0kcal,2021-09-14,1691
310,오징어튀김(01)(05)(06),석식,425.62kcal,2021-09-14,1691
311,돼지고기장조림(05)(06)(10),조식,268.01kcal,2021-09-14,1691
312,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-09-14,1691
313,닭순살야채조림(05)(06)(15),석식,225.99kcal,2021-09-14,1691
314,배추김치(7~9월),조식,8.5kcal,2021-09-14,1691
315,배추김치(7~9월),석식,8.5kcal,2021-09-14,1691
316,라면(즉석 컵)(06),석식,365kcal,2021-09-14,1691
317,멜론(여름),석식,54kcal,2021-09-14,1691
318,밥1,조식,363kcal,2021-09-15,1691
319,영양밥,중식,384.26kcal,2021-09-15,1691
320,밥1,석식,363kcal,2021-09-15,1691
321,부대찌개(05)(06)(10),조식,237.51kcal,2021-09-15,1691
322,닭매운탕(05)(06)(15),중식,186.16kcal,2021-09-15,1691
323,낙지불고기(05)(06)(16),석식,103.41kcal,2021-09-15,1691
324,애호박나물(05)(06)(16),조식,88.18kcal,2021-09-15,1691
325,칠리새우볶음(05)(06)(09)(12),중식,144.76kcal,2021-09-15,1691
326,야채튀김(05)(06)(12),석식,332.2kcal,2021-09-15,1691
327,계란찜(01)(09),조식,78.3kcal,2021-09-15,1691
328,감자맛탕(05)(06),중식,302.89kcal,2021-09-15,1691
329,맛김,석식,0kcal,2021-09-15,1691
330,배추김치(7~9월),조식,8.5kcal,2021-09-15,1691
331,깍두기(완제품)(09),중식,15.2kcal,2021-09-15,1691
332,상추겉절이(05)(06),석식,32.2kcal,2021-09-15,1691
333,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-15,1691
334,복숭아주스(190ml/팩),중식,,2021-09-15,1691
335,배추김치(7~9월),석식,8.5kcal,2021-09-15,1691
336,밥1,조식,363kcal,2021-09-16,1691
337,쫄면(01)(05)(06),중식,806.03kcal,2021-09-16,1691
338,밥1,석식,363kcal,2021-09-16,1691
339,닭곰탕(15),조식,97.01kcal,2021-09-16,1691
340,콩나물국(05),중식,36.02kcal,2021-09-16,1691
341,버섯육개장(01)(05)(06)(16),석식,104.07kcal,2021-09-16,1691
342,지리멸치볶음(추가)(05)(06),조식,84.15kcal,2021-09-16,1691
343,만두튀김(01)(05)(06)(10),중식,567.41kcal,2021-09-16,1691
344,돈가스(06)(10),석식,534.51kcal,2021-09-16,1691
345,두부김치(05)(10),조식,202.41kcal,2021-09-16,1691
346,단무지무침,중식,25.29kcal,2021-09-16,1691
347,야채샐러드(01)(12),석식,84.41kcal,2021-09-16,1691
348,맛김,조식,0kcal,2021-09-16,1691
349,"포도,신선형(포도(811월))",중식,31.74kcal,2021-09-16,1691
350,배추김치(7~9월),석식,8.5kcal,2021-09-16,1691
351,열무김치,조식,12.16kcal,2021-09-16,1691
352,"생수(500ML,후식)",석식,0kcal,2021-09-16,1691
353,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-16,1691
354,밥1,조식,363kcal,2021-09-17,1691
355,열무비빔밥(01)(05)(06),중식,537.91kcal,2021-09-17,1691
356,영양밥,석식,384.26kcal,2021-09-17,1691
357,쇠고기미역국(05)(16),조식,22.5kcal,2021-09-17,1691
358,호박된장찌개(05)(06),중식,60.92kcal,2021-09-17,1691
359,닭볶음탕(05)(06)(15),석식,178.83kcal,2021-09-17,1691
360,햄감자볶음(05)(06)(10),조식,147.24kcal,2021-09-17,1691
361,야채튀김(05)(06)(12),중식,332.2kcal,2021-09-17,1691
362,오징어볶음(05)(06)(17),석식,154.79kcal,2021-09-17,1691
363,토마토스크램블에그(01)(12),조식,114.75kcal,2021-09-17,1691
364,무생채,중식,36.11kcal,2021-09-17,1691
365,맛김,석식,0kcal,2021-09-17,1691
366,배추김치(7~9월),조식,8.5kcal,2021-09-17,1691
367,배추김치(7~9월),중식,8.5kcal,2021-09-17,1691
368,고구마샐러드(01),석식,201.33kcal,2021-09-17,1691
369,"주스,망고코넛(340ml/캔)",조식,122.3kcal,2021-09-17,1691
370,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-09-17,1691
371,배추김치(7~9월),석식,8.5kcal,2021-09-17,1691
372,과일푸딩,석식,126kcal,2021-09-17,1691
373,"생수(500ML,후식)",석식,0kcal,2021-09-17,1691
374,햄치즈버거(01)(02)(06)(10)(12),조식,645.38kcal,2021-09-18,1691
375,영양밥,석식,384.26kcal,2021-09-18,1691
376,로제떡볶이(05)(06)(10)(12),조식,321.32kcal,2021-09-18,1691
377,감자양파찌개(05)(06),석식,62.09kcal,2021-09-18,1691
378,오곡곡물후레이크,조식,157.32kcal,2021-09-18,1691
379,마늘삼겹살구이(05)(06)(10),석식,534.31kcal,2021-09-18,1691
380,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-18,1691
381,상추쌈(05)(06),석식,68.61kcal,2021-09-18,1691
382,탄산음료,조식,117.5kcal,2021-09-18,1691
383,배추김치(7~9월),석식,8.5kcal,2021-09-18,1691
384,"컵과일(사과, 거봉)",조식,55.78kcal,2021-09-18,1691
385,버섯덮밥(05)(06)(16),조식,483.78kcal,2021-09-19,1691
386,영양밥,중식,384.26kcal,2021-09-19,1691
387,제육덮밥(05)(06)(10),석식,711.21kcal,2021-09-19,1691
388,감자짜글이(05)(06)(10),조식,150.62kcal,2021-09-19,1691
389,미역국(05),중식,13kcal,2021-09-19,1691
390,비빔당면(05)(06),석식,100.52kcal,2021-09-19,1691
391,두부조림(05)(06),조식,90.28kcal,2021-09-19,1691
392,맛김,중식,0kcal,2021-09-19,1691
393,고구마샐러드(01),석식,201.33kcal,2021-09-19,1691
394,배추김치(7~9월),조식,8.5kcal,2021-09-19,1691
395,계란찜(01)(09),중식,78.3kcal,2021-09-19,1691
396,백김치,석식,15.12kcal,2021-09-19,1691
397,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-19,1691
398,닭고기김치찜(06)(15),중식,207.2kcal,2021-09-19,1691
399,레몬에이드,석식,26kcal,2021-09-19,1691
400,갓김치,중식,11.52kcal,2021-09-19,1691
401,밥1,조식,363kcal,2021-09-20,1691
402,현미밥,중식,377.82kcal,2021-09-20,1691
403,닭고기부추밥(06)(12)(15),석식,624.14kcal,2021-09-20,1691
404,쇠고기무국(05)(16),조식,46.61kcal,2021-09-20,1691
405,북어채콩나물국(05),중식,47.65kcal,2021-09-20,1691
406,돼지고기감자찌개(05)(06)(10),석식,158.41kcal,2021-09-20,1691
407,오징어젓무침(17),조식,54.86kcal,2021-08-22,1691
408,마늘삼겹살구이(05)(06)(10),중식,587.52kcal,2021-08-22,1691
409,돼지고기김치찌개(05)(06)(10),석식,126.16kcal,2021-08-22,1691
410,부추겉절이,조식,36.97kcal,2021-08-22,1691
411,비빔당면(05)(06),중식,98.56kcal,2021-08-22,1691
412,지리멸치볶음(추가)(05)(06),석식,87.11kcal,2021-08-22,1691
413,배추김치(7~9월),조식,8.25kcal,2021-08-22,1691
414,양배추쌈(05)(06),중식,54.2kcal,2021-08-22,1691
415,닭간장소스찜(05)(06)(15),석식,199.12kcal,2021-08-22,1691
416,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-08-22,1691
