,메뉴이름,식사명,열량,날짜,부대
76,오이된장무침(05),중식,24.81kcal,2021-09-21,9030
77,계란후라이(01),석식,97.91kcal,2021-09-21,9030
78,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-21,9030
79,배추김치(7~9월),중식,9.25kcal,2021-09-21,9030
80,열무김치,석식,12.8kcal,2021-09-21,9030
81,복숭아 주스(340㎖/캔),중식,81kcal,2021-09-21,9030
82,사과 주스(200㎖/팩),석식,46kcal,2021-09-21,9030
83,건빵(참깨맛),석식,249kcal,2021-09-21,9030
84,밥,조식,363kcal,2021-09-22,9030
85,잡곡밥,중식,355.36kcal,2021-09-22,9030
86,밥,석식,363kcal,2021-09-22,9030
87,쇠고기미역국(05)(16),조식,27.93kcal,2021-09-22,9030
88,돼지고기무찌개(05)(06)(10),중식,99.51kcal,2021-09-22,9030
89,닭곰탕(15),석식,123.1kcal,2021-09-22,9030
90,소시지케찹볶음(05)(06)(10)(12),조식,303.45kcal,2021-09-22,9030
91,쇠고기야채볶음(05)(06)(16),중식,167.48kcal,2021-09-22,9030
92,떡볶이(05)(06),석식,347.07kcal,2021-09-22,9030
93,오징어젓무침(17),조식,53.4kcal,2021-09-22,9030
94,모듬쌈(05)(06),중식,37.97kcal,2021-09-22,9030
95,코다리순살조림(05)(06),석식,92.44kcal,2021-09-22,9030
96,배추김치(7~9월),조식,9.25kcal,2021-09-22,9030
97,배추김치(7~9월),중식,9.25kcal,2021-09-22,9030
98,배추김치(7~9월),석식,9.25kcal,2021-09-22,9030
99,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-22,9030
100,"주스,청포도(190ml/팩)",중식,84.51kcal,2021-09-22,9030
101,사인머스켓,석식,63kcal,2021-09-22,9030
102,밥,조식,363kcal,2021-09-23,9030
103,참치마요덮밥(01)(05)(06),중식,454.32kcal,2021-09-23,9030
104,현미밥,석식,370.26kcal,2021-09-23,9030
105,순두부국(01)(05)(09)(16)(18),조식,103.02kcal,2021-09-23,9030
106,햄김치찌개(05)(10),중식,136.31kcal,2021-09-23,9030
107,얼큰황태채국(01)(05),석식,38.73kcal,2021-09-23,9030
108,닭순살피망볶음(05)(06)(15),조식,263.32kcal,2021-09-23,9030
109,스크램블에그(01),중식,160.75kcal,2021-09-23,9030
110,데리야끼갈릭치킨(01)(05)(06)(15),석식,704.22kcal,2021-09-23,9030
111,콩나물매운무침(05)(06),조식,39.93kcal,2021-09-23,9030
112,미나리무생채(05)(06)(09),중식,26.97kcal,2021-09-23,9030
113,조미김,석식,0kcal,2021-09-23,9030
114,배추김치(7~9월),조식,9.25kcal,2021-09-23,9030
115,열무김치,중식,12.8kcal,2021-09-23,9030
116,양상추샐러드(01),석식,77.59kcal,2021-09-23,9030
117,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-23,9030
118,이온음료,중식,58.8kcal,2021-09-23,9030
119,깍두기(완제품)(09),석식,15.2kcal,2021-09-23,9030
120,망고 주스(180㎖/캔),석식,26kcal,2021-09-23,9030
121,밥,조식,363kcal,2021-09-24,9030
122,흑미밥,중식,385.5kcal,2021-09-24,9030
123,카레밥(06)(10),석식,613.8kcal,2021-09-24,9030
124,쇠고기탕국(05)(16),조식,97.44kcal,2021-09-24,9030
125,패주미역국(05)(18),중식,32.98kcal,2021-09-24,9030
126,돼지고기김치찌개(10),석식,89.08kcal,2021-09-24,9030
127,생선묵조림(05)(06),조식,159.72kcal,2021-09-24,9030
128,돈육표고장조림(05)(06)(10),중식,277.5kcal,2021-09-24,9030
129,돈가스(06)(10),석식,711.32kcal,2021-09-24,9030
130,계란말이(01)(12),조식,84.73kcal,2021-09-24,9030
131,황태채무침,중식,89.34kcal,2021-09-24,9030
132,열무김치,석식,12.8kcal,2021-09-24,9030
133,배추김치(7~9월),조식,9.25kcal,2021-09-24,9030
134,갓김치,중식,11.52kcal,2021-09-24,9030
135,"우유(백색우유(200ML,연간))(02)",석식,122kcal,2021-09-24,9030
136,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-24,9030
137,사과 주스(200㎖/팩),중식,46kcal,2021-09-24,9030
138,"포도,신선형(포도(811월))",석식,31.74kcal,2021-09-24,9030
139,라면(즉석 컵)(06),중식,365kcal,2021-09-25,9030
140,꼬꼬떡만둣국(01)(05)(06)(10)(15),조식,483.84kcal,2021-09-26,9030
141,밀쌀밥,중식,363.55kcal,2021-09-26,9030
142,밥,석식,363kcal,2021-09-26,9030
143,밥2,조식,181.5kcal,2021-09-26,9030
144,돼지고기육개장(01)(05)(10),중식,98.73kcal,2021-09-26,9030
145,쇠고기모듬버섯찌개(05)(16),석식,68.12kcal,2021-09-26,9030
146,계란찜(01)(09),조식,87.34kcal,2021-09-26,9030
147,쇠고기불고기(05)(06)(16),중식,277.88kcal,2021-09-26,9030
148,돈육김치볶음(10),석식,190.47kcal,2021-09-26,9030
149,감자매운조림(05)(06),조식,73.07kcal,2021-09-26,9030
150,모듬쌈(05)(06),중식,37.97kcal,2021-09-26,9030
151,김자반,석식,43kcal,2021-09-26,9030
152,열무김치,조식,12.8kcal,2021-09-26,9030
153,깍두기(완제품)(09),중식,15.2kcal,2021-09-26,9030
154,배추김치(7~9월),석식,9.25kcal,2021-09-26,9030
155,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-26,9030
156,감귤 주스(180㎖/병),중식,180kcal,2021-09-26,9030
157,"주스,청포도(190ml/팩)",석식,84.51kcal,2021-09-26,9030
158,사과 주스(200㎖/팩),조식,46kcal,2021-09-26,9030
159,밥,조식,363kcal,2021-09-27,9030
160,잡곡밥,중식,355.36kcal,2021-09-27,9030
161,잡채볶음밥,석식,755.25kcal,2021-09-27,9030
162,돈육청경채볶음(05)(06)(10),조식,370.78kcal,2021-09-27,9030
163,돼지갈비김치찌개(05)(10),중식,293.24kcal,2021-09-27,9030
164,두부맑은국(05)(09),석식,35.06kcal,2021-09-27,9030
165,조미김,조식,0kcal,2021-09-27,9030
166,치킨너겟(01)(06)(12)(15),중식,631.51kcal,2021-09-27,9030
167,계란후라이(01),석식,97.91kcal,2021-09-27,9030
168,양배추쌈(05)(06),조식,73.5kcal,2021-09-27,9030
169,오이풋고추된장무침(05),중식,44.69kcal,2021-09-27,9030
170,부추겉절이(05)(06),석식,29.14kcal,2021-09-27,9030
171,배추김치(7~9월),조식,9.25kcal,2021-09-27,9030
172,열무김치,중식,12.8kcal,2021-09-27,9030
173,초코우유(02),석식,126kcal,2021-09-27,9030
174,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-27,9030
175,복숭아 주스(340㎖/캔),중식,81kcal,2021-09-27,9030
176,배추김치(7~9월),석식,9.25kcal,2021-09-27,9030
177,밥,조식,363kcal,2021-09-28,9030
178,쫄면(05)(06),중식,714.99kcal,2021-09-28,9030
179,현미밥,석식,370.26kcal,2021-09-28,9030
180,사골곰탕(05),조식,163.47kcal,2021-09-28,9030
181,밥3,중식,127.05kcal,2021-09-28,9030
182,짬뽕찌개(굴)(05)(09)(17),석식,78.05kcal,2021-09-28,9030
183,마파두부(05)(06)(10),조식,213.33kcal,2021-09-28,9030
184,햄버거스테이크,중식,0kcal,2021-09-28,9030
185,만두튀김(01)(05)(06)(10),석식,589.13kcal,2021-09-28,9030
186,오이양파무침(05)(06),조식,33.84kcal,2021-09-28,9030
187,단무지무침,중식,11.27kcal,2021-09-28,9030
188,콩나물무침(05)(06),석식,32.16kcal,2021-09-28,9030
189,깍두기(완제품)(09),조식,15.2kcal,2021-09-28,9030
190,배추김치(7~9월),중식,9.25kcal,2021-09-28,9030
191,배추김치(7~9월),석식,9.25kcal,2021-09-28,9030
192,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-28,9030
193,농후 발효유(02),중식,96kcal,2021-09-28,9030
194,즉석쌀국수(멸치맛)(06),석식,325kcal,2021-09-28,9030
195,배 주스(238㎖/캔),중식,40kcal,2021-09-28,9030
196,사과 주스(200㎖/팩),석식,46kcal,2021-09-28,9030
197,밥,조식,363kcal,2021-09-29,9030
198,밥,중식,363kcal,2021-09-29,9030
199,잡곡밥,석식,355.36kcal,2021-09-29,9030
200,쇠고기미역국(05)(16),조식,27.93kcal,2021-09-29,9030
201,해물순두부찌개(01)(05)(09)(17)(18),중식,119.29kcal,2021-09-29,9030
202,콩나물김치국(05),석식,24.84kcal,2021-09-29,9030
203,비엔나소시지케찹볶음(10)(12),조식,308.38kcal,2021-09-29,9030
204,소양념갈비찜,중식,751.08kcal,2021-09-29,9030
205,오징어볶음(05)(06)(17),석식,186.6kcal,2021-09-29,9030
206,두부양념장(05)(06),조식,88.05kcal,2021-09-29,9030
207,브로콜리/초고추장(06),중식,56.13kcal,2021-09-29,9030
208,북경식탕수육 (05)(06)(10),석식,502.83kcal,2021-09-29,9030
209,배추김치(7~9월),조식,9.25kcal,2021-09-29,9030
210,갓김치,중식,11.52kcal,2021-09-29,9030
211,백김치,석식,15.12kcal,2021-09-29,9030
212,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-29,9030
213,"아이스크림 콘,완제품(02)",중식,270kcal,2021-09-29,9030
214,"포도,신선형(포도(811월))",석식,31.74kcal,2021-09-29,9030
215,밥,조식,363kcal,2021-09-30,9030
216,밀쌀밥,중식,363.55kcal,2021-09-30,9030
217,햄치즈버거(02)(06)(10),석식,567.92kcal,2021-09-30,9030
218,생선묵국(05)(06),조식,63.13kcal,2021-09-30,9030
219,황태채국(01)(05),중식,40.76kcal,2021-09-30,9030
220,감자튀김(12),석식,511.66kcal,2021-09-30,9030
221,오징어채볶음(01)(05)(06)(17),조식,133.44kcal,2021-09-30,9030
222,돼지고기수육(05)(09)(10),중식,1022.81kcal,2021-09-30,9030
223,야채샐러드(햄버거용)(01)(12),석식,83.98kcal,2021-09-30,9030
224,닭고기감자조림(05)(06)(15),조식,273.63kcal,2021-09-30,9030
225,모듬쌈(05)(06),중식,37.97kcal,2021-09-30,9030
226,시리얼,석식,152.8kcal,2021-09-30,9030
227,열무김치,조식,12.8kcal,2021-09-30,9030
228,배추김치(7~9월),중식,9.25kcal,2021-09-30,9030
229,감귤 주스(180㎖/병),석식,180kcal,2021-09-30,9030
230,"주스,청포도(190ml/팩)",조식,84.51kcal,2021-09-30,9030
231,사과 주스(200㎖/팩),중식,46kcal,2021-09-30,9030
232,"우유(백색우유(200ML,연간))(02)",석식,122kcal,2021-09-30,9030
233,두유(300ML),조식,210kcal,2021-09-30,9030
234,대추방울토마토(비생산기)(12),중식,12.75kcal,2021-09-30,9030
235,쇠고기버섯볶음(05)(06)(16),조식,143.65kcal,2021-09-03,9030
236,돼지불고기(05)(06)(10),중식,505.89kcal,2021-09-03,9030
237,양념치킨(05)(06)(15),석식,977.72kcal,2021-09-03,9030
238,두부조림(05)(06),조식,84.17kcal,2021-09-03,9030
239,모듬쌈(05)(06),중식,37.97kcal,2021-09-03,9030
240,오이풋고추된장무침(05),석식,44.69kcal,2021-09-03,9030
241,배추김치(7~9월),조식,9.25kcal,2021-09-03,9030
242,배추김치(7~9월),중식,9.25kcal,2021-09-03,9030
243,깍두기(완제품)(09),석식,15.2kcal,2021-09-03,9030
244,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-03,9030
245,복숭아 주스(340㎖/캔),중식,81kcal,2021-09-03,9030
246,"주스,청포도(190ml/팩)",석식,84.51kcal,2021-09-03,9030
247,대추방울토마토(비생산기)(12),석식,12.75kcal,2021-09-03,9030
248,현미밥,조식,370.26kcal,2021-09-04,9030
249,핫도그빵(01)(06)(10),중식,587.31kcal,2021-09-04,9030
250,밥,석식,363kcal,2021-09-04,9030
251,순두부국(01)(05)(09)(16)(18),조식,103.02kcal,2021-09-04,9030
252,야채샐러드(햄버거용)(01)(12),중식,83.98kcal,2021-09-04,9030
253,짬뽕찌개(굴)(05)(09)(17),석식,78.05kcal,2021-09-04,9030
254,돈육호박볶음(05)(06)(09)(10),조식,188.83kcal,2021-09-04,9030
255,시리얼,중식,152.8kcal,2021-09-04,9030
256,궁중떡볶이(05)(06)(16),석식,304.17kcal,2021-09-04,9030
257,오이양파무침(05)(06),조식,33.84kcal,2021-09-04,9030
258,탄산음료,중식,117.5kcal,2021-09-04,9030
259,고등어순살조림(05)(06)(07),석식,148.49kcal,2021-09-04,9030
260,배추김치(7~9월),조식,9.25kcal,2021-09-04,9030
261,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-09-04,9030
262,열무김치,석식,12.8kcal,2021-09-04,9030
263,사과 주스(200㎖/팩),조식,46kcal,2021-09-04,9030
264,거봉포도,석식,41.262kcal,2021-09-04,9030
265,제육덮밥(05)(06)(10),조식,739.81kcal,2021-09-05,9030
266,밥,중식,363kcal,2021-09-05,9030
267,밀쌀밥,석식,363.55kcal,2021-09-05,9030
268,김치볶음,조식,61.07kcal,2021-09-05,9030
269,쇠고기미역국(05)(16),중식,27.93kcal,2021-09-05,9030
270,돼지고기김치찌개(10),석식,89.08kcal,2021-09-05,9030
271,조미김,조식,0kcal,2021-09-05,9030
272,비엔나소시지케찹볶음(10)(12),중식,308.38kcal,2021-09-05,9030
273,청양풍닭볶음(05)(06)(15),석식,274.92kcal,2021-09-05,9030
274,무생채(09),조식,22.94kcal,2021-09-05,9030
275,콩나물무침(05)(06),중식,32.16kcal,2021-09-05,9030
276,두부양념장(05)(06),석식,88.05kcal,2021-09-05,9030
277,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-05,9030
278,배추김치(7~9월),중식,9.25kcal,2021-09-05,9030
279,열무김치,석식,12.8kcal,2021-09-05,9030
280,"주스,청포도(190ml/팩)",중식,84.51kcal,2021-09-05,9030
281,유산균 발효 음료(02),석식,56kcal,2021-09-05,9030
282,밥,조식,363kcal,2021-09-06,9030
283,잡곡밥,중식,355.36kcal,2021-09-06,9030
284,돈육김치덮밥(10),석식,556.68kcal,2021-09-06,9030
285,버섯감자찌개(05)(06),조식,63.44kcal,2021-09-06,9030
286,해물순두부찌개(01)(05)(09)(17)(18),중식,119.29kcal,2021-09-06,9030
287,두부고추장찌개(05)(06)(16),석식,104.01kcal,2021-09-06,9030
288,오징어볶음(05)(06)(17),조식,186.6kcal,2021-09-06,9030
289,쇠고기불고기(05)(06)(16),중식,277.88kcal,2021-09-06,9030
290,계란장조림(01)(05)(06)(16),석식,123.77kcal,2021-09-06,9030
291,닭순살샐러드(15),조식,90.9kcal,2021-09-06,9030
292,양배추쌈(05)(06),중식,73.5kcal,2021-09-06,9030
293,열무김치,석식,12.8kcal,2021-09-06,9030
294,배추김치(7~9월),조식,9.25kcal,2021-09-06,9030
295,배추김치(7~9월),중식,9.25kcal,2021-09-06,9030
296,망고 주스(180㎖/캔),석식,26kcal,2021-09-06,9030
297,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-06,9030
298,아이스크림 팩형(02),중식,234kcal,2021-09-06,9030
299,깐풍버섯덮밥(05)(06)(16),조식,505.32kcal,2021-09-07,9030
300,찹쌀밥,중식,380.75kcal,2021-09-07,9030
301,밥,석식,363kcal,2021-09-07,9030
302,쇠고기무국(05)(16),조식,91.11kcal,2021-09-07,9030
303,삼계탕(15),중식,866.7kcal,2021-09-07,9030
304,감자돈육짜글이(05)(06)(10),석식,142.26kcal,2021-09-07,9030
305,오이고추장무침(06),조식,32.81kcal,2021-09-07,9030
306,부추겉절이(05)(06),중식,29.14kcal,2021-09-07,9030
307,오징어튀김&칠리소스(06)(12),석식,627.68kcal,2021-09-07,9030
308,배추김치(7~9월),조식,9.25kcal,2021-09-07,9030
309,오이풋고추된장무침(05),중식,44.69kcal,2021-09-07,9030
310,계란찜(01)(09),석식,87.34kcal,2021-09-07,9030
311,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-07,9030
312,깍두기(완제품)(09),중식,15.2kcal,2021-09-07,9030
313,조미김,석식,0kcal,2021-09-07,9030
314,사과 주스(200㎖/팩),중식,46kcal,2021-09-07,9030
315,배추김치(7~9월),석식,9.25kcal,2021-09-07,9030
316,사과(홍로),석식,69.8380224kcal,2021-09-07,9030
317,"주스,청포도(190ml/팩)",석식,84.51kcal,2021-09-07,9030
318,밥,조식,363kcal,2021-09-08,9030
319,콩나물밥(05)(06)(16),중식,427.03kcal,2021-09-08,9030
320,잡곡밥,석식,355.36kcal,2021-09-08,9030
321,패주미역국(05)(18),조식,32.98kcal,2021-09-08,9030
322,쇠고기육개장(05)(16),중식,80.55kcal,2021-09-08,9030
323,비엔나소시지김치찌개(10),석식,119.05kcal,2021-09-08,9030
324,멸치볶음,조식,111.4kcal,2021-09-08,9030
325,조미김,중식,0kcal,2021-09-08,9030
326,돼지고기꽈리고추볶음(05)(06)(10),석식,337.11kcal,2021-09-08,9030
327,멕시칸샐러드(01)(10),조식,123.55kcal,2021-09-08,9030
328,닭고기야채조림(05)(06)(15),중식,241.79kcal,2021-09-08,9030
329,조기튀김(06),석식,459.88kcal,2021-09-08,9030
330,배추김치(7~9월),조식,9.25kcal,2021-09-08,9030
331,배추김치(7~9월),중식,9.25kcal,2021-09-08,9030
332,배추김치(7~9월),석식,9.25kcal,2021-09-08,9030
333,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-08,9030
334,워터젤리,중식,176.4kcal,2021-09-08,9030
335,"우유(백색우유(200ML,연간))(02)",석식,122kcal,2021-09-08,9030
336,감귤 주스(180㎖/병),석식,180kcal,2021-09-08,9030
337,밥,조식,363kcal,2021-09-09,9030
338,밥,중식,363kcal,2021-09-09,9030
339,찰보리밥,석식,360.65kcal,2021-09-09,9030
340,건새우애호박찌개(05)(06)(09)(10),조식,75.23kcal,2021-09-09,9030
341,잡채(05)(06)(16),중식,188.78kcal,2021-09-09,9030
342,생선묵김치찌개(05)(06),석식,67.27kcal,2021-09-09,9030
343,조미김,조식,0kcal,2021-09-09,9030
344,전복장조림(05)(09)(17)(18),중식,89.35kcal,2021-09-09,9030
345,돈가스(06)(10),석식,711.32kcal,2021-09-09,9030
346,돈육표고장조림(05)(06)(10),조식,277.5kcal,2021-09-09,9030
347,오징어젓무침(17),중식,53.4kcal,2021-09-09,9030
348,방울토마토샐러드(01)(12),석식,83.22kcal,2021-09-09,9030
349,연두부양념장(05)(06),조식,89kcal,2021-09-09,9030
350,배추김치(7~9월),중식,9.25kcal,2021-09-09,9030
351,배추김치(7~9월),석식,9.25kcal,2021-09-09,9030
352,깍두기(완제품)(09),조식,15.2kcal,2021-09-09,9030
353,거봉포도,중식,41.262kcal,2021-09-09,9030
354,"주스,청포도(190ml/팩)",석식,84.51kcal,2021-09-09,9030
355,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-09,9030
356,밥,조식,363kcal,2021-09-10,9030
357,잡곡밥,중식,355.36kcal,2021-09-10,9030
358,밥,석식,363kcal,2021-09-10,9030
359,쇠고기모듬버섯찌개(05)(16),조식,68.12kcal,2021-09-10,9030
360,순두부국(01)(05)(09)(16)(18),중식,103.02kcal,2021-09-10,9030
361,닭곰탕(15),석식,123.1kcal,2021-09-10,9030
362,감자풋고추볶음(05)(06),조식,103.2kcal,2021-09-10,9030
363,낙지삼겹볶음(05)(06)(10),중식,470.37kcal,2021-09-10,9030
364,떡볶이(05)(06),석식,347.07kcal,2021-09-10,9030
365,돈육김치볶음(10),조식,190.47kcal,2021-09-10,9030
366,모듬쌈(05)(06),중식,37.97kcal,2021-09-10,9030
367,야채튀김(06)(12),석식,528.05kcal,2021-09-10,9030
368,백김치,조식,15.12kcal,2021-09-10,9030
369,배추김치(7~9월),중식,9.25kcal,2021-09-10,9030
370,배추김치(7~9월),석식,9.25kcal,2021-09-10,9030
371,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-10,9030
372,짜먹는요구르트(02),중식,76.8kcal,2021-09-10,9030
373,대추방울토마토(비생산기)(12),석식,12.75kcal,2021-09-10,9030
374,포도 주스(180㎖/캔),석식,84.51kcal,2021-09-10,9030
375,밥,조식,363kcal,2021-09-11,9030
376,핫도그빵(01)(06)(10),중식,587.31kcal,2021-09-11,9030
377,검은콩밥,석식,383.65kcal,2021-09-11,9030
378,콩나물김치국(05),조식,24.84kcal,2021-09-11,9030
379,시리얼,중식,152.8kcal,2021-09-11,9030
380,버섯매운탕(05)(06)(16),석식,63.19kcal,2021-09-11,9030
381,마파두부(05)(06)(10),조식,213.33kcal,2021-09-11,9030
382,야채샐러드(햄버거용)(01)(12),중식,83.98kcal,2021-09-11,9030
383,안동찜닭(05)(06)(15),석식,234.74kcal,2021-09-11,9030
384,무부추무침(05)(06)(09),조식,25.09kcal,2021-09-11,9030
385,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-09-11,9030
386,오이된장무침(05),석식,24.81kcal,2021-09-11,9030
387,열무김치,조식,12.8kcal,2021-09-11,9030
388,탄산음료,중식,117.5kcal,2021-09-11,9030
389,배추김치(7~9월),석식,9.25kcal,2021-09-11,9030
390,사과 주스(200㎖/팩),조식,46kcal,2021-09-11,9030
391,"아이스크림, 떠먹는형",석식,270kcal,2021-09-11,9030
392,밥,조식,363kcal,2021-09-12,9030
393,밥,중식,363kcal,2021-09-12,9030
394,현미밥,석식,370.26kcal,2021-09-12,9030
395,조갯살미역국(05),조식,11.36kcal,2021-09-12,9030
396,닭볶음탕(15),중식,258.79kcal,2021-09-12,9030
397,돼지고기무찌개(05)(06)(10),석식,99.51kcal,2021-09-12,9030
398,돼지불고기(05)(06)(10),조식,505.89kcal,2021-09-12,9030
399,게맛살야채볶음(05)(06),중식,121.25kcal,2021-09-12,9030
400,쇠고기야채볶음(05)(06)(16),석식,167.48kcal,2021-09-12,9030
401,양배추쌈(05)(06),조식,73.5kcal,2021-09-12,9030
402,순두부양념장(05)(06),중식,74.26kcal,2021-09-12,9030
403,조미김,석식,0kcal,2021-09-12,9030
404,깍두기(완제품)(09),조식,15.2kcal,2021-09-12,9030
405,배추김치(7~9월),중식,9.25kcal,2021-09-12,9030
406,콩나물무침(05)(06),석식,32.16kcal,2021-09-12,9030
407,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-12,9030
408,사과(홍로),중식,69.8380224kcal,2021-09-12,9030
409,배추김치(7~9월),석식,9.25kcal,2021-09-12,9030
410,"주스,청포도(190ml/팩)",석식,84.51kcal,2021-09-12,9030
411,밥,조식,363kcal,2021-09-13,9030
412,흑미밥,중식,385.5kcal,2021-09-13,9030
413,밥,석식,363kcal,2021-09-13,9030
414,쇠고기호박찌개(05)(06)(09)(16),조식,73.39kcal,2021-09-13,9030
415,돼지고기육개장(01)(05)(10),중식,98.73kcal,2021-09-13,9030
416,감자돈육짜글이(05)(06)(10),석식,142.26kcal,2021-09-13,9030
