,메뉴이름,식사명,열량,날짜,부대
145,배추김치(7~9월),석식,11.25kcal,2021-09-15,7369
146,배추김치(7~9월),조식,11.25kcal,2021-09-15,7369
147,열무김치,중식,12.8kcal,2021-09-15,7369
148,거봉포도,석식,47.61kcal,2021-09-15,7369
149,"우유(백색우유(200ML,연간))(02)",석식,122kcal,2021-09-15,7369
150,오징어덮밥(05)(06)(17),조식,574.77kcal,2021-09-16,7369
151,밥1,중식,363kcal,2021-09-16,7369
152,쇠고기버섯덮밥(05)(06)(16),석식,601.93kcal,2021-09-16,7369
153,돼지고기김치찌개(05)(06)(10),조식,116.12kcal,2021-09-16,7369
154,전복삼계탕(15),중식,892.4kcal,2021-09-16,7369
155,닭고기육개장(05)(06)(15),석식,117.66kcal,2021-09-16,7369
156,죽순야채무침(05)(06),조식,42.57kcal,2021-09-16,7369
157,"풋고추,된장(05)(06)",중식,37.51kcal,2021-09-16,7369
158,콩나물볶음(05),석식,58.77kcal,2021-09-16,7369
159,배추김치(7~9월),조식,11.25kcal,2021-09-16,7369
160,무생채,중식,33.63kcal,2021-09-16,7369
161,고등어감자조림(05)(06)(07),석식,186.48kcal,2021-09-16,7369
162,배추김치(7~9월),중식,11.25kcal,2021-09-16,7369
163,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-09-16,7369
164,밥1,조식,363kcal,2021-09-17,7369
165,밥1,중식,363kcal,2021-09-17,7369
166,찹쌀밥,석식,373.41kcal,2021-09-17,7369
167,쇠고기미역국(05)(16),조식,35.94kcal,2021-09-17,7369
168,닭곰탕(15),중식,214.77kcal,2021-09-17,7369
169,계란국(01)(05),석식,38.1kcal,2021-09-17,7369
170,제육볶음(05)(06)(10),조식,377.22kcal,2021-09-17,7369
171,표고버섯멸치볶음(05)(06),중식,92.64kcal,2021-09-17,7369
172,닭고기튀김(05)(06)(15),석식,550.19kcal,2021-09-17,7369
173,모둠버섯볶음,조식,39.63kcal,2021-09-17,7369
174,감자채볶음(10),중식,81.14kcal,2021-09-17,7369
175,광어순살간장조림(05)(06),석식,113.05kcal,2021-09-17,7369
176,배추김치(7~9월),조식,11.25kcal,2021-09-17,7369
177,콩나물돼지불고기(05)(06)(10),중식,359.41kcal,2021-09-17,7369
178,열무김치,석식,12.8kcal,2021-09-17,7369
179,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-17,7369
180,"생수(500ML,후식)",석식,0kcal,2021-09-17,7369
181,가든샐러드(01),조식,78.34kcal,2021-09-18,7369
182,잡곡밥,중식,387.79kcal,2021-09-18,7369
183,밥1,석식,363kcal,2021-09-18,7369
184,불고기샐러드(05)(06)(15),조식,74.06kcal,2021-09-18,7369
185,열무된장국(05)(06),중식,55.26kcal,2021-09-18,7369
186,콩나물무채국(05),석식,36.31kcal,2021-09-18,7369
187,핫도그(01)(06)(10)(12),조식,926.07kcal,2021-09-18,7369
188,돼지불고기(05)(06)(10),중식,356.26kcal,2021-09-18,7369
189,버섯불고기찜(06)(10),석식,298.83kcal,2021-09-18,7369
190,수박,조식,44.16kcal,2021-09-18,7369
191,배추김치(7~9월),중식,11.25kcal,2021-09-18,7369
192,오이부추무침(06),석식,25.23kcal,2021-09-18,7369
193,토마토(비생산기)(12),조식,35.64kcal,2021-09-18,7369
194,배추김치(7~9월),석식,11.25kcal,2021-09-18,7369
195,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-18,7369
196,사이다,조식,97.5kcal,2021-09-18,7369
197,밥1,조식,363kcal,2021-09-19,7369
198,불닭덮밥(05)(06)(15),중식,542.65kcal,2021-09-19,7369
199,밥1,석식,363kcal,2021-09-19,7369
200,무두부조개탕(05)(18),조식,58.54kcal,2021-09-19,7369
201,감자양파찌개(05)(06),중식,82.29kcal,2021-09-19,7369
202,쇠고기무국(05)(16),석식,75.42kcal,2021-09-19,7369
203,돼지불고기(05)(06)(10),조식,356.26kcal,2021-09-19,7369
204,계란찜(01)(09),중식,72.94kcal,2021-09-19,7369
205,돼지고기깻잎볶음(05)(06)(10),석식,246.56kcal,2021-09-19,7369
206,스크램블에그(01)(12),조식,128.24kcal,2021-09-19,7369
207,백김치,중식,15.12kcal,2021-09-19,7369
208,배추무침(05)(06),석식,23.14kcal,2021-09-19,7369
209,꽈리고추양념무침(05)(06),조식,22.34kcal,2021-09-19,7369
210,감귤 주스(180㎖/병),중식,180kcal,2021-09-19,7369
211,가공우유(초코)(02),석식,126kcal,2021-09-19,7369
212,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-09-19,7369
213,깍두기(완제품)(09),석식,15.2kcal,2021-09-19,7369
214,가공우유(초코)(02),석식,126kcal,2021-09-19,7369
215,밥1,조식,363kcal,2021-09-20,7369
216,쇠고기버섯덮밥(05)(06)(16),중식,601.93kcal,2021-09-20,7369
217,잡곡밥,석식,387.79kcal,2021-09-20,7369
218,닭고기미역국(05)(15),조식,74.43kcal,2021-09-20,7369
219,무두부조개탕(05)(18),중식,58.54kcal,2021-09-20,7369
220,햄소시지찌개(05)(06)(10),석식,112.33kcal,2021-09-20,7369
221,햄감자채볶음(10),조식,88.5kcal,2021-09-20,7369
222,계란장조림(01)(05)(06),중식,136.9kcal,2021-09-20,7369
223,돼지고기김치볶음(05)(06)(10),석식,251.95kcal,2021-09-20,7369
224,오징어젓무침(17),조식,24.76kcal,2021-09-20,7369
225,배추김치(7~9월),중식,11.25kcal,2021-09-20,7369
226,죽순야채무침(05)(06),석식,42.57kcal,2021-09-20,7369
227,열무김치,조식,12.8kcal,2021-09-20,7369
228,아이스크림 팩형(02),중식,234kcal,2021-09-20,7369
229,콩나물무침(05),석식,32.95kcal,2021-09-20,7369
230,감귤 주스(180㎖/병),조식,180kcal,2021-09-20,7369
231,"우유(백색우유(200ML,연간))(02)",석식,122kcal,2021-09-20,7369
232,밥1,조식,363kcal,2021-09-21,7369
233,밥1,중식,363kcal,2021-09-21,7369
234,밥1,석식,363kcal,2021-09-21,7369
235,떡국(01)(05),조식,309.06kcal,2021-09-21,7369
236,계란국(01)(05),중식,38.1kcal,2021-09-21,7369
237,무국(05),석식,21.94kcal,2021-09-21,7369
238,돈육굴소스양배추볶음(10),조식,268.99kcal,2021-09-21,7369
239,소양념갈비찜,중식,752.2kcal,2021-09-21,7369
240,피망멸치볶음(05)(06),석식,90.09kcal,2021-09-21,7369
241,열무김치,조식,12.8kcal,2021-09-21,7369
242,감자조림(05)(06),중식,58.27kcal,2021-09-21,7369
243,닭간장소스찜(05)(06)(15),석식,229.66kcal,2021-09-21,7369
244,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-21,7369
245,배추김치(7~9월),중식,11.25kcal,2021-09-21,7369
246,열무김치,석식,12.8kcal,2021-09-21,7369
247,간장계란밥(01)(05)(06)(15),조식,574.4kcal,2021-09-22,7369
248,밥1,중식,363kcal,2021-09-22,7369
249,밥1,석식,363kcal,2021-09-22,7369
250,쇠고기육개장(01)(05)(06)(16),조식,119.45kcal,2021-09-22,7369
251,버섯된장찌개(05)(06)(16),중식,83.69kcal,2021-09-22,7369
252,생선묵찌개(05)(06)(09),석식,88.4kcal,2021-09-22,7369
253,부추된장무침(05)(06),조식,32kcal,2021-09-22,7369
254,제육볶음(05)(06)(10),중식,377.22kcal,2021-09-22,7369
255,오삼불고기(05)(06)(10)(17),석식,438.97kcal,2021-09-22,7369
256,배추김치(7~9월),조식,11.25kcal,2021-09-22,7369
257,떡볶이(05)(06),중식,320.52kcal,2021-09-22,7369
258,콩나물무침(05),석식,32.95kcal,2021-09-22,7369
259,배추김치(7~9월),중식,11.25kcal,2021-09-22,7369
260,열무김치,석식,12.8kcal,2021-09-22,7369
261,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-09-22,7369
262,돼지고기김치볶음밥(05)(06)(10),조식,679.56kcal,2021-09-23,7369
263,자장면(01)(05)(06)(10),중식,874.48kcal,2021-09-23,7369
264,밥1,석식,363kcal,2021-09-23,7369
265,들깨미역국(05),조식,19.93kcal,2021-09-23,7369
266,단무지무침,중식,23.2kcal,2021-09-23,7369
267,닭고기미역국(05)(15),석식,74.43kcal,2021-09-23,7369
268,부추나물,조식,17.75kcal,2021-09-23,7369
269,닭순살야채샐러드(01)(15),중식,200.24kcal,2021-09-23,7369
270,오징어튀김(01)(05)(06),석식,151.77kcal,2021-09-23,7369
271,깍두기(완제품)(09),조식,15.2kcal,2021-09-23,7369
272,배추김치(7~9월),중식,11.25kcal,2021-09-23,7369
273,오이무침(06),석식,30.85kcal,2021-09-23,7369
274,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-23,7369
275,"아이스크림, 떠먹는형",중식,180kcal,2021-09-23,7369
276,배추김치(7~9월),석식,11.25kcal,2021-09-23,7369
277,잡곡밥,조식,387.79kcal,2021-09-24,7369
278,치킨마요덮밥(01)(05)(06)(15),중식,1019.92kcal,2021-09-24,7369
279,잡채볶음밥,석식,782.88kcal,2021-09-24,7369
280,무두부조개탕(05)(18),조식,58.54kcal,2021-09-24,7369
281,감자양파찌개(05)(06),중식,82.29kcal,2021-09-24,7369
282,돼지고기김치찌개(05)(06)(10),석식,116.12kcal,2021-09-24,7369
283,한우불고기(05)(06)(16),조식,277.37kcal,2021-09-24,7369
284,오이부추무침(06),중식,25.23kcal,2021-09-24,7369
285,황태채무침,석식,91.1kcal,2021-09-24,7369
286,감자조림(05)(06),조식,58.27kcal,2021-09-24,7369
287,열무김치,중식,12.8kcal,2021-09-24,7369
288,배추김치(7~9월),석식,11.25kcal,2021-09-24,7369
289,스크램블에그(01)(12),조식,128.24kcal,2021-09-24,7369
290,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-09-24,7369
291,햄치즈버거(개선)(01)(02)(06)(10)(12),조식,1082.33kcal,2021-09-25,7369
292,불닭덮밥(05)(06)(15),중식,542.65kcal,2021-09-25,7369
293,잡곡밥,석식,387.79kcal,2021-09-25,7369
294,계란후라이(01),조식,97.71kcal,2021-09-25,7369
295,계란국(01)(05),중식,38.1kcal,2021-09-25,7369
296,쇠고기미역국(05)(16),석식,35.94kcal,2021-09-25,7369
297,가든샐러드(01),조식,78.34kcal,2021-09-25,7369
298,열무김치,중식,12.8kcal,2021-09-25,7369
299,비엔나소시지케찹볶음(10)(12),석식,333.1kcal,2021-09-25,7369
300,콜라,조식,117.5kcal,2021-09-25,7369
301,콩나물무침(05),석식,32.95kcal,2021-09-25,7369
302,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-25,7369
303,배추김치(7~9월),석식,11.25kcal,2021-09-25,7369
304,사인머스켓,조식,67.5kcal,2021-09-25,7369
305,컵과일(거봉),조식,46kcal,2021-09-25,7369
306,잡곡밥,조식,387.79kcal,2021-09-26,7369
307,제육컵밥(05)(06)(10),중식,620.17kcal,2021-09-26,7369
308,건새우아욱된장국(05)(06)(09),석식,42.14kcal,2021-09-26,7369
309,깍두기(완제품)(09),조식,15.2kcal,2021-08-27,7369
310,배추김치(7~9월),중식,9kcal,2021-08-27,7369
311,감자조림(05)(06),석식,58.27kcal,2021-08-27,7369
312,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-08-27,7369
313,배추김치(7~9월),석식,9kcal,2021-08-27,7369
314,팥빙수,석식,180kcal,2021-08-27,7369
315,햄치즈버거(개선)(01)(02)(06)(10)(12),조식,997.61kcal,2021-08-28,7369
316,제육컵밥(05)(06)(10),중식,148.72kcal,2021-08-28,7369
317,밥1,석식,363kcal,2021-08-28,7369
318,토마토그린샐러드(01)(12),조식,56.39kcal,2021-08-28,7369
319,계란국(01)(05),중식,42.58kcal,2021-08-28,7369
320,꼬리곰탕,석식,554.45kcal,2021-08-28,7369
321,사이다,조식,97.5kcal,2021-08-28,7369
322,감자샐러드(01),중식,116.19kcal,2021-08-28,7369
323,오삼불고기(05)(06)(10)(17),석식,317.32kcal,2021-08-28,7369
324,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-08-28,7369
325,배추김치(7~9월),중식,9kcal,2021-08-28,7369
326,오징어젓무침(17),석식,24.76kcal,2021-08-28,7369
327,거봉포도,중식,0.3174kcal,2021-08-28,7369
328,오이소박이,석식,20.35kcal,2021-08-28,7369
329,밥1,조식,363kcal,2021-08-29,7369
330,밥1,중식,363kcal,2021-08-29,7369
331,잡곡밥,석식,402.67kcal,2021-08-29,7369
332,배추된장국(05)(06),조식,59.51kcal,2021-08-29,7369
333,팽이버섯계란국(01)(05),중식,60.03kcal,2021-08-29,7369
334,돼지고기김치찌개(05)(06)(10),석식,92.02kcal,2021-08-29,7369
335,버섯불고기찜(06)(10),조식,226.53kcal,2021-08-29,7369
336,돼지불고기(05)(06)(10),중식,358.33kcal,2021-08-29,7369
337,닭간장소스찜(15),석식,182.17kcal,2021-08-29,7369
338,스크램블에그(01)(12),조식,86.19kcal,2021-08-29,7369
339,깻잎조림(05)(06),중식,43.57kcal,2021-08-29,7369
340,감자매운조림(05)(06),석식,75.42kcal,2021-08-29,7369
341,배추김치(7~9월),조식,9kcal,2021-08-29,7369
342,깍두기(완제품)(09),중식,15.2kcal,2021-08-29,7369
343,열무김치,석식,12.8kcal,2021-08-29,7369
344,간장계란밥(01)(05)(06)(15),조식,539.9kcal,2021-08-30,7369
345,찹쌀밥,중식,373.41kcal,2021-08-30,7369
346,새우버거(01)(06)(12),석식,616.44kcal,2021-08-30,7369
347,무두부조개탕(05)(18),조식,58.17kcal,2021-08-30,7369
348,콩나물냉국(05),중식,23.53kcal,2021-08-30,7369
349,토마토그린샐러드(01)(12),석식,56.39kcal,2021-08-30,7369
350,콩나물무침(05),조식,31.36kcal,2021-08-30,7369
351,간장 돼지불고기(05)(06)(10),중식,330.04kcal,2021-08-30,7369
352,배추김치(7~9월),조식,9kcal,2021-08-30,7369
353,얼갈이배추겉절이(05)(06),중식,35.89kcal,2021-08-30,7369
354,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-08-30,7369
355,깍두기(완제품)(09),중식,15.2kcal,2021-08-30,7369
356,미역국(05),조식,9.04kcal,2021-08-31,7369
357,잡곡밥,중식,402.67kcal,2021-08-31,7369
358,제육덮밥(06)(10),석식,589.79kcal,2021-08-31,7369
359,돼지고기깻잎볶음(05)(06)(10),조식,156.56kcal,2021-08-31,7369
360,대구매운탕(05)(06)(09),중식,148.04kcal,2021-08-31,7369
361,감자양파찌개(05)(06),석식,82.29kcal,2021-08-31,7369
362,오이무침(06),조식,31.53kcal,2021-08-31,7369
363,돼지고기부추볶음(05)(06),중식,236.67kcal,2021-08-31,7369
364,두부김치(05)(10),석식,169.33kcal,2021-08-31,7369
365,배추김치(7~9월),조식,9kcal,2021-08-31,7369
366,오징어채볶음(01)(06)(17),중식,115.6kcal,2021-08-31,7369
367,깍두기(완제품)(09),석식,15.2kcal,2021-08-31,7369
368,양념통닭(06)(15),중식,472.27kcal,2021-08-31,7369
369,"우유(백색우유(200ML,연간))(02)",석식,244kcal,2021-08-31,7369
370,밥1,조식,363kcal,2021-09-01,7369
371,찹쌀밥,중식,373.41kcal,2021-09-01,7369
372,잡곡밥,석식,387.79kcal,2021-09-01,7369
373,패주콩나물국(05)(06)(09),조식,75.22kcal,2021-09-01,7369
374,부대찌개(05)(06)(10),중식,201.63kcal,2021-09-01,7369
375,어묵탕(05)(06),석식,73.31kcal,2021-09-01,7369
376,버섯불고기찜(06)(10),조식,298.83kcal,2021-09-01,7369
377,호박볶음(09),중식,55.6kcal,2021-09-01,7369
378,오삼불고기(05)(06)(10)(17),석식,438.97kcal,2021-09-01,7369
379,스크램블에그(01)(12),조식,128.24kcal,2021-09-01,7369
380,찹쌀탕수육(05)(06)(10),중식,447.81kcal,2021-09-01,7369
381,두부찜(05)(06),석식,114.35kcal,2021-09-01,7369
382,오이미나리무침,조식,13.58kcal,2021-09-01,7369
383,깍두기(완제품)(09),중식,15.2kcal,2021-09-01,7369
384,열무김치,석식,12.8kcal,2021-09-01,7369
385,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-09-01,7369
386,건빵(참깨맛),중식,249kcal,2021-09-01,7369
387,밥1,조식,363kcal,2021-09-02,7369
388,해물볶음밥(05)(06)(09)(17),중식,448.48kcal,2021-09-02,7369
389,밥1,석식,363kcal,2021-09-02,7369
390,쇠고기미역국(05)(16),조식,35.94kcal,2021-09-02,7369
391,호박볶음(09),중식,55.6kcal,2021-09-02,7369
392,된장찌개(05)(06)(18),석식,80.76kcal,2021-09-02,7369
393,쭈꾸미볶음(05)(06),조식,154.31kcal,2021-09-02,7369
394,돈가스(06)(10),중식,589.76kcal,2021-09-02,7369
395,한우불고기(05)(06)(16),석식,277.37kcal,2021-09-02,7369
396,감자채볶음(10),조식,81.14kcal,2021-09-02,7369
397,오징어야채무침(06)(17),중식,115.21kcal,2021-09-02,7369
398,배추김치(7~9월),석식,11.25kcal,2021-09-02,7369
399,열무김치,조식,12.8kcal,2021-09-02,7369
400,배추김치(7~9월),중식,11.25kcal,2021-09-02,7369
401,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-02,7369
402,이온음료,중식,58.8kcal,2021-09-02,7369
403,밥1,조식,363kcal,2021-09-03,7369
404,찹쌀밥,중식,373.41kcal,2021-09-03,7369
405,밥1,석식,363kcal,2021-09-03,7369
406,쇠고기당면찌개(05)(09)(16),조식,134.16kcal,2021-09-03,7369
407,팽이버섯계란국(01)(05),중식,63.15kcal,2021-09-03,7369
408,무국(05),석식,21.94kcal,2021-09-03,7369
409,감자양파찌개(05)(06),조식,82.29kcal,2021-09-03,7369
410,오삼불고기(05)(06)(10)(17),중식,438.97kcal,2021-09-03,7369
411,떡볶이(05)(06),석식,320.52kcal,2021-09-03,7369
412,멸치고추장볶음(05)(06),조식,132.73kcal,2021-09-03,7369
413,깻잎조림(05)(06),중식,43.57kcal,2021-09-03,7369
414,두부김치(05)(10),석식,236.27kcal,2021-09-03,7369
415,배추김치(7~9월),조식,11.25kcal,2021-09-03,7369
416,배추김치(7~9월),중식,11.25kcal,2021-09-03,7369
