,메뉴이름,식사명,열량,날짜,부대
57,열무김치,석식,12.8kcal,2021-09-21,8623
58,배추김치(7~9월),중식,10kcal,2021-09-21,8623
59,배 주스(238㎖/캔),석식,40kcal,2021-09-21,8623
60,멜론(여름),중식,66.17304kcal,2021-09-21,8623
61,밥,조식,363kcal,2021-09-22,8623
62,잡곡밥,중식,380.61kcal,2021-09-22,8623
63,밥,석식,363kcal,2021-09-22,8623
64,쇠고기무국(05)(16),조식,71.67kcal,2021-09-22,8623
65,감자수제비국(01)(05),중식,51.17kcal,2021-09-22,8623
66,두부고추장찌개(05)(06)(10),석식,91.36kcal,2021-09-22,8623
67,햄슬라이스야채볶음(05)(06)(10),조식,227.32kcal,2021-09-22,8623
68,(통)마늘김치두루치기(05)(06)(10),중식,243.11kcal,2021-09-22,8623
69,버섯야채볶음(05)(06),석식,96.43kcal,2021-09-22,8623
70,오징어채야채무침(05)(06)(17),조식,64.3kcal,2021-09-22,8623
71,계란찜(01)(09),중식,87.9kcal,2021-09-22,8623
72,닭고기단호박조림(05)(06)(15),석식,244.6kcal,2021-09-22,8623
73,배추김치(7~9월),조식,10kcal,2021-09-22,8623
74,깍두기(완제품)(09),중식,15.2kcal,2021-09-22,8623
75,배추김치(7~9월),석식,10kcal,2021-09-22,8623
76,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-22,8623
77,짜먹는요구르트(02),중식,76.8kcal,2021-09-22,8623
78,썬업 파인애플200ml,석식,,2021-09-22,8623
79,건빵(참깨맛),중식,249kcal,2021-09-22,8623
80,조밥,조식,380.85kcal,2021-09-23,8623
81,밥,중식,363kcal,2021-09-23,8623
82,밥,석식,363kcal,2021-09-23,8623
83,어묵김칫국(05)(06),조식,45.63kcal,2021-09-23,8623
84,짬뽕찌개(05)(10)(17),중식,99.36kcal,2021-09-23,8623
85,햄소시지찌개(05)(06)(10),석식,159.86kcal,2021-09-23,8623
86,돼지고기가지볶음(05)(06)(10),조식,378.81kcal,2021-09-23,8623
87,안동찜닭(05)(06)(15),중식,281.66kcal,2021-09-23,8623
88,돈가스(06)(10),석식,589.76kcal,2021-09-23,8623
89,순두부양념장(05)(06),조식,82.65kcal,2021-09-23,8623
90,코다리순살조림(05)(06),중식,85.7kcal,2021-09-23,8623
91,조미김,석식,0kcal,2021-09-23,8623
92,열무김치,조식,12.8kcal,2021-09-23,8623
93,배추김치(7~9월),중식,10kcal,2021-09-23,8623
94,삼색초나물,석식,28.62kcal,2021-09-23,8623
95,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-23,8623
96,사과(홍로),중식,27.552kcal,2021-09-23,8623
97,배추김치(7~9월),석식,10kcal,2021-09-23,8623
98,워터젤리,석식,176.4kcal,2021-09-23,8623
99,흑미밥,조식,381.75kcal,2021-09-24,8623
100,잡채볶음밥,중식,782.88kcal,2021-09-24,8623
101,밥,석식,363kcal,2021-09-24,8623
102,버섯감자찌개(05)(06),조식,63.26kcal,2021-09-24,8623
103,중화식계란탕(01)(05)(06)(10),중식,90.36kcal,2021-09-24,8623
104,감자탕(05)(06)(10),석식,356.14kcal,2021-09-24,8623
105,돈육호박볶음(05)(06)(09)(10),조식,166.02kcal,2021-09-24,8623
106,만두탕수(01)(05)(06)(10)(12),중식,593.43kcal,2021-09-24,8623
107,콩나물삼색볶음(05)(06),석식,139.77kcal,2021-09-24,8623
108,계란말이(01),조식,60.53kcal,2021-09-24,8623
109,모듬김치,중식,14.33kcal,2021-09-24,8623
110,오이양파장아찌(05)(06),석식,27.65kcal,2021-09-24,8623
111,열무김치,조식,12.8kcal,2021-09-24,8623
112,배추김치(7~9월),석식,10kcal,2021-09-24,8623
113,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-24,8623
114,아이스크림 팩형(02),석식,234kcal,2021-09-24,8623
115,밥,조식,363kcal,2021-09-26,8623
116,제육덮밥(05)(06)(10),중식,835.14kcal,2021-09-26,8623
117,밥,석식,363kcal,2021-09-26,8623
118,조갯살두부국(05),조식,36.43kcal,2021-09-26,8623
119,생선묵국(05)(06),중식,73.43kcal,2021-09-26,8623
120,쇠고기미역국(05)(16),석식,24.33kcal,2021-09-26,8623
121,닭순살피망볶음(05)(06)(15),조식,213.91kcal,2021-09-26,8623
122,단호박샐러드(01)(12),중식,88.34kcal,2021-09-26,8623
123,감자풋고추볶음(05)(06),석식,103.2kcal,2021-09-26,8623
124,"양배추,브로콜리&초고추장(06)",조식,72.38kcal,2021-09-26,8623
125,열무김치,중식,12.8kcal,2021-09-26,8623
126,오징어야채무침(05)(06)(17),석식,122.41kcal,2021-09-26,8623
127,배추김치(7~9월),조식,10kcal,2021-09-26,8623
128,이온음료,중식,58.8kcal,2021-09-26,8623
129,배추김치(7~9월),석식,10kcal,2021-09-26,8623
130,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-26,8623
131,"우유(백색우유(200ML,연간))(02)",석식,122kcal,2021-09-26,8623
132,밥,조식,363kcal,2021-09-27,8623
133,잡곡밥,중식,380.61kcal,2021-09-27,8623
134,밥,석식,363kcal,2021-09-27,8623
135,돼지고기애호박찌개(06)(10),조식,105.12kcal,2021-09-27,8623
136,해물순두부찌개(01)(05)(10)(17),중식,129.28kcal,2021-09-27,8623
137,사골곰탕,석식,174.9kcal,2021-09-27,8623
138,소시지케찹볶음(05)(06)(10)(12),조식,200.63kcal,2021-09-27,8623
139,닭순살양배추볶음(05)(06)(15),중식,222.86kcal,2021-09-27,8623
140,고구마맛탕(05)(06),석식,438.85kcal,2021-09-27,8623
141,계란찜(01)(09),조식,87.9kcal,2021-09-27,8623
142,조미김,중식,0kcal,2021-09-27,8623
143,오징어젓무침(17),석식,39.41kcal,2021-09-27,8623
144,배추김치(7~9월),조식,10kcal,2021-09-27,8623
145,무쌈말이(01),중식,64.98kcal,2021-09-27,8623
146,가공우유(초코맛)(02),석식,126kcal,2021-09-27,8623
147,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-27,8623
148,배추김치(7~9월),중식,10kcal,2021-09-27,8623
149,배추김치(7~9월),석식,10kcal,2021-09-27,8623
150,밥,조식,363kcal,2021-09-28,8623
151,셀프주먹밥,중식,404.07kcal,2021-09-28,8623
152,밥,석식,363kcal,2021-09-28,8623
153,쇠고기모듬버섯찌개(05)(16),조식,42.29kcal,2021-09-28,8623
154,감자튀김(12),중식,401.16kcal,2021-09-28,8623
155,짬뽕수제비국(05)(06)(10)(17),석식,109.63kcal,2021-09-28,8623
156,볶음김치,조식,99.84kcal,2021-09-28,8623
157,햄버거스테이크,중식,0kcal,2021-09-28,8623
158,멸치볶음,석식,113.39kcal,2021-09-28,8623
159,게맛살어묵볶음(05)(06),조식,126.14kcal,2021-09-28,8623
160,사과샐러드(01),중식,73.84kcal,2021-09-28,8623
161,마파두부(05)(06),석식,230.02kcal,2021-09-28,8623
162,깍두기(완제품)(09),조식,15.2kcal,2021-09-28,8623
163,배추김치(7~9월),중식,10kcal,2021-09-28,8623
164,배추김치(7~9월),석식,10kcal,2021-09-28,8623
165,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-28,8623
166,오렌지 주스(200㎖/팩),중식,96kcal,2021-09-28,8623
167,"우유(백색우유(200ML,연간))(02)",석식,122kcal,2021-09-28,8623
168,밥,조식,363kcal,2021-09-29,8623
169,깐풍버섯덮밥(05)(06)(16),중식,488.2kcal,2021-09-29,8623
170,잡곡밥,석식,380.61kcal,2021-09-29,8623
171,만둣국(01)(05)(06)(10),조식,252.38kcal,2021-09-29,8623
172,콩나물김치국(05),중식,30.39kcal,2021-09-29,8623
173,돼지고기무찌개(05)(06)(10),석식,106.58kcal,2021-09-29,8623
174,애호박조갯살나물(09),조식,51.23kcal,2021-09-29,8623
175,떡볶이(05)(06),중식,371.95kcal,2021-09-29,8623
176,양념치킨(05)(06)(15),석식,793.99kcal,2021-09-29,8623
177,돼지고기깻잎볶음(05)(06)(10),조식,343.6kcal,2021-09-29,8623
178,열무김치,중식,12.8kcal,2021-09-29,8623
179,삼치순살조림(05)(06),석식,100.39kcal,2021-09-29,8623
180,배추김치(7~9월),조식,10kcal,2021-09-29,8623
181,사과(홍로),중식,27.552kcal,2021-09-29,8623
182,배추김치(7~9월),석식,10kcal,2021-09-29,8623
183,"연세검은콩두유, 200mL",조식,,2021-09-29,8623
184,"우유(백색우유(200ML,연간))(02)",석식,122kcal,2021-09-29,8623
185,밥,조식,363kcal,2021-09-30,8623
186,찰보리밥,중식,378.8kcal,2021-09-30,8623
187,참치마요덮밥(01),석식,543.3kcal,2021-09-30,8623
188,쇠고기미역국(05)(16),조식,24.33kcal,2021-09-30,8623
189,계란조갯살찌개(01)(05)(18),중식,87.07kcal,2021-09-30,8623
190,두부김치국(05),석식,50.61kcal,2021-09-30,8623
191,멸치비엔나볶음(05)(06)(10),조식,286.43kcal,2021-09-30,8623
192,돼지고기수육(05)(09)(10),중식,1088.87kcal,2021-09-30,8623
193,오이고추장무침(06),석식,42.74kcal,2021-09-30,8623
194,감자조림(05)(06),조식,61.87kcal,2021-09-30,8623
195,모듬쌈(05)(06),중식,53.06kcal,2021-09-30,8623
196,모듬김치,석식,14.33kcal,2021-09-30,8623
197,배추김치(7~9월),조식,10kcal,2021-09-30,8623
198,갓김치,중식,11.52kcal,2021-09-30,8623
199,유산균 발효유(3사교),석식,84.5kcal,2021-09-30,8623
200,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-30,8623
201,바나나(육사),중식,81.6kcal,2021-09-30,8623
202,두부조림(05)(06),조식,131.62kcal,2021-09-03,8623
203,모듬쌈(05)(06),중식,53.06kcal,2021-09-03,8623
204,계란찜(01)(09),석식,87.9kcal,2021-09-03,8623
205,배추김치(7~9월),조식,10kcal,2021-09-03,8623
206,배추김치(7~9월),중식,10kcal,2021-09-03,8623
207,조미김,석식,0kcal,2021-09-03,8623
208,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-03,8623
209,아이스 망고바,중식,126kcal,2021-09-03,8623
210,깍두기(완제품)(09),석식,15.2kcal,2021-09-03,8623
211,사과 주스(200㎖/팩),석식,46kcal,2021-09-03,8623
212,핫도그빵(01)(06)(10)(12),조식,702.8kcal,2021-09-04,8623
213,삼겹살덮밥(01)(05)(06)(10),중식,1009.33kcal,2021-09-04,8623
214,밥,석식,363kcal,2021-09-04,8623
215,시리얼,조식,156kcal,2021-09-04,8623
216,감자호박국(05),중식,39.57kcal,2021-09-04,8623
217,햄소시지찌개(05)(06)(10),석식,159.86kcal,2021-09-04,8623
218,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-04,8623
219,가지굴소스볶음(05)(06),중식,65.25kcal,2021-09-04,8623
220,궁중떡볶이(05)(06)(16),석식,262.08kcal,2021-09-04,8623
221,열무김치,중식,12.8kcal,2021-09-04,8623
222,고등어순살조림(05)(06)(07),석식,142.9kcal,2021-09-04,8623
223,복숭아 주스(180㎖/병),중식,188kcal,2021-09-04,8623
224,배추김치(7~9월),석식,10kcal,2021-09-04,8623
225,"포도,신선형(포도(811월))",석식,38.088kcal,2021-09-04,8623
226,밥,조식,363kcal,2021-09-05,8623
227,밥,중식,363kcal,2021-09-05,8623
228,밀쌀밥,석식,363.64kcal,2021-09-05,8623
229,쇠고기미역국(05)(16),조식,24.33kcal,2021-09-05,8623
230,버섯감자찌개(05)(06),중식,63.26kcal,2021-09-05,8623
231,순두부국(01)(05)(16),석식,73.54kcal,2021-09-05,8623
232,비엔나소시지야채볶음(05)(06)(10)(12),조식,282.58kcal,2021-09-05,8623
233,청양풍닭볶음(05)(06)(15),중식,204.75kcal,2021-09-05,8623
234,삼겹살고추장볶음(05)(06)(10),석식,507.78kcal,2021-09-05,8623
235,멸치깻잎조림(05)(06),조식,38.98kcal,2021-09-05,8623
236,계란장조림(01)(05)(06)(16),중식,109.99kcal,2021-09-05,8623
237,양배추쌈(05)(06),석식,67.69kcal,2021-09-05,8623
238,열무김치,조식,12.8kcal,2021-09-05,8623
239,배추김치(7~9월),중식,10kcal,2021-09-05,8623
240,배추김치(7~9월),석식,10kcal,2021-09-05,8623
241,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-05,8623
242,아이스크림 팩형(02),중식,234kcal,2021-09-05,8623
243,밥,조식,363kcal,2021-09-06,8623
244,잡곡밥,중식,380.61kcal,2021-09-06,8623
245,밥,석식,363kcal,2021-09-06,8623
246,어묵김칫국(05)(06),조식,45.63kcal,2021-09-06,8623
247,쇠고기호박찌개(05)(06)(16),중식,55.27kcal,2021-09-06,8623
248,돼지고기감자버섯찌개(05)(06)(10),석식,159.19kcal,2021-09-06,8623
249,쇠고기야채볶음(05)(06)(16),조식,196.47kcal,2021-09-06,8623
250,피망잡채(05)(06)(10),중식,211.07kcal,2021-09-06,8623
251,양념치킨(05)(06)(15),석식,793.99kcal,2021-09-06,8623
252,오징어젓무침(17),조식,39.41kcal,2021-09-06,8623
253,조미김,중식,0kcal,2021-09-06,8623
254,오이풋고추된장무침(05),석식,47.22kcal,2021-09-06,8623
255,깍두기(완제품)(09),조식,15.2kcal,2021-09-06,8623
256,감자매운조림(05)(06),중식,74.26kcal,2021-09-06,8623
257,열무김치,석식,12.8kcal,2021-09-06,8623
258,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-06,8623
259,배추김치(7~9월),중식,10kcal,2021-09-06,8623
260,포도 주스(180㎖/캔),석식,84.51kcal,2021-09-06,8623
261,농후 발효유(02),중식,96kcal,2021-09-06,8623
262,밥,조식,363kcal,2021-09-07,8623
263,흑미밥,중식,381.75kcal,2021-09-07,8623
264,밥,석식,363kcal,2021-09-07,8623
265,두부고추장찌개(05)(06)(10),조식,91.36kcal,2021-09-07,8623
266,돼지고기무찌개(05)(06)(10),중식,106.58kcal,2021-09-07,8623
267,닭곰탕(15),석식,183.46kcal,2021-09-07,8623
268,돈육호박볶음(05)(06)(09)(10),조식,166.02kcal,2021-09-07,8623
269,콩나물매운잡채(05)(06)(10),중식,204.39kcal,2021-09-07,8623
270,볶음김치,석식,99.84kcal,2021-09-07,8623
271,토마토스크램블에그(01)(12),조식,118.51kcal,2021-09-07,8623
272,오징어튀김&칠리소스(01)(06)(12),중식,399.37kcal,2021-09-07,8623
273,조미김,석식,0kcal,2021-09-07,8623
274,배추김치(7~9월),조식,10kcal,2021-09-07,8623
275,백김치,중식,15.12kcal,2021-09-07,8623
276,모듬야채(05)(06),석식,73.49kcal,2021-09-07,8623
277,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-07,8623
278,과일푸딩,중식,126kcal,2021-09-07,8623
279,열무김치,석식,12.8kcal,2021-09-07,8623
280,"우유(백색우유(200ML,연간))(02)",석식,122kcal,2021-09-07,8623
281,밥,조식,363kcal,2021-09-08,8623
282,잡곡밥,중식,380.61kcal,2021-09-08,8623
283,자장면(05)(06)(10),석식,812.68kcal,2021-09-08,8623
284,콩나물김치국(05),조식,30.39kcal,2021-09-08,8623
285,감자돈육짜글이(05)(06)(10),중식,143.5kcal,2021-09-08,8623
286,사천식탕수육(05)(06)(10)(12),석식,523.58kcal,2021-09-08,8623
287,가지굴소스쇠고기볶음(05)(06)(16),조식,115.7kcal,2021-09-08,8623
288,애호박조갯살나물(09),중식,51.23kcal,2021-09-08,8623
289,생양파(05),석식,23.38kcal,2021-09-08,8623
290,꽈리고추멸치조림(05)(06),조식,98.66kcal,2021-09-08,8623
291,조미김,중식,0kcal,2021-09-08,8623
292,모듬김치,석식,14.33kcal,2021-09-08,8623
293,깍두기(완제품)(09),조식,15.2kcal,2021-09-08,8623
294,닭순살샐러드(01)(15),중식,135.49kcal,2021-09-08,8623
295,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-08,8623
296,배추김치(7~9월),중식,10kcal,2021-09-08,8623
297,"아이스크림 콘,완제품(02)",중식,270kcal,2021-09-08,8623
298,밥,조식,363kcal,2021-09-09,8623
299,찰보리비빔밥(05),중식,461.35kcal,2021-09-09,8623
300,밥,석식,363kcal,2021-09-09,8623
301,순두부찌개(01)(05)(06)(10),조식,93.45kcal,2021-09-09,8623
302,조갯살두부국(05),중식,36.43kcal,2021-09-09,8623
303,버섯매운탕(05)(06)(16),석식,50.92kcal,2021-09-09,8623
304,돈육표고장조림(05)(06)(10),조식,279.58kcal,2021-09-09,8623
305,쇠고기볶음고추장(06),중식,103.08kcal,2021-09-09,8623
306,돈육김치볶음(10),석식,183.78kcal,2021-09-09,8623
307,브로콜리초고추장(06),조식,79.51kcal,2021-09-09,8623
308,계란후라이(01),중식,97.91kcal,2021-09-09,8623
309,생선가스(01)(06),석식,528.95kcal,2021-09-09,8623
310,배추김치(7~9월),조식,10kcal,2021-09-09,8623
311,열무김치,중식,12.8kcal,2021-09-09,8623
312,깍두기(완제품)(09),석식,15.2kcal,2021-09-09,8623
313,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-09,8623
314,사인머스켓,중식,79.2kcal,2021-09-09,8623
315,감귤 주스(180㎖/병),석식,180kcal,2021-09-09,8623
316,밥,조식,363kcal,2021-09-10,8623
317,잡곡밥,중식,380.61kcal,2021-09-10,8623
318,밥,석식,363kcal,2021-09-10,8623
319,쇠고기미역국(05)(16),조식,24.33kcal,2021-09-10,8623
320,버섯감자국(05)(16),중식,55.74kcal,2021-09-10,8623
321,오리탕(05)(06),석식,206.44kcal,2021-09-10,8623
322,마파두부(05)(06),조식,230.02kcal,2021-09-10,8623
323,오징어삼겹볶음(05)(06)(10)(17),중식,363.76kcal,2021-09-10,8623
324,콩나물삼색볶음(05)(06),석식,139.77kcal,2021-09-10,8623
325,계란찜(01)(09),조식,87.9kcal,2021-09-10,8623
326,모듬쌈(05)(06),중식,53.06kcal,2021-09-10,8623
327,오이양파무침(05)(06),석식,37.25kcal,2021-09-10,8623
328,배추김치(7~9월),조식,10kcal,2021-09-10,8623
329,열무김치,중식,12.8kcal,2021-09-10,8623
330,배추김치(7~9월),석식,10kcal,2021-09-10,8623
331,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-10,8623
332,라면(즉석 컵)(06),중식,365kcal,2021-09-10,8623
333,"우유(백색우유(200ML,연간))(02)",석식,122kcal,2021-09-10,8623
334,핫도그빵(01)(06)(10)(12),조식,702.8kcal,2021-09-11,8623
335,밥,중식,363kcal,2021-09-11,8623
336,밥,석식,363kcal,2021-09-11,8623
337,시리얼,조식,156kcal,2021-09-11,8623
338,햄김치찌개(10),중식,201.75kcal,2021-09-11,8623
339,감자수제비국(01)(05),석식,51.17kcal,2021-09-11,8623
340,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-11,8623
341,버섯야채볶음(05)(06),중식,96.43kcal,2021-09-11,8623
342,닭매운양념조림(05)(06)(15),석식,219.67kcal,2021-09-11,8623
343,중화식잡채(05)(06)(16),중식,234.4kcal,2021-09-11,8623
344,마요오징어실채무침(01)(05)(06)(17),석식,151.55kcal,2021-09-11,8623
345,열무김치,중식,12.8kcal,2021-09-11,8623
346,배추김치(7~9월),석식,10kcal,2021-09-11,8623
347,망고 주스(180㎖/캔),중식,26kcal,2021-09-11,8623
348,밥,조식,363kcal,2021-09-12,8623
349,밥,중식,363kcal,2021-09-12,8623
350,쇠고기야채덮밥(05)(06)(16),석식,720.3kcal,2021-09-12,8623
351,근대콩나물조개국(05),조식,22.92kcal,2021-09-12,8623
352,닭볶음탕(05)(06)(15),중식,240.1kcal,2021-09-12,8623
353,오징어채야채무침(05)(06)(17),석식,64.3kcal,2021-09-12,8623
354,돈육청경채볶음(05)(06)(10),조식,349.04kcal,2021-09-12,8623
355,두부김치(05)(06)(10),중식,204.29kcal,2021-09-12,8623
356,고구마샐러드(01),석식,135.39kcal,2021-09-12,8623
357,게맛살계란찜(01)(09),조식,103.71kcal,2021-09-12,8623
358,감자풋고추볶음(05)(06),중식,103.2kcal,2021-09-12,8623
359,배추김치(7~9월),석식,10kcal,2021-09-12,8623
360,배추김치(7~9월),조식,10kcal,2021-09-12,8623
361,깍두기(완제품)(09),중식,15.2kcal,2021-09-12,8623
362,사과 주스(200㎖/팩),석식,46kcal,2021-09-12,8623
363,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-12,8623
364,밥1,조식,145.2kcal,2021-09-13,8623
365,밥,중식,363kcal,2021-09-13,8623
366,현미밥,석식,384.78kcal,2021-09-13,8623
367,꼬꼬떡국(01)(05)(15),조식,331.85kcal,2021-09-13,8623
368,꼬리곰탕,중식,546.95kcal,2021-09-13,8623
369,짬뽕찌개(05)(10)(17),석식,99.36kcal,2021-09-13,8623
370,애호박조갯살나물(09),조식,51.23kcal,2021-09-13,8623
371,조미김,중식,0kcal,2021-09-13,8623
372,중화식돈까스(05)(06)(10),석식,649.28kcal,2021-09-13,8623
373,오징어젓무침(17),조식,39.41kcal,2021-09-13,8623
374,(견과류)단호박찜(05)(06),중식,83.24kcal,2021-09-13,8623
375,콩나물무침(05)(06),석식,50.56kcal,2021-09-13,8623
376,배추김치(7~9월),조식,10kcal,2021-09-13,8623
377,부추겉절이(05)(06),중식,28.95kcal,2021-09-13,8623
378,배추김치(7~9월),석식,10kcal,2021-09-13,8623
379,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-13,8623
380,배추김치(7~9월),중식,10kcal,2021-09-13,8623
381,배(원황),중식,30.627kcal,2021-09-13,8623
382,밥,조식,363kcal,2021-09-14,8623
383,쫄면(01)(05)(06),중식,822.26kcal,2021-09-14,8623
384,잡곡밥,석식,380.61kcal,2021-09-14,8623
385,들깨미역국(05)(16),조식,28.11kcal,2021-09-14,8623
386,만두튀김(01)(05)(06)(10),중식,532.35kcal,2021-09-14,8623
387,해물순두부찌개(01)(05)(10)(17),석식,129.28kcal,2021-09-14,8623
388,돈육야채볶음(05)(06)(10),조식,296.2kcal,2021-09-14,8623
389,가공우유(딸기맛)(02),중식,116kcal,2021-09-14,8623
390,버섯잡채(05)(06)(16),석식,61.1kcal,2021-09-14,8623
391,전복장조림(05)(06)(18),조식,62.71kcal,2021-09-14,8623
392,모듬김치,중식,14.33kcal,2021-09-14,8623
393,치킨너겟강정(05)(06)(12)(15),석식,636kcal,2021-09-14,8623
394,배추김치(7~9월),조식,10kcal,2021-09-14,8623
395,배추김치(7~9월),석식,10kcal,2021-09-14,8623
396,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-14,8623
397,밀쌀밥,조식,363.64kcal,2021-09-15,8623
398,밥,중식,363kcal,2021-09-15,8623
399,찹쌀밥,석식,398.9kcal,2021-09-15,8623
400,두부김치국(05),조식,50.61kcal,2021-09-15,8623
401,쇠고기모듬버섯찌개(05)(16),중식,42.29kcal,2021-09-15,8623
402,삼계탕(15),석식,874.51kcal,2021-09-15,8623
403,돈육굴소스양배추볶음(10),조식,242.75kcal,2021-09-15,8623
404,매운소시지떡볶음(06)(10)(12),중식,347.21kcal,2021-09-15,8623
405,모듬야채(05)(06),석식,73.49kcal,2021-09-15,8623
406,황태채무침,조식,109.39kcal,2021-09-15,8623
407,갈치순살카레튀김(01)(06),중식,472.68kcal,2021-09-15,8623
408,배추김치(7~9월),석식,10kcal,2021-09-15,8623
409,깍두기(완제품)(09),조식,15.2kcal,2021-09-15,8623
410,배추김치(7~9월),중식,10kcal,2021-09-15,8623
411,거봉포도,석식,47.61kcal,2021-09-15,8623
412,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-15,8623
413,이온음료,중식,58.8kcal,2021-09-15,8623
414,햄치즈버거(01)(02)(06)(10)(12),조식,585.6kcal,2021-09-16,8623
415,현미밥,중식,384.78kcal,2021-09-16,8623
416,밥,석식,363kcal,2021-09-16,8623
417,계란후라이(01),조식,97.91kcal,2021-09-16,8623
418,건새우미역국(05),중식,22.19kcal,2021-09-16,8623
419,쇠고기육개장(01)(05)(16),석식,96.53kcal,2021-09-16,8623
420,토마토슬라이스(12),조식,8.02kcal,2021-09-16,8623
