,메뉴이름,식사명,열량,날짜,부대
304,호박쇠고기볶음(05)(06)(16),조식,83.53kcal,2021-09-10,6176
305,꽈리고추멸치볶음(05)(06),중식,74.7kcal,2021-09-10,6176
306,유림기(05)(06)(15),석식,477.04kcal,2021-09-10,6176
307,감자조림(05)(06),조식,50.75kcal,2021-09-10,6176
308,계란찜(01)(09),중식,79.37kcal,2021-09-10,6176
309,오이양파장아찌(05)(06),석식,28.06kcal,2021-09-10,6176
310,깍두기(완제품)(09),조식,15.2kcal,2021-09-10,6176
311,배추김치(7~9월),중식,6.5kcal,2021-09-10,6176
312,배추김치(7~9월),석식,6.5kcal,2021-09-10,6176
313,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-09-10,6176
314,햄치즈버거(01)(02)(06)(10)(12),조식,1116.27kcal,2021-09-11,6176
315,밥,중식,363kcal,2021-09-11,6176
316,잡곡밥,석식,379.52kcal,2021-09-11,6176
317,콘푸로스트,조식,103.55kcal,2021-09-11,6176
318,콩나물김치국(05),중식,27.79kcal,2021-09-11,6176
319,배추된장국(05)(06),석식,29.19kcal,2021-09-11,6176
320,탄산음료,조식,117.5kcal,2021-09-11,6176
321,맛김,중식,0kcal,2021-09-11,6176
322,돼지고기고추장볶음(05)(06)(10),석식,343.97kcal,2021-09-11,6176
323,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-11,6176
324,닭매운찜(콩나물)(05)(06)(15),중식,208.61kcal,2021-09-11,6176
325,두부조림(05)(06),석식,93.57kcal,2021-09-11,6176
326,오이부추무침(05)(06),중식,24.61kcal,2021-09-11,6176
327,배추김치(7~9월),석식,6.5kcal,2021-09-11,6176
328,깍두기(완제품)(09),중식,15.2kcal,2021-09-11,6176
329,거봉포도,중식,47.61kcal,2021-09-11,6176
330,떡만둣국(01)(05)(06)(10),조식,499.42kcal,2021-09-12,6176
331,밥,중식,363kcal,2021-09-12,6176
332,밥,석식,363kcal,2021-09-12,6176
333,감자채볶음,조식,74.51kcal,2021-09-12,6176
334,버섯쇠고기찌개(05)(16),중식,54.42kcal,2021-09-12,6176
335,얼큰황태채국(01)(05),석식,33.75kcal,2021-09-12,6176
336,오징어젓무침(17),조식,36.55kcal,2021-09-12,6176
337,잡채(05)(06)(10),중식,175.23kcal,2021-09-12,6176
338,돼지불고기(05)(06)(10),석식,304.68kcal,2021-09-12,6176
339,배추김치(7~9월),조식,6.5kcal,2021-09-12,6176
340,방어순살조림(05)(06),중식,59.78kcal,2021-09-12,6176
341,알감자조림(05)(06),석식,55.06kcal,2021-09-12,6176
342,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-12,6176
343,배추김치(7~9월),중식,6.5kcal,2021-09-12,6176
344,배추김치(7~9월),석식,6.5kcal,2021-09-12,6176
345,"주스,망고코넛(340ml/캔)",석식,122.3kcal,2021-09-12,6176
346,밥,조식,363kcal,2021-09-13,6176
347,참치마요덮밥(01)(05)(06),중식,712.68kcal,2021-09-13,6176
348,밥,석식,363kcal,2021-09-13,6176
349,쇠고기미역국(05)(16),조식,35.94kcal,2021-09-13,6176
350,생선묵찌개(05)(06),중식,82.19kcal,2021-09-13,6176
351,닭고기육개장(05)(15),석식,146.25kcal,2021-09-13,6176
352,오징어볶음(05)(06)(17),조식,140.74kcal,2021-09-13,6176
353,돼지고기강정(05)(06)(10)(12),중식,683.2kcal,2021-09-13,6176
354,돈가스(06)(10),석식,589.76kcal,2021-09-13,6176
355,스크램블에그(01)(12),조식,153.21kcal,2021-09-13,6176
356,꽈리고추찜(05)(06),중식,13.79kcal,2021-09-13,6176
357,단호박샐러드(01),석식,90.56kcal,2021-09-13,6176
358,배추김치(7~9월),조식,6.5kcal,2021-09-13,6176
359,배추김치(7~9월),중식,6.5kcal,2021-09-13,6176
360,깍두기(완제품)(09),석식,15.2kcal,2021-09-13,6176
361,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-13,6176
362,레몬에이드,중식,26kcal,2021-09-13,6176
363,밥,조식,363kcal,2021-09-14,6176
364,흑미밥,중식,393.38kcal,2021-09-14,6176
365,잡곡밥,석식,379.52kcal,2021-09-14,6176
366,느타리버섯국(01)(05)(16),조식,46.71kcal,2021-09-14,6176
367,부대찌개(05)(10),중식,177.96kcal,2021-09-14,6176
368,감자양파찌개(05)(06),석식,65.46kcal,2021-09-14,6176
369,쇠고기버섯볶음(05)(06)(16),조식,171.44kcal,2021-09-14,6176
370,삼치순살튀김(05)(06),중식,384.28kcal,2021-09-14,6176
371,돼지고기고추장볶음(05)(06)(10),석식,343.97kcal,2021-09-14,6176
372,콩나물무침(05)(06),조식,24.77kcal,2021-09-14,6176
373,마요오징어실채무침(01)(05)(06)(17),중식,146.8kcal,2021-09-14,6176
374,파겉절이(05)(06),석식,28.43kcal,2021-09-14,6176
375,배추김치(7~9월),조식,6.5kcal,2021-09-14,6176
376,깍두기(완제품)(09),중식,15.2kcal,2021-09-14,6176
377,양배추쌈(05)(06),석식,72.81kcal,2021-09-14,6176
378,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-14,6176
379,거봉포도,중식,47.61kcal,2021-09-14,6176
380,배추김치(7~9월),석식,6.5kcal,2021-09-14,6176
381,밥,조식,363kcal,2021-09-15,6176
382,전투식량 1형1식단,중식,1300kcal,2021-09-15,6176
383,밥,석식,363kcal,2021-09-15,6176
384,오징어국(05)(17),조식,53.31kcal,2021-09-15,6176
385,감자계란국(01)(05),중식,61.43kcal,2021-09-15,6176
386,닭볶음탕(05)(06)(15),석식,172.26kcal,2021-09-15,6176
387,꽈리고추멸치볶음(05)(06),조식,74.7kcal,2021-09-15,6176
388,돼지고기김치볶음(10),중식,221.4kcal,2021-09-15,6176
389,두부김치(05)(06)(10),석식,349.22kcal,2021-09-15,6176
390,비엔나소시지케찹조림(05)(06)(10)(12),조식,282.91kcal,2021-09-15,6176
391,백김치,중식,15.12kcal,2021-09-15,6176
392,버섯강정(06)(12),석식,371kcal,2021-09-15,6176
393,배추김치(7~9월),조식,6.5kcal,2021-09-15,6176
394,떠먹는 토핑형 발효유,중식,,2021-09-15,6176
395,맛김,석식,0kcal,2021-09-15,6176
396,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-15,6176
397,깍두기(완제품)(09),석식,15.2kcal,2021-09-15,6176
398,"생수(500ML,후식)",석식,0kcal,2021-09-15,6176
399,밥,조식,363kcal,2021-09-16,6176
400,밥,중식,363kcal,2021-09-16,6176
401,잡곡밥,석식,379.52kcal,2021-09-16,6176
402,쇠고기감자국(05)(16),조식,51.44kcal,2021-09-16,6176
403,김치찌개(05)(10),중식,86.69kcal,2021-09-16,6176
404,두부된장찌개(05)(06),석식,59.66kcal,2021-09-16,6176
405,생선묵볶음(05)(06),조식,101.4kcal,2021-09-16,6176
406,떡볶이(01)(05)(06),중식,350.44kcal,2021-09-16,6176
407,간장 돼지불고기(05)(06)(10),석식,342.54kcal,2021-09-16,6176
408,오징어야채무침(05)(06)(17),조식,113.49kcal,2021-09-16,6176
409,야채튀김(01)(05)(06)(12),중식,428.13kcal,2021-09-16,6176
410,맛김,석식,0kcal,2021-09-16,6176
411,열무김치,조식,12.8kcal,2021-09-16,6176
412,계란찜(01)(09),중식,79.37kcal,2021-09-16,6176
413,도라지오이무침(06),석식,52.06kcal,2021-09-16,6176
414,열무김치,중식,12.8kcal,2021-09-16,6176
415,배추김치(7~9월),석식,6.5kcal,2021-09-16,6176
416,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-09-16,6176
417,비타민음료,석식,90kcal,2021-09-16,6176
418,밥,조식,363kcal,2021-09-17,6176
419,꼬막콩나물비빔밥(05)(06),중식,416.94kcal,2021-09-17,6176
420,밥,석식,363kcal,2021-09-17,6176
421,콩나물무채국(05),조식,18.62kcal,2021-09-17,6176
422,미역국(05),중식,13.67kcal,2021-09-17,6176
423,호박고추장찌개(05)(06)(09)(10),석식,98.55kcal,2021-09-17,6176
424,돼지고기청경채볶음(05)(06)(10),조식,286.21kcal,2021-09-17,6176
