,메뉴이름,식사명,열량,날짜,부대
61,밀쌀밥,중식,363.55kcal,2021-09-15,2171
62,밥,석식,363kcal,2021-09-15,2171
63,해물순두부찌개(01)(05)(10)(17)(18),조식,116.51kcal,2021-09-15,2171
64,닭곰탕(05)(15),중식,128.6kcal,2021-09-15,2171
65,쇠고기미역국(05)(16),석식,20.42kcal,2021-09-15,2171
66,돈육새송이야채볶음(05)(06)(10),조식,272.64kcal,2021-09-15,2171
67,오징어볶음(05)(06)(17),중식,204.64kcal,2021-09-15,2171
68,돈가스(06)(10),석식,645.02kcal,2021-09-15,2171
69,감자매운조림(05)(06),조식,72.13kcal,2021-09-15,2171
70,두부조림(05)(06),중식,93.26kcal,2021-09-15,2171
71,방울토마토샐러드(01)(12),석식,95.2kcal,2021-09-15,2171
72,배추김치(7~9월),조식,8kcal,2021-09-15,2171
73,깍두기(완제품)(09),중식,15.2kcal,2021-09-15,2171
74,배추김치(7~9월),석식,8kcal,2021-09-15,2171
75,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-15,2171
76,유산균 발효 음료(02),중식,56kcal,2021-09-15,2171
77,밥,조식,363kcal,2021-09-16,2171
78,밥,중식,363kcal,2021-09-16,2171
79,현미밥,석식,381.15kcal,2021-09-16,2171
80,돼지고기고추장찌개(05)(06)(10),조식,117.55kcal,2021-09-16,2171
81,꼬리곰탕(05),중식,552.77kcal,2021-09-16,2171
82,콩나물김치국(05),석식,24.27kcal,2021-09-16,2171
83,계란찜(01)(09),조식,87.76kcal,2021-09-16,2171
84,야채튀김(01)(06)(12),중식,409.45kcal,2021-09-16,2171
85,쇠고기불고기(05)(06)(16),석식,270.94kcal,2021-09-16,2171
86,닭순살감자조림(05)(06)(15),조식,110.08kcal,2021-09-16,2171
87,김자반,중식,43kcal,2021-09-16,2171
88,모듬쌈(05)(06),석식,39.86kcal,2021-09-16,2171
89,배추김치(7~9월),조식,8kcal,2021-09-16,2171
90,부추겉절이(05)(06),중식,28.38kcal,2021-09-16,2171
91,백김치,석식,15.12kcal,2021-09-16,2171
92,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-16,2171
93,깍두기(완제품)(09),중식,15.2kcal,2021-09-16,2171
94,"우유(백색우유(200ML,연간))(02)",석식,122kcal,2021-09-16,2171
95,거봉포도,중식,31.74kcal,2021-09-16,2171
96,밥,조식,363kcal,2021-09-17,2171
97,잡곡밥,중식,355.24kcal,2021-09-17,2171
98,밥,석식,363kcal,2021-09-17,2171
99,들깨미역국(05)(16),조식,24.38kcal,2021-09-17,2171
100,쇠고기무국(05)(16),중식,83.03kcal,2021-09-17,2171
101,순두부김치찌개(05)(10),석식,60.95kcal,2021-09-17,2171
102,돈육호박볶음(05)(06)(09)(10),조식,200.17kcal,2021-09-17,2171
103,조미김,중식,0kcal,2021-09-17,2171
104,양념치킨(01)(05)(06)(15),석식,946.09kcal,2021-09-17,2171
105,미나리무생채(05)(06),조식,24.79kcal,2021-09-17,2171
106,패주미더덕찜(05)(06)(18),중식,133.4kcal,2021-09-17,2171
107,깻잎조림(05)(06),석식,34.92kcal,2021-09-17,2171
108,배추김치(7~9월),조식,8kcal,2021-09-17,2171
109,계란장조림(01)(05)(06)(16),중식,115.18kcal,2021-09-17,2171
110,열무김치,석식,12.8kcal,2021-09-17,2171
111,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-17,2171
112,배추김치(7~9월),중식,8kcal,2021-09-17,2171
113,아이스크림 샌드위치(02),중식,252kcal,2021-09-17,2171
114,라면(즉석 컵)(06),중식,365kcal,2021-09-18,2171
115,밥,조식,363kcal,2021-09-19,2171
116,찰보리밥,중식,378.8kcal,2021-09-19,2171
117,밥,석식,363kcal,2021-09-19,2171
118,돼지고기김치찌개(05)(10),조식,99.05kcal,2021-09-19,2171
119,쇠고기호박찌개(05)(06)(16),중식,53.34kcal,2021-09-19,2171
120,전복짬뽕찌개(05)(10)(17)(18),석식,94.23kcal,2021-09-19,2171
121,비엔나소시지야채볶음(05)(06)(10),조식,329.1kcal,2021-09-19,2171
122,중화풍삼겹살조림(05)(06)(10),중식,518.07kcal,2021-09-19,2171
123,감자풋고추볶음(05)(06),석식,103.88kcal,2021-09-19,2171
124,오이풋고추된장무침(05),조식,47.22kcal,2021-09-19,2171
125,양배추쌈(05)(06),중식,62.76kcal,2021-09-19,2171
126,고등어순살조림(05)(06)(07),석식,146.77kcal,2021-09-19,2171
127,깍두기(완제품)(09),조식,15.2kcal,2021-09-19,2171
128,배추김치(7~9월),중식,8kcal,2021-09-19,2171
129,배추김치(7~9월),석식,8kcal,2021-09-19,2171
130,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-19,2171
131,"포도,신선형(포도(811월))",석식,31.74kcal,2021-09-19,2171
132,돈육김치덮밥(10),조식,569.88kcal,2021-09-20,2171
133,밥,중식,363kcal,2021-09-20,2171
134,잡곡밥,석식,355.24kcal,2021-09-20,2171
135,두부고추장찌개(05)(06)(16),조식,81.09kcal,2021-09-20,2171
136,닭볶음탕(15),중식,230.21kcal,2021-09-20,2171
137,쇠고기곰탕(05)(16),석식,70.2kcal,2021-09-20,2171
138,오징어채간장볶음(01)(05)(06)(17),조식,103.9kcal,2021-09-20,2171
139,계란찜(01)(09),중식,87.76kcal,2021-09-20,2171
140,햄슬라이스야채볶음(05)(06)(10),석식,210.72kcal,2021-09-20,2171
141,백김치,조식,15.12kcal,2021-09-20,2171
142,조미김,중식,0kcal,2021-09-20,2171
143,브로콜리/초고추장(06),석식,51.35kcal,2021-09-20,2171
144,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-20,2171
145,양파간장절임(05)(06),중식,70.22kcal,2021-09-20,2171
146,배추김치(7~9월),석식,8kcal,2021-09-20,2171
147,열무김치,중식,12.8kcal,2021-09-20,2171
148,농후 발효유(02),석식,96kcal,2021-09-20,2171
149,사과(홍로),중식,25.584kcal,2021-09-20,2171
150,떡만둣국(01)(05)(06)(10)(16),조식,486.39kcal,2021-09-21,2171
151,밥,중식,363kcal,2021-09-21,2171
152,찰보리비빔밥(05),석식,466.8kcal,2021-09-21,2171
153,밥2,조식,181.5kcal,2021-09-21,2171
154,쇠고기미역국(05)(16),중식,20.42kcal,2021-09-21,2171
155,두부김치국(05),석식,58.29kcal,2021-09-21,2171
156,고추잡채(05)(06)(10),조식,165.86kcal,2021-09-21,2171
157,돼지갈비찜(05)(06)(10),중식,391.65kcal,2021-09-21,2171
158,쇠고기볶음고추장(06),석식,81.91kcal,2021-09-21,2171
159,배추김치(7~9월),조식,8kcal,2021-09-21,2171
160,오이양파무침(05)(06),중식,38.19kcal,2021-09-21,2171
161,계란후라이(01),석식,98.21kcal,2021-09-21,2171
162,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-21,2171
163,깍두기(완제품)(09),중식,15.2kcal,2021-09-21,2171
164,열무김치,석식,12.8kcal,2021-09-21,2171
165,파인애플에이드 190ml,중식,,2021-09-21,2171
166,거봉포도,석식,31.74kcal,2021-09-21,2171
167,밥,조식,363kcal,2021-09-22,2171
168,잡곡밥,중식,355.24kcal,2021-09-22,2171
169,밥,석식,363kcal,2021-09-22,2171
170,돼지고기무찌개(05)(06)(10),조식,108.34kcal,2021-09-22,2171
171,건새우애호박찌개(05)(06)(09)(10),중식,67.09kcal,2021-09-22,2171
172,닭곰탕(05)(15),석식,128.6kcal,2021-09-22,2171
173,소시지케찹볶음(05)(06)(10)(12),조식,304.13kcal,2021-09-22,2171
174,쇠고기불고기(05)(06)(16),중식,270.94kcal,2021-09-22,2171
175,떡볶이(05)(06),석식,360.32kcal,2021-09-22,2171
176,황태채무침,조식,81.75kcal,2021-09-22,2171
177,모듬쌈(05)(06),중식,39.86kcal,2021-09-22,2171
178,조미김,석식,0kcal,2021-09-22,2171
179,배추김치(7~9월),조식,8kcal,2021-09-22,2171
180,배추김치(7~9월),중식,8kcal,2021-09-22,2171
181,코다리순살조림(05)(06),석식,90.8kcal,2021-09-22,2171
182,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-22,2171
183,사인머스켓,중식,45kcal,2021-09-22,2171
184,배추김치(7~9월),석식,8kcal,2021-09-22,2171
185,"주스,프레주한라봉 제주감귤(240ml,캔)",석식,,2021-09-22,2171
186,찰보리밥,조식,378.8kcal,2021-09-23,2171
187,자장면(05)(06)(10),중식,806.84kcal,2021-09-23,2171
188,참치마요덮밥(01)(05)(06),석식,591.86kcal,2021-09-23,2171
189,순두부국(01)(05)(16)(18),조식,76.1kcal,2021-09-23,2171
190,만두탕수(01)(05)(06)(10)(12),중식,623.44kcal,2021-09-23,2171
191,햄김치찌개(10),석식,134.57kcal,2021-09-23,2171
192,돈육야채볶음(05)(06)(10),조식,296.1kcal,2021-09-23,2171
193,삶은계란(01),중식,70.68kcal,2021-09-23,2171
194,미나리무생채(05)(06),석식,24.79kcal,2021-09-23,2171
195,콩나물매운무침(05)(06),조식,40.25kcal,2021-09-23,2171
196,단무지무침,중식,11.22kcal,2021-09-23,2171
197,열무김치,석식,12.8kcal,2021-09-23,2171
198,배추김치(7~9월),조식,8kcal,2021-09-23,2171
199,배추김치(7~9월),중식,8kcal,2021-09-23,2171
200,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-23,2171
201,이온음료,중식,58.8kcal,2021-09-23,2171
202,밥,조식,363kcal,2021-09-24,2171
203,흑미밥,중식,381.75kcal,2021-09-24,2171
204,잡곡밥,석식,355.24kcal,2021-09-24,2171
205,닭고기육개장(01)(05)(15),조식,157.85kcal,2021-09-24,2171
206,들깨미역국(05)(16),중식,24.38kcal,2021-09-24,2171
207,돼지고기김치찌개(05)(10),석식,99.05kcal,2021-09-24,2171
208,생선묵조림(05)(06),조식,134.74kcal,2021-09-24,2171
209,낙지삼겹볶음(05)(06)(10),중식,434.29kcal,2021-09-24,2171
210,돈가스(06)(10),석식,645.02kcal,2021-09-24,2171
211,계란말이(01)(12),조식,84.73kcal,2021-09-24,2171
212,오이풋고추된장무침(05),중식,47.22kcal,2021-09-24,2171
213,방울토마토샐러드(01)(12),석식,95.2kcal,2021-09-24,2171
214,배추김치(7~9월),조식,8kcal,2021-09-24,2171
215,배추김치(7~9월),중식,8kcal,2021-09-24,2171
216,열무김치,석식,12.8kcal,2021-09-24,2171
217,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-24,2171
218,피크닉청포도 200ml,중식,,2021-09-24,2171
219,"우유(백색우유(200ML,연간))(02)",석식,122kcal,2021-09-24,2171
220,라면(즉석 컵)(06),중식,365kcal,2021-09-25,2171
221,밥,조식,363kcal,2021-09-26,2171
222,조밥,중식,380.85kcal,2021-09-26,2171
223,꼬꼬떡만둣국(01)(05)(06)(10)(15),석식,516.03kcal,2021-09-26,2171
224,생선묵찌개(05)(06),조식,88.09kcal,2021-09-26,2171
225,쇠고기미역국(05)(16),중식,20.42kcal,2021-09-26,2171
226,밥2,석식,181.5kcal,2021-09-26,2171
227,돈육김치볶음(10),조식,167.79kcal,2021-09-26,2171
228,오리간장주물럭(05)(06),중식,256.53kcal,2021-09-26,2171
229,콩나물매운잡채(05)(06)(10),석식,215.95kcal,2021-09-26,2171
230,계란찜(01)(09),조식,87.76kcal,2021-09-26,2171
231,모듬쌈(05)(06),중식,39.86kcal,2021-09-26,2171
232,배추김치(7~9월),석식,8kcal,2021-09-26,2171
233,갓김치,조식,11.52kcal,2021-09-26,2171
234,열무김치,중식,12.8kcal,2021-09-26,2171
235,건빵(참깨맛),석식,249kcal,2021-09-26,2171
236,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-26,2171
237,"포도,신선형(포도(811월))",중식,31.74kcal,2021-09-26,2171
238,밥,조식,363kcal,2021-09-27,2171
239,잡곡밥,중식,355.24kcal,2021-09-27,2171
240,잡채볶음밥,석식,755.25kcal,2021-09-27,2171
241,햄김치찌개(10),조식,134.57kcal,2021-09-27,2171
242,얼큰황태채국(01)(05),중식,33.12kcal,2021-09-27,2171
243,조미김,석식,0kcal,2021-09-27,2171
244,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-08-27,2171
245,배추김치(7~9월),중식,8kcal,2021-08-27,2171
246,농후 발효유(02),석식,96kcal,2021-08-27,2171
247,"포도,신선형(포도(811월))",중식,31.74kcal,2021-08-27,2171
248,건빵(야채맛),중식,249kcal,2021-08-28,2171
249,돈육김치덮밥(10),조식,590.41kcal,2021-08-29,2171
250,밀쌀밥,중식,363.55kcal,2021-08-29,2171
251,밥,석식,363kcal,2021-08-29,2171
252,고추잡채(05)(06)(10),조식,163.05kcal,2021-08-29,2171
253,돼지고기무찌개(05)(06)(10),중식,108.34kcal,2021-08-29,2171
254,꼬리곰탕(05),석식,552.01kcal,2021-08-29,2171
255,두부양념장(05)(06),조식,83.72kcal,2021-08-29,2171
256,닭고기야채조림(05)(06)(15),중식,238.4kcal,2021-08-29,2171
257,김자반,석식,43kcal,2021-08-29,2171
258,오이소박이,조식,20.35kcal,2021-08-29,2171
259,오징어젓무침(17),중식,38.4kcal,2021-08-29,2171
260,부추겉절이(05)(06),석식,28.38kcal,2021-08-29,2171
261,파인애플에이드 190ml,조식,,2021-08-29,2171
262,열무김치,중식,12.8kcal,2021-08-29,2171
263,오이풋고추된장무침(05),석식,40.82kcal,2021-08-29,2171
264,"우유(백색우유(200ML,연간))(02)",중식,122kcal,2021-08-29,2171
265,깍두기(완제품)(09),석식,15.2kcal,2021-08-29,2171
266,자두(추희),석식,26kcal,2021-08-29,2171
267,밥,조식,363kcal,2021-08-30,2171
268,흑미밥,중식,381.75kcal,2021-08-30,2171
269,잡곡밥,석식,373.39kcal,2021-08-30,2171
270,해물순두부찌개(01)(05)(10)(17)(18),조식,118.13kcal,2021-08-30,2171
271,생선묵찌개(05)(06),중식,88.09kcal,2021-08-30,2171
272,감자돈육짜글이(05)(06)(10),석식,166.8kcal,2021-08-30,2171
273,쇠고기불고기(05)(06)(16),조식,280.61kcal,2021-08-30,2171
274,치킨텐더(01)(06)(12)(15),중식,677.44kcal,2021-08-30,2171
275,오징어실채볶음(01)(05)(06)(17),석식,112.83kcal,2021-08-30,2171
276,양배추쌈(05)(06),조식,56.36kcal,2021-08-30,2171
277,멕시칸샐러드(01)(10),중식,111.99kcal,2021-08-30,2171
278,계란찜(01)(09),석식,87.76kcal,2021-08-30,2171
279,배추김치(7~9월),조식,8kcal,2021-08-30,2171
280,깍두기(완제품)(09),중식,15.2kcal,2021-08-30,2171
281,초코우유(02),석식,126kcal,2021-08-30,2171
282,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-08-30,2171
283,유산균 발효 음료(02),중식,56kcal,2021-08-30,2171
284,배추김치(7~9월),석식,8kcal,2021-08-30,2171
285,밥,조식,363kcal,2021-08-31,2171
286,찰보리밥,중식,378.8kcal,2021-08-31,2171
287,고추참치김치덮밥,석식,598.15kcal,2021-08-31,2171
288,햄김치찌개(10),조식,134.57kcal,2021-08-31,2171
289,짬뽕찌개(05)(10)(17),중식,71.64kcal,2021-08-31,2171
290,쇠고기미역국(05)(16),석식,23.24kcal,2021-08-31,2171
291,닭순살감자조림(05)(06)(15),조식,109.4kcal,2021-08-31,2171
292,감자풋고추볶음(05)(06),중식,75.57kcal,2021-08-31,2171
293,조미김,석식,0kcal,2021-08-31,2171
294,오이양파무침(05)(06),조식,38.19kcal,2021-08-31,2171
295,찹쌀탕수육(05)(06)(10)(12),중식,590.7kcal,2021-08-31,2171
296,계란후라이(01),석식,98.01kcal,2021-08-31,2171
297,열무김치,조식,12.8kcal,2021-08-31,2171
298,배추김치(7~9월),중식,8kcal,2021-08-31,2171
299,깍두기(완제품)(09),석식,15.2kcal,2021-08-31,2171
300,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-08-31,2171
301,대추방울토마토(생산기)(12),중식,11.9kcal,2021-08-31,2171
302,짜먹는요구르트(02),석식,76.8kcal,2021-08-31,2171
303,쇠고기야채덮밥(05)(06)(16),조식,525.88kcal,2021-09-01,2171
304,찹쌀밥,중식,384.54kcal,2021-09-01,2171
305,밥,석식,363kcal,2021-09-01,2171
306,버섯감자찌개(05)(06),조식,66.93kcal,2021-09-01,2171
307,돼지고기육개장(01)(05)(10),중식,114.15kcal,2021-09-01,2171
308,쇠고기호박찌개(05)(06)(16),석식,53.34kcal,2021-09-01,2171
309,멸치고추장볶음(06),조식,104.57kcal,2021-09-01,2171
310,오징어채볶음(01)(05)(06)(17),중식,113.81kcal,2021-09-01,2171
311,마파두부(05)(06),석식,177.27kcal,2021-09-01,2171
312,배추김치(7~9월),조식,8kcal,2021-09-01,2171
313,매콤깐풍기(05)(06)(15),중식,674.94kcal,2021-09-01,2171
314,계란찜(01)(09),석식,87.76kcal,2021-09-01,2171
315,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-01,2171
316,열무김치,중식,12.8kcal,2021-09-01,2171
317,배추김치(7~9월),석식,8kcal,2021-09-01,2171
318,아이스크림 샌드위치(02),중식,252kcal,2021-09-01,2171
319,이온음료,석식,58.8kcal,2021-09-01,2171
320,밥,조식,363kcal,2021-09-02,2171
321,카레밥(06)(10),중식,613.8kcal,2021-09-02,2171
322,콩나물밥(05)(06),석식,433.87kcal,2021-09-02,2171
323,해물순두부찌개(01)(05)(10)(17)(18),조식,116.51kcal,2021-09-02,2171
324,생선묵찌개(05)(06),중식,88.09kcal,2021-09-02,2171
325,들깨미역국(05)(16),석식,24.38kcal,2021-09-02,2171
326,돈육미나리볶음(05)(06)(10),조식,318.27kcal,2021-09-02,2171
327,돈가스(06)(10),중식,645.02kcal,2021-09-02,2171
328,닭고기야채조림(05)(06)(15),석식,236.61kcal,2021-09-02,2171
329,감자조림(05)(06),조식,48.81kcal,2021-09-02,2171
330,조미김,중식,0kcal,2021-09-02,2171
331,배추김치(7~9월),석식,8kcal,2021-09-02,2171
332,배추김치(7~9월),조식,8kcal,2021-09-02,2171
333,배추김치(7~9월),중식,8kcal,2021-09-02,2171
334,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-02,2171
335,복숭아(황도)(11),중식,230.6979kcal,2021-09-02,2171
336,밥,조식,363kcal,2021-09-03,2171
337,찰보리밥,중식,378.8kcal,2021-09-03,2171
338,밥,석식,363kcal,2021-09-03,2171
339,건새우애호박찌개(05)(06)(09)(10),조식,67.09kcal,2021-09-03,2171
340,콩나물김치국(05),중식,24.27kcal,2021-09-03,2171
341,얼큰황태채국(01)(05),석식,33.12kcal,2021-09-03,2171
342,쇠고기버섯볶음(05)(06),조식,131.29kcal,2021-09-03,2171
343,돼지불고기(05)(06)(10),중식,356.53kcal,2021-09-03,2171
344,양념치킨(01)(05)(06)(15),석식,946.09kcal,2021-09-03,2171
345,두부조림(05)(06),조식,93.26kcal,2021-09-03,2171
346,모듬쌈(05)(06),중식,39.86kcal,2021-09-03,2171
347,오이풋고추된장무침(05),석식,47.22kcal,2021-09-03,2171
348,배추김치(7~9월),조식,8kcal,2021-09-03,2171
349,깍두기(완제품)(09),중식,15.2kcal,2021-09-03,2171
350,배추김치(7~9월),석식,8kcal,2021-09-03,2171
351,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-03,2171
352,사과(홍로),중식,25.584kcal,2021-09-03,2171
353,오렌지 주스(180㎖/병),석식,75.6kcal,2021-09-03,2171
354,핫도그빵(01)(06)(10),조식,605.64kcal,2021-09-04,2171
355,밥,중식,363kcal,2021-09-04,2171
356,현미밥,석식,381.15kcal,2021-09-04,2171
357,시리얼,조식,152.8kcal,2021-09-04,2171
358,홍합살짬뽕찌개(05)(10)(17),중식,73.49kcal,2021-09-04,2171
359,순두부국(01)(05)(16)(18),석식,76.1kcal,2021-09-04,2171
360,야채샐러드(햄버거용)(01)(12),조식,72.91kcal,2021-09-04,2171
361,궁중떡볶이(05)(06),중식,285.84kcal,2021-09-04,2171
362,돈육호박볶음(05)(06)(09)(10),석식,200.17kcal,2021-09-04,2171
363,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-04,2171
364,고등어순살조림(05)(06)(07),중식,146.77kcal,2021-09-04,2171
365,오이양파무침(05)(06),석식,38.19kcal,2021-09-04,2171
366,탄산음료,조식,117.5kcal,2021-09-04,2171
367,열무김치,중식,12.8kcal,2021-09-04,2171
368,배추김치(7~9월),석식,8kcal,2021-09-04,2171
369,감귤 주스(340㎖/ 페트),중식,44kcal,2021-09-04,2171
370,대추방울토마토(비생산기)(12),석식,11.9kcal,2021-09-04,2171
371,밥,조식,363kcal,2021-09-05,2171
372,제육덮밥(05)(06)(10),중식,745.86kcal,2021-09-05,2171
373,밀쌀밥,석식,363.55kcal,2021-09-05,2171
374,쇠고기미역국(05)(16),조식,20.42kcal,2021-09-05,2171
375,계란찜(01)(09),중식,87.76kcal,2021-09-05,2171
376,돼지고기김치찌개(05)(10),석식,99.05kcal,2021-09-05,2171
377,비엔나소시지케찹볶음(06)(10)(12),조식,347.48kcal,2021-09-05,2171
378,조미김,중식,0kcal,2021-09-05,2171
379,청양풍닭볶음(05)(06)(15),석식,253.12kcal,2021-09-05,2171
380,미나리무생채(05)(06),조식,24.79kcal,2021-09-05,2171
381,콩나물무침(05)(06),중식,39.96kcal,2021-09-05,2171
382,두부양념장(05)(06),석식,88.12kcal,2021-09-05,2171
383,배추김치(7~9월),조식,8kcal,2021-09-05,2171
384,배추김치(7~9월),중식,8kcal,2021-09-05,2171
385,열무김치,석식,12.8kcal,2021-09-05,2171
386,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-05,2171
387,사과 주스(180㎖l/병),중식,46kcal,2021-09-05,2171
388,유산균 발효 음료(02),석식,56kcal,2021-09-05,2171
389,밥,조식,363kcal,2021-09-06,2171
390,잡곡밥,중식,355.24kcal,2021-09-06,2171
391,찹쌀밥,석식,384.54kcal,2021-09-06,2171
392,버섯감자찌개(05)(06),조식,66.93kcal,2021-09-06,2171
393,해물순두부찌개(01)(05)(10)(17)(18),중식,116.51kcal,2021-09-06,2171
394,삼계탕(15),석식,882.55kcal,2021-09-06,2171
395,쇠고기불고기(05)(06)(16),조식,270.94kcal,2021-09-06,2171
396,오징어튀김&칠리소스(01)(06)(12),중식,648.78kcal,2021-09-06,2171
397,부추겉절이(05)(06),석식,28.38kcal,2021-09-06,2171
398,양배추쌈(05)(06),조식,62.76kcal,2021-09-06,2171
399,계란장조림(01)(05)(06)(16),중식,115.18kcal,2021-09-06,2171
400,오이풋고추된장무침(05),석식,47.22kcal,2021-09-06,2171
401,배추김치(7~9월),조식,8kcal,2021-09-06,2171
402,배추김치(7~9월),중식,8kcal,2021-09-06,2171
403,깍두기(완제품)(09),석식,15.2kcal,2021-09-06,2171
404,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-06,2171
405,아이스크림 팩형(02),중식,234kcal,2021-09-06,2171
406,"배주스(240ml,캔)",석식,,2021-09-06,2171
407,깐풍버섯덮밥(05)(06),조식,511.55kcal,2021-09-07,2171
408,밥,중식,363kcal,2021-09-07,2171
409,밥,석식,363kcal,2021-09-07,2171
410,쇠고기무국(05)(16),조식,83.03kcal,2021-09-07,2171
411,감자돈육짜글이(05)(06)(10),중식,142.18kcal,2021-09-07,2171
412,두부고추장찌개(05)(06)(16),석식,81.09kcal,2021-09-07,2171
413,오이양파무침(05)(06),조식,38.19kcal,2021-09-07,2171
414,조미김,중식,0kcal,2021-09-07,2171
415,돈육김치볶음(10),석식,167.79kcal,2021-09-07,2171
416,배추김치(7~9월),조식,8kcal,2021-09-07,2171
417,오징어젓무침(17),중식,38.4kcal,2021-09-07,2171
418,콩나물야채튀김(전)(05)(06)(09),석식,373.81kcal,2021-09-07,2171
419,"우유(백색우유(200ML,연간))(02)",조식,122kcal,2021-09-07,2171
