,메뉴이름,계란류,우유,메밀,땅콩,대두,밀,고등어,게,새우,돼지고기,복숭아,토마토,아황산류,호두,닭고기,쇠고기,오징어,조개류,잣,열량
536,건새우아욱된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41.43kcal
537,돼지갈비폭찹,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,412.05kcal
538,과일,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116kcal
539,피망잡채,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,170.41kcal
540,망고스틱,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76kcal
541,야채덮밥,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,624.86kcal
542,고등어카레튀김,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,549.5kcal
543,과일1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167kcal
544,한우갈비탕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,480.04kcal
545,닭고기양배추볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,235.64kcal
546,유산균 발효유,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.5kcal
547,임시,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126kcal
548,마늘쫑볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82.93kcal
549,가지볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55.02kcal
550,모듬피클,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8kcal
551,반건조고구마,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.4kcal
552,해물된장찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60.85kcal
553,양파피클,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74.63kcal
554,무청시래기국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55.94kcal
555,새우살야채볶음,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,173.56kcal
556,낙지볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,154.89kcal
557,명태순살튀김,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,518.56kcal
558,연근튀김,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,298.54kcal
559,제육볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,319.9kcal
560,곶감,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.898kcal
561,해물탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,101.96kcal
562,우엉쇠고기조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,144.07kcal
563,명태순살조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89.12kcal
564,단감,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.26586kcal
565,굴국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.21kcal
566,쇠고기버섯덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,604.2kcal
567,갈치순살조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,126.32kcal
568,꽈리고추멸치볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.04kcal
569,쇠고기장조림O563:쇠고기장조림대,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.46kcal
570,젤리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160kcal
571,햄버거스테이크,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0kcal
572,소양념갈비찜,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751.62kcal
573,콩나물두부국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.29kcal
574,배추겉절이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.16kcal
575,대파국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51.53kcal
576,양배추샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.15kcal
577,마파두부덮밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,678.72kcal
578,묵은지등갈비찜,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,365.11kcal
579,순무김치,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2kcal
580,팽이버섯두부국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41.64kcal
581,조개살미역국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.28
582,감자양파찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89.9
583,쇠고기호박찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61.2
584,새송이버섯야채볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90.67
585,돼지불고기 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,515.77
586,굴튀김 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.83
587,콩나물매운무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.56
588,배추된장무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.76
589,계란찜 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.25
590,시금치된장국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.02
591,두부고추장찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,93.78
592,쇠고기미역국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40.39
593,햄게맛살볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,147.88
594,닭강정 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,713.78
595,고추잡채 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,376.52
596,감자조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.16
597,고등어김치조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.11
598,어묵김치국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.45
599,버섯된장찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.36
600,쇠고기무국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.33
601,돼지고기콩나물볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,340.23
602,한우불고기 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,127.43
603,생선가스 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572.33
604,순두부양념장 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.17
605,도라지오이무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70.18
606,두부양념장 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.04
607,불고기버거 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,986.52
608,순두부찌개 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187.98
609,감자된장국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.72
610,궁중떡볶이 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,241.94
611,오징어볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,129.37
612,잡채밥 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,630.95
613,콩나물국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.83
614,조개국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.11
615,호박된장찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.7
616,쇠고기감자조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97.41
617,쭈꾸미볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.92
618,시금치무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.15
619,양배추쌈 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88
620,떡만두국 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,593.11
621,낙지덮밥 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.44
622,애호박나물 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.23
623,꽈리고추멸치볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.7
624,콩나물무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
625,연근튀김 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.92
626,비엔나소시지케찹볶음 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,332.61
627,계란장조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.7
628,마파두부덮밥 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,662.58
629,꼬리곰탕1형 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,573.44
630,해물찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,95.84
631,생선묵볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.93
632,파전 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,114.42
633,오징어튀김 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,416.24
634,감자채볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.27
635,오이양파장아찌 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.93
636,자장밥 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,696.3
637,오징어야채비빔밥 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,516.62
638,비엔나소시지찌개 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,169.38
639,표고버섯돼지고기볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,369.74
640,치킨너겟 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,559.82
641,계란후라이 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.64
642,햄치즈버거 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"1,338.03"
643,돼지고기김치찌개 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,125.69
644,쇠고기육개장 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,96.28
645,만두튀김 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,676.12
646,오징어채무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,92.18
647,닭간장소스찜 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,274.43
648,생선살매운탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.78
649,팽이버섯국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.46
650,버섯호박볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.15
651,돼지갈비김치찜 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,364.11
652,돈가스 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,562.14
653,감자샐러드 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.93
654,배추된장국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.04
655,닭고기육개장 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,218.67
656,생선묵국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.2
657,삼치순살조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.74
658,돼지고기김치볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,207.33
659,오이고추장무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.66
660,호박쇠고기볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,98.01kcal
661,"주스,자연은샤인머스캣,340mL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
662,오징어튀김샐러드/소스,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,147.83kcal
663,김계란국,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.25kcal
664,짬뽕밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,520.19kcal
665,표고버섯멸치볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,78.38kcal
666,깻잎찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35.96kcal
667,메론,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90kcal
668,고등어김치조림,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,177.32kcal
669,감자국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.21kcal
670,오징어채무침,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,87.2kcal
671,"주스,자연은납작복숭아,340mL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
672,두유,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86kcal
673,소시지찌개,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,183.72kcal
674,닭고기감자조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,233.47kcal
675,훈제오리구이,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.33kcal
676,오징어숙회/초고추장,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,113.72kcal
677,오이고추장무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34.41kcal
678,맑은순두부계란탕,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63.93kcal
679,버섯호박볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71.84kcal
680,비빔밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,580.6kcal
681,돈가스커리덮밥,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1050.28kcal
682,매운어묵탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76.93kcal
683,생선묵꽈리고추볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99.18kcal
684,팽이버섯국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45.48kcal
685,볶음밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493.54kcal
686,단호박조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64.05kcal
687,표고버섯돼지고기볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,323.81kcal
688,순두부해물찌개,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,150.3kcal
689,오징어채마요네즈구이,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.7kcal
690,삼치순살튀김,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,350.69kcal
691,동파육,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,526.54kcal
692,생선묵고추장볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,143.98kcal
693,닭고기튀김,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,591.11kcal
694,"주스,카프리썬오렌지망고",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
695,된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54.47kcal
696,해물찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,99.81kcal
697,순두부계란찜,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.17kcal
698,오징어야채비빔밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,496.99kcal
699,삼겹살구이,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,883.49kcal
700,"두유, 검은깨",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140kcal
701,전복장조림,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,128.07kcal
702,배추두부국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
703,"주스,파인애플",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
704,샐러리샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.83kcal
705,건새우무우국,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50.45kcal
706,청경채굴소스볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85.07kcal
707,감자탕,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
708,전복죽,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,488.93kcal
709,아귀순살튀김,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
710,조개국,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.45kcal
711,미트볼튀김,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,565.41kcal
712,시금치베이컨볶음,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,166.09kcal
713,청경채겉절이,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38.87kcal
714,냉동바지락살무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.32
715,돼지고기고추장볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,572.07
716,닭매운찜,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,279.94
717,오징어젓무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,53.9
718,매운소시지떡볶음 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,255.14
719,모듬야채 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.73
720,콩나물무채국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.42
721,약고추장볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.41
722,양념통닭 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,812
723,깻잎찜 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.88
724,숭어살튀김,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,406.73kcal
725,쭈꾸미볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120.13kcal
726,해물매콤잡채덮밥,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,572.99kcal
727,비빔밥 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596.04
728,소시지찌개 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,185.09
729,오징어채볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,141.52
730,핫도그빵 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,980.66
731,닭고기감자조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,244.8
732,두부김치 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,276.12
733,단호박샐러드 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.97
734,오리갈릭구이칠리소스 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.1
735,부추겉절이 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.34
736,짬뽕찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,97
737,가지무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.91
738,닭곰탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,171.49
739,새우살야채볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.26
740,조기튀김 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379.11
741,콩나물두부국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.36
742,야채샐러드 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,147.67
743,순두부계란찜 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13
744,쇠고기배추볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,115.72
745,햄감자볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,146.56
746,명태순살강정 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504.04
747,전복삼계탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,637.91
748,오삼불고기 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,346.18
749,우엉조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,109.83
750,상추쌈 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.35
751,제육덮밥 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,671.88
752,햄김치찌개 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,131.69
753,계란국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.79
754,물냉면 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986.2
755,후루츠탕수육 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,574.75
756,닭고기김치찜 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,266.52
757,김치볶음밥 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,568.71
758,팝콘형치킨너겟 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,626.43
759,두부김치국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.21
760,쇠고기팽이버섯떡볶음 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,99.04
761,새우버거 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1,067.72"
762,닭갈비 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,269.52
763,생선묵고추장볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
764,닭고기튀김 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,799.6
765,상추겉절이 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.45
766,매실피클 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.65
767,고추참치덮밥 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598.97
768,쇠고기버섯볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97.91
769,콩나물김치국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
770,고등어카레튀김 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443.64
771,생선묵꽈리고추볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.71
772,쇠고기불고기 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,179.4
773,닭죽 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,547.3
774,야채튀김 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,421.54
775,삼겹살구이 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1,054.06"
776,비빔냉면 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985.8
777,치즈스틱 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,628.12
778,순두부해물찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,144.88
779,두부조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.15
780,콩나물밥 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440.85
781,패주볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,132.83
782,케이준치킨샐러드 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,281.06
783,브로콜리/초고추장 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.39
784,골뱅이무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.01
785,오리불고기 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.41
786,북어채국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.05
787,치킨샐러드 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,175.4
788,뱅어포구이 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.04
789,탕수육 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,821.85
790,오징어무국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,131.94
791,미트볼케찹조림 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,278.73
