,메뉴이름,계란류,우유,메밀,땅콩,대두,밀,고등어,게,새우,돼지고기,복숭아,토마토,아황산류,호두,닭고기,쇠고기,오징어,조개류,잣,열량,기준양,기준열량,탄수화물,지방,단백질,나트륨,콜레스트롤
1689,쇠고기부추무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,223.99kcal,200 g,144,9,8,9,"1,668",33
1690,쇠고기버섯들깨국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58.28kcal,500 g,310,11,22,19,"1,630",20
1691,계란조갯살찌개,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87.07kcal,1 개 50g,80,-,5,6,61,230
1692,두부간장조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,124.53kcal,1 캔,90,7,2,11,--,--
1693,버섯감자국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55.74kcal,1 그릇,51,10,-,2,613,3
1694,오징어채야채무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,64.3kcal,20 grams,63,2,1,10,175,60
1695,삼색초나물,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.62kcal,130 g,210,32,4,9,407,--
1696,모듬김치,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.33kcal,250 g (약8개),685,88,29,17,952,17
1697,조갯살두부국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.43kcal,55 g,35,5,-,3,61,--
1698,양배추브로콜리초고추장,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72.38kcal,50 g,115,9,7,4,300,5
1699,돼지고기애호박찌개,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,105.12kcal,1 컵,289,37,8,16,106,10
1700,무쌈말이,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.98kcal,3.5 oz,184,24,8,1,--,--
1701,짬뽕수제비국,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,109.63kcal,1 bowl,392,66,6,15,"2,030",97
1702,만둣국,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,252.38kcal,1 bowl,434,47,17,21,"2,367",94
1703,애호박조갯살나물,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51.23kcal,50 g (3.5 tbl),40,-,-,-,--,--
1704,연세검은콩두유 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,200 ml,140,23,7,7,200,--
1705,멸치비엔나볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,286.43kcal,1 dish,114,-,-,17,240,--
1706,사천식탕수육,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,523.58kcal,1 컵,0,-,-,-,37,--
1707,생양파,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.38kcal,1 개,36,8,-,1,2,--
1708,건새우미역국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.19kcal,1 그릇,65,4,4,5,320,17
1709,마늘불고기,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,267.32kcal,110 g,245,31,8,12,580,15
1710,두부튀김양념,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,421.66kcal,1 인분,467,81,7,17,--,--
1711,양념떡볶이치킨,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,693.88kcal,1 Piece,267,27,17,15,200,--
1712,오리훈제고추잡채,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,247.45kcal,150 g,270,11,14,21,254,64
1713,오이된장초무침,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.42kcal,100 ml,65,4,4,3,50,15
1714,쇠고기오이표고볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,93.02kcal,165 g,190,6,10,18,666,148
1715,돼지고기두반장볶음,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,282.57kcal,100 g,244,11,16,11,272,33
1716,생마늘,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.88kcal,100 g,120,30,-,9,5,--
1717,쇠고기청경채볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,174.08kcal,165 g,190,6,10,18,666,148
1718,너비아니 또는 떡갈비,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54kcal,55 g,137,9,7,9,204,16
1719,쇠고기알감자조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,92.66kcal,150 g,109,22,1,2,647,--
1720,닭튀김청양마요소스,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,717.52kcal,1 인분,672,97,21,23,965,--
1721,비엔나데리야끼소스볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,303.45kcal,223 g,405,79,6,9,"1,220",5
1722,갈비폭찹,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,429.62kcal,100 g,230,-,14,24,74,78
1723,고기 또는 왕만두,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98kcal,140 g,279,45,6,11,249,6
1724,닭감자찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,264.44kcal,191 g,183,16,7,12,200,--
1725,마파두부제육덮밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,807.1kcal,1 cup,390,60,11,13,--,--
1726,맑은육개장,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70.3kcal,1 pack,140,14,8,2,55,--
1727,멸치아몬드볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,128.87kcal,1 dish,114,-,-,17,240,--
1728,새우두부칠리소스조림,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,253.42kcal,100 g,190,43,1,1,"1,190",--
1729,감자잡채,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,156.02kcal,10 알,12,-,1,-,--,--
1730,쇠고기곤약조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,105.54kcal,1 pack,180,28,1,15,"1,770",50
1731,갈치단호박조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,142.76kcal,200 g,287,50,10,3,948,--
1732,토마토상추겉절이,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,39.15kcal,43 g,18,3,-,1,106,--
1733,새우순두부계란탕,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86.99kcal,400 g,175,5,12,12,964,124
1734,꽈리고추가지찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47.24kcal,30 g,22,4,-,-,100,--
1735,오징어콩나물찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,144.04kcal,200 g,50,4,-,8,80,--
1736,표고버섯호박매운볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116.49kcal,1 개,6,1,-,-,--,--
1737,브로콜리돼지목살볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,236.14kcal,130 g,123,13,4,10,299,--
1738,닭순살꽈리고추조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,194.17kcal,2 조각,535,71,18,24,830,5
1739,단무지오이무침,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.29kcal,100 g,40,5,1,-,857,--
1740,크림새우,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,455.73kcal,100 g,169,-,7,23,793,--
1741,새우살감자국,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55.37kcal,1 톨 사이즈,130,18,4,7,100,--
1742,순두부새싹샐러드 ,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71.49kcal,400 g,240,15,13,17,9,--
1743,호박잡채,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,121.51kcal,10 알,12,-,1,-,--,--
1744,오징어야채샐러드,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,405.16kcal,1 콘,240,28,13,3,50,20
1745,마늘멸치볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.36kcal,1 dish,114,-,-,17,240,--
1746,문어간장달콤소스덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,488.95kcal,100 g,76,8,2,5,366,--
1747,김치수제비국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8kcal,490 kcal,490,108,2,10,"1,680",2
1748,감자간장조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114.61kcal,1 캔,90,7,2,11,--,--
1749,새우맑은짬뽕,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,67.54kcal,1 봉,395,81,3,9,"1,470",5
1750,쇠고기얼갈이배춧국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53.48kcal,1 봉,75,2,4,6,830,20
1751,맑은오징어볶음,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,145.25kcal,1 컵,85,12,2,3,50,10
1752,삼겹살된장볶음,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,418.36kcal,1 cup (61g),270,40,10,5,"1,050",--
1753,소시지야채튀김,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,439.19kcal,100 g,111,5,1,20,295,48
1754,김치짜글이찌개,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,153.18kcal,400 g,243,11,15,15,"1,962",25
1755,배추찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48.39kcal,1 접시,13,2,-,-,65,--
1756,쇠고기마늘종볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,148.38kcal,165 g,190,6,10,18,666,148
1757,시금치어묵잡채,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114.5kcal,1 조각 또는 장,241,14,12,16,335,66
1758,바지락살야채튀김,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,365.22kcal,85 g,130,4,2,22,95,55
1759,표고버섯굴소스볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,81.75kcal,1 Package,630,90,26,9,--,--
1760,오이나물,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.69kcal,1 개,7,1,-,-,6,--
1761,감자마늘쫑조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77.79kcal,100 gram,65,13,-,2,10,--
1762,명태미나리된장찌개,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.7kcal,350 g (1중간접시),941,29,59,72,"1,341",189
1763,매운쇠고기찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,148.18kcal,1 포,119,24,1,4,6,--
1764,미나리깨장냉채,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67.42kcal,100 g,16,-,-,-,--,--
1765,오징어채야채볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,114.53kcal,20 g,55,8,-,3,232,33
1766,마늘쫑해물잡채,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,203.23kcal,100 gram,65,13,-,2,10,--
1767,계란부추볶음,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,197.4kcal,1 Package,207,26,9,5,533,20
1768,쇠고기호박국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58.44kcal,1 그릇,146,18,3,11,"1,810",--
1769,고추장찌개,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55.27kcal,1 bowl,298,18,15,23,542,--
1770,홍합계란찜,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,116.18kcal,1 dish,168,9,8,12,100,359
1771,생선묵야채튀김,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,446.09kcal,1 개,92,8,2,8,476,11
1772,해물떡볶이,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,310.18kcal,1 컵 200ml,84,21,-,-,3,--
1773,새우순살맑은짬뽕,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,98.74kcal,1 봉지,520,77,18,12,"1,260",--
1774,갑오징어풋마늘무침,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,154.09kcal,1 serving cooked,126,8,4,12,332,170
1775,들깨버섯국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4kcal,450 g,250,43,6,6,890,--
1776,계란장,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85.08kcal,3 개,116,3,6,10,567,89
1777,코다리순살시래기조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,178.37kcal,2 개,215,27,10,5,120,115
1778,해물매콤잡채,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,185.27kcal,48 g,70,8,2,4,390,5
1779,쇠고기버섯장조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,83.28kcal,1 pack,180,28,1,15,"1,770",50
1780,콩나물오징어초무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,141.7kcal,1 소접시,38,5,1,2,401,--
1781,돼지고기콩나물찌개,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,114.73kcal,1 컵,289,37,8,16,106,10
1782,연근깐풍기,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,584.54kcal,1 조각,137,18,5,3,142,13
1783,비엔나소시지강정,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,480.38kcal,2 개,95,1,8,5,230,15
1784,버섯들깨볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.33kcal,150 g,123,17,5,3,31,--
1785,순두부오징어국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,93.9kcal,400 g,240,15,13,17,9,--
1786,낙지미나리초무침,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,159.88kcal,75 g,29,5,-,1,246,--
1787,김치버섯찌개,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.77kcal,400 g,243,11,15,15,"1,962",25
1788,무숙장아찌,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,91.2kcal,70 servings,24,5,-,-,879,--
1789,미트볼강정,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,467.03kcal,180 g,430,29,27,18,"1,580",65
1790,비엔나소시지고추장조림,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,293.97kcal,2 개,95,1,8,5,230,15
1791,쇠고기청국장찌개,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,101.6kcal,100 ml,41,1,2,4,518,--
1792,명태해물탕,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,73.81kcal,1 봉,305,68,1,6,460,--
1793,김치오징어불고기,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,148.62kcal,100 g,152,30,2,4,265,13
1794,쇠고기연근조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,138.67kcal,1 pack,180,28,1,15,"1,770",50
1795,고등어추어탕,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,222.36kcal,1 bowl,185,17,7,14,"1,170",45
1796,키조개버섯볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,133.23kcal,70 g,201,44,-,5,16,--
1797,굴대파볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88.45kcal,1 Package,630,90,26,9,--,--
1798,고등어시래기조림,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,177.45kcal,160 g,300,16,18,18,"1,380",70
1799,굴떡국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.33kcal,1 대접,463,89,4,14,"1,231",12
1800,쇠고기고추장볶음,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,153.98kcal,100 g,244,11,16,11,272,33
1801,참돔튀김,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,384.49kcal,250 ml,112,28,-,-,15,--
1802,두부쑥갓국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,50.02kcal,100 g,19,-,-,-,--,--
1803,패주해물콩나물찜,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,101.27kcal,200 g,50,4,-,8,80,--
1804,미나리불고기,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,349.26kcal,110 g,245,31,8,12,580,15
1805,데리야끼소시지볶음,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,342.8kcal,62 g,311,40,15,4,430,--
1806,북어들깨미역국,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.34kcal,200 ml,120,10,6,6,150,--
1807,돼지고기버섯볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,291.15kcal,200 g,350,18,20,22,"1,051",57
1808,순살삼치구이,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,157.5kcal,100 g,202,-,10,23,90,--
1809,돼지고기양배추볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,297.02kcal,100 g,244,11,16,11,272,33
1810,케이준샐러드,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,597.58kcal,1 컵,273,18,15,15,378,22
1811,삼양라면매운맛봉지라면,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,416.66kcal,1 컵,485,74,17,9,"1,630",--
1812,메론맛우유,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1 개,275,34,13,5,100,20
1813,닭순살카레밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,593.85kcal,100 g,182,10,8,17,417,61
1814,콩나물냉채,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.58kcal,100 g,165,86,-,3,300,--
1815,데리야끼장어덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,431.29kcal,1 개,404,60,11,17,795,60
1816,나가사끼짬뽕봉지라면,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,413.04kcal,1 pack,475,80,13,10,"1,670",--
1817,오이된장무침,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.89kcal,100 ml,65,4,4,3,50,15
1818,튜브형 아이스크림,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180kcal,1 개 150ml,290,37,14,5,86,18
1819,중화식덮밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,749kcal,1 개,552,94,8,26,"1,185",--
1820,쇠고기탕국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50.75kcal,1 봉,75,2,4,6,830,20
1821,참치옥수수샐러드,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41.63kcal,200 g,135,16,14,2,290,5
1822,들깨삼계탕,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,813.81kcal,1 팩,100,3,6,9,250,60
1823,청경채된장나물,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.63kcal,100 g,13,2,-,1,65,--
1824,파채돈까스,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,560.26kcal,1 개,180,25,3,13,340,--
1825,볶음진짬뽕,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,409kcal,1 개,450,67,16,9,"1,000",10
1826,쌀국수얼큰한맛,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1 each,357,77,1,10,585,5
1827,갈치튀김데리야끼소스,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,354.23kcal,335 g,680,167,-,10,--,--
1828,까르보불닭볶음면봉지라면,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,423.07kcal,1 개,550,84,20,8,"1,330",--
1829,새우탕큰사발용기라면,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,540.67kcal,115 g,500,77,17,10,"1,590",10
1830,호박새우젓찌개,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,112.55kcal,100 grams,38,1,-,7,"6,830",--
1831,미역초무침,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28.04kcal,1 dish,45,9,-,1,997,--
1832,짜장떡볶이,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,321.34kcal,1 컵 200ml,84,21,-,-,3,--
1833,두부구이,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.51kcal,0.25 모,99,3,5,10,37,--
1834,꼬리곰탕버섯찌개,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.36kcal,700 g,765,4,37,102,765,251
1835,양념치킨큰사발용기라면,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,122 gram,500,73,19,9,--,--
1836,용기라면,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,100 g,466,66,18,7,"1,229",--
1837,갑오징어튀김,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,483.44kcal,135 ml,230,27,12,3,--,10
1838,커피 파우치형,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,160 ml,180,30,6,2,20,5
1839,큰컵까르보불닭볶음면용기라면,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,404.76kcal,105 g,470,63,21,7,"1,190",--
1840,대왕오징어튀김,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,534.8kcal,135 ml,230,27,12,3,--,10
1841,김치전,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,228.86kcal,2 개,195,29,5,9,590,15
1842,꼬막된장찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38.62kcal,350 g (1중간접시),941,29,59,72,"1,341",189
1843,꽁치불고기양념조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116.81kcal,1 개 (180g),230,36,8,3,150,40
1844,코다리양념찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,138.69kcal,350 g,435,52,4,46,"2,050",190
1845,단호박찜,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.74kcal,100 g,66,18,-,1,3,--
1846,돼지갈비김치찌개,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,293.24kcal,1 컵,289,37,8,16,106,10
1847,무부추무침,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,25.09kcal,200 g,144,9,8,9,"1,668",33
1848,닭개장,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,62.92kcal,2 pack,85,5,3,8,"1,570",10
1849,약고추장볶음,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,118.29kcal,100 g,128,30,-,1,15,--
1850,수수밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.74kcal,30 g,110,26,-,2,60,--
1851,애호박조갯살찌개,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,73.56kcal,500 g,145,17,2,14,"2,220",40
1852,감자쇠고기찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,60.8kcal,1 포,119,24,1,4,6,--
1853,마파감자,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,164.91kcal,1 컵,435,66,15,9,"1,710",--
1854,닭순살야채튀김,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,432.32kcal,1 인분,672,97,21,23,965,--
1855,닭고기감자찌개,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,213.87kcal,1 컵,289,37,8,16,106,10
1856,닭고기장조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,150.68kcal,1 pack,180,28,1,15,"1,770",50
1857,꽃게강정,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,259.65kcal,170 g,260,22,11,17,468,--
1858,가자미튀김,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,242.74kcal,142.9 g,130,207,37,71,--,--
1859,전복버섯버터볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.32kcal,1 cup,150,30,2,4,490,10
