,메뉴이름,계란류,우유,메밀,땅콩,대두,밀,고등어,게,새우,돼지고기,복숭아,토마토,아황산류,호두,닭고기,쇠고기,오징어,조개류,잣,열량,탄수화물,지방,단백질,나트륨,콜레스트롤
169,검은콩밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,32.13385826771653,14.606299212598426,35.05511811023622,0.0,0.0
170,닭고기미역국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58,10.756363636363636,0.8436363636363636,1.6872727272727273,288.94545454545454,2.109090909090909
171,김치국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1.0384615384615385,1.0384615384615385,1.0384615384615385,99.6923076923077,3.1153846153846154
172,햄야채볶음,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,179,0.0,0.0,0.0,0.0,0.0
173,콘푸로스트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,26.0,0.0,1.0,160.0,0.0
174,오징어튀김,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,426,50.00869565217391,22.22608695652174,5.556521739130435,0.0,18.52173913043478
175,닭순살야채조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,226,30.94047619047619,0.0,21.523809523809526,343.0357142857143,0.0
176,부대찌개,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,238,40.43689320388349,2.3106796116504853,9.242718446601941,0.0,0.0
177,낙지불고기,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,103,4.019512195121951,3.0146341463414634,13.06341463414634,236.64878048780488,40.19512195121951
178,애호박나물,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,88,0.0,0.0,0.0,0.0,0.0
179,칠리새우볶음,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,145,14.166666666666666,5.0,8.333333333333334,131.66666666666666,0.0
180,야채튀김,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,332,79.28358208955224,0.0,0.0,9.91044776119403,0.0
181,감자맛탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,303,38.832129963898915,11.485559566787003,13.673285198555957,429.34115523465704,35.55054151624549
182,상추겉절이,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5.333333333333333,0.0,1.7777777777777777,188.44444444444446,0.0
183,쫄면,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,806,164.2559241706161,3.8199052132701423,15.27962085308057,1913.7725118483413,0.0
184,닭곰탕,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,97,1.8653846153846154,1.8653846153846154,16.78846153846154,1119.2307692307693,55.96153846153846
185,콩나물국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.0,0.0,0.0,0.0,0.0
186,만두튀김,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,567,98.34475374732334,8.498929336188437,20.640256959314776,0.0,0.0
187,열무비빔밥,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,538,84.10421836228288,17.35483870967742,8.009925558312656,1252.2183622828784,0.0
188,닭볶음탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,179,37.86538461538461,0.0,3.4423076923076925,10.326923076923077,0.0
189,햄감자볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,147,4.741935483870968,11.85483870967742,3.556451612903226,21.338709677419356,0.0
190,토마토스크램블에그,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,115,11.986970684039088,3.745928338762215,7.866449511400652,213.14332247557005,0.0
191,고구마샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,34.10909090909091,3.6545454545454548,1.2181818181818183,207.0909090909091,12.181818181818182
192,과일푸딩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,31.282758620689656,0.0,0.0,0.0,0.0
193,햄치즈버거,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,645,43.0,32.25,32.25,494.5,75.25
194,로제떡볶이,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,321,46.20454545454545,9.321969696969697,12.56439393939394,976.375,16.21212121212121
195,마늘삼겹살구이,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,534,0.0,44.61618798955614,27.885117493472585,1555.9895561357703,0.0
196,탄산음료,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,28.963636363636365,0.0,0.0,5.363636363636363,0.0
197,버섯덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,484,88.0,8.0,12.0,981.6,0.0
198,제육덮밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,711,84.14201183431953,16.828402366863905,46.27810650887574,4703.538461538462,25.242603550295858
199,감자짜글이,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,151,25.166666666666668,0.0,0.0,25.166666666666668,0.0
200,비빔당면,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101,20.794117647058822,0.0,2.9705882352941178,86.1470588235294,0.0
201,닭고기김치찜,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,207,14.113636363636363,8.468181818181819,18.818181818181817,0.0,0.0
202,북어채콩나물국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0.0,0.0,0.0,0.0,0.0
203,부추겉절이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,,,,,
204,복숭아 주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,19.7027027027027,0.0,0.0,10.945945945945946,0.0
205,치킨텐더,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,598,47.84,11.96,71.76,1794.0,0.0
206,오이소박이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.7037037037037037,0.0,0.7407407407407407,435.55555555555554,0.0
207,고추참치덮밥,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,578,112.88,8.16,13.6,979.2,13.6
208,양파닭,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,517,114.88888888888889,0.0,14.36111111111111,28.72222222222222,0.0
209,피크닉청포도 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,12.0,0.0,0.0,2.0,0.0
210,오삼불고기,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,501,63.06293706293706,24.524475524475523,21.02097902097902,3258.2517482517483,0.0
211,모듬야채,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,6.027272727272727,1.8545454545454545,2.7818181818181817,570.2727272727273,6.954545454545454
212,비빔냉면,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,243.07368421052632,0.0,10.56842105263158,792.6315789473684,0.0
213,돼지고기수육,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,434,3.6016597510373445,35.65643153526971,24.131120331950207,149.82904564315353,47.90207468879668
214,감귤 주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,10.057142857142857,0.0,0.0,37.714285714285715,0.0
215,명태매운탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,16.98219584569733,2.3026706231454006,2.3026706231454006,24.178041543026705,0.5756676557863502
216,코다리강정,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,422,21.944,21.1,34.604,0.0,0.0
217,망고 주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,6.644444444444445,0.0,0.0,5.777777777777778,0.0
218,깐풍기,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,513,67.4014598540146,18.722627737226276,11.233576642335766,531.7226277372263,48.67883211678832
219,고등어순살튀김,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,414,0.0,23.96842105263158,47.93684210526316,185.21052631578948,152.52631578947367
220,간장 돼지불고기,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,309,12.058536585365854,9.04390243902439,39.19024390243902,709.9463414634147,120.58536585365853
221,생선묵조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,161,6.2890625,8.8046875,12.578125,704.375,44.0234375
222,주스사과,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,8.177777777777777,1.0222222222222221,0.0,30.666666666666668,0.0
223,주꾸미삼겹살볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,388,40.45497630331754,9.19431279620853,33.09952606635071,1688.0758293838862,367.77251184834125
224,매콤닭순살덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,569,94.5661971830986,11.219718309859156,19.23380281690141,1832.0197183098592,32.056338028169016
225,열무된장무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6.571428571428571,1.3142857142857143,1.9714285714285715,46.0,3.2857142857142856
226,오이부추무침,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,37,2.3125,2.0555555555555554,2.3125,428.5833333333333,8.479166666666666
227,거봉포도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,9.839285714285714,0.0,0.3392857142857143,1.1875,0.0
228,꽈리고추건새우볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8.380952380952381,3.8095238095238093,3.0476190476190474,106.66666666666667,0.0
229,수박,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,20.533333333333335,0.0,0.0,2.933333333333333,0.0
230,오렌지 주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,21.221052631578946,0.0,2.0210526315789474,25.263157894736842,0.0
231,오리훈제야채볶음,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0.0,0.0,0.0,0.0,0.0
232,커피음료,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
233,쇠고기야채볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,112,3.536842105263158,5.894736842105263,10.610526315789473,392.58947368421053,87.2421052631579
234,오징어탕수,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,394,74.93251533742331,7.251533742331288,4.8343558282208585,99.1042944785276,0.0
235,소시지김치볶음,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,166,3.1619047619047618,11.066666666666666,9.485714285714286,565.9809523809524,99.6
236,오징어실채무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,128,4.063492063492063,2.0317460317460316,20.317460317460316,355.55555555555554,121.9047619047619
237,미역오이냉국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5.294117647058823,0.0,0.0,564.7058823529412,0.0
238,두부강정,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,371,74.2,0.0,6.183333333333334,123.66666666666667,0.0
239,아이스 망고바,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0.0,0.0,0.0,0.0,0.0
240,칼집비엔나구이,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,301,17.63671875,21.1640625,9.40625,1201.6484375,54.0859375
241,꽃게탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79,5.974789915966387,1.6596638655462186,9.294117647058824,745.8529411764706,70.36974789915966
242,물냉면,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,211.19565217391303,2.427536231884058,33.98550724637681,7224.347826086957,0.0
243,북어채무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4.545454545454546,1.5909090909090908,4.545454545454546,0.0,0.0
244,광어매운탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,137,2.9427207637231505,5.231503579952268,18.96420047732697,588.217183770883,122.61336515513126
245,팝콘치킨강정,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,585,94.5,27.0,4.5,630.0,0.0
246,찹쌀탕수육,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,269,28.96923076923077,8.276923076923078,16.553846153846155,372.46153846153845,41.38461538461539
247,콩나물냉국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.0,0.0,0.0,0.0,0.0
248,떠먹는 토핑형 발효유,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,14.0,1.0,3.0,60.0,10.0
249,배 주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10.4,0.0,0.0,0.0,0.0
250,소불고기,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,155,7.898089171974522,8.227176220806793,11.18895966029724,470.92356687898086,11.847133757961783
251,주스프레주한라봉 제주감귤,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,18.0,0.0,0.0,0.0,0.0
252,골뱅이무침,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,88,10.611764705882353,1.5529411764705883,7.764705882352941,369.8588235294118,50.98823529411764
253,팥빙수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,20.479041916167663,5.389221556886228,12.395209580838323,317.96407185628743,24.251497005988025
254,총각김치,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0,0.0,0.0
255,데리야끼치킨,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,440,45.01650165016502,15.973597359735974,29.042904290429043,1350.4950495049504,0.0
256,계란후라이,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,23.0,0.0,1.15,14.375,0.0
257,주스프레주망고,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,16.0,0.0,0.0,0.0,0.0
258,두부케첩조림,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,99,2.869565217391304,4.304347826086956,8.608695652173912,358.69565217391306,0.0
259,갑오징어야채무침,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,106,3.365079365079365,1.6825396825396826,16.825396825396826,294.44444444444446,100.95238095238095
260,햄게맛살볶음,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,151,6.711111111111111,0.0,5.033333333333333,0.0,0.0
261,미트볼케찹조림,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,439,29.606976744186046,27.565116279069766,18.376744186046512,1613.0697674418604,66.36046511627907
262,식혜,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,18.338658146964857,0.0,1.3099041533546325,1.0479233226837061,0.0
263,잡채밥,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,671,113.66121842496285,16.949479940564636,15.952451708766716,1359.9465081723627,0.0
264,마파가지덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,539,80.47042253521127,10.628169014084508,30.366197183098592,986.9014084507043,182.19718309859155
265,갈치순살튀김,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,352,84.05970149253731,0.0,0.0,10.507462686567164,0.0
266,콩나물된장덮밥,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,106.7,6.466666666666667,12.933333333333334,646.6666666666666,0.0
267,자장밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,784,126.96356275303644,23.276653171390013,15.870445344129555,1650.5263157894738,27.50877192982456
268,해물찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,18.802547770700638,0.6114649681528662,3.3630573248407645,360.0,3.9745222929936306
269,매일두유 초콜릿 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,135,20.0,4.0,4.0,0.0,0.0
270,팔보채덮밥,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,489,76.59036144578313,14.139759036144579,14.139759036144579,978.0,53.024096385542165
271,옥수수신선형,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,35.55,0.0,3.95,79.0,0.0
272,전복물회,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,100,20.895522388059703,9.552238805970148,14.328358208955224,597.0149253731344,29.55223880597015
273,치킨너겟,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,588,45.23076923076923,27.138461538461538,36.184615384615384,1266.4615384615386,90.46153846153847
274,매운소시지떡볶음,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,280,21.0,17.5,8.166666666666666,421.1666666666667,35.0
275,아이스크림 콘완제품,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,34.0,13.0,4.0,55.0,15.0
276,사과 주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,9.71111111111111,0.0,1.0222222222222221,15.333333333333334,0.0
277,시금치된장무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2.5789473684210527,5.894736842105263,2.5789473684210527,46.05263157894737,0.0
278,포도 주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,18.96153846153846,0.6538461538461539,0.6538461538461539,13.076923076923077,0.0
279,돈쭈꾸미볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,325,67.16666666666667,0.0,13.0,54.166666666666664,0.0
280,바나나,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,17.82857142857143,0.0,0.6857142857142857,0.6857142857142857,0.0
281,아이스크림 샌드위치,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,32.15172413793103,12.16551724137931,4.344827586206897,74.73103448275862,15.641379310344828
282,콩나물비빔밥,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,529,117.08533333333334,2.8213333333333335,8.464,663.0133333333333,0.0
283,고등어튀김고추장소스,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,167,35.42424242424242,0.0,0.0,1270.2121212121212,0.0
284,장어강정,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,394,78.8,0.0,6.566666666666666,131.33333333333334,0.0
285,대구매운탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2.3333333333333335,1.1666666666666667,10.5,385.0,100.33333333333333
286,토마토그린샐러드,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0
287,버섯들깨탕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58,8.016260162601625,2.3577235772357725,1.4146341463414633,14.617886178861788,0.0
288,바지락비빔밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,405,62.20367278797997,8.789649415692821,17.579298831385643,332.6544240400668,37.186978297161936
289,아귀탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,4.60625,1.046875,8.79375,259.625,0.0
290,파김치,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4.5,0.0,0.0,0.0,0.0
291,주스카프리썬 사과,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,14.0,0.0,0.0,0.0,0.0
292,토마토신선형,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,1.9684210526315788,0.8947368421052632,0.35789473684210527,8.052631578947368,2.6842105263157894
293,해물덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,504,65.36964980544747,14.381322957198444,27.455252918287936,1177.9610894941634,186.95719844357976
294,주스프레주파인애플,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7.0,0.0,0.0,1.0,0.0
295,시금치고추장무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1.9894736842105263,4.5473684210526315,1.9894736842105263,35.526315789473685,0.0
296,김장김치,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,3.3401459854014597,1.1007299270072992,0.6452554744525547,36.13430656934307,0.6452554744525547
297,감귤,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9.0,0.0,0.0,0.0,0.0
298,즉석쌀국수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,72.33542319749216,0.0,8.150470219435737,1557.7586206896551,0.0
299,무나물,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3.3333333333333335,3.3333333333333335,0.0,466.6666666666667,0.0
300,무밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0.0,0.0,0.0,0.0,0.0
301,대구탕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2.909090909090909,1.1636363636363636,18.036363636363635,0.0,0.0
302,생우동,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,391,50.048,18.768,4.692,125.12,46.92
303,딸기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4.586666666666667,0.96,1.28,0.0,0.0
304,순두부찌개,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128,8.741463414634147,6.2439024390243905,9.365853658536585,0.0,0.0
305,비빔만두,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,623,103.44150943396227,18.807547169811322,10.579245283018867,1422.3207547169811,0.0
306,브로콜리초고추장,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,80,15.081967213114755,1.3114754098360655,0.9836065573770492,547.5409836065573,0.0
307,갑오징어불고기덮밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,576,130.4470588235294,15.24705882352941,20.32941176470588,0.0,0.0
308,배추된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0.0,0.0,0.0,0.0,0.0
309,호박새우볶음,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,103,10.790476190476191,4.904761904761905,3.9238095238095236,137.33333333333334,0.0
310,시금치된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.0,0.0,2.1333333333333333,302.6666666666667,5.333333333333333
311,코다리조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89,11.17674418604651,4.1395348837209305,2.0697674418604652,49.674418604651166,47.604651162790695
312,워터젤리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,35.2,0.0,0.0,0.0,0.0
313,에너지바,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,22.410596026490065,6.225165562913907,10.375275938189846,416.2560706401766,0.0
314,꼬꼬떡국,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,478,110.5375,2.9875,8.9625,3955.45,0.0
315,배추된장무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75,11.538461538461538,0.0,0.0,375.0,0.0
316,우거지갈비탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,525,42.0,24.5,31.5,542.5,0.0
317,명태살튀김깐풍소스,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,371,63.6,5.3,21.2,901.0,79.5
318,초콜릿,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,33.36666666666667,14.3,4.766666666666667,47.666666666666664,0.0
319,짜먹는요구르트,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5.32,0.76,1.52,19.0,3.8
320,스파게티,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,782,126.52584269662921,17.573033707865168,28.11685393258427,0.0,0.0
321,쇠고기덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,604,12.08,6.04,126.84,0.0,0.0
322,닭순살코기튀김,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,540,77.94642857142857,16.875,18.482142857142858,775.4464285714286,0.0
323,순두부양념장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69,9.936,2.208,1.656,938.4,2.208
324,카레밥,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,614,100.01809954751131,17.595776772247362,13.891402714932127,1517.8672699849171,7.408748114630468
325,호박조갯살볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73,14.415189873417722,0.9240506329113924,1.6632911392405063,0.0,0.0
326,오리훈제파프리카볶음,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,13.344117647058823,25.66176470588235,16.423529411764704,441.38235294117646,87.25
327,음료수 탄산 과일,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,19.306122448979593,0.0,0.0,3.510204081632653,0.0
328,근대된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,6.153846153846154,1.2307692307692308,6.153846153846154,747.0769230769231,0.0
329,순두부된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,5.3125,4.604166666666667,6.020833333333333,3.1875,0.0
330,한라봉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,18.5,0.0,0.0,0.0,0.0
331,까르보나라떡볶이,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,387,73.17818181818181,7.036363636363636,6.332727272727273,633.2727272727273,10.554545454545455
332,냉이국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,8.105263157894736,0.0,5.7894736842105265,1203.0526315789473,13.894736842105264
333,쇠고기장조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,144,22.4,0.8,12.0,1416.0,40.0
334,아이스샌드,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,38.34782608695652,8.765217391304347,4.3826086956521735,0.0,54.78260869565217
335,청국장,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,118,8.371621621621621,5.581081081081081,9.16891891891892,127.56756756756756,17.93918918918919
336,파인애플에이드 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,25.0,0.0,0.0,28.0,0.0
337,새우튀김,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,376,32.478405315614616,21.235880398671096,11.242524916943522,693.2890365448505,74.95016611295681
338,과일샐러드,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,189,22.05,10.2375,2.3625,39.375,15.75
339,통새우볶음밥,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,741,140.31702127659574,12.61276595744681,15.76595744680851,1923.4468085106382,31.53191489361702
