,Unnamed: 0,메뉴이름,식사명,계란류,우유,메밀,땅콩,대두,밀,고등어,게,새우,돼지고기,복숭아,토마토,아황산류,호두,닭고기,쇠고기,오징어,조개류,잣,열량,날짜,부대
0,0,사인머스켓,조식,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90kcal,2021-09-25,5021
1,1,감자양파찌개,중식,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70.03kcal,2021-09-25,5021
2,2,버섯쇠고기찌개,석식,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,78.72kcal,2021-09-25,5021
3,3,우유,조식,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244kcal,2021-09-25,5021
4,4,쇠고기불고기,중식,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,300.59kcal,2021-09-25,5021
5,5,계란찜,석식,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88.45kcal,2021-09-25,5021
6,6,커피음료,조식,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2021-09-25,5021
7,7,계란말이,중식,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.53kcal,2021-09-25,5021
8,8,닭고기야채조림,석식,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,245.84kcal,2021-09-25,5021
9,9,갓김치,중식,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.52kcal,2021-09-25,5021
10,10,배추김치,석식,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5kcal,2021-09-25,5021
11,11,김치덮밥,조식,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,614.49kcal,2021-09-26,5021
12,12,잡곡밥,중식,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.29kcal,2021-09-26,5021
13,13,밥,석식,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363kcal,2021-09-26,5021
14,14,조개국,조식,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.69kcal,2021-09-26,5021
15,15,감자호박국,중식,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32.16kcal,2021-09-26,5021
16,16,들깨미역국,석식,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.32kcal,2021-09-26,5021
17,17,오징어채간장볶음,조식,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,96.26kcal,2021-09-26,5021
18,18,돼지고기고추장볶음,중식,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,455.68kcal,2021-09-26,5021
19,19,닭갈비,석식,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,306.55kcal,2021-09-26,5021
20,20,깍두기,조식,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.2kcal,2021-09-26,5021
21,21,배추된장무침,중식,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41.26kcal,2021-09-26,5021
22,22,콩나물매운무침,석식,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32.07kcal,2021-09-26,5021
23,23,우유,조식,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122kcal,2021-09-26,5021
24,24,열무김치,중식,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8kcal,2021-09-26,5021
