,Unnamed: 0,메뉴이름,계란류,wv,우유,메밀,땅콩,대두,밀,고등어,게,새우,돼지고기,복숭아,토마토,아황산류,호두,닭고기,쇠고기,오징어,조개류,잣,열량,기준양,기준열량,탄수화물,지방,단백질,나트륨,콜레스트롤,category
1770,1770,홍합계란찜,1,"[-5.4784925e-03 -4.7156108e-03 -1.7349905e-03  4.0392522e-03
 -8.8933669e-03  1.3476408e-03  2.1941245e-03 -1.2377442e-03
  1.0495612e-03 -3.6315713e-04  1.9219457e-03  4.2865081e-03
  8.4466022e-04 -2.4147471e-03  1.1385403e-03 -4.5181578e-03
 -3.8678404e-03 -9.1022281e-03 -1.7719727e-03 -1.6728416e-03
 -5.0128624e-04 -3.7830910e-03 -5.7072509e-03  1.9088638e-03
 -1.6748421e-03  1.0743788e-03 -9.1151530e-03 -1.7155794e-03
  5.3409473e-03  4.2987736e-03  7.2928146e-03  3.0441212e-03
 -6.1621070e-03 -1.7049955e-04 -3.8882340e-03  8.2131494e-03
  3.8104742e-03 -3.4540428e-03 -2.9631357e-03 -1.3097208e-03
 -5.1670237e-03 -3.1361040e-03 -1.9640280e-03 -1.1363248e-03
  2.9241925e-04 -1.0326677e-03 -1.8499489e-04  1.5024047e-03
  2.9233694e-03  5.7959254e-03  3.6034202e-03  9.1276392e-03
  9.6833706e-03 -5.8436184e-03 -7.1827666e-04  5.1978370e-03
  4.5252638e-04  4.6682097e-03 -8.7673916e-04 -1.2326690e-03
 -6.7679426e-03  4.9134931e-03  1.4752175e-03  3.3286717e-03
 -7.2319303e-03 -7.8770397e-03  9.3174417e-04 -9.3346729e-04
  1.0725334e-03  5.6596124e-04 -1.3377708e-03  1.3576953e-03
 -2.0895461e-03  6.7069298e-03 -7.2476985e-03 -9.4989385e-04
 -4.0963963e-03 -1.0959478e-03  3.8853788e-04  2.6949681e-05
  5.5913511e-03  4.1184383e-03 -1.4536642e-03  3.0888766e-03
 -2.5525785e-04  5.9019085e-03  7.3030759e-03  6.8682618e-04
  4.6298702e-04 -5.8963848e-03 -4.0760729e-03  7.3572705e-03
 -2.5977667e-03 -3.1251321e-03  6.1266352e-03  8.3516873e-03
 -6.5346481e-03 -4.1831238e-03 -5.9898794e-03 -5.0757509e-03]",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,116.18kcal,1 dish,168,9,8,12,100,359,9
1771,1771,생선묵야채튀김,1,"[ 2.4130545e-03  4.7046421e-03 -5.1185465e-03 -2.0005046e-03
  2.4696998e-03  1.8955208e-05  4.5092632e-03  6.2852204e-03
 -1.9790977e-04  3.0217175e-03 -2.3228861e-04 -8.3072763e-04
 -1.4997739e-04  5.0875982e-03 -2.8299750e-04 -2.6445335e-03
  1.5138176e-03  4.0605422e-03  2.7162666e-03 -4.3690251e-03
  1.6577400e-03 -3.8007849e-03  4.0024966e-03  4.4305129e-03
 -3.0706334e-03 -7.1129558e-05 -1.1037168e-03 -1.6391987e-04
 -5.5415686e-03 -1.0937348e-03  3.9278758e-03  9.9878851e-04
  5.9200949e-03 -4.3151109e-03 -1.6728569e-03  5.2401256e-03
  6.6625752e-04  4.8545247e-05 -7.7511645e-03 -1.8170831e-03
 -1.7442536e-03 -1.4288926e-03  1.4870027e-03 -2.3719692e-04
  4.0515759e-03  1.7503137e-04 -1.4403464e-03 -3.4470923e-04
  1.7682036e-03 -2.1975772e-03  1.1463457e-03 -4.2032884e-03
 -2.6559599e-03 -4.0235203e-03 -1.2782011e-03 -5.3647165e-03
 -2.4635119e-03 -3.6220725e-03 -2.3969072e-03 -7.1207662e-03
  1.7859960e-03 -4.9614180e-03  1.5871581e-03  1.7989315e-03
 -3.2161577e-03  3.4832866e-03  2.9700897e-03  4.3565156e-03
 -8.1505757e-03  4.4745579e-03  7.9193269e-05  4.3551894e-03
  3.5900361e-04  2.8563498e-03  7.7680973e-03  6.9001736e-04
  2.4978900e-03  1.2104898e-03  1.2978785e-03  1.6621123e-03
 -4.4929255e-03 -6.5668961e-03 -5.1228367e-03  3.7804685e-04
 -1.6381270e-03 -4.8719416e-03  5.0281184e-03  2.1727313e-03
 -6.2137120e-04 -1.0698150e-03  1.7394874e-03  9.0752146e-05
  5.6600594e-04 -1.0457051e-03  2.9823100e-03 -2.0186454e-03
  6.4205201e-03  1.5238668e-03 -8.1272499e-04 -8.6266786e-04]",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,446.09kcal,1 개,92,8,2,8,476,11,2
1772,1772,해물떡볶이,0,"[ 0.00696568 -0.00023941  0.00295719  0.00125497 -0.00821212 -0.00340942
  0.00101113 -0.00375814  0.00616781  0.00458116 -0.00975743 -0.00018087
 -0.00854352 -0.00397473 -0.00105053 -0.00357795  0.00040437 -0.00748659
 -0.00342337 -0.00753731  0.00617964  0.0052848  -0.0006894   0.00181512
  0.00589372  0.00284166 -0.00250774 -0.00256432 -0.00165731  0.00668533
  0.00164309  0.00391236  0.0056403   0.00438189  0.0028753   0.00687488
 -0.00041754  0.00131267 -0.00732345 -0.00514243  0.00110554 -0.00896744
 -0.0085139  -0.00140496  0.00240423 -0.0014124   0.00021259  0.00683248
  0.00240139  0.00824708 -0.00315048 -0.00292048  0.00522357 -0.00321346
 -0.00585281  0.00590764 -0.00263397  0.00144832 -0.00067841  0.00558866
  0.0013891  -0.00392441  0.00512021  0.00014027  0.00258008 -0.00195828
  0.00650222  0.00866015 -0.003154    0.00742917  0.00238698 -0.00046173
  0.00393496 -0.00050525 -0.00422965  0.00389104  0.00355201 -0.00289202
 -0.00218815  0.00790602 -0.00113835 -0.00130122 -0.00010128 -0.00041144
 -0.00291183 -0.00498059  0.00600019 -0.00067436 -0.00473956  0.00303515
  0.00531652 -0.00214594  0.00375301 -0.00089136 -0.0070053   0.0005918
  0.00590893  0.00506677 -0.00107355 -0.00458338]",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,310.18kcal,1 컵 200ml,84,21,-,-,3,--,6
1773,1773,새우순살맑은짬뽕,0,"[-2.1996254e-03  1.0267771e-03  3.2917354e-03  9.6279738e-04
  4.1039973e-03 -5.3423489e-03  2.9794874e-03  5.6305225e-03
 -1.2044924e-03 -3.2021969e-03 -3.1365759e-03 -5.0263829e-03
 -9.5535716e-04  2.7863227e-03  5.9797969e-03 -3.8647403e-03
 -1.8440923e-03 -2.9855841e-04 -3.6329718e-03 -7.1963947e-03
  1.0101862e-03 -3.9751176e-05 -7.3780800e-04 -2.6935444e-03
 -5.3821509e-03 -1.7852033e-03 -1.7117731e-03 -3.7320161e-03
 -3.7429661e-03 -1.6046859e-03  3.6355082e-03  2.2525336e-04
  3.2458096e-04 -1.7191515e-03 -4.5193876e-03  6.3168281e-03
  1.7742863e-03  6.0028490e-03 -5.7436473e-04 -6.5068384e-03
  5.6419359e-03 -3.6464708e-03 -3.0446362e-03  9.9277694e-04
  2.2266924e-03 -4.2082211e-03 -4.5621595e-03  3.4021132e-03
  1.3898328e-03  1.6493431e-03  1.8141306e-03 -2.5263741e-03
  2.8358942e-03  7.5865514e-04 -3.6155726e-04  4.0013590e-03
  2.3270370e-03 -3.0810244e-03 -4.3825810e-03 -2.6898470e-03
  1.3285493e-03  3.2181472e-03  7.4049056e-04 -5.0105234e-03
 -3.1194615e-03  2.9255033e-03  3.1890760e-03  3.8050364e-03
 -5.9559029e-03 -6.6626089e-04 -3.8324724e-04 -9.5066306e-04
  3.6876786e-03  3.6182075e-03  4.8591294e-03  7.7722687e-03
  2.0417159e-03  1.4342912e-03 -3.8943980e-03 -2.7550498e-04
  1.8279374e-03  1.0239092e-03 -1.8982969e-04  1.8902331e-03
 -2.2393661e-03  3.7807359e-03  2.3025689e-03  1.4922429e-03
  3.4631807e-03  6.8218517e-04  7.2686304e-03  5.0892965e-03
  2.8294450e-04  3.8487546e-03  5.3688013e-03  8.0504268e-03
 -1.4100709e-03 -1.6445382e-03  1.5934146e-03 -4.1259495e-03]",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,98.74kcal,1 봉지,520,77,18,12,"1,260",--,5
1774,1774,갑오징어풋마늘무침,0,"[ 9.3356171e-04 -1.2846233e-03 -9.3623341e-05  8.7511109e-04
  2.8668107e-03 -4.7974424e-03  3.9457981e-03  2.7512782e-03
 -3.2166257e-03 -2.0112423e-03 -1.7383171e-03 -2.2758779e-04
  1.0458516e-03 -9.3918509e-04  9.1267889e-04  5.9165363e-04
  2.8466936e-03 -2.8338376e-04 -8.5448613e-05 -4.0532970e-03
  3.3145139e-04 -1.2825718e-03 -3.8679722e-03  3.4097624e-03
 -6.0956916e-03  2.3274547e-03  1.3831239e-03 -8.4244169e-04
  3.8533751e-04 -9.3787897e-04  3.7676855e-03  1.4439804e-03
  2.0573346e-04 -2.6244598e-03  2.9160182e-03  1.0264914e-02
  5.6073442e-03 -1.2036737e-03 -2.8654721e-03 -6.3300515e-03
  3.0925297e-03 -2.8473656e-03 -1.7915455e-03  5.3572170e-03
  3.5924730e-03  3.8858526e-03 -2.7061254e-03  1.5806763e-03
  1.7304078e-03 -3.8234778e-03  2.6060818e-03  4.2464904e-04
  1.1646992e-03 -1.5396599e-03 -5.8133388e-03  6.2714005e-04
  7.3677336e-04 -7.3711993e-04 -6.4286496e-03 -2.7392632e-03
 -5.1417076e-03  4.1033407e-03  1.1480111e-04 -7.1585720e-04
 -3.7875473e-03  1.5843152e-03  1.0816845e-03  6.4077172e-03
 -6.7251851e-03  4.4779838e-03 -1.4746616e-03  9.8593289e-04
  6.3418446e-04  2.5789221e-03  3.9944174e-03 -3.7346012e-03
 -1.9614196e-03  2.1664493e-03 -1.5495575e-03  3.7425540e-03
 -2.4735937e-03  3.9233442e-04 -2.5958999e-03  9.1273536e-04
 -2.4197190e-03 -1.8121901e-03  7.3327129e-03  8.8815130e-03
  4.6348087e-03  2.8373750e-03 -2.1952847e-03  3.6075707e-03
 -2.4000786e-03  1.6781429e-03  1.7576604e-03 -1.4440729e-03
  6.5352628e-04 -3.5022493e-03  4.3456424e-03 -3.3376203e-04]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,154.09kcal,1 serving cooked,126,8,4,12,332,170,5
1775,1775,들깨버섯국,0,"[ 2.6718385e-03  4.9544852e-03  5.5213929e-03  3.2812662e-03
 -1.6156500e-03 -3.4760197e-03 -1.2568069e-03  5.5564507e-03
 -3.1745797e-03 -2.4594676e-03 -2.2261366e-03 -1.2169442e-03
 -1.7447062e-03  8.7560696e-04  5.5370242e-03 -2.6191708e-03
 -1.9299639e-03 -1.8101308e-03 -4.0254332e-03 -8.0403620e-03
 -3.4455929e-03 -9.8436733e-04  4.8497750e-04 -4.2498591e-03
 -9.5520997e-03 -1.6348421e-03 -5.0712172e-03  2.5413299e-03
 -2.5798069e-04  3.2153439e-03 -3.0285094e-03 -4.3220934e-03
 -2.5499221e-03 -2.4410803e-03 -2.6131878e-03 -1.7610175e-03
  7.5039640e-04  7.4823672e-04 -4.1716206e-03 -5.0339890e-03
  3.6666016e-04 -4.6501355e-04 -2.9587608e-03  1.4863238e-03
  9.2771539e-04 -2.2123950e-03 -3.3162956e-03 -8.5666846e-04
  5.4922453e-03  3.7740979e-03 -4.4740685e-03 -1.1927538e-03
  7.6528951e-03 -3.5615871e-03 -2.9132236e-03  6.6328086e-03
 -7.7619217e-05  1.0735855e-03  1.4581876e-04 -6.1563369e-05
  1.3921765e-03  7.7893207e-04 -2.4952679e-03  8.6539221e-04
 -5.3196973e-03  3.7913572e-03 -1.6040976e-04  7.9260208e-03
 -5.8892691e-03  2.9430741e-03  6.3325651e-04  4.4860621e-04
  8.9644425e-04 -4.4715311e-04  4.6557267e-04  1.4506313e-03
  3.9198697e-03  2.1713888e-03 -3.9839833e-03 -2.0497034e-03
 -4.0182243e-03  1.8273426e-04 -6.7932247e-03  4.3634637e-03
  3.8812213e-04 -1.8218374e-03 -5.5438653e-04  4.5246198e-03
  9.4255814e-03 -1.3147220e-03  1.2494676e-03 -1.7710136e-03
 -4.7649033e-03  4.8347046e-03  5.2866763e-03 -8.1295497e-04
 -2.9479263e-03 -2.4770468e-03  6.5086776e-04 -4.9741514e-04]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4kcal,450 g,250,43,6,6,890,--,8
1776,1776,계란장,1,"[-3.2712300e-03  2.3790626e-03 -4.9830968e-03  5.3675123e-04
 -8.9583173e-04 -6.2907450e-03 -2.0248969e-03  1.0351611e-02
 -7.9374220e-03 -1.0146644e-02 -5.3419604e-04  1.1903214e-03
 -2.3254238e-03  2.2063905e-03  7.7754341e-04 -6.0394674e-04
  2.1444424e-03 -9.2398878e-03  3.9102873e-03 -4.9154991e-03
 -7.3053222e-03 -2.8121864e-04  6.8565016e-05 -7.3920889e-04
 -2.1894346e-04  6.2394247e-04 -2.2983809e-03 -3.1529837e-03
 -5.2802055e-04  4.8005306e-03  3.6218748e-03 -4.9691531e-04
 -4.6274178e-03 -1.0051943e-02 -4.1587825e-04  9.1917356e-03
 -7.6129022e-03 -2.8007720e-03  1.6486084e-03 -9.9690277e-03
 -3.6483440e-03  9.4615109e-04 -5.4283096e-03 -1.3870454e-03
  1.0980280e-02 -2.6414485e-04 -4.2835101e-03 -2.9011816e-04
 -7.0677409e-03 -2.8117462e-03 -1.9174574e-03  3.2464038e-03
 -2.1848949e-03  9.1698603e-04  3.7355644e-03  1.7323417e-03
 -8.0201263e-03 -2.3985666e-03 -5.5821915e-03  3.6673390e-03
 -1.6357549e-03 -2.1229628e-03  2.2424750e-03  3.8387557e-04
 -4.0321047e-03  2.4439055e-03  5.6882463e-03  3.3842553e-03
 -1.0222376e-03  4.2427811e-03  9.8421623e-04  5.1195002e-03
 -6.3136760e-03 -1.7878001e-03  4.7420082e-03  2.9584579e-03
 -4.3713725e-03 -2.8908353e-03  6.2967972e-03 -5.3334003e-03
  2.6739254e-03 -3.4348289e-03 -4.8470520e-04  1.7329522e-03
  4.0953374e-03 -1.0584957e-03  4.4343881e-03  2.7200542e-03
  7.1141454e-03  6.2321573e-03 -3.8761408e-03 -5.5600586e-03
  8.6258631e-03  8.7000499e-04 -9.5942989e-04  1.1810092e-03
  5.1058433e-04 -3.8134684e-03  1.0174629e-02 -1.1080608e-03]",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85.08kcal,3 개,116,3,6,10,567,89,5
1777,1777,코다리순살시래기조림,0,"[-6.4583803e-03  1.8260425e-03  1.7339464e-03  1.3693287e-03
 -2.3835055e-03 -8.9900997e-03  2.2344207e-03  8.7185530e-03
 -4.1208491e-03 -3.0548777e-05  1.7920505e-03 -5.1544961e-03
 -2.1936577e-03 -1.7704257e-03  1.2333025e-04 -9.6340233e-04
  5.8905018e-04 -2.0103292e-03  2.8826727e-04 -5.7129813e-03
 -4.2128895e-04  1.2143578e-03  7.2095543e-04 -1.8955187e-03
 -9.0235769e-04  1.2034610e-03 -2.8041066e-03 -3.2957669e-03
 -6.7317206e-04  2.6642238e-03  2.3196170e-03 -3.7485417e-03
 -7.7103288e-04 -3.0758590e-03 -3.3393430e-03  7.2831190e-03
  3.8268361e-03 -1.3917978e-03  1.4761641e-03 -2.2180087e-03
  3.1431788e-03 -4.5428509e-03 -4.4613173e-03  1.0107900e-03
  2.7410504e-03  3.8801425e-04  2.0187749e-03  1.5976653e-03
 -1.7166646e-03 -2.0749373e-03  2.7825427e-03 -7.1958359e-03
  2.1174275e-03  5.1624514e-03 -4.7334987e-03  6.2466692e-03
  2.4947112e-03 -1.4478783e-03 -2.4156580e-03  3.9209491e-03
  8.6520653e-04 -5.0506694e-04 -1.6171465e-03 -5.7659158e-04
 -2.4047778e-03  1.2004152e-03  3.6348435e-03  5.8392319e-03
  6.3475265e-05  4.0566120e-03 -1.3319645e-03  2.5391919e-03
  7.8698918e-03 -4.6757562e-03  2.7250024e-03  5.4455930e-03
 -2.6811112e-03 -2.8211600e-03 -3.2589871e-03 -9.7502006e-04
 -2.5311303e-03 -2.3389587e-03 -5.4297335e-03  2.7579009e-03
 -1.8269707e-03  2.1851116e-03 -2.1538970e-03  2.2805771e-03
  1.4853918e-03 -1.6440919e-03  1.8244975e-03  2.4314818e-03
 -7.4429216e-04  4.7654752e-04  4.4860239e-03  3.0587949e-03
  4.4999020e-03 -2.7910254e-03  1.7358693e-03  1.1545079e-03]",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,178.37kcal,2 개,215,27,10,5,120,115,4
1778,1778,해물매콤잡채,0,"[ 8.1243337e-04 -2.4184820e-03 -4.4467133e-03 -4.1244640e-03
 -6.4119161e-03 -7.3559891e-04  4.0803845e-03  1.2909923e-03
  1.2920833e-03 -2.7120797e-04 -6.9735940e-03 -6.7505985e-05
 -3.0468665e-03  1.5651315e-03 -1.3481919e-03 -3.4856431e-03
 -3.5821993e-03 -7.7022258e-03 -7.7598110e-05  1.7915950e-03
  6.0400874e-03  4.1745775e-04 -1.1087705e-05 -6.1925184e-03
  5.8370917e-03  6.9330510e-04 -1.6350242e-03 -2.0599819e-03
 -5.5003720e-03  1.7952375e-03  5.8399923e-03  3.7380557e-03
 -1.7308485e-03  1.6230516e-03  3.8388863e-03  3.0175226e-03
  3.0429501e-03  2.7871334e-03 -3.5284020e-03  9.8304088e-05
 -2.6294992e-03 -3.3895865e-03 -8.4044505e-03  5.3569424e-04
  3.0229557e-03 -6.2177740e-03 -2.1826264e-03  3.0099668e-03
 -4.6178242e-04  5.9958193e-03  3.2531247e-03 -3.7822388e-03
 -6.1895611e-04 -8.7079452e-04  1.1625998e-03  5.3066774e-03
 -2.0595335e-03  4.6282637e-04 -5.4170038e-03 -1.8426053e-03
  1.2300651e-03  1.4994381e-03  2.2993625e-04 -2.0134633e-03
 -8.1586471e-04 -7.6098478e-04 -2.8776750e-04  6.4939964e-03
 -1.4074048e-03  7.4448674e-03 -1.5160817e-03  3.4677589e-03
  2.5500078e-03 -1.3301693e-03  3.4487722e-04 -2.5156667e-04
 -2.3310778e-03 -9.2459237e-04  3.1431459e-03  2.0761283e-03
 -2.7608685e-03 -3.3270593e-03 -6.0373917e-03  6.4495453e-03
  3.7106506e-03 -4.4058659e-03  1.8965701e-03  4.0638065e-03
 -2.4807747e-04 -1.0575458e-03  7.0700906e-03  4.2770044e-03
  5.0393180e-03 -4.9811802e-03 -9.3017705e-04 -1.0101158e-03
  4.5053712e-03  4.1415743e-04  3.0466050e-03 -2.5739293e-03]",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,185.27kcal,48 g,70,8,2,4,390,5,5
1779,1779,쇠고기버섯장조림,0,"[-3.5122288e-03  6.5393304e-03 -1.4251115e-03  2.6752434e-03
  5.0917938e-03 -4.6478445e-03 -2.1160748e-03  9.6679404e-03
 -7.2510573e-03 -4.5752893e-03  5.6282472e-05 -5.1803067e-03
  1.2113785e-03  5.0765462e-04  4.9802181e-03 -3.0405137e-03
  3.8840123e-03 -1.3554019e-03 -3.4090329e-03 -1.0119952e-02
 -4.0744669e-03 -4.2832950e-03  1.4161651e-03 -8.9467056e-03
 -1.4409303e-03 -1.2187117e-03 -4.6080216e-03  3.3006698e-03
 -2.1275100e-03  3.0294431e-03  4.4718301e-03 -2.9994752e-03
 -3.0479594e-03 -5.5440338e-03 -2.1100931e-03  5.2397521e-03
  5.9954007e-05 -1.4737707e-03 -8.7657978e-04 -5.8922539e-03
 -6.4830552e-04 -2.1563470e-03 -5.0905030e-03  2.0422789e-03
  4.2828550e-03  1.3121270e-03  1.7858581e-03 -2.2487408e-03
 -2.5591571e-03  1.3604355e-03  3.0577262e-03 -6.5806974e-03
  6.3205138e-04  2.6146322e-03 -3.9046737e-03  1.4395845e-03
  4.8698275e-04  1.6084490e-03 -6.1844978e-03  3.3088557e-03
  1.2526998e-03  1.7745403e-04  3.5600264e-03 -3.5026793e-03
 -6.6288812e-03  7.7186776e-03  9.4547560e-03  5.9767896e-03
 -5.6465236e-03  7.2196266e-03 -2.3265721e-03  5.1034703e-03
  3.4214281e-03  1.8120063e-03  1.1907904e-03  5.5352128e-03
 -1.6802873e-03  1.0733362e-03 -2.4331728e-04 -4.5185583e-03
 -4.1292626e-03  1.1995374e-03 -6.4261798e-03  2.6965742e-03
  1.4210184e-03 -2.6009693e-03 -7.8542379e-04 -1.6548416e-03
  7.8211902e-03  1.8482546e-03  1.2199117e-03  4.7223695e-04
  3.2187083e-03  9.1843773e-05  7.0933537e-03  1.5574257e-03
  2.9055397e-03 -2.4629380e-03  1.8260324e-03 -1.5772614e-03]",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,83.28kcal,1 pack,180,28,1,15,"1,770",50,4
1780,1780,콩나물오징어초무침,0,"[ 5.7503092e-03 -6.0039475e-03 -2.9377614e-03  7.6287630e-04
  6.7009670e-03 -2.9280477e-03  1.4004015e-03  9.9966787e-03
 -9.5473789e-04 -4.0413556e-03 -1.0381931e-03 -5.1048812e-03
 -1.6860701e-03  5.6306920e-03 -3.2862511e-03  2.3649724e-03
 -3.1376469e-03 -1.7979840e-03 -5.8537971e-05 -7.3617417e-03
  5.7331962e-03 -3.1345382e-03  1.6869768e-03 -4.0694827e-04
  3.0725319e-03  2.9265222e-03  8.2853343e-04 -2.5087812e-03
 -6.6266063e-04 -1.9647239e-03  2.1620467e-03  1.1146512e-03
 -2.6768669e-03 -2.2364708e-03 -9.2875073e-04  8.8161411e-04
  4.2502824e-03 -1.6002804e-03 -1.2046561e-03 -6.5912330e-03
  9.7806286e-04 -7.3404964e-03 -1.4086072e-03  4.4021686e-03
  2.0416649e-03  2.0888199e-03 -4.7701732e-03 -4.1683652e-03
  9.7283507e-03  1.3267988e-03 -2.3413307e-03 -8.3460668e-03
 -2.2565280e-03  3.6358749e-03  1.6435372e-03  4.7654700e-03
 -1.9961751e-04 -3.6773799e-04  1.1274848e-03 -2.1117937e-03
  4.7182697e-03  5.2390336e-03  4.9562785e-03  3.1188440e-03
 -4.3994593e-03  4.9178475e-03 -1.4333144e-03  5.0432910e-03
 -3.6417339e-03  1.8232873e-03  3.9837235e-03  4.5831380e-03
  4.9819630e-03 -2.4596627e-03  3.9785369e-03 -6.4890054e-03
  2.7335789e-03 -3.1178739e-04  1.4436063e-03 -5.5477787e-03
 -3.9074500e-03 -4.8108385e-03 -2.7028352e-03  3.8714272e-03
 -8.3593401e-04  9.5794903e-04 -2.0097822e-03 -1.5309351e-03
 -2.8555628e-03 -7.0363660e-03  5.7178386e-03  1.7600026e-03
  5.3838454e-03  8.1499675e-03  3.1145446e-03  4.6227211e-03
  1.2319972e-03 -1.9992897e-03 -2.1413860e-03  3.1177166e-03]",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,141.7kcal,1 소접시,38,5,1,2,401,--,5
1781,1781,돼지고기콩나물찌개,0,"[-6.0017291e-03 -1.2425816e-03 -3.5546690e-03  2.4607636e-03
  4.8794362e-04 -6.0410681e-03 -3.9794720e-03  6.0808212e-03
 -3.2217596e-03 -2.7670355e-03 -3.6586884e-03 -4.2057219e-03
 -7.0144408e-03  2.4093359e-03 -1.4261001e-04  6.9165900e-03
  8.4814307e-04 -3.5332118e-03  7.8841858e-04 -1.0962564e-02
  5.2637388e-03  4.6810936e-03  2.3245632e-03  1.8385043e-03
  4.3416400e-03  5.0488617e-03 -4.6824990e-03 -3.4673151e-03
 -3.4660914e-03  6.8297872e-04  8.0026640e-03  2.0138372e-03
  5.6212433e-03 -2.4244699e-03 -1.7558471e-03  4.4297981e-03
 -5.9942040e-04  1.8453579e-03 -2.8178934e-03 -6.6010691e-03
  4.4973395e-04 -4.2959456e-03 -2.8927356e-03  1.9180587e-03
  3.4955076e-03 -1.8601619e-03 -6.5644397e-03 -3.7830137e-04
  6.8593123e-03  3.0169953e-03 -3.9357848e-05 -1.2226071e-03
 -2.1255761e-03  5.1514511e-03  4.3889714e-04  5.0810742e-04
 -8.5896300e-04 -5.4552690e-03 -3.7869085e-03  2.9875003e-03
  3.0754788e-03  6.6218092e-03  5.6055393e-03  3.0340801e-03
 -2.1036565e-03  1.2676514e-03 -4.1847405e-04  2.9303154e-03
  5.5380602e-04  2.0376244e-03  2.0439057e-03  4.4092080e-03
 -2.1562797e-03 -3.3909949e-03  6.2675211e-03 -1.4075952e-03
  3.0146958e-03 -2.1972733e-03  4.6010590e-03 -2.5621259e-03
  1.4590797e-03 -6.6810395e-03 -3.1992204e-03  4.1049528e-03
 -1.9916801e-03  6.5097272e-05 -1.5303757e-03  3.2438235e-03
  2.4380677e-03 -2.3798465e-03  4.6139765e-03  8.0039101e-03
  4.9847723e-03  4.8870076e-03  2.5128580e-03  5.8092643e-05
 -2.4959410e-03 -1.7990405e-03 -3.0545238e-04  5.3906254e-03]",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,114.73kcal,1 컵,289,37,8,16,106,10,5
1782,1782,연근깐풍기,1,"[ 8.1381085e-04  1.2179480e-03  6.3657141e-03  1.3948733e-03
  7.3969648e-03 -1.6221699e-03  3.6745388e-03 -2.1642784e-04
 -6.9400319e-03  7.3203831e-03  4.2814664e-03  5.7446458e-03
 -5.5204169e-03  1.5623304e-03  6.5679196e-04  4.6893302e-04
 -1.3377427e-03  1.2304204e-03  1.8141350e-03  6.7101186e-04
  4.9904040e-03  2.5697881e-03 -2.4458661e-03 -1.4873312e-03
 -9.1276458e-04 -3.8414944e-03 -1.6160193e-05 -3.5637568e-03
 -4.2764512e-03  1.9913574e-03  1.4502433e-04 -2.1366710e-03
  4.3570744e-03  8.0063939e-03  6.5062800e-03  9.5036216e-03
  4.3982500e-03  1.6814501e-03 -8.9019826e-03 -4.7412491e-04
  7.0709892e-04 -7.1254354e-03 -3.9506922e-03  5.7416293e-04
 -4.5366390e-03  5.1773861e-03  2.6870160e-03 -6.5976088e-03
 -3.5405597e-03  3.1634015e-03 -3.5941438e-04 -7.8815129e-03
 -7.4012741e-04 -8.4648235e-04 -6.2294290e-03  3.6455719e-03
 -2.4115113e-03 -1.8988543e-03  1.6977089e-03 -1.5261676e-04
 -4.2596837e-03  2.3085615e-03 -2.9637460e-03 -1.9757543e-04
 -2.6510758e-03 -1.9002913e-03 -5.0658989e-04  6.2622260e-03
 -3.3998115e-03 -1.4960908e-03 -4.5166505e-03 -5.4196031e-03
  2.1752203e-05 -6.5203635e-03  7.4867677e-04 -1.7720548e-03
  7.1880221e-04 -1.2308415e-03  4.7580930e-03  3.9712619e-03
 -6.1345203e-03 -2.3834073e-04 -3.9886590e-03 -1.6758131e-03
  6.8555595e-03 -8.7862760e-03  3.0996546e-03  3.6509098e-03
  1.2475532e-04 -6.2942374e-03  5.0744181e-03  6.5609403e-03
  6.7817378e-03  4.8170397e-03  7.8794565e-03  4.8353481e-03
 -1.8650889e-03  3.2131851e-03 -3.0166465e-03  4.4424068e-03]",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,584.54kcal,1 조각,137,18,5,3,142,13,9
