,Unnamed: 0,메뉴이름,계란류,wv,우유,메밀,땅콩,대두,밀,고등어,게,새우,돼지고기,복숭아,토마토,아황산류,호두,닭고기,쇠고기,오징어,조개류,잣,열량,기준양,기준열량,탄수화물,지방,단백질,나트륨,콜레스트롤,category
422,422,닭고기야채조림,0,"[-1.0369532e-03 -1.6221148e-03  3.4721754e-03  1.1414257e-03
  2.0995804e-03 -4.9727610e-03  6.4911642e-03  7.2574243e-03
 -3.6748871e-03 -4.7234083e-03  2.8594161e-04 -5.5289865e-03
 -4.8792022e-03  5.1178802e-03 -2.2192175e-05  2.2580407e-03
  6.1632670e-03  5.6785033e-03 -1.0575170e-03 -8.4496867e-03
 -1.0336259e-03 -1.4706072e-04  9.1065122e-03 -6.0080965e-03
  3.1524042e-03  5.4204524e-03 -5.5322307e-03 -2.2177196e-03
 -5.3170174e-03  2.9958859e-03  6.1062663e-03  2.1997467e-03
  3.8573490e-03 -5.1628691e-03 -5.8189523e-03  4.2923796e-03
 -2.4779714e-03 -5.6081829e-03 -3.2793016e-03 -4.1345432e-03
  5.2661602e-03 -6.7507662e-03 -2.0139904e-03  6.2573940e-04
  5.2442160e-03  2.7540699e-03  8.6996425e-04 -7.5508505e-03
 -4.4139093e-04  6.2213186e-04  3.6455628e-03 -9.5626684e-03
 -2.1623012e-03  3.1431864e-03 -7.5807790e-03 -7.3066104e-04
  6.2894513e-04 -4.0076781e-04 -5.2890517e-03 -2.2564670e-03
 -3.3214735e-04 -9.8711964e-05  2.3605914e-03 -4.3545244e-04
 -4.3355152e-03  8.6873574e-03 -5.0797313e-04 -2.3207515e-03
 -6.4586936e-03  3.3340037e-03 -5.0188066e-03  3.5497695e-03
  4.6995501e-03  9.2779956e-04  6.7831767e-03 -1.5599887e-03
 -3.3557185e-03  1.9806055e-03 -3.7446178e-03  4.2287186e-03
 -3.8573766e-04 -1.6975785e-03 -5.8426620e-03  7.5660268e-04
 -1.3222060e-03 -1.8505482e-03  6.9668074e-03 -3.8139627e-03
 -1.9470360e-03 -4.9678874e-03  1.6555010e-03  1.1277316e-03
 -2.4376313e-04 -3.0102760e-03  4.9827341e-03  2.8470245e-03
  7.6248054e-03 -3.1790994e-03 -4.8386096e-03  2.4533579e-03]",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,238.4kcal,1 box,168,23,-,16,255,--,4
423,423,자두,0,"[-0.00641551 -0.00740859 -0.0032163   0.00488134 -0.0061794   0.00292342
  0.0079434  -0.00418935 -0.00369091 -0.00025581 -0.00190063 -0.00371309
  0.00583385 -0.00574851  0.00245277 -0.00414616 -0.00414171 -0.0018651
 -0.00085081  0.00267955  0.00908858  0.00333016 -0.0081653  -0.00871152
 -0.00438382  0.00621226 -0.00739051 -0.00391265 -0.00507063  0.00126251
  0.00926329  0.00542484 -0.0062157   0.00250048  0.00760007 -0.003765
  0.00033098  0.00309325  0.00329732 -0.00377668 -0.00994522 -0.00529756
  0.00198715  0.00714449  0.00267034 -0.00244364  0.0042503   0.00987607
 -0.00619873 -0.00474129 -0.005827   -0.00062324  0.00692517  0.00136402
  0.00083016  0.00736131 -0.00276177 -0.00988401 -0.00578793  0.00241421
  0.00994038  0.00124727 -0.00792613 -0.00909262  0.00186851 -0.00840035
  0.00113966 -0.00366211 -0.00544842  0.00351277 -0.00489571 -0.00235677
 -0.00522136 -0.00491665 -0.00831187 -0.00106621 -0.0089788  -0.00368455
  0.00533694 -0.0060684  -0.00192814 -0.00873156 -0.00729352  0.00573527
 -0.00776491  0.00476661  0.00681481  0.00785997 -0.00834481  0.00454797
 -0.003858   -0.00701638 -0.00980851 -0.0059764   0.00018326 -0.00806829
 -0.00746919  0.00840609 -0.00360018 -0.00048653]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26kcal,1 개,30,11,-,-,--,--,6
424,424,오징어실채볶음,1,"[ 7.5024058e-04 -5.2665458e-03 -3.1038863e-03  1.2403966e-03
 -1.6837381e-03 -7.3095611e-03  2.3516249e-03  9.9214148e-03
 -2.5528427e-03 -3.3977963e-03  2.8485567e-03 -7.0818246e-04
 -3.4116665e-03  3.2800417e-03  2.8935061e-03  7.2798273e-04
 -5.0591654e-04 -2.7384944e-03 -2.2675819e-04 -5.3719068e-03
  2.5540423e-03  1.9243709e-04  3.5886709e-03 -5.5747582e-03
  2.1168259e-03 -2.9908381e-03 -2.6099933e-03  3.2361667e-03
 -1.2346621e-03  3.0268799e-03  1.6322950e-03 -1.6603207e-03
  3.7459452e-03 -5.7567940e-03  2.3991393e-04  1.9314550e-03
  4.4650875e-04 -4.6775360e-03  1.0787107e-03 -9.3631297e-03
 -1.7965182e-03 -3.8724805e-03 -2.0803977e-03  8.7303563e-04
  3.7315758e-03 -4.3001055e-04 -2.9226749e-03 -5.6170230e-04
  2.7183751e-03  5.6848656e-03 -4.6445010e-03 -3.1839514e-03
 -1.6641705e-03  3.9253477e-03  2.9462087e-03  3.9348812e-03
  1.1521275e-03 -3.4177259e-03 -9.5466129e-04  4.4212556e-03
  1.0954912e-03  2.7420497e-03  7.6151412e-04  7.3189754e-04
 -5.9061917e-03  6.4589358e-03  6.5172580e-03  1.0281217e-02
 -8.7060183e-03  4.8422264e-03  2.8380756e-03  1.8230304e-03
  7.3360796e-03 -1.7979828e-03  3.8749001e-03 -2.5488078e-03
  1.5138648e-06 -9.2298014e-04 -5.8179894e-03 -3.6309855e-03
  1.0421441e-03 -3.9399634e-03 -1.9462479e-03  7.6370211e-03
  6.0530799e-04  2.6196926e-03  3.3172900e-03  3.1012163e-04
 -9.3899592e-04  2.4111439e-03  1.2951677e-03 -1.5796794e-03
  4.4080834e-03  1.1537762e-03  6.7462791e-03  6.7923795e-03
  2.2110911e-03 -5.3280089e-03  2.9186527e-03 -4.4070056e-04]",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,112.83kcal,20 g,55,8,-,3,232,33,0
425,425,멕시칸샐러드,1,"[-0.0018631   0.00226571  0.00947648 -0.00148782  0.0065039  -0.00285881
 -0.00258337  0.01180131 -0.00021173  0.00121823 -0.00357697 -0.00026315
 -0.00347975 -0.00289615 -0.00473183 -0.00482637  0.00419455  0.00127383
 -0.0017441  -0.0027855  -0.00227667  0.00158231 -0.00136431  0.00736407
  0.00309979  0.00715158 -0.00316481  0.00291704 -0.00310283  0.00734977
 -0.00440331 -0.00123104  0.0012201  -0.00244264  0.00104928  0.00016465
 -0.00692757 -0.00226154  0.00163552 -0.00359601 -0.00240404  0.00327046
 -0.00508658 -0.00036768 -0.00280106 -0.01054633  0.0074987  -0.00065784
 -0.00671187  0.00690775  0.00500034 -0.00586105 -0.00402472  0.00237797
 -0.00198423 -0.00557557  0.00175786 -0.00126234  0.00335637  0.00014016
 -0.00547164 -0.0044416   0.00754527  0.00530944  0.00072677  0.00146405
  0.00406016  0.00513925 -0.0085277   0.00461989  0.00087748  0.00791736
  0.00474245 -0.00514779  0.00023061 -0.00377946 -0.00171575 -0.00158306
 -0.007217   -0.00343822 -0.0078172   0.00236771 -0.00141659  0.00690158
 -0.00555889 -0.00447726  0.00333093 -0.00312844 -0.00369894 -0.0023495
  0.00683894  0.00259866  0.00744985 -0.00423508  0.00741308 -0.00333031
  0.00961917  0.00215763  0.00174555 -0.00056294]",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,111.99kcal,1 개,220,18,10,14,630,40,5
426,426,초코우유,0,"[-1.1369379e-03  3.4647514e-03 -9.1597699e-03 -3.3680561e-03
  8.8826218e-04  9.3429151e-04  6.9981576e-03 -9.5771533e-04
  7.3532620e-03 -6.9991155e-03 -1.0838830e-03  1.3440985e-03
  4.2693545e-03 -7.3584942e-03 -8.4867645e-03  8.4356673e-04
 -4.8964424e-03  5.8765584e-03 -7.1565686e-03  6.2669162e-04
 -1.9454012e-03 -1.4943772e-03  7.2702845e-03  2.0838811e-03
  3.2060193e-03 -1.0619295e-04 -5.6365719e-03 -4.7270921e-03
 -6.1072987e-03 -3.9846003e-03 -3.5098398e-03  6.5446431e-03
 -7.4404422e-03  3.0951058e-03  5.0311349e-03  2.0254203e-03
 -2.0213129e-03 -3.0802486e-03 -8.2776882e-03 -1.9924399e-03
  7.2683329e-03  3.2515556e-05 -3.6743151e-03 -2.7512817e-03
  1.6573698e-03  2.2771908e-03 -1.2728511e-03 -1.6626425e-03
 -1.3764808e-04 -8.7198359e-04 -2.0646239e-03 -2.7106258e-03
  1.4119223e-04 -5.5264245e-05 -7.9186019e-03  5.4612546e-04
 -5.0295522e-03  6.5625709e-04  1.5165780e-03 -2.1644207e-03
  4.9170861e-03 -4.8399949e-03  5.3503891e-03  8.8392645e-03
 -1.7886641e-03  1.7104736e-03  3.2588905e-03 -6.9564395e-04
  1.0417886e-03  1.5131432e-03 -1.9348576e-04  3.0666939e-03
 -4.1497648e-03 -1.1601120e-03  1.9031324e-03 -4.4951257e-03
  2.9057204e-03  4.2514992e-03 -6.9993464e-03  5.7141590e-03
 -6.0765557e-03 -2.9493007e-03  3.4060660e-03 -3.1395857e-03
  5.1529449e-03  7.0832088e-03  1.2964921e-03  2.5943862e-03
 -9.4186125e-04 -8.8096950e-03 -7.3823310e-04 -1.6421740e-03
  2.8795109e-03  2.2982683e-03 -5.7598413e-04  3.1740309e-03
  2.8610930e-03  3.6368167e-03  4.1016969e-03  2.5646742e-03]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126kcal,1 컵,600,80,22,20,400,--,6
427,427,고추참치김치덮밥,0,"[ 1.0974847e-03  8.8686440e-03  3.2818767e-03 -5.2911928e-05
  4.4526272e-03 -2.8505747e-03  7.7118110e-03  2.8488699e-03
  1.8381298e-03 -5.8663618e-03  3.4093596e-03 -6.8887207e-03
  2.3064017e-03 -3.5746704e-04 -2.6130839e-04  3.8965542e-03
  6.5832189e-04 -2.3794929e-03 -5.2152621e-03 -7.6121986e-03
 -1.7224636e-05  6.7608566e-03 -7.2891824e-05 -3.8883209e-03
 -6.4492198e-03  5.9673432e-03 -1.3598995e-03 -7.4231992e-03
  1.2072804e-03  1.7433980e-03  5.9152348e-04 -5.9472467e-03
  4.1751745e-03 -1.8648645e-03 -5.4032234e-03  5.4639508e-03
 -1.9993488e-04  1.1089805e-03  6.9406175e-04 -7.1781212e-03
  2.8927033e-03  2.0560431e-03 -5.6344684e-04  2.0421587e-03
  4.7376188e-03  1.2948089e-03 -7.6495419e-04 -2.7492307e-03
  3.0345740e-03 -1.6263197e-03  4.3762522e-04 -3.7970743e-03
 -4.6856055e-04 -2.3482996e-03 -7.7005883e-05  2.6206996e-03
  2.5066102e-03  1.1114490e-03  2.7638990e-03 -1.8882799e-03
 -1.5041500e-03 -6.4143357e-03  3.2148072e-03  1.8034060e-03
 -1.7015617e-03  5.2257869e-03  9.1895927e-05 -9.4111287e-04
 -8.2929553e-03  1.4868058e-03 -5.8247685e-03  1.0876954e-03
  7.5229751e-03 -1.1178297e-03 -1.8511878e-03 -2.0343449e-04
  4.2472349e-04 -3.3222719e-03 -4.5490782e-03 -2.9127463e-03
 -3.9688763e-03 -1.6690292e-03 -8.5366564e-04  4.3558236e-04
  2.5512115e-03 -6.3269923e-05  3.5024497e-03  9.2235114e-04
 -3.3081780e-04 -1.0621088e-03  2.5221417e-03  3.9935112e-03
  5.9536286e-04  5.2856044e-03  5.8405343e-03 -1.5840507e-03
 -9.6446328e-04  3.1305598e-03  3.7086941e-03  1.3186617e-03]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598.15kcal,290 g,425,84,6,9,720,11,7
428,428,쇠고기야채덮밥,0,"[-1.8895580e-03  3.7093235e-03 -1.2503884e-03  3.5631005e-03
  5.3399261e-03  1.3858089e-03  5.3863241e-03  3.5998600e-03
 -7.3047671e-03  1.8633940e-03  9.2971418e-04 -5.1960312e-03
  5.4382323e-03  3.0786784e-03  4.4094385e-03 -3.4845639e-03
  2.8069213e-03  3.3688333e-03 -5.3543374e-03 -9.4973734e-03
 -1.2798968e-03  6.2583666e-04  5.4530767e-03 -5.7501364e-03
  3.1222405e-03  3.4182169e-04  9.5552532e-05 -4.0198900e-03
 -3.2682798e-03 -1.7117917e-03  7.6458696e-03 -1.3883612e-03
  2.3741461e-04  2.2804157e-03 -7.0721353e-03  3.6714636e-03
 -3.0762225e-03 -1.0523186e-03 -1.5505180e-03 -1.0452859e-02
 -2.4090521e-05 -2.8547123e-03  1.3544479e-03 -3.1543590e-04
  4.2297351e-03  3.2368226e-03 -3.3494821e-03 -3.4230698e-03
 -3.4887269e-03 -2.4678952e-03  1.2909429e-03 -5.8502485e-03
 -4.8432159e-03 -2.7425978e-03 -5.4252483e-03 -4.4873538e-03
  2.4930737e-04 -5.0044004e-03 -4.6376423e-03 -6.0836654e-03
 -1.3092533e-04 -3.8602923e-03  8.7327538e-03 -5.1737158e-04
 -9.6024908e-03  7.1206228e-03  3.4504104e-04  4.4964203e-03
 -1.1744621e-02  3.5557917e-03 -2.8779863e-03  5.3932271e-03
  4.2799446e-03  4.1766400e-03  1.0961859e-03 -9.3745021e-04
  2.3311267e-03  2.8135255e-05 -7.0581078e-03  1.5705790e-03
  1.4155548e-03 -8.2618725e-03 -4.8364066e-03  3.5728738e-03
  8.9981925e-04 -2.8048595e-03  2.6771596e-03 -4.5996592e-03
  2.1426980e-03  9.4877946e-04 -1.7362894e-03  3.3494513e-03
  2.9596437e-03 -1.2585246e-03  8.7425038e-03  6.5930611e-03
  6.3790386e-03 -1.0778889e-03  5.4426887e-03 -2.7301323e-03]",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,525.88kcal,100 g,100,2,1,21,--,--,7
429,429,버섯감자찌개,0,"[ 0.00248428  0.00100662  0.00046154  0.00174322 -0.00209885 -0.00916566
 -0.00223218  0.0098317  -0.00514534 -0.00651062  0.00405905 -0.00378473
  0.0009804  -0.00128831  0.00285139  0.00105978  0.0011449  -0.00789944
  0.00101316 -0.01150072 -0.00193971 -0.00216739  0.00157754 -0.00586915
 -0.00392986 -0.00258708 -0.00613773  0.00315631  0.00115236  0.00018545
  0.00208685 -0.00067629  0.00578524  0.00484358 -0.00252998  0.00580578
  0.00185098 -0.00083124 -0.00535649 -0.00418852 -0.00167571 -0.00098128
 -0.00365728  0.00356885 -0.00112691 -0.00323283 -0.00017445  0.00120059
 -0.00123536  0.00585512  0.00091368 -0.00145534 -0.00010499  0.00527746
 -0.00099716 -0.00169533 -0.00196667 -0.00029645  0.00129473  0.00066617
 -0.00256437  0.00208573  0.00456478 -0.00172159 -0.00957884  0.00424424
 -0.00073769 -0.00102854 -0.00480205  0.00052055  0.00023547  0.00898078
  0.00015722  0.00088637  0.00432746  0.00406068  0.00096102 -0.00220309
 -0.00137376  0.00106883  0.00161964  0.00458707 -0.00280273  0.00674652
 -0.00140921 -0.00011894 -0.00584339  0.00141763  0.00958293  0.00519415
  0.00339879  0.00345394 -0.00212935  0.00627879  0.00688402 -0.0027252
 -0.00170524 -0.00271131  0.00409518 -0.00262599]",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66.93kcal,400 g,167,15,5,14,"1,293",16,5
430,430,돼지고기육개장,1,"[-7.8443503e-03  6.4147403e-03 -4.2732442e-03 -4.4873748e-03
 -4.3007871e-03 -4.2431960e-03 -1.9156416e-03 -3.8755964e-04
 -7.2446479e-03 -1.1763436e-03 -3.9412593e-03  3.5696737e-03
 -6.3514723e-03 -1.5019237e-03  1.7134815e-03 -1.6955624e-03
  2.4759457e-03  3.6260593e-03  3.1285926e-03 -6.3892785e-03
  2.1502548e-03  1.9523762e-03  2.9699365e-04  3.6907461e-03
  2.6999093e-03  6.1226916e-04 -2.7976029e-03 -1.4827410e-03
 -1.5066633e-03  3.7988340e-03  6.0929498e-03 -1.9241823e-04
  9.0788715e-03 -6.0244109e-03  9.1108028e-05  1.2052851e-04
 -8.7940339e-03  7.3387637e-03 -8.9866517e-05  2.5844481e-04
  2.0077045e-04 -3.3448641e-03 -1.5995698e-03  3.8952567e-06
  2.1818159e-03 -5.0170403e-03  1.0844697e-03  4.4711819e-04
  1.1127605e-04  1.2797035e-03 -2.1050561e-03 -5.1047374e-03
 -1.9739019e-03  1.8305290e-03 -2.1504115e-03  3.5810291e-03
 -1.8767151e-03 -5.4101627e-03  2.3287341e-03  8.9168027e-03
  3.6800886e-03  8.1140418e-03 -9.0812799e-04  7.7323867e-03
  3.0941404e-03  4.6609766e-03  4.9466360e-03 -2.6396150e-04
 -2.8798089e-03  4.3224017e-03 -3.4426963e-03 -3.4777815e-03
 -4.6708621e-03 -9.3941111e-05  4.5748334e-03  5.9546670e-04
  3.2747297e-03  6.8678008e-03  4.2292355e-03 -5.5984571e-04
  7.7338656e-05  1.3522196e-03  4.1619525e-04  8.7330285e-03
  3.2002095e-03  4.5452062e-03  6.5153148e-03  5.7250503e-03
 -3.1456933e-03 -2.7909428e-03  9.1788843e-03  8.3764503e-04
 -2.2759009e-03 -8.9557993e-04  2.5520329e-03 -6.9987006e-04
  9.3897758e-03 -3.0581548e-03 -7.4332152e-03  8.5747596e-03]",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,114.15kcal,30 g,149,16,8,5,10,--,6
431,431,매콤깐풍기,0,"[-1.2774318e-03 -6.7769373e-03  5.4479344e-05 -2.1385951e-03
 -5.4532290e-04  2.7070043e-04  4.4395975e-03  6.4779567e-03
 -7.7426950e-03  2.2463070e-03  4.8428180e-04  1.2209394e-03
  2.0673843e-03  2.5025937e-03 -5.2907784e-03 -1.3625666e-03
 -3.2392149e-03 -4.3915762e-03  2.0983489e-03  4.5193220e-03
  6.1872527e-03 -9.8162401e-04  9.4518764e-05 -8.3649717e-03
  3.4345910e-03 -6.6872900e-03 -1.2081241e-03 -3.1922536e-03
 -7.8103226e-03 -4.4530579e-03  1.0706908e-03  3.8550748e-03
  8.9078443e-04  7.3421746e-03  8.2089156e-03  4.4998457e-03
  3.4810519e-03 -2.5554779e-03 -4.1467678e-03 -1.3037281e-03
  1.0298211e-03 -7.4425181e-03 -6.2730522e-03  1.0942011e-03
  1.5370464e-03  2.6946852e-04  1.5325588e-03 -1.4302885e-03
 -6.9770776e-03  5.0763353e-03  4.7122817e-03 -3.8011342e-03
 -7.9383012e-03 -1.2485972e-03 -3.3776253e-04  6.4936131e-03
  1.3748275e-03  2.9205550e-03 -5.5587268e-03 -6.3859574e-03
 -2.2401311e-03  6.6271746e-03 -6.5980097e-03  1.9003265e-03
 -6.2841093e-03 -4.1443994e-04 -1.4548590e-03  7.7784425e-03
 -5.7966704e-04  7.3373504e-04 -1.2888021e-03 -6.5134326e-03
 -1.6781113e-03 -5.3470759e-03  1.6648921e-03  1.7377795e-03
  4.5247455e-03  5.1044635e-03  3.2226748e-03 -2.6175490e-04
 -5.8359411e-03 -4.1638045e-03 -2.5387064e-03  4.2521148e-03
  5.4093227e-03 -2.6616598e-03  9.8769681e-04 -8.2135457e-04
 -1.0522380e-03 -4.9511506e-03  4.3382347e-03  7.9731587e-03
  2.4048353e-03  4.3082386e-03  5.1856134e-03 -1.7082754e-03
  1.5115715e-04  5.2112974e-03  9.2401844e-04  7.3902551e-03]",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,674.94kcal,1 조각,137,18,5,3,142,13,9
432,432,콩나물밥,0,"[ 0.00332157 -0.00712834  0.00537111  0.00045496 -0.00082905 -0.00276532
 -0.00121942  0.00550738 -0.00076345 -0.00342922 -0.00025563 -0.00183184
 -0.00515822  0.00679919 -0.00436873  0.00306867 -0.00806136 -0.00066454
  0.00045491 -0.00445541  0.00786843  0.00507696  0.00441468 -0.0024391
 -0.00195178  0.00236545  0.0057925  -0.00193345 -0.00572998  0.00027396
  0.00560694 -0.00121074  0.00213573 -0.0082687   0.00450075  0.00091992
 -0.00041607 -0.00606544 -0.00859288 -0.01024241 -0.00501443 -0.00554935
 -0.00635808  0.0017902   0.00853293  0.00189671 -0.00449612 -0.00415958
  0.0096159   0.00204272  0.00081177 -0.00083242 -0.00408121 -0.00252156
  0.00515045  0.00407831 -0.00328918 -0.00354135 -0.00781098 -0.00271622
 -0.00107747  0.00600187  0.00013685 -0.0021465  -0.00551117  0.00689566
 -0.00462389  0.00269452 -0.00128722  0.00386405  0.001287    0.00422571
  0.00419906 -0.00077061  0.00085941 -0.00248446  0.0067418  -0.00859447
 -0.0012027   0.0012703  -0.00493741 -0.00524982 -0.01133031  0.00243898
 -0.00698411 -0.00266158 -0.00370125 -0.0012857   0.00314743  0.00193341
  0.00562513  0.00465764  0.00709258  0.00412405 -0.00299599  0.00464471
 -0.00287357  0.00144249 -0.00465042 -0.00333435]",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,433.87kcal,1 bowl,300,66,4,8,400,--,5
433,433,돈육미나리볶음,0,"[ 6.5786042e-04 -1.8191013e-03  2.7221751e-03  1.2332140e-03
  2.6289665e-03 -1.0131665e-02  2.5794033e-03  1.1059073e-02
 -1.0831578e-03 -3.1153215e-03 -1.8785280e-03 -4.7843605e-03
 -7.1290415e-03  2.9872330e-03 -4.1108709e-03 -1.9802426e-03
 -4.1132276e-03 -5.0618765e-03 -6.0278461e-03 -8.3316239e-03
  4.7043767e-03  7.9252841e-03  5.1314649e-03  1.3866695e-03
  6.2411814e-04  4.1096177e-04 -2.6846379e-03  1.8556215e-03
 -1.2219189e-03  3.8537546e-04 -6.2541832e-04  1.6305624e-03
  6.9025657e-03 -2.9990512e-03 -7.6433574e-03  2.3750341e-03
  5.0332542e-03 -7.7302783e-04 -2.1789677e-03 -4.7547487e-03
 -1.3545311e-04  1.8149917e-04 -4.5848633e-03  1.8166349e-03
  5.4958365e-03 -2.7758142e-03 -3.4723210e-03 -2.1616472e-03
  4.6534720e-03  5.3125457e-03 -5.4223477e-03  1.0620295e-03
 -9.9811085e-05  7.2369445e-04  2.8822524e-03 -1.3792957e-03
  5.4498762e-03 -5.6039323e-03 -3.3897320e-03  1.2560006e-03
 -1.4695110e-03  2.4202114e-03 -2.9944724e-03 -8.5632578e-03
 -3.8301626e-03  1.1184734e-03  3.4125932e-03  2.3309852e-03
 -5.5888351e-03  1.1629115e-03 -5.0766603e-03  4.2760330e-03
 -1.5945663e-04 -2.8887670e-04  4.1563283e-03  4.0988848e-03
  5.1081958e-03 -3.0438236e-03 -8.6789941e-03 -5.2280365e-03
  2.9571850e-03 -1.2657078e-03 -1.3315231e-03  4.1973102e-03
 -3.3952584e-03  1.5176641e-03  3.2115404e-03  2.6651667e-03
 -4.3054256e-03  2.1541803e-03  1.3145885e-03  9.6273370e-04
  2.3169562e-03  1.8135378e-03  1.0639581e-02  4.4395346e-03
 -3.6168410e-04 -1.8621263e-03 -1.1253484e-03  1.1881777e-03]",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,318.27kcal,100 g,16,-,-,-,--,--,0
434,434,감자조림,0,"[-2.70275632e-03  2.59918836e-03  6.73270132e-03 -1.05046877e-03
  5.83769288e-04 -9.74781811e-03  1.14913564e-05  1.09933745e-02
 -5.14633581e-03 -8.79578758e-03  2.91271042e-03 -9.36224498e-03
  2.24222429e-04  2.45916774e-03  4.24003694e-03  4.37755371e-03
  4.88960277e-03  6.37821620e-04 -1.40038377e-03 -9.37770493e-03
 -2.99679697e-04 -3.28198983e-03  8.66375305e-03 -8.07202887e-03
 -1.29528716e-03  4.10857890e-03 -4.13995190e-03 -8.27739597e-04
  3.16331862e-04  5.63300122e-03  4.87069599e-03 -1.79556280e-03
  5.70012769e-03 -5.14057698e-04  2.54048407e-03  6.59314077e-03
  5.02138864e-03  2.04368611e-04  1.66734681e-04 -3.11451498e-04
  3.82596068e-03 -6.93294639e-03 -9.35290847e-03  3.63065302e-03
 -2.27537169e-03 -7.31187873e-04 -2.25456432e-04 -2.37106532e-03
 -1.93829171e-03  1.33269140e-03  2.46293936e-03 -7.94106629e-03
 -3.03568924e-03  3.49224033e-03 -3.68095585e-04  5.49330050e-03
  3.00847017e-03  1.15093752e-03  1.74828107e-04  6.63488731e-03
 -7.80136045e-03  1.18043041e-04 -3.38780344e-04 -2.77840602e-03
 -6.56537758e-03  7.48138223e-03  1.38013903e-03 -3.93571891e-03
  7.92669656e-04  4.50155744e-03 -1.04868645e-03  1.50392461e-03
  3.23530473e-03  7.38564041e-03  3.80524760e-03  2.79748044e-03
 -6.93278387e-04 -6.78943377e-03 -1.23024068e-03  1.41779403e-03
 -2.86329864e-03  5.42519009e-03  3.25645180e-03  3.67523916e-03
 -5.66193042e-03  1.80996559e-03 -1.62014179e-03 -6.47263834e-04
  7.09368847e-03 -6.79530902e-04  7.14232121e-03  1.25900668e-03
  7.10312801e-04 -4.69671097e-04 -1.69164618e-04  3.20974574e-03
  8.49956088e-03 -6.29033055e-03 -1.26487575e-03 -2.12831656e-03]",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48.81kcal,150 g,109,22,1,2,647,--,4
435,435,쇠고기버섯볶음,0,"[ 1.1931305e-03  5.3057629e-03  9.4894473e-05  5.0262883e-03
  8.6029107e-04 -5.4389001e-03  1.9850347e-03  1.1903505e-02
 -7.8680227e-03 -2.1834013e-03  1.4082525e-03 -4.3366426e-03
  7.4063893e-05  2.6922759e-03  3.6471367e-03 -6.6182762e-03
  1.6706063e-03 -6.5827247e-04 -7.8947181e-03 -1.2825333e-02
 -1.0837169e-03 -2.8496899e-03  1.9655076e-03 -7.0853569e-03
 -2.3415848e-04 -5.0977240e-03 -1.5458869e-03  4.5326031e-03
 -5.6260712e-03  5.2621082e-04  2.0714260e-04 -5.1372470e-03
  2.4323456e-03 -4.6450770e-03 -6.2254020e-03  2.1128957e-03
  3.0111868e-03 -3.1000853e-03 -3.9284509e-03 -9.1034239e-03
 -7.6769888e-03 -1.6362852e-03 -4.2650118e-03  3.5586401e-03
  3.2299338e-03 -5.7036290e-04 -7.8614615e-04  1.8220221e-03
  3.0690074e-04  5.7030157e-03 -8.0273639e-05 -3.9982293e-03
 -8.2052592e-04 -2.3053987e-04 -3.9544418e-03 -1.9618878e-03
  2.3436698e-03 -3.0912887e-03 -6.8180524e-03  1.6541226e-03
  2.4351191e-03 -3.1321970e-04  2.3045987e-03 -4.3130317e-03
 -8.6736763e-03  9.0751704e-03  6.5318663e-03  9.2900358e-03
 -1.0983872e-02  6.4729564e-03  1.2070821e-03  9.1262618e-03
  4.2296830e-03 -1.7673989e-03  4.7125486e-03  6.4289249e-03
  3.7452162e-03  2.8968297e-03 -5.1835305e-03 -4.4069062e-03
 -1.7460714e-03  3.3851352e-04 -6.0712309e-03  4.6956181e-03
 -5.5234489e-04 -5.7510746e-04 -7.8662782e-04 -3.3259729e-03
  8.1146955e-03  3.8034061e-03  3.8801592e-03  2.2782655e-03
  1.3030758e-03  8.4624760e-04  1.2511560e-02  3.9035350e-03
 -2.5938645e-03 -5.5352119e-03  3.0320871e-03 -1.3877307e-03]",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,131.29kcal,70 g,201,44,-,5,16,--,0
