,메뉴이름,계란류,우유,메밀,땅콩,대두,밀,고등어,게,새우,돼지고기,복숭아,토마토,아황산류,호두,닭고기,쇠고기,오징어,조개류,잣,열량,탄수화물,지방,단백질,나트륨,콜레스트롤,맛
502,우엉조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,18.613636363636363,0.0,1.7727272727272727,212.72727272727272,0.0,8
503,김치찌개,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.0,4.209876543209877,5.7407407407407405,5.7407407407407405,750.8888888888889,9.567901234567902,11
504,매콤새송이브로콜리볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0,9.617886178861788,2.959349593495935,7.398373983739837,221.21138211382117,0.0,3
505,참치김치덮밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.0,87.16235294117647,6.225882352941176,9.338823529411764,747.1058823529412,11.414117647058823,8
506,돈육고추장찌개,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,141.0,8.516778523489933,7.097315436241611,10.88255033557047,256.4496644295302,0.0,6
507,오리김치조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,267.0,14.787692307692309,17.252307692307692,13.144615384615385,1273.3846153846157,69.83076923076923,7
508,마늘소스돼지고기강정,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,648.0,0.0,11.36842105263158,125.05263157894736,0.0,0.0,7
509,얼갈이배추된장무침,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,2.9577464788732395,1.971830985915493,1.971830985915493,89.22535211267606,0.0,7
510,쇠고기오이볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,2.8421052631578947,4.7368421052631575,8.526315789473685,315.4736842105263,70.10526315789474,7
511,돼지고기가지볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,338.0,15.237704918032788,22.16393442622951,15.237704918032788,376.78688524590166,45.71311475409836,9
512,미더덕된장찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,1.6025504782146651,3.2603613177470776,3.97874601487779,74.10414452709882,10.444208289054195,9
513,꽈리고추감자조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,8.545454545454545,0.0,0.0,213.63636363636363,0.0,9
514,아욱고추장찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,3.0805369127516777,2.567114093959732,3.936241610738255,92.75838926174497,0.0,5
515,시금치무침,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,1.0315789473684212,2.357894736842105,1.0315789473684212,18.42105263157895,0.0,9
516,강된장찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,11.344537815126053,3.0252100840336134,4.53781512605042,1272.1008403361343,0.0,10
517,무두부조개탕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72.0,0.0,7.362406015037594,1.5157894736842106,0.0,0.0,1
518,참돔순살튀김,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,354.0,0.0,0.0,79.46938775510205,0.0,281.7551020408163,6
519,호박볶음,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,84.0,16.5873417721519,1.0632911392405062,1.9139240506329116,0.0,0.0,9
520,무국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,4.225352112676056,2.112676056338028,4.225352112676056,482.3943661971831,7.042253521126761,11
521,버섯잡채,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0,17.71900826446281,2.3801652892561984,0.5289256198347108,329.5206611570248,0.0,9
522,꽈리고추조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,13.818181818181818,0.0,0.0,345.45454545454544,0.0,9
523,마늘종무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0,14.791666666666666,0.0,2.958333333333333,1390.4166666666667,0.0,9
524,미트볼양념조림,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,443.0,29.876744186046512,27.816279069767443,18.544186046511623,1627.7674418604652,66.96511627906976,7
525,세척사과,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.0,0.0,0.0,0.0,0.0,0.0,8
526,낙지새우볶음,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,200.0,9.053497942386832,12.34567901234568,12.34567901234568,1614.8148148148148,20.5761316872428,7
527,게맛살튀김,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,370.0,16.444444444444443,0.0,12.333333333333334,0.0,0.0,10
528,햄치즈에그버거,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1246.0,83.06666666666666,62.3,62.3,955.2666666666668,145.36666666666667,7
529,피조갯살삼겹볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,447.0,67.87777777777778,14.072222222222225,12.416666666666666,0.0,0.0,2
530,훈제오리샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.0,12.09872611464968,6.67515923566879,6.25796178343949,131.8343949044586,128.4968152866242,10
531,불닭덮밥,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,749.0,103.3103448275862,25.82758620689655,25.82758620689655,1239.7241379310344,103.3103448275862,6
532,건새우아욱된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0,7.454545454545454,0.0,2.484848484848485,559.0909090909091,0.0,5
533,돼지갈비폭찹,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,412.0,66.85283018867925,6.218867924528302,17.10188679245283,293.84150943396224,0.0,7
534,과일,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.0,27.6697247706422,0.0,2.128440366972477,0.0,0.0,7
535,피망잡채,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,170.0,26.78787878787879,4.121212121212121,7.212121212121212,0.0,0.0,8
536,망고스틱,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.2466666666666666,0.0,0.0,0.0,0.0,7
537,야채덮밥,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,625.0,97.82608695652172,17.66304347826087,19.02173913043478,1521.7391304347825,40.76086956521739,6
538,고등어카레튀김,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,550.0,39.285714285714285,25.142857142857142,39.285714285714285,732.2857142857143,64.42857142857143,7
539,한우갈비탕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,480.0,12.360515021459229,31.931330472103003,33.99141630901288,1406.008583690987,127.725321888412,10
540,닭고기양배추볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,236.0,9.782383419689118,13.45077720207254,17.11917098445596,83.15025906735751,0.0,7
541,유산균 발효유,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,15.555555555555555,0.0,4.666666666666667,85.55555555555556,0.0,7
542,마늘쫑볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,16.6,0.0,2.5538461538461537,12.76923076923077,0.0,9
543,가지볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,9.5,1.5,0.5,109.0,0.0,9
544,모듬피클,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,5.214814814814815,0.9481481481481482,0.7111111111111111,56.888888888888886,0.0,6
545,반건조고구마,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.0,50.20189274447949,0.0,2.7507886435331232,0.0,0.0,7
546,해물된장찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,1.879914984059511,3.824654622741764,4.667375132837407,86.92986184909671,12.251859723698193,10
547,양파피클,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,16.666666666666668,0.0,2.083333333333333,4.166666666666667,0.0,9
548,무청시래기국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,249.35849056603772,2.1132075471698117,4.226415094339623,142.64150943396226,4.226415094339623,6
549,새우살야채볶음,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,174.0,0.0,0.0,0.0,0.0,0.0,7
550,낙지볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,155.0,7.016460905349795,9.567901234567902,9.567901234567902,1251.4814814814815,15.946502057613168,11
551,명태순살튀김,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,519.0,88.97142857142858,7.414285714285715,29.65714285714286,1260.428571428571,111.21428571428572,6
552,연근튀김,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,299.0,71.40298507462687,0.0,0.0,8.925373134328359,0.0,10
553,제육볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,320.0,17.342657342657343,18.46153846153846,21.818181818181817,465.45454545454544,71.60839160839161,10
554,곶감,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.0,0.0,0.0,0.0,0.0,0.0,9
555,해물탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,102.0,22.74098360655738,0.3344262295081967,2.00655737704918,153.8360655737705,0.0,10
556,우엉쇠고기조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,144.0,22.4,0.8,12.0,1416.0,40.0,7
557,명태순살조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,0.0,4.73404255319149,8.52127659574468,0.0,0.0,7
558,단감,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,0.0,0.0,0.0,0.0,0.0,8
559,굴국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0,11.341252699784016,0.509719222462203,1.7840172786177106,156.866090712743,1.529157667386609,9
560,쇠고기버섯덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,604.0,109.8181818181818,9.983471074380166,14.975206611570249,1224.9719008264462,0.0,7
561,갈치순살조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,126.0,3.7611940298507465,4.701492537313433,14.1044776119403,396.8059701492537,42.3134328358209,7
562,꽈리고추멸치볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,4.909090909090909,1.5340909090909092,2.761363636363636,144.20454545454547,4.602272727272728,10
563,쇠고기장조림쇠고기장조림대,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,14.77777777777778,0.5277777777777778,7.916666666666667,934.1666666666666,26.38888888888889,3
564,젤리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.0,0.0,0.0,0.0,0.0,0.0,7
565,햄버거스테이크,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389.0,86.0,1.0,7.0,34.0,0.0,9
566,소양념갈비찜,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752.0,124.46896551724136,20.744827586206892,10.372413793103448,191.8896551724138,0.0,6
567,콩나물두부국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,0.0,0.0,0.0,0.0,0.0,7
568,배추겉절이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,5.872727272727273,1.0363636363636364,1.3818181818181818,29.363636363636363,5.181818181818182,9
569,양배추샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,11.025,0.0,1.575,15.75,0.0,9
570,마파두부덮밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,679.0,104.46153846153848,19.151282051282053,22.633333333333333,0.0,0.0,10
571,묵은지등갈비찜,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,365.0,17.762951334379906,20.62794348508634,28.07692307692308,2914.270015698587,144.96860282574568,9
572,순무김치,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0.0,0.0,1.6666666666666667,0.0,0.0,10
573,팽이버섯두부국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,7.466666666666667,8.4,1.8666666666666667,0.0,4.666666666666667,5
574,조개살미역국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,1.2307692307692308,1.2307692307692308,1.5384615384615383,98.46153846153848,5.230769230769231,9
575,감자양파찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90.0,22.0,0.0,0.0,10.0,0.0,6
576,쇠고기호박찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61.0,12.302521008403362,0.5126050420168067,2.0504201680672267,3.0756302521008405,0.0,7
577,새송이버섯야채볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,91.0,11.097560975609756,4.439024390243903,2.2195121951219514,15.53658536585366,0.0,7
578,돼지불고기 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,516.0,105.54545454545456,7.036363636363636,7.036363636363636,0.0,0.0,10
579,굴튀김 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.0,81.25,0.0,0.0,43.52678571428572,0.0,10
580,콩나물매운무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,5.526315789473684,1.105263157894737,2.210526315789474,443.2105263157895,0.0,7
581,배추된장무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,3.692307692307693,0.0,0.0,120.0,0.0,7
582,계란찜 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,4.446428571428571,3.952380952380953,5.928571428571429,49.40476190476191,177.36309523809524,10
583,시금치된장국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,0.0,0.0,2.1333333333333333,302.6666666666667,5.333333333333333,9
584,두부고추장찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,94.0,0.0,0.0,0.0,0.0,0.0,8
585,쇠고기미역국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40.0,0.0,2.2857142857142856,4.0,520.0,11.428571428571429,8
586,햄게맛살볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,148.0,6.5777777777777775,0.0,4.933333333333334,0.0,0.0,4
587,닭강정 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,714.0,102.23181818181818,32.45454545454545,19.472727272727276,0.0,0.0,11
588,고추잡채 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,377.0,15.35925925925926,19.548148148148147,29.322222222222223,354.6592592592593,89.36296296296297,9
589,감자조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,16.954128440366972,0.7706422018348624,1.5412844036697249,498.605504587156,0.0,9
590,고등어김치조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.0,10.0,6.25,17.5,873.75,37.5,10
591,어묵김치국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,2.8846153846153846,2.8846153846153846,2.8846153846153846,276.9230769230769,8.653846153846153,6
592,버섯된장찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,6.0,2.0,4.4,0.0,0.0,10
593,쇠고기무국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.0,1.0933333333333333,2.1866666666666665,3.28,453.73333333333335,10.933333333333334,9
594,돼지고기콩나물볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,340.0,15.327868852459016,22.295081967213115,15.327868852459016,379.0163934426229,45.98360655737705,8
595,한우불고기 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,127.0,0.0,0.0,8.072033898305085,75.33898305084746,0.0,10
596,생선가스 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572.0,46.67172675521822,21.707779886148007,42.33017077798861,2096.9715370018976,321.2751423149905,9
597,순두부양념장 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,11.664,2.592,1.944,1101.6,2.592,9
598,도라지오이무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70.0,4.307692307692308,4.307692307692308,3.230769230769231,53.84615384615385,16.153846153846153,8
599,두부양념장 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0,0.0,0.0,25.48,25.48,137.2,10
600,불고기버거 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,987.0,108.84210526315788,47.0,39.578947368421055,1880.0,74.21052631578948,9
601,순두부찌개 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,188.0,12.839024390243903,9.170731707317072,13.75609756097561,0.0,0.0,9
602,감자된장국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,6.416666666666667,0.5833333333333334,4.083333333333333,684.25,0.0,9
603,궁중떡볶이 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,242.0,48.67039106145251,2.70391061452514,1.3519553072625698,569.1731843575419,0.0,10
604,오징어볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,129.0,18.211764705882352,3.0352941176470587,4.552941176470588,75.88235294117646,15.176470588235292,9
605,잡채밥 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,631.0,106.88558692421992,15.939078751857355,15.00148588410104,1278.8766716196135,0.0,9
606,콩나물국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0.0,0.0,0.0,0.0,0.0,9
607,조개국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,5.961538461538462,1.7884615384615383,13.115384615384617,951.4615384615385,53.05769230769231,8
608,호박된장찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,1.6025504782146651,3.2603613177470776,3.97874601487779,74.10414452709882,10.444208289054195,10
609,쇠고기감자조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97.0,15.088888888888889,0.5388888888888889,8.083333333333334,953.8333333333334,26.944444444444443,9
610,쭈꾸미볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.0,26.866666666666667,0.0,5.2,21.666666666666668,0.0,11
611,시금치무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,1.105263157894737,2.526315789473684,1.105263157894737,19.73684210526316,0.0,9
612,양배추쌈 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,6.16,0.0,6.16,0.0,0.0,9
613,떡만두국 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,593.0,88.74829931972789,12.10204081632653,20.170068027210885,1779.0,100.85034013605444,10
614,낙지덮밥 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.0,0.0,0.0,19.55956678700361,570.0216606498195,0.0,10
615,애호박나물 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,0.0,0.0,0.0,0.0,0.0,9
616,꽈리고추멸치볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.0,11.0,3.4375,6.1875,323.125,10.3125,10
617,콩나물무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,4.7368421052631575,0.9473684210526316,1.894736842105263,379.89473684210526,0.0,10
618,연근튀김 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.0,40.03846153846154,0.0,35.58974358974359,2722.6153846153848,0.0,10
619,비엔나소시지케찹볶음 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,333.0,3.5052631578947366,28.042105263157893,17.526315789473685,806.2105263157895,52.578947368421055,6
620,계란장조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.0,4.370689655172414,8.741379310344827,14.56896551724138,826.0603448275862,129.66379310344828,10
621,마파두부덮밥 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,663.0,102.0,18.7,22.1,0.0,0.0,10
622,꼬리곰탕형 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,573.0,2.996078431372549,27.71372549019608,76.4,573.0,188.00392156862745,1
623,해물찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,96.0,15.398019801980196,2.851485148514852,0.0,0.0,2.091089108910891,7
624,생선묵볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.0,13.409090909090908,4.0227272727272725,6.704545454545454,705.3181818181819,0.0,5
625,파전 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,114.0,13.273972602739724,5.465753424657534,2.3424657534246576,134.6917808219178,17.958904109589042,10
626,오징어튀김 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,416.0,48.83478260869565,21.70434782608696,5.426086956521739,0.0,18.08695652173913,10
627,감자채볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,0.0,0.0,7.142857142857143,53.57142857142857,0.0,10
628,오이양파장아찌 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,6.461538461538462,0.0,0.9230769230769232,648.9230769230769,0.0,8
629,자장밥 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,696.0,112.71255060728744,20.663967611336037,14.089068825910932,1465.2631578947369,24.42105263157895,8
630,오징어야채비빔밥 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,517.0,99.93556701030928,3.997422680412371,14.65721649484536,371.7603092783505,150.56958762886595,7
631,비엔나소시지찌개 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,169.0,1.7789473684210526,14.23157894736842,8.894736842105264,409.1578947368421,26.68421052631579,6
632,표고버섯돼지고기볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,370.0,39.361702127659576,15.74468085106383,10.49645390070922,1506.241134751773,0.0,6
633,치킨너겟 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,560.0,43.07692307692308,25.846153846153847,34.46153846153846,1206.1538461538462,86.15384615384616,8
634,계란후라이 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.0,31.5,0.0,1.575,19.6875,0.0,9
635,햄치즈버거 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1338.0,89.2,66.9,66.9,1025.8,156.1,6
636,돼지고기김치찌개 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,126.0,16.131487889273355,3.487889273356401,6.975778546712803,46.21453287197232,4.359861591695502,9
637,쇠고기육개장 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,96.0,10.308724832214764,5.154362416107382,3.221476510067114,6.442953020134228,0.0,7
638,만두튀김 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,676.0,169.0,0.0,0.0,90.53571428571428,0.0,8
639,오징어채무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,92.0,2.9206349206349205,1.4603174603174602,14.603174603174605,255.55555555555557,87.61904761904762,9
640,닭간장소스찜 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,274.0,29.50769230769231,8.430769230769231,20.023076923076925,1370.0,105.3846153846154,6
641,생선살매운탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0,16.80712166172107,2.27893175074184,2.27893175074184,23.92878338278932,0.56973293768546,6
642,팽이버섯국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,6.933333333333334,7.8,1.7333333333333334,0.0,4.333333333333333,7
643,버섯호박볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,11.453164556962026,0.7341772151898734,1.321518987341772,0.0,0.0,6
644,돼지갈비김치찜 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,364.0,19.27868852459016,21.57377049180328,28.0,890.4918032786885,89.50819672131148,9
645,돈가스 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,562.0,75.7752808988764,12.629213483146067,33.67790262172284,1332.3820224719102,48.41198501872659,10
646,감자샐러드 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.0,6.728,9.512,0.928,116.0,5.8,10
647,배추된장국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,0.0,0.0,0.0,0.0,0.0,8
648,닭고기육개장 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,219.0,5.651612903225806,15.541935483870969,14.129032258064516,2571.483870967742,28.258064516129032,7
649,생선묵국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,4.511111111111111,4.188888888888889,0.4833333333333333,38.66666666666666,0.0,5
650,삼치순살조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,1.6417910447761197,2.0522388059701493,6.156716417910448,173.2089552238806,18.470149253731343,7
651,돼지고기김치볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,207.0,3.942857142857143,13.8,11.82857142857143,705.7714285714286,124.2,9
652,오이고추장무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,10.833333333333334,4.333333333333333,2.1666666666666665,8.666666666666666,0.0,9
653,호박쇠고기볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,98.0,3.094736842105263,5.157894736842105,9.284210526315787,343.5157894736842,76.33684210526316,7
654,주스자연은샤인머스캣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,21.0,0.0,0.0,50.0,0.0,6
655,오징어튀김샐러드소스,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0,17.37391304347826,7.721739130434782,1.930434782608696,0.0,6.434782608695652,6
656,김계란국,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0,3.692307692307693,3.692307692307693,3.692307692307693,354.46153846153845,11.076923076923077,5
657,짬뽕밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,520.0,86.535552193646,8.653555219364598,22.81391830559758,2212.950075642965,197.4583963691377,9
658,표고버섯멸치볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,78.0,0.0,0.0,0.0,0.0,0.0,6
