,메뉴이름,다른메뉴,조합점수
610,거봉포도,부대찌개,2.0
611,거봉포도,삼치순살튀김,2.0
612,거봉포도,열무김치,3.0
613,거봉포도,오이부추무침,3.0
614,거봉포도,콩나물국,3.0
615,거봉포도,콩나물김치국,3.0
616,거봉포도,흑미밥,2.0
617,건빵,가지굴소스볶음,2.0
618,건빵,감자양파찌개,3.0
619,건빵,계란찜,3.0
620,건빵,기타 양념,2.0
621,건빵,깻잎조림,2.6666666666666665
622,건빵,낙지야채볶음,3.0
623,건빵,닭갈비,3.0
624,건빵,닭곰탕,3.0
625,건빵,닭매운찜,2.0
626,건빵,돼지불고기,3.0
627,건빵,맛김,2.0
628,건빵,무나물,2.0
629,건빵,밥,3.0
630,건빵,배추김치,2.8
631,건빵,사인머스켓,2.0
632,건빵,쇠고기버섯덮밥,3.0
633,건빵,식탁비치용 양념,2.25
634,건빵,에그햄치즈버거,1.0
635,건빵,열무김치,2.0
636,건빵,오이무침,3.0
637,건빵,오징어국,2.0
638,건빵,우유,2.0
639,건빵,찰보리비빔밥,2.0
640,건빵,콘푸로스트,2.0
641,건빵,콩나물국,3.0
642,건빵,콩나물무채국,3.0
643,건빵,핫도그빵,3.0
644,건빵,현미밥,2.0
645,건빵,황태채국,2.0
646,게맛살냉채,닭곰탕,3.0
647,게맛살냉채,두부김치,3.0
648,게맛살냉채,떠먹는 토핑형 발효유,3.0
649,게맛살냉채,밥,3.0
650,게맛살냉채,총각김치,3.0
651,계란말이,갑오징어숙회,3.0
652,계란말이,꽈리고추멸치볶음,4.0
653,계란말이,미역국,4.0
654,계란말이,밥,4.0
655,계란말이,배추김치,3.5
656,계란말이,사골곰탕,3.0
657,계란말이,우유,4.0
658,계란말이,찹쌀밥,3.0
659,계란찜,감자국,3.0
660,계란찜,감자양파찌개,2.0
661,계란찜,감자조림,4.0
662,계란찜,감자채볶음,3.0
663,계란찜,갑오징어숙회,2.0
664,계란찜,건빵,3.0
665,계란찜,고추참치덮밥,2.0
666,계란찜,골뱅이고추장볶음,3.0
667,계란찜,골뱅이무침,3.0
668,계란찜,김장김치,3.0
669,계란찜,김치찌개,2.8
670,계란찜,깍두기,3.0
671,계란찜,깻잎조림,2.3333333333333335
672,계란찜,꽈리고추멸치볶음,4.0
673,계란찜,낙지야채볶음,3.0
674,계란찜,농후 발효유,2.0
675,계란찜,닭갈비,3.0
676,계란찜,닭고기육개장,3.0
677,계란찜,닭곰탕,3.0
678,계란찜,닭볶음탕,2.6666666666666665
679,계란찜,대추방울토마토,3.0
680,계란찜,돈육굴소스양배추볶음,2.5
681,계란찜,돼지고기고추장볶음,2.0
682,계란찜,돼지고기김치볶음,4.0
683,계란찜,딸기신선형,2.0
684,계란찜,떠먹는 토핑형 발효유,3.0
685,계란찜,떡볶이,2.5
686,계란찜,라면,2.0
687,계란찜,맛김,3.0
688,계란찜,매운소시지떡볶음,3.0
689,계란찜,무국,3.6666666666666665
690,계란찜,무생채,3.0
691,계란찜,무초절이,3.0
692,계란찜,미역국,2.5
693,계란찜,바다장어순살강정,1.0
694,계란찜,밥,2.9523809523809526
695,계란찜,배추김치,2.9375
696,계란찜,백김치,2.0
697,계란찜,버섯강정,3.0
698,계란찜,비엔나소시지케찹조림,3.0
699,계란찜,사과,4.0
700,계란찜,생선묵볶음,3.0
701,계란찜,생선묵찌개,3.0
702,계란찜,생수,3.0
703,계란찜,쇠고기버섯죽,3.0
704,계란찜,쇠고기육개장,1.0
705,계란찜,수박,3.0
706,계란찜,식탁비치용 양념,2.6666666666666665
707,계란찜,아이스크림 떠먹는형,2.0
708,계란찜,야채튀김,2.5
709,계란찜,열무김치,2.0
710,계란찜,오삼불고기,3.0
711,계란찜,오이소박이,1.0
712,계란찜,오징어국,3.5
713,계란찜,오징어야채무침,3.0
714,계란찜,오징어젓무침,3.0
