,메뉴이름,다른메뉴,조합점수
0,가공우유,가공우유,2.6666666666666665
1,가공우유,감귤,2.0
2,가공우유,갓김치,3.0
3,가공우유,게맛살야채볶음,2.0
4,가공우유,견과 혼합식,2.0
5,가공우유,계란장조림,3.2
6,가공우유,과일샐러드,3.25
7,가공우유,광어튀김,2.0
8,가공우유,김자반,2.5
9,가공우유,김장김치,2.3333333333333335
10,가공우유,깍두기,2.5
11,가공우유,낙지부추비빔밥,2.0
12,가공우유,냉파스타샐러드,2.0
13,가공우유,단무지무침,2.0
14,가공우유,닭순살부추비빔밥,3.0
15,가공우유,돈가스,3.125
16,가공우유,돈육표고장조림,3.0
17,가공우유,두부두루치기,4.0
18,가공우유,떡만둣국,3.0
19,가공우유,만두튀김,2.0
20,가공우유,매운돼지갈비찜,3.0
21,가공우유,메론,3.0
22,가공우유,무나물,3.0
23,가공우유,미나리삼겹살비빔밥,2.5
24,가공우유,바싹불고기,2.0
25,가공우유,밥,3.0
26,가공우유,배 주스,2.0
27,가공우유,배추김치,2.7222222222222223
28,가공우유,배추된장국,3.0
29,가공우유,백김치,2.5
30,가공우유,버섯육개장,3.5
31,가공우유,버섯호박볶음,2.0
32,가공우유,비빔냉면,2.0
33,가공우유,비엔나소시지구이,3.0
34,가공우유,사과,3.0
35,가공우유,삶은계란,2.0
36,가공우유,상추청경채깻잎,2.0
37,가공우유,생선가스,3.0
38,가공우유,생선묵고추장볶음,3.5
39,가공우유,설렁탕,2.0
40,가공우유,세절형김,2.5384615384615383
41,가공우유,소시지야채볶음,2.0
42,가공우유,쇠고기팽이버섯떡볶음,3.0
43,가공우유,순두부양념장,3.0
44,가공우유,시리얼,2.0
45,가공우유,양파피클,3.0
46,가공우유,오곡밥,2.0
47,가공우유,오렌지,2.0
48,가공우유,오리고기상추깻잎부추비빔밥,3.0
49,가공우유,오이부추무침,3.0
50,가공우유,오징어브로콜리숙회,3.0
51,가공우유,오징어야채비빔밥,2.0
52,가공우유,오징어젓무침,2.5
53,가공우유,우엉돼지불고기,2.0
54,가공우유,우유,2.6
55,가공우유,자장면,2.0
56,가공우유,잡곡밥,2.2
57,가공우유,조미김,3.0
58,가공우유,주꾸미콩나물비빔밥,3.0
59,가공우유,주스카프리썬 오렌지,3.0
60,가공우유,쫄면,3.0
61,가공우유,찰보리밥,3.0
62,가공우유,참외,3.0
63,가공우유,참치야채비빔밥,2.5
64,가공우유,찹쌀밥,3.0
65,가공우유,치즈,4.0
66,가공우유,콩나물국,2.0
67,가공우유,토마토샐러드,3.0
68,가공우유,파김치,2.857142857142857
69,가공우유,한라봉,3.0
70,가공우유,한우갈비찜,3.0
71,가공우유,한우불고기비빔밥,2.3333333333333335
72,가공우유,햄야채볶음밥,2.0
73,가공우유,홍합미역국,3.0
74,가공우유,황태찜,3.0
75,가공우유,흑미밥,3.0
76,가지볶음,가지볶음,2.0
77,가지볶음,감자계란국,5.0
78,가지볶음,계란국,4.0
79,가지볶음,김자반,4.0
80,가지볶음,깍두기,2.0
81,가지볶음,느타리버섯국,3.0
82,가지볶음,닭고기야채조림,3.5
83,가지볶음,돼지고기김치찌개,4.0
84,가지볶음,돼지고기장조림,4.0
85,가지볶음,두부두루치기,3.0
86,가지볶음,두부조림,4.0
87,가지볶음,맑은순두부계란탕,1.0
88,가지볶음,밥,2.357142857142857
89,가지볶음,배,2.0
90,가지볶음,배추김치,2.75
91,가지볶음,비엔나소시지구이,1.0
92,가지볶음,비엔나소시지야채볶음,2.0
93,가지볶음,사과 주스,2.0
94,가지볶음,삶은계란,2.0
95,가지볶음,세절형김,2.0
96,가지볶음,쇠고기두부탕국,2.0
97,가지볶음,쇠고기육개장,3.0
98,가지볶음,쇠고기장조림,4.0
99,가지볶음,순두부버섯탕,2.0
100,가지볶음,양배추샐러드,1.0
101,가지볶음,열무김치,2.0
102,가지볶음,열무된장국,3.0
103,가지볶음,우유,2.4545454545454546
104,가지볶음,조미김,2.0
105,가지볶음,짬뽕찌개,2.0
106,가지볶음,컨츄리소시지,2.0
107,가지볶음,피망생선묵볶음,2.0
108,가지볶음,햄야채덮밥,2.0
109,가지볶음,현미밥,4.0
110,가지볶음,혼합시리얼,1.0
111,가지볶음,홍합미역국,4.0
112,간장제육덮밥,계란말이,3.0
113,간장제육덮밥,딸기우유,3.0
114,간장제육덮밥,라면,2.0
115,간장제육덮밥,망고스틱,2.0
116,간장제육덮밥,배추김치,2.0
117,간장제육덮밥,버팔로윙,2.0
118,간장제육덮밥,왕새우튀김,3.0
119,간장제육덮밥,요구르트떠먹는형,2.0
120,갈낙탕,근대무침,3.0
121,갈낙탕,밀쌀밥,3.0
122,갈낙탕,배추김치,3.0
123,갈낙탕,양파피클,3.0
124,갈낙탕,짜먹는요구르트,3.0
125,갈비탕,갈비탕,3.0
126,갈비탕,건빵,2.0
127,갈비탕,고추참치,3.0
128,갈비탕,깍두기,3.0
129,갈비탕,맛밤,3.0
130,갈비탕,바나나,3.0
131,갈비탕,밥,2.5
132,갈비탕,배추김치,2.5
133,갈비탕,순대야채볶음,3.0
134,갈비탕,스모크닭다리,2.0
135,갈비탕,아이스모찌,3.0
136,갈비탕,양파풋고추쌈,2.8333333333333335
137,갈비탕,우유,3.0
138,갈비탕,유산균 발효 음료,2.0
139,갈비탕,치즈케이크,2.0
140,갈비탕,현미밥,3.0
141,갈치순살조림,감귤,2.0
142,갈치순살조림,고구마맛탕,2.0
143,갈치순살조림,김자반,3.0
144,갈치순살조림,김장김치,2.0
145,갈치순살조림,닭고기미역국,2.0
146,갈치순살조림,만두튀김,3.0
147,갈치순살조림,밀쌀밥,2.0
148,갈치순살조림,배추김치,2.6666666666666665
149,갈치순살조림,버섯육개장,3.0
150,갈치순살조림,쇠고기무국,2.0
151,갈치순살조림,연근야채볶음,2.0
152,갈치순살조림,자두,2.0
153,갈치순살조림,잡곡밥,2.0
154,갈치순살조림,탄산음료,3.0
155,갈치순살조림,햄야채덮밥,3.0
156,갈치순살조림,현미밥,3.0
157,감귤,가공우유,2.0
158,감귤,갈치순살조림,2.0
159,감귤,감자조림,3.0
160,감귤,건빵,2.5
161,감귤,건새우아욱된장국,1.0
162,감귤,계란장조림,3.5
163,감귤,고등어마늘튀김,3.0
164,감귤,고추양파된장무침,3.0
165,감귤,고추참치덮밥,2.0
166,감귤,과일푸딩,1.0
167,감귤,광어튀김,2.0
168,감귤,구운계란,2.0
169,감귤,김말이튀김,3.0
170,감귤,김장김치,2.5384615384615383
171,감귤,김치볶음,2.0
172,감귤,깍두기,2.5
173,감귤,꼬리곰탕형,1.0
174,감귤,꽃게탕,2.0
175,감귤,단무지무침,2.5
176,감귤,닭고기가지볶음,3.0
177,감귤,닭고기미역국,2.0
178,감귤,돼지갈비찜,3.0
179,감귤,돼지고기감자조림,4.0
180,감귤,돼지고기감자찌개,3.0
181,감귤,돼지고기고추장볶음,2.0
182,감귤,돼지고기고추장찌개,3.0
183,감귤,돼지삼겹야채볶음,2.5
184,감귤,라면,3.0
185,감귤,마파두부덮밥,3.0
186,감귤,만두튀김,2.5
187,감귤,망고 주스,3.0
188,감귤,무국,4.0
189,감귤,무나물,2.0
190,감귤,밀쌀밥,2.0
191,감귤,밥,2.8
192,감귤,배추김치,2.8333333333333335
193,감귤,브로콜리마늘볶음,2.5
194,감귤,비엔나소시지구이,3.0
195,감귤,삶은계란,2.0
196,감귤,상추깻잎청경채명이나물,3.0
197,감귤,상추청경채깻잎,2.0
198,감귤,새우튀김케첩볶음,3.0
199,감귤,생우동,3.0
200,감귤,세절형김,2.0
201,감귤,쇠고기국밥,3.0
202,감귤,쇠고기미역국,3.0
203,감귤,순두부백탕,2.0
204,감귤,순두부해물찌개,3.0
205,감귤,순살닭고기고구마조림,3.0
206,감귤,스파게티,4.0
207,감귤,시금치무침,2.0
208,감귤,양배추국,3.0
209,감귤,양배추쌈,2.0
210,감귤,연근닭순살조림,1.0
211,감귤,연근야채볶음,2.0
212,감귤,연어회덮밥,3.0
213,감귤,오곡밥,2.0
214,감귤,오징어튀김,3.0
215,감귤,우엉돼지불고기,2.0
216,감귤,우유,3.0
217,감귤,자장면,2.0
218,감귤,잡곡밥,2.0
219,감귤,잡채,3.0
220,감귤,조미김,3.0
221,감귤,주스카프리썬 사과,2.5
222,감귤,채소스틱,2.0
223,감귤,컵과일,1.0
224,감귤,코다리꽈리고추조림,1.0
225,감귤,콩나물국,2.0
226,감귤,콩나물무침,3.0
227,감귤,탕수육,3.0
228,감귤,패주미역국,2.0
229,감귤,포도 주스,2.0
230,감귤,현미밥,2.3333333333333335
231,감귤,호박된장국,3.0
232,감귤,흑미밥,3.5
233,감귤 주스,감자짜글이,2.0
234,감귤 주스,고추마요치킨,1.0
235,감귤 주스,과일샐러드,2.5
236,감귤 주스,구운계란,1.0
237,감귤 주스,깍두기,3.0
238,감귤 주스,꼬리곰탕,3.0
239,감귤 주스,닭고기튀김,4.0
240,감귤 주스,돈가스,2.0
241,감귤 주스,돼지고기김치찜,3.0
242,감귤 주스,돼지고기생야채비빔밥,3.0
243,감귤 주스,돼지고기콩나물볶음,3.0
244,감귤 주스,돼지삼겹야채볶음,2.0
245,감귤 주스,두부김치,3.0
246,감귤 주스,매운버섯국,2.0
247,감귤 주스,무초절이,2.5
248,감귤 주스,미나리나물,2.0
249,감귤 주스,밀쌀밥,3.0
250,감귤 주스,밥,3.0
251,감귤 주스,배추김치,3.0
252,감귤 주스,백김치,1.0
253,감귤 주스,버섯육개장,3.0
254,감귤 주스,부추겉절이,3.0
255,감귤 주스,상추깻잎청경채명이나물,3.0
256,감귤 주스,생선가스,3.0
257,감귤 주스,순두부해물찌개,3.0
258,감귤 주스,아이스 망고바,1.0
259,감귤 주스,열무김치,3.0
260,감귤 주스,열무된장국,3.0
261,감귤 주스,오곡밥,2.5
262,감귤 주스,조기튀김,3.0
263,감귤 주스,찹쌀밥,1.0
264,감귤 주스,총각김치,2.5
265,감귤 주스,콩나물국,4.0
266,감귤 주스,콩나물무침,3.0
267,감귤 주스,토마토신선형,2.0
268,감귤 주스,파프리카오이초무침,3.0
269,감귤 주스,푸실리샐러드,1.0
270,감귤 주스,현미밥,3.0
271,감자계란국,가지볶음,5.0
272,감자계란국,감자계란국,2.0
273,감자계란국,과일푸딩,3.0
274,감자계란국,김자반,5.0
275,감자계란국,김장김치,2.3333333333333335
276,감자계란국,깍두기,2.0
277,감자계란국,단감,3.0
278,감자계란국,단무지무침,2.0
279,감자계란국,닭고기가지볶음,4.0
280,감자계란국,닭순살간장통마늘볶음,2.0
281,감자계란국,돼지고기고구마조림,3.0
282,감자계란국,돼지고기꽈리고추볶음,4.0
283,감자계란국,돼지고기콩나물볶음,3.0
284,감자계란국,돼지삼겹야채볶음,2.0
285,감자계란국,두부조림,5.0
286,감자계란국,떠먹는토핑형발효휴,2.0
287,감자계란국,메론,3.0
288,감자계란국,무생채,2.0
289,감자계란국,미나리나물,3.0
290,감자계란국,밀쌀밥,2.3333333333333335
291,감자계란국,밥,3.0
292,감자계란국,방어순살탕수육,2.0
293,감자계란국,배 주스,2.0
294,감자계란국,배추김치,2.909090909090909
295,감자계란국,상추치커리무침,3.0
296,감자계란국,시금치무침,3.0
297,감자계란국,아이스크림 팩형,2.0
298,감자계란국,양배추쌈,3.0
299,감자계란국,양배추풋고추쌈,2.0
300,감자계란국,양파피클,4.0
301,감자계란국,연근야채볶음,2.0
302,감자계란국,오이김치,2.0
303,감자계란국,우유,4.0
304,감자계란국,이온음료,2.0
305,감자계란국,찰보리밥,2.2
306,감자계란국,찹쌀밥,2.8
307,감자계란국,치킨떡볶이,2.0
308,감자계란국,콩나물무침,3.0
309,감자계란국,탄산음료,2.0
310,감자계란국,파프리카오이초무침,2.0
311,감자계란국,포도신선형,2.0
312,감자계란국,한우불고기,3.0
313,감자계란국,햄슬라이스야채볶음,2.0
314,감자계란국,현미밥,5.0
315,감자국,감자국,3.0
316,감자국,게맛살오이초무침,3.0
317,감자국,계란찜,2.0
318,감자국,김장김치,3.3333333333333335
319,감자국,깍두기,2.0
320,감자국,닭고기튀김,2.0
