,메뉴이름,다른메뉴,조합점수
0,가공우유,가공우유,3.6
1,가공우유,감자매운조림,2.0
2,가공우유,감자샐러드,2.0
3,가공우유,감자튀김,3.6666666666666665
4,가공우유,견과 혼합식,3.0
5,가공우유,계란후라이,3.0
6,가공우유,과일,4.5
7,가공우유,궁중닭찜,3.0
8,가공우유,깍두기,2.0
9,가공우유,돈가스,2.0
10,가공우유,들깨미역국,2.0
11,가공우유,맛김,2.0
12,가공우유,멜론,2.0
13,가공우유,밥,2.5
14,가공우유,배추김치,3.0
15,가공우유,배추들깨국,3.0
16,가공우유,불고기버거,3.0
17,가공우유,블루베리,3.0
18,가공우유,새우버거,3.5
19,가공우유,쇠고기미역국,2.0
20,가공우유,쇠고기불고기,3.0
21,가공우유,순두부해물찌개,3.0
22,가공우유,스크램블에그,3.0
23,가공우유,시금치고추장무침,3.0
24,가공우유,아이스샌드,3.0
25,가공우유,아이스크림 콘완제품,1.0
26,가공우유,양배추풋고추쌈,3.0
27,가공우유,에그햄치즈버거,3.0
28,가공우유,오이소박이,2.0
29,가공우유,오징어채간장볶음,2.0
30,가공우유,오징어채볶음,2.0
31,가공우유,우유,3.3636363636363638
32,가공우유,참치마요덮밥,2.0
33,가공우유,총각김치,3.0
34,가공우유,카레밥,2.0
35,가공우유,콜라,3.0
36,가공우유,토마토슬라이스,1.0
37,가공우유,파김치,2.0
38,가공우유,핫도그빵,3.857142857142857
39,가공우유,햄치즈버거,3.6666666666666665
40,가공우유,흑미밥,3.0
41,가지굴소스쇠고기볶음,근대콩나물조개국,3.0
42,가지굴소스쇠고기볶음,꽃게된장찌개,3.0
43,가지굴소스쇠고기볶음,돼지고기김치찌개,2.0
44,가지굴소스쇠고기볶음,밥,2.0
45,가지굴소스쇠고기볶음,배추김치,2.6666666666666665
46,가지굴소스쇠고기볶음,수박,3.0
47,가지굴소스쇠고기볶음,순두부양념장,2.0
48,가지굴소스쇠고기볶음,오이무침,3.0
49,가지굴소스쇠고기볶음,우유,2.0
50,가지굴소스쇠고기볶음,잡곡밥,3.0
51,가지굴소스쇠고기볶음,찰보리밥,3.0
52,가지굴소스쇠고기볶음,초콜릿,3.0
53,가지굴소스쇠고기볶음,총각김치,3.0
54,가지굴소스쇠고기볶음,풋고추된장무침,3.0
55,가지굴소스쇠고기볶음,호박새우젓찌개,3.0
56,가지굴소스쇠고기볶음,흑미밥,3.0
57,간장 돼지불고기,무생채,4.0
58,간장 돼지불고기,물냉면,3.0
59,간장 돼지불고기,바나나,5.0
60,간장 돼지불고기,배추김치,2.0
61,간장 돼지불고기,버섯된장찌개,2.0
62,간장 돼지불고기,상추쌈,2.0
63,간장 돼지불고기,수박,2.0
64,간장 돼지불고기,열무김치,4.0
65,간장 돼지불고기,옥수수신선형,3.0
66,간장 돼지불고기,쫄면,5.0
67,간장 돼지불고기,흑미밥,2.0
68,간장계란밥,감귤 주스,3.0
69,간장계란밥,감자매운조림,3.0
70,간장계란밥,감자조림,3.0
71,간장계란밥,귤주스,3.0
72,간장계란밥,김자반,3.0
73,간장계란밥,멸치볶음,4.0
74,간장계란밥,배추김치,3.1666666666666665
75,간장계란밥,비엔나소시지케찹볶음,3.1666666666666665
76,간장계란밥,우유,3.0
77,갈치튀김,깍두기,4.0
78,갈치튀김,꽈리고추멸치볶음,4.0
79,갈치튀김,돼지고기김치찌개,4.0
80,갈치튀김,잡곡밥,4.0
81,갈치튀김데리야끼소스,밥,2.0
82,갈치튀김데리야끼소스,배추김치,2.0
83,갈치튀김데리야끼소스,부대찌개,2.0
84,갈치튀김데리야끼소스,아이스크림 떠먹는형,2.0
85,갈치튀김데리야끼소스,청경채된장나물,2.0
86,감귤,감자양파찌개,3.0
87,감귤,고추잡채,3.0
88,감귤,김장김치,2.75
89,감귤,깍두기,3.0
90,감귤,단무지무침,2.0
91,감귤,닭고기육개장,3.0
92,감귤,돈가스,2.0
93,감귤,두부고추장찌개,3.0
94,감귤,맛김,3.0
95,감귤,무나물,3.0
96,감귤,밥,3.0
97,감귤,생우동,2.0
98,감귤,시금치무침,3.0
99,감귤,오징어볶음,3.0
100,감귤,오징어찌개,3.0
101,감귤,우엉조림,3.0
102,감귤,잡채밥,3.0
103,감귤,쭈꾸미떡볶음,3.0
104,감귤,찰보리밥,3.0
105,감귤,찹쌀밥,3.0
106,감귤,탕수육,3.0
107,감귤,파김치,3.0
108,감귤,포도 주스,2.5
109,감귤,흑미밥,3.0
110,감귤 주스,간장계란밥,3.0
111,감귤 주스,감자매운조림,3.0
112,감귤 주스,건빵,3.0
113,감귤 주스,김치수제비국,3.0
114,감귤 주스,깍두기,3.0
115,감귤 주스,닭갈비,3.0
116,감귤 주스,돈육굴소스양배추볶음,3.0
117,감귤 주스,두부고추장찌개,3.0
118,감귤 주스,들깨미역국,3.0
119,감귤 주스,모듬야채,3.0
120,감귤 주스,배추김치,3.0
121,감귤 주스,부추겉절이,3.0
122,감귤 주스,비엔나소시지케찹볶음,3.0
123,감귤 주스,야채샐러드,3.0
124,감귤 주스,오이부추무침,3.0
125,감귤 주스,우유,3.0
126,감귤 주스,잡곡밥,3.0
127,감귤 주스,탕수육,3.0
128,감귤 주스,파채돈까스,3.0
129,감귤 주스,팔보채덮밥,3.0
130,감귤 주스,팽이버섯계란국,3.0
131,감귤 주스,표고버섯돼지고기볶음,3.0
132,감귤 주스,호박고추장찌개,3.0
133,감자계란국,갓김치,3.0
134,감자계란국,고등어순살튀김,3.0
135,감자계란국,과일푸딩,3.0
136,감자계란국,김자반,3.0
137,감자계란국,닭간장소스찜,3.0
138,감자계란국,닭갈비,3.0
139,감자계란국,떡볶이,5.0
140,감자계란국,밥,3.0
141,감자계란국,배추김치,3.4
142,감자계란국,복숭아,3.0
143,감자계란국,비타민음료,3.0
144,감자계란국,사과,3.0
145,감자계란국,쇠고기야채덮밥,3.0
146,감자계란국,양배추풋고추쌈,3.0
147,감자계란국,오징어튀김,3.0
148,감자계란국,유산균 발효유,3.0
149,감자계란국,잡채밥,5.0
150,감자계란국,잡채볶음밥,3.0
151,감자계란국,코다리강정,3.0
152,감자계란국,튜브형 아이스크림,3.0
153,감자매운조림,가공우유,2.0
154,감자매운조림,간장계란밥,3.0
155,감자매운조림,감귤 주스,3.0
156,감자매운조림,갓김치,5.0
157,감자매운조림,계란말이,4.0
158,감자매운조림,계란찜,5.0
159,감자매운조림,귤주스,3.0
160,감자매운조림,김자반,3.0
161,감자매운조림,김장김치,4.333333333333333
162,감자매운조림,깍두기,4.0
163,감자매운조림,느타리버섯볶음,4.0
164,감자매운조림,돼지고기김치찌개,1.0
165,감자매운조림,돼지고기버섯볶음,3.0
166,감자매운조림,두부고추장찌개,5.0
167,감자매운조림,맛김,2.3333333333333335
168,감자매운조림,멸치볶음,5.0
169,감자매운조림,밥,3.9375
170,감자매운조림,배,3.0
171,감자매운조림,배추김치,3.6923076923076925
172,감자매운조림,백김치,3.0
173,감자매운조림,비엔나소시지야채볶음,2.0
174,감자매운조림,비엔나소시지케찹볶음,3.0
175,감자매운조림,새송이버섯야채볶음,1.0
176,감자매운조림,생선묵국,3.0
177,감자매운조림,소시지야채볶음,5.0
178,감자매운조림,쇠고기무국,3.0
179,감자매운조림,쇠고기미역국,4.75
180,감자매운조림,쇠고기버섯볶음,3.8
181,감자매운조림,쇠고기육개장,3.0
182,감자매운조림,어묵김칫국,4.0
183,감자매운조림,열무김치,3.5
184,감자매운조림,오징어배추해장국,3.0
185,감자매운조림,오징어채볶음,3.5
186,감자매운조림,우유,3.8
187,감자매운조림,우유살균형,1.0
188,감자매운조림,유산균 발효유,3.0
189,감자매운조림,참치김치찌개,4.0
190,감자매운조림,참치마요덮밥,4.0
191,감자매운조림,찹쌀밥,1.0
192,감자매운조림,총각김치,2.5
193,감자매운조림,치킨마요덮밥,4.0
194,감자매운조림,콩나물국,4.0
195,감자매운조림,콩나물김치국,4.0
196,감자매운조림,파김치,2.0
197,감자매운조림,현미밥,3.0
198,감자샐러드,가공우유,2.0
199,감자샐러드,갓김치,3.0
200,감자샐러드,고등어순살조림,3.0
201,감자샐러드,고추잡채,2.0
202,감자샐러드,과일푸딩,3.0
203,감자샐러드,김장김치,3.0
204,감자샐러드,깍두기,3.0
205,감자샐러드,꼬꼬떡국,3.0
206,감자샐러드,꽃게된장찌개,3.0
207,감자샐러드,농후 발효유,2.0
208,감자샐러드,닭순살카레밥,3.0
209,감자샐러드,돈가스,2.8
210,감자샐러드,두부고추장찌개,3.0
